miliseconds,T,E,I,S
0,0.9882424635563284,0.9988380812426547,10.010905907327306,9.48544760843311e-15
100,1.0269390672073628,1.000299499452842,3.656616207181634,1.9619863647687723e-13
200,1.0442982635620768,1.0021464444783672,1.3095286871251008,2.4888810524771285e-13
300,1.0466470058446886,1.0027747105745648,0.46632270012300714,2.993727899435372e-13
400,1.0727033780144744,1.0022946408996978,0.1364535173720504,3.146970066818083e-13
500,1.104510022270495,1.0037732698954227,0.10065717036291782,3.171480573047118e-13
600,1.110946087304459,1.0040567697515912,0.03230272258624791,3.3214227394016377e-13
700,1.1154079380000486,1.0040957493281484,-0.043837813956035504,3.4715391045013883e-13
800,1.1612330820859535,1.0045064432497328,-0.05664548643142533,3.666756868127745e-13
900,1.160881051159067,1.0090094401912173,0.056116646641281874,3.68658811261847e-13
1000,1.1952515714346827,1.0101024930501143,-0.052665681046139966,3.923084694966104e-13
1100,1.2139120732609512,1.0089012170228988,-0.014495688572097034,3.957913329309479e-13
1200,1.2491480140963456,1.010211191881496,-0.02739274522846233,4.1823708232755095e-13
1300,1.2502503253486643,1.0130225576457628,0.0033586692466398113,4.360078296918954e-13
1400,1.287937560464456,1.0137473486194744,0.04450594322358231,4.3537906453384686e-13
1500,1.2885222155762859,1.013467987397755,-0.008701363508089798,4.553169380423128e-13
1600,1.3184911874382288,1.01718732941905,0.061843503748229306,4.824693787794936e-13
1700,1.3444376269398437,1.0194258317917992,-0.06514625908017863,5.224856889083734e-13
1800,1.3754887487116145,1.0211480865130884,-0.04930753524144906,5.359493893259739e-13
1900,1.4255533495688844,1.0199458305527562,-0.05090834126483611,5.347155263583599e-13
2000,1.4529981781704115,1.0245813864608593,-0.057559287820655745,5.661537902696354e-13
2100,1.4484720778899467,1.0246172498769692,0.07216188100843379,6.00310502759679e-13
2200,1.4971007598255068,1.0273425870237294,-0.044357758088436165,6.234390281773696e-13
2300,1.5006270604122667,1.0305149307593773,-0.042218176321058835,6.211871896592931e-13
2400,1.550910087383538,1.0309385215842917,0.02955866061671414,6.316985308196119e-13
2500,1.582668872890275,1.0349505436787911,-0.06968496121181787,6.540462793485303e-13
2600,1.582984798849759,1.0376564119609615,0.05214161595576638,6.874307452266888e-13
2700,1.6394606731901744,1.0376380687160411,-0.07347180639619229,7.175004979493209e-13
2800,1.637535864325751,1.0436865364322854,0.020230555481848628,7.582046209857676e-13
2900,1.677512798749271,1.0460023255144217,0.05982396734942524,7.634318026152157e-13
3000,1.7142514453543225,1.0469895639295876,0.04442212984739387,8.240618662417156e-13
3100,1.7299737683209175,1.049767142383903,0.0402417435960982,8.304572189707937e-13
3200,1.759262767618292,1.0548899560644645,0.0573066401181505,8.755109481626564e-13
3300,1.7896856627326891,1.056755922951727,0.018611170156064002,9.13950572464515e-13
3400,1.8541313619234026,1.0591087755962707,0.005505666413556854,9.261437692738673e-13
3500,1.8866545440354725,1.064655906518532,-0.06321100186215857,9.58862104865268e-13
3600,1.9249358436053694,1.0659612476773683,0.06431170415627181,1.0026300654157117e-12
3700,1.9373983628924776,1.069180884836548,0.06080081122778847,1.0474379156346613e-12
3800,1.9983152863809697,1.07492201280264,0.0654839153308681,1.0812131609980591e-12
3900,2.00666622600482,1.0792047765019637,0.07254968394132187,1.1040142270964592e-12
4000,2.055094059731889,1.082018174132373,-0.0706052020485177,1.1418096496904945e-12
4100,2.1053205531721844,1.0869871215297071,0.020388868309587454,1.180953913449424e-12
4200,2.1322523680556142,1.090387554540963,0.029923031996944637,1.2308845238987238e-12
4300,2.1776923162991286,1.092065982308514,0.015364495850935224,1.3011486259360819e-12
4400,2.2095823649463613,1.0986078960469396,-0.0642071063356776,1.327807430225916e-12
4500,2.2608829322186907,1.1024643722946303,-0.022325052459025108,1.3712503787973916e-12
4600,2.271307558976891,1.1070897014399366,-0.05513397684171551,1.443011513506267e-12
4700,2.333020993547393,1.1128051091156381,-0.007761989181956471,1.5056963546780546e-12
4800,2.3912972447644596,1.1169141165454237,-0.0404671487062356,1.534939319139679e-12
4900,2.4089246428142257,1.1212674880491793,-0.022467707319440127,1.6107164722902787e-12
5000,2.4803204081495456,1.1268364002857385,-0.015029347192283065,1.6485878042065493e-12
