miliseconds,T,E,I,S
0,1.0179656513495887,0.9982496067228683,9.951101351991253,-5.328952780119181e-15
100,0.9987289737094769,1.0003620366760468,3.7406373848186365,1.8778346763682219e-13
200,1.024246824649617,0.9993029239533523,1.3676630312928686,2.504499648740079e-13
300,1.0378625962891992,1.0012549859037523,0.4411075747801546,3.0263518735481244e-13
400,1.078805001378106,1.0042748719426084,0.20390981323711052,3.061719736998e-13
500,1.0833843059638109,1.0036979241524842,0.038162525084458915,3.12899263180936e-13
600,1.101208288528981,1.0022801283999816,0.08140563075808961,3.191489684447939e-13
700,1.1308226355007245,1.005750120221571,0.0035464837115693603,3.366774449088834e-13
800,1.1352684653323615,1.0068467862148154,0.07120276378738759,3.662514516804174e-13
900,1.1957283165524795,1.0057846482237063,0.031077000133921014,3.827400535117144e-13
1000,1.2118862299163164,1.0086963787757355,-0.06627391548511982,4.043334722356171e-13
1100,1.2203530972835623,1.007856583955933,0.04750449785066641,4.148155080966238e-13
1200,1.2199097251374285,1.0117496670847512,0.06568735051285406,4.390645799129634e-13
1300,1.2851193964294714,1.0138457493684183,-0.054957325359355054,4.55202712796387e-13
1400,1.305156132353041,1.0139842353455912,-0.040797478337720225,4.366198086918292e-13
1500,1.2977029320361815,1.0144454594053853,0.0014062473924265463,4.588066792988873e-13
1600,1.324859842592194,1.014790397002543,-0.031935635303688585,4.762249594318594e-13
1700,1.3662434485704014,1.017665038289206,0.07029705398882738,5.002149499355926e-13
1800,1.3851538310454443,1.0189068677418638,-0.05616103684552419,5.348436442089819e-13
1900,1.4031631898682262,1.0219431636982834,-0.05289833625002634,5.54987293470479e-13
2000,1.4506443581482376,1.02525364713247,0.03322978785088267,5.754261751576809e-13
2100,1.4451197876425317,1.024581519387539,-0.04913998465138121,5.883207652616665e-13
2200,1.4829856708402376,1.0286810524769585,-0.05178856570054355,6.074545572100963e-13
2300,1.50941323859879,1.0314824845114245,-0.06142696173590058,6.139260265937709e-13
2400,1.5248888690355897,1.0339930501072583,0.04253745747063718,6.545133398983176e-13
2500,1.5827348125596334,1.0339520219444387,-0.011265919375640768,6.652908880644187e-13
2600,1.580185050350516,1.0373192432970124,-0.003578812218560822,6.923368267957954e-13
2700,1.6376134762319492,1.0401030471184505,-0.019902340523950374,7.284524414824227e-13
2800,1.6355032343521176,1.0412313083101221,0.03346826170158785,7.353544993002136e-13
2900,1.6676422833243791,1.0455881914510397,-0.004401644314534153,7.885182077189172e-13
3000,1.7087609976985714,1.0467342393904986,-0.06733547736544974,8.234254535877625e-13
3100,1.7257373459822816,1.0514625844275653,-0.004697594232693009,8.511466538214662e-13
3200,1.762874011777865,1.0547054184585476,-0.0007026780033750937,8.52162811193696e-13
3300,1.8207038034345058,1.0551212042490272,-0.0052812127090872876,8.866202607292922e-13
3400,1.823859722517352,1.0605862430756763,-0.06140577083592215,9.18795365004499e-13
3500,1.8811678097070454,1.0625324255518789,-0.07042394578075734,9.51249664863676e-13
3600,1.9014020362562944,1.067207815749286,-0.00025372945350137497,1.009715899091215e-12
3700,1.9347189709647783,1.0713083745183105,-0.046238936556648694,1.0284928823482093e-12
3800,1.9773914386003277,1.0745016485514813,-0.01754453390416377,1.05649304323238e-12
3900,2.028309041640434,1.0794501008867863,0.003522259618933761,1.095902737522174e-12
4000,2.067967602852769,1.0823267056989663,-0.0041177228998745445,1.1696874320461167e-12
4100,2.0972490574194227,1.0870047683516024,-0.01338768796786001,1.2040509783448519e-12
4200,2.1486418344527136,1.0883990069820753,0.02397080228676683,1.2434060108039721e-12
4300,2.180169725571845,1.0923253923266898,-0.00817064601704401,1.2795918765763573e-12
4400,2.223660508823958,1.0970254223300115,-0.06144089350369902,1.3440905581248445e-12
4500,2.25904596119013,1.1012775673499866,0.047157939634839,1.3793962081267583e-12
4600,2.2865884196016273,1.105770456802531,-0.020540465531145382,1.4254856127159399e-12
4700,2.3492441204930774,1.1104791266462453,-0.05341367550720101,1.4694646788499128e-12
4800,2.367219096842652,1.1172209511257873,0.0367348511430939,1.5607566732792476e-12
4900,2.4189365408833305,1.1210287113338038,0.015633248778382174,1.6099761982457715e-12
5000,2.4784707680236755,1.1288118464711439,-0.06144241779408424,1.6548955351000978e-12
