milliseconds,S,ES
0,0.05401905112643681,0.09060572493694755
100,0.08190450415533605,-0.19906553846881841
200,0.19521471493633796,-0.18414031012039708
300,0.29900074559900186,-0.3118624894010214
400,0.2938336896093633,-0.4754409874500265
500,0.4439414018495712,-0.43265851423265955
600,0.7280123373222865,-0.5541480894237715
700,0.8052132000318177,-0.7243274881175492
800,0.7421680753941297,-0.9288562595055752
900,0.8555640574442448,-0.9922028100529536
1000,1.026570988329931,-1.1254201950502194
1100,1.0923924793806732,-1.1253349211761492
1200,1.317959131272744,-1.0991085348689038
1300,1.2001784127951511,-1.1630423644989727
1400,1.3156149576177896,-1.28778090380413
1500,1.3615977040413145,-1.5304824268524786
1600,1.4957973109319016,-1.5974397580563018
1700,1.7721822976822235,-1.7896822119134845
1800,1.6622259613276182,-1.878705550537589
1900,1.8220513786052317,-1.81787934077668
2000,1.9389149129905845,-1.9557719019583364
2100,1.9260302846176685,-2.007986736317534
2200,2.075703714115014,-2.136063941062267
2300,2.2072389615052943,-2.156238871598568
2400,2.2380611007997966,-2.231115540109493
2500,2.285261236471447,-2.2983583685868454
2600,2.4773932727254393,-2.4562847553904255
2700,2.613951808578002,-2.6453436661727343
2800,2.762314144790835,-2.749989085003967
2900,2.7267483960650916,-2.700904876246224
3000,2.768321095091514,-2.7542329649806163
3100,2.960097248043371,-2.947588799776692
3200,3.2103362914519806,-2.9960191420250717
3300,3.0827428933090655,-3.184771100097615
3400,3.264178761729182,-3.3219876680623903
3500,3.2557992323513907,-3.342564521791346
3600,3.4022613650091458,-3.450851882023188
3700,3.440769914300551,-3.5421851082480336
3800,3.586293364840438,-3.655342293099578
3900,3.6669365642652845,-3.7124083129626984
4000,3.8517412511105835,-3.937993878430986
4100,3.765352426377422,-3.9914095659535507
4200,4.102448026659339,-3.9518474286126617
4300,4.150336521773244,-4.187037529862407
4400,4.101981662653341,-4.2973195848595545
4500,4.222792025234201,-4.278439345053253
4600,4.29735081880013,-4.369438885454494
4700,4.46288247720645,-4.492513477582327
4800,4.55096920639614,-4.570204122602125
4900,4.689646683842713,-4.496497640734074
5000,4.832910564600107,-4.751934706613691
