milliseconds,S,ES
0,0.09792497829069001,-0.13053877724347365
100,0.22144642986636612,-0.10400525276806921
200,0.2663440701364154,-0.28655721400786804
300,0.3735123402289929,-0.28153815670056853
400,0.44716326639571147,-0.3539965779114664
500,0.40414659047019263,-0.615204180701415
600,0.6674104337654815,-0.5627282960956648
700,0.7360541929537832,-0.5793828851750124
800,0.8172578434978819,-0.9290717699010428
900,0.8739669322382945,-0.8938847272676846
1000,1.083980976135127,-0.9449232846950368
1100,0.9504716861736855,-1.1188659097598888
1200,1.2189535010957249,-1.1000488090105032
1300,1.1537977396608008,-1.1629188907465686
1400,1.2875354787494975,-1.381035063088457
1500,1.4276089908512326,-1.576166053754892
1600,1.478419455080986,-1.5417094942060607
1700,1.7806096921660102,-1.6900158588445742
1800,1.6496547081697055,-1.7412271284970833
1900,1.760544305488823,-1.8814775946324058
2000,1.9994860481719985,-2.0612036759529224
2100,1.908377715617123,-2.0691173805345215
2200,2.057320208203055,-2.1662494118583244
2300,2.1151745441836223,-2.1872475265233517
2400,2.2860827457152912,-2.3955552391552253
2500,2.4851116403036237,-2.5222210047000804
2600,2.4797187146372535,-2.463788153223176
2700,2.67187745370877,-2.6654155013878187
2800,2.6194873898547373,-2.606731557869992
2900,2.6764939554506135,-2.727353800269147
3000,2.768784816338968,-2.949439855719462
3100,2.8939776318540154,-2.930758685315347
3200,3.083355336653944,-3.0734029310035975
3300,3.2791579487480065,-3.183322792041288
3400,3.227572589472837,-3.2972577370740184
3500,3.4878565226473386,-3.4860543098547287
3600,3.329094665681698,-3.3905795357062414
3700,3.6401326238811564,-3.465388984848315
3800,3.7463025557551277,-3.724853288074968
3900,3.7816418472519677,-3.7311173720585393
4000,3.716978315450454,-3.9042829761497906
4100,3.9160177277979775,-3.7704344790095465
4200,3.920170897980499,-3.896852751792128
4300,3.9725026181495506,-4.1091253916982975
4400,4.241211831409932,-4.233701553780443
4500,4.174355099730353,-4.333600170018487
4600,4.444047504336812,-4.243363560890621
4700,4.373241717572847,-4.35919177001493
4800,4.566695968410257,-4.629797582064927
4900,4.6995207671218395,-4.735296649882977
5000,4.676812348906524,-4.788574041069815
