milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
0,9.976170564884678e-09,2.000597610388509e-07,-1.1627756605978898e-10,1.2768351206504547e-11,7.114347581020582e-13,1.6220359204718424e-10,9.607439419971817e-11,1.1821571762365073e-11,-5.54143760399178e-13,1.226290407958061e-13,5.900038753054802e-14,-7.360592473654045e-16,5.163846846270615e-16,-1.7130989575744487e-14,2.408902649302168e-14,1.7701573037911879e-13,2.9200961059126904e-13,-1.5763034082807713e-15,-1.94886526842513e-17,-3.75515132084189e-18,-7.737089342220917e-20,-8.095565612428307e-19,1.3520134399461473e-14,9.824925095283614e-16,9.018034720651807e-13,-2.3743457922263766e-12,-3.369167764963608e-16,3.1453492177917254e-15,3.717379670400431e-12,8.872311868588758e-13
100,1.719935963171736e-09,1.9205392437591348e-07,7.81856344500333e-09,-3.2532329964012845e-12,3.283538622815961e-11,8.774397767158909e-11,4.1203342470297234e-10,4.281834041706258e-11,9.510910795190688e-12,1.3134118707742855e-13,-8.634546592436717e-14,-3.833182616232993e-15,1.6532676003406524e-15,2.986720229898689e-14,-2.1640610641673364e-14,9.706844703922016e-14,5.669526280848568e-13,5.761983299236491e-15,-4.501218101048234e-16,-2.931979075819433e-18,-6.129618594611531e-20,-3.5194697638132183e-19,-1.902247155778217e-15,9.34431194124353e-16,-8.20015563068826e-13,-9.14316333327989e-14,-3.1371835050358104e-16,-2.110936718726747e-15,4.065844611673059e-12,9.515376875500629e-13
200,4.907275619802781e-10,1.909788286323241e-07,8.17289929553316e-09,1.3006177045203287e-11,7.609088528365418e-11,5.261811448501097e-10,1.2990824636075142e-09,4.687282547699298e-12,-3.2056224642495294e-13,-1.2013291942332036e-13,-1.6053885952085093e-14,3.400689864847465e-15,2.6256402870529692e-15,-3.120552577167159e-14,2.016371650774476e-15,1.0881738314033552e-12,1.0572107764622412e-12,-1.711950801962679e-16,2.261129491142099e-16,-3.8762421953485144e-19,6.136909724929177e-20,2.87932256957238e-19,2.643952497688467e-14,-2.318857794093397e-16,-1.447192465761896e-12,1.0780300781814149e-13,-6.455689089785243e-17,2.0177373348238927e-15,2.1583208510787446e-12,7.247937483037163e-13
300,2.581943703350446e-10,1.9067932539809233e-07,7.584930062720353e-09,1.9459498631009332e-11,1.0736614591577123e-10,6.167956744789095e-10,1.8889495555652625e-09,4.4489661094552655e-11,3.519094412735009e-11,1.9515652265987963e-13,1.9660788246687335e-13,2.2139837797984297e-15,7.917446672867034e-15,1.9572098844671997e-14,-4.070809261690344e-15,1.185254381197428e-12,9.475148850420333e-13,-1.0663343046308753e-15,-5.684825409211263e-16,6.3918661291552806e-18,3.809200251520403e-20,3.851144119785124e-19,2.5017142595064274e-14,5.314765100474122e-16,1.910982229853326e-12,2.8637573932196135e-12,8.434185682218285e-17,2.0940259926354156e-15,-6.221960410383669e-13,1.5124509683392358e-12
400,2.6704683089543745e-10,1.901135011177512e-07,6.996818263489926e-09,2.233591540436154e-11,1.3129845901668607e-10,6.375956536730592e-10,2.3783773004418726e-09,-3.333790237395346e-11,3.743366547968117e-11,2.5446176375846737e-13,1.2505274807339362e-13,-5.633218514159362e-16,1.087084203714488e-14,-3.6371189956010125e-14,3.3357328093274974e-18,1.7416942372247181e-12,1.229250145390551e-12,1.2143867757252677e-14,1.3240100624284245e-17,-3.554064449695755e-18,-1.0260695663862689e-19,8.267274666837514e-19,2.2374836760008425e-14,8.41843757564931e-17,2.4685788811800874e-12,2.193596882009345e-12,-7.796365071371813e-17,2.253617854379375e-15,-6.398331455173868e-13,1.160547819613705e-13
500,3.872735505190232e-10,1.8950185138649675e-07,6.332388139069003e-09,3.417960333267616e-11,1.5069378018794638e-10,9.444640144855276e-10,2.9405465608137655e-09,-3.707803298349099e-12,6.692360001118454e-11,7.321479020543332e-15,2.712880520490183e-13,4.505426084598823e-15,1.7480995493166725e-14,-2.988840007314468e-14,3.4018836310148684e-14,1.5105896879343576e-12,2.0111858707144072e-12,-5.0811422769065324e-15,9.27346311781547e-17,-5.00825625082367e-18,-9.073444169209059e-20,7.777843824261313e-20,1.1506745507490228e-14,-5.538839322019805e-16,5.914920576846241e-13,2.8095801460335667e-12,3.370353387309663e-16,2.8905591176085133e-15,1.0985537897732052e-12,8.392409203705883e-13
600,3.0705827882572444e-10,1.898397316316194e-07,6.105838724011764e-09,4.586944086315715e-11,1.6792295351242975e-10,4.762967023438839e-10,3.2449947586848445e-09,3.37173608414087e-11,9.256321224842118e-11,-1.8747986549334063e-14,4.480874265700193e-13,4.128419977454926e-15,2.2444715934457605e-14,-3.568604373005973e-14,3.0925368352358546e-15,2.14766103170158e-12,2.018947461985662e-12,-1.44371048927162e-14,5.206128641576982e-16,-5.6663486343121594e-18,6.748296954294954e-20,-1.4141102057116709e-19,1.9460136175796142e-14,-2.7677366272776233e-16,1.6110360460586444e-12,-6.267004333267859e-13,-6.545204988390973e-17,3.291730321835929e-15,-8.392290955230506e-13,2.051329796170973e-12
700,4.35728582211117e-10,1.896911004403254e-07,5.74823293949267e-09,5.524909288437215e-11,1.70563038324923e-10,9.575222922304895e-10,3.5376507689564107e-09,3.506931022028385e-11,1.3630882671050208e-10,2.995599047617639e-13,7.066146070884117e-13,7.16973515302766e-15,2.5135520571201133e-14,6.878106232107419e-16,5.6408145955088876e-14,2.3024578393831795e-12,2.0094069262519e-12,-3.4360372599512494e-15,-3.286365185101597e-16,3.69162607641412e-18,3.424222300758557e-20,-8.852771927272904e-19,2.220056194222226e-14,1.2630659399763217e-15,2.5667686311539374e-12,-6.642672381690166e-13,4.324275548324155e-16,3.0682048680126495e-15,1.3820838068615531e-12,3.761010498453536e-12
800,4.890689350210951e-10,1.8887754695904493e-07,5.405469272157302e-09,7.309754971835723e-11,1.7623949745562684e-10,1.476020123279132e-09,3.907933289022682e-09,6.543160216505072e-11,1.8916686098517705e-10,-4.005428373077455e-15,7.9911938522675e-13,7.347208519430943e-15,3.0045201085172285e-14,-1.1782216946918881e-14,2.6739100697531836e-14,2.8771132833652233e-12,2.406887567580775e-12,5.6183711286211504e-15,3.9569865806064093e-16,3.0236275191071513e-18,1.7682458573913197e-21,5.261850272972517e-19,4.497814595387361e-14,1.248341685218644e-15,2.27007827595809e-12,-2.405399781727234e-13,4.550386489808296e-17,-2.5685950120614388e-15,7.994382253278369e-13,2.4262748910454887e-12
900,4.1834385252038046e-10,1.891204852352408e-07,5.23865937120805e-09,8.548261834665937e-11,1.7944480456894334e-10,1.8502088518565817e-09,4.098927985377052e-09,5.1200625513194834e-11,2.015945244531886e-10,2.1734567295233172e-13,9.047026034061471e-13,1.2534525877411877e-14,3.472349816962879e-14,9.702688092629522e-15,4.545743235338242e-14,2.54986074279666e-12,3.314788955892371e-12,3.980572207391318e-15,1.9100312507018863e-16,-1.876434544480482e-18,8.4512050832057e-20,-5.685489826716178e-20,2.703743901258744e-14,1.137077477379293e-15,5.389191588182955e-12,5.006520016482595e-12,5.139937561857366e-16,1.4229460428768565e-15,2.9193595048628792e-12,4.406749880365645e-12
1000,3.0912190945398613e-10,1.884393764378487e-07,4.886521993482147e-09,7.564815641274061e-11,1.8124195491010546e-10,1.985358201322765e-09,4.324615322596695e-09,4.898899922869953e-11,2.1228868559249268e-10,3.5685861915983095e-13,1.0279210618822362e-12,1.3043374926950894e-14,3.846792140259491e-14,-3.300125938134456e-15,6.200538430845666e-14,3.672851326048591e-12,3.657589789549546e-12,2.1778414592757428e-14,6.619348936956167e-16,3.5656503131779095e-18,1.3650112017499919e-19,-8.7382399958994e-19,6.763011791285211e-14,1.3301890365669758e-15,3.821122654549367e-12,5.8368974252667714e-12,8.034744048773713e-16,4.187320161366754e-16,-1.2085836607313374e-12,4.103273312037073e-12
1100,4.625340829862401e-10,1.8810548276203346e-07,4.73179781783577e-09,8.726473119035405e-11,1.8350858000070877e-10,2.387861227618568e-09,4.548678526043569e-09,3.924750955482592e-11,2.5689821288870743e-10,4.2846492161251166e-13,1.1064181844303552e-12,1.4339506970630013e-14,4.1473471204890154e-14,5.01040638061304e-14,7.65182049946831e-14,3.4813661493963956e-12,3.091929133119963e-12,1.9041661934444495e-14,6.060405102178932e-16,-3.7869859327516045e-18,1.117776683373938e-19,-3.8900914865847885e-19,6.609939923941499e-14,5.0101013161621024e-17,5.435442408884865e-12,7.943629802471954e-12,8.025413226126074e-16,4.05876714382793e-15,5.068971519291987e-12,6.821754723020531e-12
1200,4.693930283533723e-10,1.8782941212842157e-07,4.585747409014217e-09,1.1208105273531571e-10,1.7900382733308148e-10,2.147229801262557e-09,4.550950426262556e-09,8.742272211232155e-11,2.76355835238353e-10,3.7787657856376726e-13,1.458036492058671e-12,1.5920894454350348e-14,4.1433258322492e-14,1.3133791155990989e-14,1.1882667495043804e-13,3.743312695903506e-12,3.5751015862905695e-12,1.864078730928087e-14,1.4058464779747546e-15,-2.728918156976124e-18,2.5977073532998305e-20,6.986014988535942e-19,7.622781702001886e-14,1.690907454608671e-15,7.075790162284113e-12,5.177238626959757e-12,9.39104823982448e-16,1.756192980716708e-15,5.459771905204524e-12,6.951218398636015e-12
1300,3.769392952177503e-10,1.8680608240433376e-07,4.352061416120353e-09,1.2123893030152928e-10,1.8099878373732768e-10,3.078931147726625e-09,4.754946955563591e-09,1.4800121248411762e-10,3.171783223914536e-10,3.9351234819635847e-13,1.4277345181654265e-12,1.927768520666122e-14,4.523781933757647e-14,2.1002106520687487e-14,1.574608976150844e-13,4.295917342142406e-12,3.842405603289222e-12,3.077748586671474e-14,1.656741921245329e-15,4.6462015469012814e-18,5.699135540589853e-20,1.0023297758800659e-18,8.358881222038591e-14,1.0316054941366598e-15,7.98551698515341e-12,8.884560448394485e-12,1.0124704901327826e-15,2.5743893686941904e-15,1.0073518526196895e-11,7.958452221228704e-12
1400,3.4497191144512375e-10,1.8719929062384318e-07,4.282278358708143e-09,1.4511669412215325e-10,1.7600076046855582e-10,3.0436901990737326e-09,4.860761532371014e-09,1.659844691458834e-10,3.182591605545284e-10,8.927928989483468e-13,1.6191558671826688e-12,2.0908348592175336e-14,4.679869316850704e-14,3.8984173908085664e-14,1.5145966705078594e-13,4.952734099876638e-12,4.404594745118645e-12,1.0847119868712985e-14,1.3060371734193948e-15,1.0206042582360682e-17,8.438837527785507e-20,3.283248914682426e-19,7.830233107217415e-14,8.89690279677918e-16,8.220279527952622e-12,9.243319801127341e-12,1.1321967551614748e-15,1.121497784368115e-15,6.548697526876461e-12,8.71585227884019e-12
1500,2.3081902140976468e-10,1.862085005894911e-07,4.1685297234841495e-09,1.4031607666493888e-10,1.7618755788252566e-10,3.3547250837465492e-09,4.868841943804418e-09,1.5845475597778266e-10,3.540319007181743e-10,5.398413333437141e-13,1.6993009193666397e-12,2.6134626795832648e-14,4.7484643140644616e-14,5.5490504349930654e-14,1.5809129215482124e-13,4.915198450391895e-12,4.7002923769860474e-12,1.8529229401713946e-14,1.913833794187896e-15,4.446517035931065e-18,1.3903812560555745e-19,6.649892120446913e-19,9.770513559556366e-14,1.7575239661252851e-15,9.753399856063654e-12,9.433335889795905e-12,1.569103700862206e-15,2.0901035052474554e-15,1.0634414710216982e-11,1.002958408503069e-11
1600,3.7345505643733697e-10,1.86806669047684e-07,4.285328006975472e-09,1.5284977609416404e-10,1.7260612898516213e-10,3.4364096093366883e-09,5.010801844880702e-09,2.0754693993804762e-10,3.8433629306219766e-10,7.901668259450102e-13,1.766183862484132e-12,3.027016861676345e-14,4.8764654471691136e-14,9.024502823322432e-14,1.7389870288426356e-13,5.057534645487122e-12,5.473358156112092e-12,2.638816237478853e-14,1.4461624725856486e-15,6.8652440928331655e-18,3.2922526216778806e-19,2.9060947754092453e-19,1.1743321658578202e-13,2.7621499340237315e-15,1.107320174241398e-11,1.1392512558672829e-11,1.7959927921241927e-15,1.5395224326939495e-15,6.4802024213454155e-12,1.0648694802881441e-11
1700,3.366470761123352e-10,1.8561181455803197e-07,4.086465425880783e-09,1.8114726473898425e-10,1.678285046222924e-10,3.908215999004747e-09,4.9839336529738836e-09,2.3907735743143617e-10,3.848359135052589e-10,8.566559850875057e-13,1.9853065444613006e-12,3.330492007927071e-14,4.919958735797496e-14,1.2125262002866235e-13,2.1610576258451672e-13,5.077528484312275e-12,5.689838722335388e-12,6.256083880944705e-14,2.1745899340359726e-15,1.3065274646341858e-17,3.238233288996295e-19,-2.7893646851413837e-19,1.250373479225474e-13,2.752493378516412e-15,1.0574776927724634e-11,1.423801615926648e-11,1.477669865831292e-15,5.445356616000833e-15,9.084386399390671e-12,1.1038861826016514e-11
1800,4.489351360551929e-10,1.8512665490589854e-07,4.1317486741066705e-09,1.8391451763714156e-10,1.6655474675830828e-10,4.707334346399303e-09,4.899264990227838e-09,2.742294811995009e-10,4.2179022786146017e-10,1.1688866479736995e-12,1.9797522953731697e-12,3.218245825564883e-14,4.770446956880775e-14,1.0390981433029639e-13,2.549766307304472e-13,5.740489123032258e-12,5.8843060375353286e-12,4.808384709022415e-14,3.051102620742788e-15,1.2779265265489515e-17,3.1954964431594996e-19,5.98096478415026e-19,1.4529232864459553e-13,1.855681798333602e-15,1.2385270237720708e-11,9.589089032645568e-12,1.9537685838906774e-15,6.784245032884077e-15,1.059694276593133e-11,1.2602692235228892e-11
1900,4.820770241014066e-10,1.8527069617412766e-07,3.854968856554662e-09,2.0050968829994175e-10,1.6679561404592855e-10,4.694606030799579e-09,5.0977311316390354e-09,2.7953726900956613e-10,4.5181592659152594e-10,1.1394144490468614e-12,2.269157244440591e-12,3.629588207663148e-14,4.9409515221320405e-14,1.3435088209691625e-13,2.698031928650079e-13,5.72824865822703e-12,6.1787330424869435e-12,7.128473773208677e-14,2.2559571678189114e-15,5.789358527564117e-18,4.673020764202151e-19,1.4213165142166917e-21,1.3824567113643984e-13,3.369161151126882e-15,1.309897307420099e-11,1.8327187484850457e-11,2.5718944894784936e-15,4.356999308173871e-15,1.4627585275209475e-11,1.3119988946065017e-11
2000,4.758422407164823e-10,1.8443070345056314e-07,3.997202065289666e-09,2.0371588070624411e-10,1.5958342121043243e-10,5.233913499539416e-09,5.11177084279842e-09,3.3930036187986685e-10,4.806322998551766e-10,1.2211941109762793e-12,2.203466461760554e-12,4.156560609353779e-14,4.888529775428681e-14,1.2847888583139459e-13,3.0468480590145704e-13,6.914806268795137e-12,6.1683842506494095e-12,5.494825693962171e-14,3.1664720873707755e-15,8.183500423091122e-18,5.421624989792221e-19,6.104495859312381e-19,1.4260322569464197e-13,4.348869565582776e-15,1.3283027827218039e-11,2.055821794363629e-11,2.6927397006720236e-15,5.876109422154017e-15,1.7606318285105972e-11,1.3093265571369175e-11
2100,2.645909022577943e-10,1.8490734035081846e-07,3.841231268820202e-09,2.2199256448952172e-10,1.6330784198012263e-10,5.8080674553335016e-09,5.00164918646007e-09,3.1642055277457765e-10,4.890045990127868e-10,1.5056125812801543e-12,2.3813221554918248e-12,4.435446782046145e-14,5.0011063937332016e-14,1.1782347906303896e-13,2.9660608210767173e-13,6.7404878383927444e-12,6.552499376836743e-12,6.539633986681878e-14,3.554386319227848e-15,1.995872003522609e-17,6.475783291201365e-19,1.5221246441277414e-18,1.4964530322126114e-13,4.439711672625789e-15,1.2943815557789456e-11,2.143631659342766e-11,2.6075468811673293e-15,1.1586061566483806e-14,1.6654173625375107e-11,1.4037735699254257e-11
2200,2.350278446858822e-10,1.8354232253481697e-07,3.89975888945644e-09,2.1373026898270568e-10,1.6159253716764993e-10,5.365453193478167e-09,5.0287673788460025e-09,3.839416761035864e-10,4.805183995407736e-10,1.965479554871291e-12,2.4488867901218267e-12,4.8073300314905116e-14,5.048013145237761e-14,1.5746073468625254e-13,3.166577509522253e-13,6.990198192207203e-12,7.309866665378941e-12,7.198115035873021e-14,3.3447355720061794e-15,2.223642197447792e-17,7.774673875331286e-19,2.448341269122704e-18,1.8515158185309058e-13,5.148952325334371e-15,1.6964323335196012e-11,2.5775549094905107e-11,2.967391186839137e-15,7.518126519815467e-15,1.992958272142868e-11,1.6348546117363337e-11
2300,4.3919884041827933e-10,1.8308701982650168e-07,3.910430852840068e-09,2.2984413881764405e-10,1.542710875379284e-10,6.366227200319319e-09,5.233225982216815e-09,3.7255432326608215e-10,5.150057874942589e-10,2.0036073403311976e-12,2.559217806395501e-12,5.3424425720657556e-14,4.9594942362288227e-14,1.951200764894929e-13,3.46962793297204e-13,7.12094174479054e-12,7.372674654413113e-12,9.076945375180761e-14,4.709373315669885e-15,2.112585085602294e-17,6.789104779759868e-19,1.5036788718763008e-18,1.8636463200193277e-13,5.8272573408134675e-15,1.540240891775503e-11,2.086989479484371e-11,3.0485983588409316e-15,8.961832295910066e-15,2.1583375661755293e-11,1.6810935973437226e-11
