milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
0,9.891239100612647e-09,2.0024108274061152e-07,2.1783347669445132e-11,1.4771804980544046e-12,2.060471805727405e-12,4.4863426212613545e-10,1.2751115826498743e-11,-1.3325040413740238e-11,-1.0394986148098378e-11,-7.029723266997136e-14,3.5669729754565966e-14,-7.5068126677584765e-16,2.907909387918827e-16,-1.8685723308727845e-15,2.0249808902135164e-14,-1.916139681709794e-13,5.4740657034871076e-14,-1.639500359870612e-14,-4.2425704091881564e-16,1.759166604315256e-19,3.1643493262348113e-20,-4.876844726245088e-19,1.275175380627929e-15,1.2586463366888663e-15,-1.5321652525212776e-12,-2.3510796567259436e-12,1.0161082045514209e-16,-2.603880219593585e-16,1.0703896215742644e-12,8.986789538708388e-13
100,1.5579726667600244e-09,1.9118706118607624e-07,7.853132946205102e-09,8.24966764953483e-12,2.931348732547293e-11,1.8337236005794955e-11,5.627132870679176e-10,-3.562268021793619e-11,-1.3487129202026454e-11,-6.219720010676367e-14,1.0560400051443162e-13,4.022358971487463e-17,1.931792813944915e-15,3.2164398897475987e-15,-1.468809000982022e-14,2.455440855643893e-13,4.3809777742298276e-13,1.726658699471252e-14,4.0792241736062215e-17,-3.2113784116205877e-18,9.935515115714968e-20,7.399891005327849e-19,-6.930158808974034e-15,-6.868252133898791e-16,-4.564364369484614e-13,1.4659243143514347e-12,-1.0273966742691323e-16,-1.4466183196658227e-15,1.631940786503223e-13,-5.941560404805648e-13
200,3.967705104798658e-10,1.909374235085697e-07,8.058761481570947e-09,1.2407965457553738e-11,7.548227216979101e-11,-6.039556728205868e-11,1.2206631607252257e-09,-1.6186776529958755e-11,2.288711177434326e-11,-9.122820812562967e-14,-3.063610801484874e-14,4.1624959904541646e-15,3.964335491580946e-15,-8.163539175279362e-15,-2.287676890449991e-15,3.597729150971807e-13,3.7320923599209523e-13,7.316143380027065e-15,-2.567602955660126e-16,-1.0294186590638902e-18,-7.676034157430744e-22,-8.313510082778249e-19,-4.702890267280008e-15,5.501153008165271e-16,4.3480749096995164e-13,1.422260025392682e-12,5.624433735743958e-17,1.1963285179634015e-15,-1.678974692910875e-12,1.049888906050761e-12
300,3.287880098942986e-10,1.9021999909699757e-07,7.630768898587256e-09,1.734430281607389e-11,1.1092042485844281e-10,2.944394241623332e-11,1.8612140174077605e-09,8.831547863422917e-12,3.7160178617452125e-11,-2.301700076309162e-13,1.1380109270375103e-13,-1.4820269682371794e-15,7.894267673258623e-15,-3.807376336533044e-15,-2.2828696642592822e-14,8.412629693603445e-13,9.422028850159362e-13,-3.2763420529672837e-15,-3.151413250403174e-17,-6.700677452038289e-18,4.825437606104179e-20,-7.496468654627468e-19,1.7803334834665085e-14,-8.428455821163398e-16,1.0721249448640615e-12,-1.5270391939484982e-12,-4.8277778392657274e-17,-1.4436768105002033e-15,3.086948351214415e-12,-4.931775061639503e-13
400,2.328097879272158e-10,1.9050711480463491e-07,7.067998364084784e-09,2.737222077796252e-11,1.3510521834798142e-10,1.946016325647721e-10,2.466322871661668e-09,-1.9259832629830208e-11,4.592373711713641e-11,1.3353404499023308e-13,1.7901394218491886e-13,1.892832506704969e-15,1.0805562351966751e-14,-2.105687008292584e-14,1.5604989264302257e-14,1.1513272808731923e-12,9.754647209455351e-13,-6.828797415643285e-15,1.12555238725763e-16,-5.001315833463188e-18,1.1388210843131845e-19,-7.154492957665629e-19,1.6967068620529458e-14,4.3910583675557746e-16,1.941426156982838e-12,-3.245085210265834e-12,-2.9033404961681425e-16,1.6543915355992438e-15,-4.359157984347326e-12,3.879658400777312e-13
500,3.0004059513033264e-10,1.8950901691511355e-07,6.514941068451312e-09,2.8269866869269895e-11,1.5276778312081803e-10,4.900884597009565e-10,2.843859878206958e-09,4.330972378773031e-11,9.562717549296441e-11,3.344938992883468e-14,4.175055367885239e-13,-1.2482993082455543e-15,1.687054303649094e-14,2.5841068833840672e-14,-1.0958501198338066e-14,1.2119199592018206e-12,1.2641896059781075e-12,1.387344914039579e-14,2.282628152100349e-16,4.108448013461918e-18,1.428329445242927e-19,1.4776369289300261e-19,2.2803805002159953e-14,1.0376903533731644e-16,2.1781622330295894e-12,-1.1597689121094599e-12,4.738054272055606e-16,2.2652704276022574e-15,-1.7535172913570087e-12,1.1122976045668363e-12
600,4.41654549398042e-10,1.896122995197097e-07,6.046811703637655e-09,2.8140617062533168e-11,1.6584267809476745e-10,8.561611345290344e-10,3.3950670778995276e-09,-1.2619352822840097e-11,1.2321745528617696e-10,2.0981410675876736e-13,5.298750583510331e-13,1.0468229241791443e-15,2.2785699230830273e-14,-1.3159604151273548e-14,2.4065167219678635e-14,2.254876117309457e-12,2.159228798948888e-12,-7.741307808581524e-15,7.211625935124582e-16,4.4163172198618054e-18,-6.63791524613066e-20,6.926937016439239e-19,9.487263366309038e-15,6.521547831008982e-16,2.116755568113717e-12,-1.906516228573424e-12,-1.8336652765188966e-16,-2.1188160051725676e-15,3.977258858505333e-12,2.9150264112316864e-12
700,4.1822566366951616e-10,1.8958218622893148e-07,5.734448275627574e-09,5.7179200900607374e-11,1.7601816050886453e-10,1.26625823235748e-09,3.755582700616993e-09,7.804333378281793e-12,1.2245416904732414e-10,2.6131601988516965e-13,5.084928414548297e-13,6.810121102211918e-15,2.6385400754678076e-14,6.2871610457433705e-15,3.5324499978965584e-14,2.214974937095858e-12,2.3988605461315437e-12,1.0443275196930857e-14,2.660775489432274e-16,-1.678258668952347e-18,6.84778967491385e-20,3.169540490094062e-19,3.113068859462539e-14,1.153594037398912e-15,3.817374809948406e-12,5.146493627228313e-12,1.9164924884597835e-16,1.0599370288635691e-15,1.804164520678968e-12,2.0535070710522455e-12
800,4.2516438322346327e-10,1.893872601871314e-07,5.450636600726048e-09,7.43364812611217e-11,1.759262940199561e-10,1.1432961117015205e-09,4.007749432441575e-09,2.3261569054379603e-11,1.6200616008473442e-10,2.6381672460463953e-13,8.334604667538794e-13,3.843778878111682e-15,3.0002910862224273e-14,2.0235463345731766e-14,4.6703302258516015e-14,2.9325795085768933e-12,2.9592555855557466e-12,1.808807042325476e-14,5.563636885998537e-16,1.4648480736113387e-18,2.3701244547163138e-20,-5.0201284840038005e-19,2.4430663797731968e-14,-7.01373187235885e-16,2.8605069530398885e-12,-1.4347542569547035e-12,8.711584851692891e-17,-8.457977258949472e-16,3.977347698977368e-12,4.338949825825869e-12
900,3.7716579947631873e-10,1.8923092852746646e-07,5.142818904581875e-09,7.251645212172545e-11,1.7820331153260936e-10,1.3414688685338059e-09,4.067510992017098e-09,1.835718957066735e-11,1.8630630444146393e-10,3.78130065131787e-13,8.680431136434404e-13,1.2536353912912624e-14,3.3822482742510445e-14,1.8739084713604047e-14,3.505493890394274e-14,2.8426609429294634e-12,3.1098588173556463e-12,2.4181091293287475e-14,-7.29343852930125e-17,2.3807863959510103e-19,1.3519595763739742e-19,7.201006884354273e-19,3.265894799704111e-14,-1.0196919747238697e-15,3.6047561726412823e-12,-1.1992134031119052e-12,5.265725310907253e-16,2.543191999586209e-16,5.409037836608921e-12,4.075433324812024e-12
