milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,3.1145694135576246e-10,1.8838537478447473e-07,4.8891302534829715e-09,8.498462197943291e-11,1.8459843456942542e-10,1.8258066290693157e-09,4.360822489232544e-09,7.428258306491778e-11,2.521730103435475e-10,3.5469895736396277e-13,1.0395159793320894e-12,1.2854688466933032e-14,3.8172089577189e-14,-2.0220386330166146e-14,5.730735263680994e-14,3.1057040937137e-12,2.8243128181549453e-12,1.5953838123659192e-14,2.7728988177810184e-16,6.277234004141763e-18,1.244322186606241e-19,4.94845229011854e-19,4.260563532858691e-14,1.5536570672582145e-16,3.055039212840151e-12,6.898441961791775e-12,2.30172266378607e-16,-1.8571410865244077e-15,-1.0597145332160073e-12,4.511660414386646e-12
1100,3.6235505560768976e-10,1.880998193803197e-07,4.839390214925008e-09,9.103254483182863e-11,1.8007272238487826e-10,2.1787643606529185e-09,4.503758772321051e-09,5.353632145413387e-11,2.761442383918894e-10,4.2756724737529315e-13,1.0918272343762035e-12,1.5068480484182056e-14,4.01766570387815e-14,-1.6171966977148253e-14,8.170243070010296e-14,3.5916668357476772e-12,3.960302598847754e-12,1.9640269376090643e-14,3.4030398510371213e-16,2.8657970274925842e-18,-6.831512376081405e-20,-3.2676141515306606e-19,7.164600040368549e-14,4.925752808799856e-16,6.314011250768791e-12,7.565951385669543e-12,1.0862405982992194e-15,3.4290716237809094e-15,5.884485856672368e-12,5.986019668613132e-12
1200,3.985454914418907e-10,1.8757040607234958e-07,4.664216113120375e-09,1.1213646996656626e-10,1.7877669588159854e-10,2.4608809944476426e-09,4.570369560912157e-09,9.862324633503783e-11,2.928341378926907e-10,6.252887078842706e-13,1.3877723176502821e-12,1.4076092318332113e-14,4.353010107293231e-14,1.1499368292117158e-14,1.3402352181092658e-13,3.818434489930918e-12,4.035458845657155e-12,1.1608253298812415e-14,4.962038421159744e-16,-8.121911289438948e-20,1.0437011059480236e-19,-3.4637345640748525e-19,7.813421015496882e-14,5.100525064782129e-16,6.427464603006765e-12,6.1225419750312376e-12,1.084069730247655e-15,-8.040499297060073e-16,2.568899430838118e-12,5.891014463127202e-12
1300,2.493413205240572e-10,1.867882776343655e-07,4.545190437789892e-09,1.3282475210987106e-10,1.8059129805344862e-10,2.2879578506437473e-09,4.821985922501447e-09,1.2453153026157904e-10,3.0213461992113947e-10,3.4475777835810536e-13,1.596849760158376e-12,2.021533394877964e-14,4.5335351210385994e-14,2.988880101499799e-14,1.4024705363856117e-13,3.791596859461296e-12,3.753232050384807e-12,1.6674316986482883e-14,5.125784636913095e-16,-1.7944730357318977e-18,1.389052330386941e-19,1.9020778497842315e-19,7.707121798901277e-14,2.572202779479409e-16,8.104401118956224e-12,4.641352894510319e-12,9.666085558685522e-16,-7.74380437439085e-17,9.404851464068168e-12,7.651000797938685e-12
1400,3.5776645478899985e-10,1.8741830068724245e-07,4.262357739092509e-09,1.2936935020153469e-10,1.7604314238516304e-10,3.0694390220500946e-09,4.764671767405246e-09,1.0955749106224298e-10,3.2744794919441543e-10,5.422837273737617e-13,1.5767060897831568e-12,2.6621837590387892e-14,4.523637504446897e-14,7.74970736078418e-14,1.5623638874876427e-13,4.4738356270378945e-12,4.219598560112331e-12,4.4432362008332786e-14,1.894919799485911e-15,4.384137642333689e-18,2.6529175664428885e-19,8.972461731757358e-20,8.568406326322768e-14,2.196490618326615e-15,7.2726535478891204e-12,1.116143508028e-11,1.5826372144944555e-15,8.067330802406048e-16,1.0540847682229525e-11,8.038473924624986e-12
1500,4.1925616851187675e-10,1.8719923768683513e-07,4.246985724198538e-09,1.3581869385740144e-10,1.7619718446849793e-10,3.124191990571784e-09,4.7377969621121085e-09,1.8153415637334625e-10,3.644396449866014e-10,7.468213508450196e-13,1.6512821380997482e-12,2.4807711104201687e-14,4.682609025483008e-14,2.9229755776993066e-14,1.576855571370082e-13,4.41987824261252e-12,4.83125135833827e-12,4.9493848073634404e-14,2.0707705224476376e-15,9.518683736799035e-18,2.8829713814924875e-19,1.1797449137451628e-18,8.306394820999684e-14,-2.045528476851094e-17,7.359678687066864e-12,9.305448004401049e-12,1.875727222476873e-15,2.4725053571297675e-15,1.3073816938068462e-11,8.74003828958918e-12
1600,4.0388616798516167e-10,1.8635128219197056e-07,4.177579433000465e-09,1.6872748200174724e-10,1.701494616430345e-10,4.0972528991100056e-09,4.913216294724908e-09,2.189703834046404e-10,3.921464449601505e-10,1.0827043154650264e-12,1.841158278536833e-12,2.674232882493273e-14,4.694284012539068e-14,4.3767413130719236e-14,2.1819455741067804e-13,4.9684069147455725e-12,4.711639956932934e-12,3.839732803367007e-14,1.4151256873238089e-15,7.396253367920504e-18,2.8428159297290786e-19,8.85628839341855e-19,9.500340674173086e-14,1.104672460408417e-15,9.391467038688547e-12,1.237918761634358e-11,2.0070930443787443e-15,2.4478302349609996e-15,1.3528512508120944e-11,9.979215575610801e-12
1700,3.023163576286249e-10,1.85621141253736e-07,4.075442255527237e-09,1.8081218743272746e-10,1.6947589948684354e-10,4.0374966789429424e-09,5.031779530325328e-09,2.6005949107272383e-10,3.9892572373704856e-10,8.741518634520109e-13,2.0055458760606375e-12,2.973356950496778e-14,4.75773037869059e-14,6.215976653800829e-14,2.0310926791717588e-13,5.50056745175583e-12,5.0464751492603735e-12,3.292032771458759e-14,1.913575223394643e-15,1.5899288986435408e-17,2.67984081366566e-19,5.793115617681628e-19,1.1232239150282565e-13,2.6629896476373876e-15,1.0697512792067546e-11,1.1776034611476469e-11,1.9443533037977278e-15,4.1309565816242585e-15,7.504951111218862e-12,1.0824245274295242e-11
1800,3.0850094990879704e-10,1.8590035831730677e-07,4.09242656925454e-09,1.7093794753751498e-10,1.6348524997736672e-10,4.061083182920937e-09,5.0012656630984785e-09,2.1708113736745117e-10,4.434795168672681e-10,1.098371935655369e-12,2.0335122951894718e-12,3.577737817680173e-14,5.027281034499439e-14,7.983338278744437e-14,2.56691016843321e-13,6.1313581276970866e-12,5.347098551452343e-12,5.823360657590295e-14,1.9364077616280845e-15,5.364076406461057e-18,2.8024321096112263e-19,1.2643175779632282e-18,1.133456882881923e-13,3.459236346459467e-15,1.3092982828924228e-11,1.071157203662138e-11,1.7176958878693358e-15,2.3908264774346915e-15,1.2862537035974727e-11,1.1561172325162314e-11
1900,2.5652488803901277e-10,1.851947796346236e-07,3.926362869026441e-09,1.892026891350891e-10,1.6331347698523194e-10,4.994185196328753e-09,5.039637454909924e-09,2.595942180371789e-10,4.3615226445117993e-10,1.1901174301632564e-12,2.226752350050283e-12,3.730352340111969e-14,4.886363964634052e-14,1.2549686502358808e-13,2.4764307723440825e-13,6.37327787975405e-12,5.9999480087796055e-12,5.820168295677412e-14,2.6598932063578128e-15,1.8675067438739077e-17,4.914455184976923e-19,1.0822965678733498e-18,1.4905555075682334e-13,3.5170447587729903e-15,1.2586839821726196e-11,1.3677873958647654e-11,2.6874290096027168e-15,3.482251590706271e-15,1.9186310249560917e-11,1.3108503488082986e-11
2000,3.00255166168507e-10,1.8504977313413773e-07,3.962723194330666e-09,2.0924212073400327e-10,1.6178655771603444e-10,4.94653528618389e-09,5.024450331832852e-09,3.2221055232104e-10,4.384098942261344e-10,1.5516203261003495e-12,2.390182024379209e-12,3.934826899268816e-14,4.9294336387980126e-14,1.243435488309361e-13,2.745006251987655e-13,6.758536790428169e-12,6.481192935555226e-12,7.958147596967081e-14,3.330823537041199e-15,1.971133450275323e-17,4.825219761594912e-19,2.9271253770459723e-19,1.3683845771987028e-13,4.102437707285427e-15,1.1949394682065644e-11,1.50036669523991e-11,2.4359015393198265e-15,7.124693397494214e-15,1.6888366037499832e-11,1.3791167806820361e-11
2100,4.809463499691083e-10,1.8441796034212335e-07,3.971093558395055e-09,2.0539435655094771e-10,1.5957473074900256e-10,5.469961969272797e-09,5.06497445764636e-09,3.306183710233247e-10,4.829995947122194e-10,1.7134393268281288e-12,2.2845094320952326e-12,4.3828467922589766e-14,5.045860962230529e-14,1.4012271084972933e-13,3.09863535034256e-13,6.332666528041294e-12,6.353183500041999e-12,8.546082012511777e-14,3.335806591128953e-15,1.1785382321838885e-17,4.578036699122603e-19,1.3629087746855834e-18,1.5684003145036053e-13,2.430592548375765e-15,1.3802027309758294e-11,1.9616197970872006e-11,2.6463834556409116e-15,5.509230738510693e-15,2.2289922535766274e-11,1.4589765139269978e-11
2200,2.9668187370621707e-10,1.8451259367596507e-07,3.996315117301063e-09,2.3393392166061877e-10,1.6147503220695485e-10,6.180193313301637e-09,5.155984484517853e-09,3.5890485178725484e-10,4.823396924837274e-10,1.826183618957814e-12,2.516939952225466e-12,5.226068681651097e-14,4.90421395991023e-14,1.7191286934644272e-13,3.560123882296707e-13,7.253587666959008e-12,6.711899365243648e-12,8.541119137582124e-14,3.5526721779995294e-15,1.8687229175403043e-17,7.4201285835922e-19,1.1695333310664533e-18,1.8631473039729535e-13,2.9914073071748752e-15,1.6672642783368173e-11,2.1791264817052855e-11,3.239762592622136e-15,1.1073930684589095e-14,2.2811349338883693e-11,1.4359744618497103e-11
2300,4.416687243502188e-10,1.8391050891496173e-07,3.800484380368742e-09,2.3976234363320885e-10,1.5536958929613336e-10,6.233110510938287e-09,5.135517396518624e-09,3.911524036750556e-10,4.95345271498085e-10,2.116218840678017e-12,2.565505815805534e-12,5.2301729466976405e-14,4.792767553089061e-14,2.292459004848741e-13,3.5597951818631613e-13,7.201687274451268e-12,7.65173342310406e-12,8.526383447630117e-14,3.6489897340304326e-15,2.771888607338214e-17,6.970202776034816e-19,1.5448656401802992e-18,2.034903621680187e-13,5.460262125242402e-15,1.6373290194991286e-11,2.4482860004295923e-11,3.803421011108375e-15,1.432773608069294e-14,2.798522501362915e-11,1.7074488960547387e-11
2400,4.343896352080009e-10,1.8353507927357952e-07,3.688931402259377e-09,2.517093157581577e-10,1.5405112656164335e-10,6.1151139007642086e-09,5.1651553573355065e-09,3.941606996922941e-10,5.164667753324917e-10,1.879370255508871e-12,2.7044712640119876e-12,5.217015006099368e-14,5.001617238703448e-14,2.5994517369641643e-13,3.766039022158803e-13,7.729954253529339e-12,7.878944404998025e-12,1.165018786315704e-13,4.301708783786397e-15,2.369416618218493e-17,7.599667735462474e-19,2.6202614744169737e-18,2.0424222047774956e-13,5.164138450435839e-15,1.7494503485254938e-11,2.4392571867436818e-11,3.539471189634711e-15,1.2670988019885379e-14,2.7597354358300098e-11,1.6754531708225448e-11
2500,3.5617150410185676e-10,1.8294570074356864e-07,3.737686165203748e-09,2.425231106626438e-10,1.5556569470489113e-10,6.994280610700652e-09,5.170542809914574e-09,5.047429547717112e-10,5.115922765047383e-10,2.4130841140379626e-12,2.7718514639417776e-12,5.550802164527862e-14,4.744859154729632e-14,2.436518264308746e-13,4.1201305189675304e-13,7.724022327280816e-12,7.72663112915772e-12,1.3563135507524513e-13,5.648545558620627e-15,2.5675705912343015e-17,1.0511173841087777e-18,2.253308670028676e-18,2.1087487076960155e-13,5.740929131008479e-15,1.9036131366147022e-11,2.6567064124604852e-11,3.855067489195719e-15,1.2865612109955197e-14,3.5022555659541935e-11,1.8131458455384655e-11
2600,4.769837707193262e-10,1.8291319360642077e-07,3.6572377026201427e-09,2.4560267989774223e-10,1.539734745833075e-10,6.702062904217902e-09,5.158595321950531e-09,4.953863954259943e-10,5.343274264140717e-10,2.5409118360309444e-12,2.6674893381019027e-12,6.126415162153557e-14,4.8479746305571545e-14,3.139855588408158e-13,3.982039250924422e-13,8.753429571578503e-12,7.985281965614949e-12,1.2325197633242427e-13,4.931770798448796e-15,3.59621053969248e-17,9.945386803511829e-19,3.4968408596788864e-18,2.437217174533023e-13,8.06567385150745e-15,1.949373769507467e-11,3.529961895625257e-11,3.919633751529426e-15,1.501979402032656e-14,3.712288964661457e-11,1.816268859844422e-11
2700,3.21488644582845e-10,1.8227497268838012e-07,3.7108739067486594e-09,2.701588091622728e-10,1.544639609365587e-10,7.610242478072371e-09,5.195722509286181e-09,5.414099750027507e-10,5.634583408482761e-10,2.8549974432359692e-12,2.7026862670420963e-12,6.483646070397797e-14,4.721630996885846e-14,3.0134282720076236e-13,4.5241772005282774e-13,8.903841368882771e-12,8.791687784283967e-12,1.5563888727366278e-13,5.7632453495610975e-15,4.4286474741427555e-17,1.1719148809732181e-18,3.134201992222428e-18,2.405454335238661e-13,7.486569079014983e-15,2.0956475058541855e-11,4.015319300222424e-11,4.6207722765005475e-15,1.6453837399155148e-14,3.970708974980869e-11,1.882146584846525e-11
2800,2.391705013201341e-10,1.8201979859519226e-07,3.8709923728762585e-09,2.63194877650712e-10,1.488756079661712e-10,7.969729006094011e-09,5.094394401665796e-09,5.750747843338312e-10,5.650264722936063e-10,3.0424257905506328e-12,2.875954224061635e-12,6.71169971407807e-14,4.7476975280439785e-14,3.2229604246159283e-13,4.628251353662633e-13,8.64420627844221e-12,9.349828974508106e-12,1.7135666320262776e-13,6.973798219698046e-15,3.9470059034625414e-17,1.2730102275110519e-18,4.911363453871086e-18,2.572011344801096e-13,1.0111306054988744e-14,2.2921652948853673e-11,3.6263260624495566e-11,5.2012840087126295e-15,2.20255804755354e-14,4.058262923502371e-11,1.9474349450598356e-11
2900,3.073601005075143e-10,1.8111412370100038e-07,3.6721719511072763e-09,2.9036422552716817e-10,1.483327878166751e-10,7.834101361118157e-09,5.2206991858209275e-09,6.13248019988612e-10,5.698655047814296e-10,2.8088550822883455e-12,2.8671849457669532e-12,7.085919917610244e-14,4.8502781633672344e-14,3.703532539343285e-13,4.87174038790022e-13,9.465451539472455e-12,9.686913249166321e-12,1.6910565728620628e-13,6.673281534563663e-15,4.23058915942398e-17,1.4181133684878947e-18,4.8990343331173275e-18,2.8633817589453356e-13,9.990061440631332e-15,2.3066726891193365e-11,4.3635609023727394e-11,4.847585061777584e-15,2.3564406283274576e-14,4.677423100266843e-11,1.9687183834248885e-11
3000,2.5192316603177467e-10,1.8050758604617634e-07,3.759381352830836e-09,2.9394534084997417e-10,1.5150865772738396e-10,8.594451275472757e-09,5.0711037455920384e-09,6.361934994575921e-10,5.741936200620516e-10,3.2097384009398096e-12,3.044148349549759e-12,7.107272616212962e-14,4.71731110296598e-14,4.250712494018892e-13,5.180623238870965e-13,9.8095439591794e-12,9.762152906572983e-12,1.8886501119035575e-13,6.974781807040112e-15,5.34241987236502e-17,1.576994205873812e-18,4.604472382150995e-18,2.9845329594312454e-13,1.009542229455568e-14,2.3786469913494838e-11,4.905969643008806e-11,5.818169056576394e-15,2.8107566236233532e-14,4.88654049917673e-11,2.2368799926053053e-11
3100,4.870612125901196e-10,1.8107692894320756e-07,3.825879116350584e-09,3.0786632590643254e-10,1.44842688518569e-10,9.172005942945035e-09,5.068865472953162e-09,6.396251201207869e-10,5.799148860559651e-10,3.389724439512869e-12,3.0057340472794784e-12,7.519768993740049e-14,4.7428804534524615e-14,4.26277311809335e-13,5.213587562477171e-13,9.724310918575494e-12,1.0041517694295637e-11,2.1469563920950774e-13,7.672563461513893e-15,5.529331139938175e-17,1.5782633167262618e-18,5.3286316244824414e-18,2.8679034313191744e-13,1.2590820795148938e-14,2.7596423337391902e-11,5.0201792040715134e-11,5.568327283075199e-15,2.7556616303841962e-14,5.151586857966231e-11,2.1248103731567162e-11
3200,4.833584894095026e-10,1.7970811246107108e-07,3.815363713183477e-09,3.2080049229808277e-10,1.4802554015263086e-10,8.898968047618226e-09,5.1671996034435405e-09,6.994183665179836e-10,5.93141753137873e-10,3.420499607448241e-12,3.121914810644722e-12,8.047065039626194e-14,4.778805638796321e-14,4.856713126869081e-13,5.284757644003853e-13,1.0117715446016108e-11,1.0442848173865957e-11,2.1683509743938611e-13,8.883905965532467e-15,6.591023646888818e-17,1.8927574236186696e-18,7.813334823982813e-18,3.0633044279539815e-13,1.3334325517128284e-14,2.7381264924318868e-11,4.9461266070861226e-11,6.451524798669475e-15,3.416140790769173e-14,5.6222798518288366e-11,2.213345733788337e-11
3300,4.4858669357519945e-10,1.8007774772266698e-07,3.804161819864526e-09,3.1499806432618416e-10,1.4770482463444136e-10,9.83158828076185e-09,5.118675067764026e-09,7.375473654151288e-10,5.971711126165223e-10,3.711765737750585e-12,3.148039002212777e-12,8.338926955349715e-14,4.588467783357376e-14,4.920110921402197e-13,5.781658279541355e-13,1.0664545945507361e-11,1.036694868728055e-11,2.1411567817933568e-13,9.526500737958312e-15,7.550450940360709e-17,1.7769326040518832e-18,6.930264340075947e-18,3.272101757683356e-13,1.425515565891964e-14,2.7839282788711082e-11,5.49582582241264e-11,6.595222942994577e-15,3.103493126813443e-14,6.355715948769318e-11,2.4298469623941332e-11
3400,4.282785188117357e-10,1.7936920508413382e-07,3.763975670637112e-09,3.1871839612909657e-10,1.4354346888989167e-10,9.444558218990906e-09,5.186567717867202e-09,7.963804848609565e-10,6.039934592644724e-10,4.243398088768038e-12,3.26497084101146e-12,8.35078606065573e-14,4.606145944198934e-14,5.449306174292683e-13,5.796651260820661e-13,1.0628389913215088e-11,1.0638210123402775e-11,2.3574620755976776e-13,9.692801679953779e-15,8.458481169688548e-17,2.146687031403513e-18,8.937885562685381e-18,3.470484921024183e-13,1.5192443331590094e-14,2.921966044213888e-11,5.693145912598194e-11,7.118599997333027e-15,3.700852120583661e-14,6.465845565263765e-11,2.455309328668019e-11
3500,2.703471757702868e-10,1.7877934433314679e-07,3.665064869858155e-09,3.3918340966474427e-10,1.4207417266919825e-10,9.852935873163786e-09,5.262708402069446e-09,8.394154361849455e-10,6.150830661251445e-10,4.209975177908299e-12,3.299475822678183e-12,8.563386897171038e-14,4.528666119004293e-14,5.787564499655244e-13,5.665740918211011e-13,1.128318694399175e-11,1.1420090615492306e-11,2.5883312659846363e-13,9.492356253549749e-15,9.272192393729471e-17,2.21480887177107e-18,1.0579546493504727e-17,3.482018762483554e-13,1.6844723671772577e-14,3.095723989247931e-11,6.823336250103664e-11,7.448329797736968e-15,4.1577948564831415e-14,6.69515005529765e-11,2.443904202905203e-11
3600,3.3421693991237756e-10,1.7890398365611963e-07,3.733564264999312e-09,3.3815804569074144e-10,1.4423966328483898e-10,1.0268136098270789e-08,5.2343328773198815e-09,8.811632168685094e-10,6.215067909862199e-10,4.620306765183508e-12,3.3581752162366137e-12,9.307444568233688e-14,4.692871859072567e-14,6.148983015861916e-13,6.201045445396433e-13,1.1800053775413721e-11,1.1433384800525027e-11,2.693476633132894e-13,1.0305222335569947e-14,1.0093763738091924e-16,2.4886917858348042e-18,1.0133315802896505e-17,3.5576661732372204e-13,2.020556591738594e-14,3.346487442289381e-11,6.436933242523404e-11,7.918009720509173e-15,4.6237497288635196e-14,8.002698078100532e-11,2.584245234556792e-11
3700,3.476244817972772e-10,1.788281502097506e-07,3.737743045295589e-09,3.3716477360784725e-10,1.4391132471454416e-10,1.065986283224691e-08,5.293336628087264e-09,8.557781652366198e-10,6.438166174915898e-10,4.4807702483227764e-12,3.2151540000743852e-12,8.976205959364036e-14,4.6342279843735863e-14,6.290476111081873e-13,6.117728438942051e-13,1.1665887652092022e-11,1.1901548342805271e-11,3.0015470734852143e-13,1.1714324315410228e-14,1.0066820649562906e-16,2.595208439455612e-18,1.100853362746774e-17,3.8537309694499094e-13,1.943260702888276e-14,3.431511010917328e-11,7.469410982255603e-11,8.120939157709125e-15,4.559409432442559e-14,7.715523450921161e-11,2.5540731877490066e-11
3800,3.5066776178713166e-10,1.778495542202008e-07,3.5205546898475037e-09,3.651127119441981e-10,1.4195924811045487e-10,1.0690963680954677e-08,5.155097843804345e-09,9.298387991203514e-10,6.167393704417497e-10,5.116747551248321e-12,3.3532659887963843e-12,9.609698736753614e-14,4.556074308114525e-14,6.64303398485376e-13,6.127167021545841e-13,1.2040009038773157e-11,1.183434059501686e-11,3.218242943828057e-13,1.198743690804225e-14,1.1529135424113338e-16,2.679597433750942e-18,1.2612374663333644e-17,3.9967534260723833e-13,2.15910996138145e-14,3.566034387184428e-11,8.009632503029812e-11,8.181903033592877e-15,4.8253041766283086e-14,8.411957422454623e-11,2.5637006058402223e-11
