milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,4.2255560735131616e-10,1.8811888469709165e-07,5.033786855789589e-09,8.201161285564601e-11,1.8282279723978e-10,1.4378953602289925e-09,4.407656515169315e-09,9.770610536657536e-11,2.3950310565745807e-10,3.819456944851674e-13,1.0701326546807078e-12,8.545802463649113e-15,3.7202738506341606e-14,4.6880843959392676e-14,5.671368973745577e-14,3.1373043496920982e-12,3.5392630585654538e-12,2.6908824272768038e-14,1.1476148917827839e-15,-5.533553144915259e-18,-3.481504702580173e-20,5.862078802311198e-19,4.904437668427054e-14,1.516299522072036e-15,4.178409740106738e-12,7.048746361043397e-12,5.610223110155745e-16,2.615834376106715e-15,3.0211820426580348e-12,5.835770264883417e-12
1100,3.4184229028439265e-10,1.8779822997491473e-07,4.792976445576653e-09,1.0787282518349779e-10,1.8129859850646084e-10,2.1543040616859486e-09,4.478221553973282e-09,6.42050501043618e-11,2.4855487987627566e-10,1.643374030754308e-13,1.3091097130837527e-12,1.5563338976910894e-14,3.9108991811283306e-14,3.2174541002761347e-15,1.0644884883570185e-13,3.658985995081843e-12,3.6978211232032215e-12,3.186390849898775e-15,1.0540060893698408e-15,5.845763236587444e-18,2.6766826094843425e-20,-2.6596980093291697e-19,7.175996462529574e-14,-5.070889644430744e-16,4.24729401375054e-12,4.6453122453337334e-14,9.291859232706473e-16,3.023427254642895e-15,4.798599580416477e-12,4.964670933660377e-12
1200,2.3576739112455055e-10,1.87308483626137e-07,4.512501813597523e-09,1.1430725232544033e-10,1.7998260890247872e-10,2.096410805751341e-09,4.586780561220739e-09,5.422434884882195e-11,2.889470937136707e-10,6.377607724285622e-13,1.2468019033964319e-12,2.022510712293902e-14,4.304958748954984e-14,5.6140104372006666e-14,1.1132363850609552e-13,3.4935127353095907e-12,4.056807952358669e-12,3.347390710446184e-14,1.0296329213551433e-15,7.159147547369103e-18,3.628443358387358e-20,-8.193106757241966e-19,6.323972059376166e-14,1.1873140604994077e-15,5.375826323427582e-12,5.8020331991764475e-12,5.600591533520349e-16,2.9123562832777405e-15,8.317554985881243e-12,6.8122821564170064e-12
1300,4.604743944652425e-10,1.8740633662315592e-07,4.469655207952389e-09,1.1385384837793963e-10,1.7708830964342723e-10,2.571625455192854e-09,4.649220666150355e-09,1.232433569498589e-10,3.1542676989477296e-10,6.472639478153384e-13,1.4968819605077808e-12,2.3196503071001912e-14,4.537067538121291e-14,8.352127716157341e-15,1.1026135547934779e-13,4.15457215825734e-12,4.4080181501346565e-12,3.9883612278120664e-14,1.3217145190603076e-15,4.857849479299763e-18,9.724206886055935e-20,7.729088020873016e-20,6.000836193281306e-14,1.928632888864753e-15,7.671519359088725e-12,4.444026193477295e-12,1.1692836081481061e-15,4.43768410046596e-15,6.652737726804748e-12,7.017468251860172e-12
1400,3.765858027933544e-10,1.8751389369531042e-07,4.2521337837294014e-09,1.490179900778729e-10,1.7507392745396842e-10,2.6218143423494208e-09,4.80267797605004e-09,1.5889584343562632e-10,3.240523181763826e-10,8.905509785775913e-13,1.6787380405042871e-12,2.4223131822511396e-14,4.549409417458091e-14,2.143445230342667e-14,1.7899313213892913e-13,4.193816291534872e-12,4.738271338181444e-12,3.2145397538765495e-14,1.6022512380630817e-15,3.4950200229807444e-19,2.4492635980746204e-19,-4.0344606302834277e-19,8.235377739117886e-14,4.163839781087511e-16,8.800721239989645e-12,6.552132824644844e-12,8.609953538735383e-16,3.3855148643076223e-16,9.860082133474667e-12,7.980071922399846e-12
1500,3.2430909180879985e-10,1.8643036899941793e-07,4.1212703044139584e-09,1.3752556893862574e-10,1.7236904932020098e-10,3.748782963896256e-09,4.935030240814887e-09,2.0673079971267304e-10,3.472399076661551e-10,8.910757702210577e-13,1.75433951260312e-12,2.2390795697080147e-14,4.8389772537389176e-14,4.5275032939734474e-14,1.9179855614630351e-13,4.953050446388761e-12,4.510698074074043e-12,2.4368797699075897e-14,1.8960753892235115e-15,8.403061784329847e-18,1.606684899749612e-19,2.0777435414000968e-21,8.512262926317321e-14,-8.102425691393305e-17,7.837016617050812e-12,1.1366381601670621e-11,1.1511189837657556e-15,5.700727123143851e-17,1.0326689861810755e-11,9.65045857087042e-12
1600,2.618794058120256e-10,1.8666788846961736e-07,4.085570038899514e-09,1.5102589725119337e-10,1.737216838981285e-10,3.802365379846403e-09,5.010727153128178e-09,1.9355937023923512e-10,3.6732198582633413e-10,1.0594199388677584e-12,1.8644024180552103e-12,3.103769138300738e-14,4.783643407316844e-14,6.212504278850075e-14,2.0082321040139604e-13,5.072262779703375e-12,5.5030701362704865e-12,5.489570513669718e-14,2.2274634573694844e-15,1.2859322415993937e-17,1.8863039642190266e-19,5.355104648074427e-19,9.164096466949787e-14,1.1821315880653942e-15,8.300574293645594e-12,1.4227056786177243e-11,1.798210951279612e-15,4.637413926140204e-16,7.250625547984713e-12,9.618263824660089e-12
1700,4.865501520595164e-10,1.8603369940234828e-07,4.204095014098881e-09,1.6472660033042452e-10,1.7041800756092085e-10,3.656060947740318e-09,4.8787333637348655e-09,2.3324278419221575e-10,3.998705300030755e-10,1.2469820045252137e-12,1.9450826487985783e-12,3.3318762437010797e-14,4.8843435760956216e-14,5.042768367656133e-14,2.097501228449242e-13,5.268932881331609e-12,5.019793326050437e-12,6.284627674034257e-14,1.541373323622541e-15,1.4491340262253346e-17,4.474762441022349e-19,1.2208061074620484e-18,1.356161578667284e-13,7.85296941651636e-16,1.202060900100802e-11,9.850027386844597e-12,2.2703022753063555e-15,1.4976983592770935e-15,1.5281872693177088e-11,1.190697333733582e-11
1800,2.7240196828509556e-10,1.8497024609828625e-07,3.928342180177275e-09,1.8244925692581863e-10,1.6703428583904923e-10,4.281562599177511e-09,5.077751621829199e-09,2.760694110471173e-10,4.3273173428106087e-10,1.176933406905923e-12,1.9666381789353408e-12,3.182072670477618e-14,4.930987393538728e-14,9.45916663362864e-14,2.666408577785596e-13,5.630229654904147e-12,6.222349504577309e-12,4.404350549422144e-14,2.048491571149315e-15,1.5165811332302978e-17,4.567848569059542e-19,9.49030540533047e-19,1.2005773230923986e-13,1.0935589015063222e-15,1.2011989554667327e-11,1.0339222259957415e-11,2.23129262149061e-15,3.2744677853261918e-15,1.7965915929412172e-11,1.295646953722801e-11
1900,3.032552071356987e-10,1.8571740323067966e-07,4.07690447945418e-09,1.8451483766695558e-10,1.6547960723360534e-10,4.347820217298841e-09,4.951096063270522e-09,3.065064863330512e-10,4.450992567699736e-10,1.415136409834202e-12,2.1920717962905984e-12,4.273700725340933e-14,4.868931132596488e-14,1.2342870415442576e-13,2.536424378351725e-13,6.203594781378919e-12,6.510390169625431e-12,5.910372732562125e-14,2.788514260566927e-15,1.2456919403759716e-17,4.044579631947219e-19,8.697103558364632e-19,1.566476467553809e-13,2.6685505501386323e-15,1.17705589427377e-11,1.7039432093852337e-11,2.503069183797234e-15,8.97490236094118e-15,1.6287329960675423e-11,1.2943349083595804e-11
2000,3.4500588668578613e-10,1.8508164078165397e-07,3.88972860095265e-09,1.888745100271034e-10,1.6059425032545315e-10,4.725439270888361e-09,5.13182050389727e-09,3.037818024822878e-10,4.657287482434439e-10,1.6515227929023986e-12,2.3381675633969596e-12,4.470201781923191e-14,4.82136753240203e-14,1.438133715373001e-13,3.007478177592178e-13,6.940420463241688e-12,6.670258249370926e-12,8.42529901484536e-14,2.7998443647405024e-15,1.6097790352258463e-17,6.2709714824142e-19,3.634351149301457e-19,1.357562018910462e-13,2.701011153850827e-15,1.397840544410179e-11,1.4344114797665919e-11,2.817222223511887e-15,1.0431375474208296e-14,1.573262474169639e-11,1.3297535297365886e-11
2100,4.104330659180949e-10,1.844316114925265e-07,3.897212498463902e-09,2.125459740570213e-10,1.6284206278510588e-10,5.123132515337801e-09,5.194030356764748e-09,3.49685104559215e-10,4.906454086704239e-10,1.4646581919161296e-12,2.3590438144796526e-12,4.1665854441641496e-14,4.9166865902328484e-14,1.5575086231687278e-13,3.2794772124120484e-13,6.9423360149597296e-12,6.578862391680144e-12,6.81179773265964e-14,3.0449994260218357e-15,2.2443462430405514e-17,6.042198048079703e-19,7.48993912025282e-19,1.467215021904725e-13,4.6464360243491974e-15,1.4177710004818331e-11,1.9568749187992612e-11,3.1245389054734024e-15,9.939593921665732e-15,2.3332166537746648e-11,1.414174743954671e-11
2200,3.238278297139886e-10,1.8377190791102353e-07,3.775608207378265e-09,2.092337434228574e-10,1.5693151978455002e-10,6.024440221307426e-09,5.036272926843044e-09,3.587844818085601e-10,4.843044297063047e-10,1.6479407386040159e-12,2.5312385687971346e-12,4.9077177646785763e-14,4.804337148740818e-14,1.4238054217488686e-13,3.257997643990654e-13,7.328557856284106e-12,6.634208786060697e-12,9.70558772055759e-14,4.156131895778483e-15,1.7837220364678113e-17,6.512414231145516e-19,1.4705963741285351e-18,1.7702451286147948e-13,3.0029971920207546e-15,1.7116604365329425e-11,2.2424622620329706e-11,3.050176808579913e-15,1.0035216810989615e-14,2.3416947319234053e-11,1.4431916673272984e-11
2300,3.8123514969635536e-10,1.8392781462590387e-07,3.7126310032504117e-09,2.2928109057119647e-10,1.5706867861840455e-10,6.1301004389577335e-09,5.09928060676792e-09,3.8005930687917794e-10,4.818645376080487e-10,1.86432950519275e-12,2.488905333962735e-12,5.391335720738553e-14,5.0397542447613813e-14,1.6988013710565028e-13,3.7250517262746545e-13,7.22826731658801e-12,6.896470769799716e-12,8.759000244674826e-14,4.117155738245444e-15,3.011019219367799e-17,7.334973470210718e-19,1.3014570946490427e-18,1.791125982078964e-13,3.982187923349708e-15,1.6912901644528923e-11,2.4993103235707856e-11,3.512684621711083e-15,1.448998538620037e-14,2.414916365269935e-11,1.5583442802985915e-11
2400,3.062158275856807e-10,1.8334208195303857e-07,3.735101356935457e-09,2.2978217306169267e-10,1.537163180630587e-10,6.081126463910604e-09,5.2129662007872e-09,4.04571868051398e-10,5.130367175800772e-10,2.077773520222221e-12,2.5494919802303937e-12,5.605972785279145e-14,4.8024374282432527e-14,1.9770332284558435e-13,4.0464417096061506e-13,7.860520887399428e-12,7.6719809203805e-12,1.1094929630655574e-13,4.637232203808335e-15,2.981630500846078e-17,7.73819898705907e-19,2.8017182169717746e-18,2.172956620557381e-13,5.923715323400205e-15,1.8541351342436714e-11,2.7175652179680057e-11,3.3831098452164073e-15,1.466847063158479e-14,2.9810316394704784e-11,1.6086254581281865e-11
2500,4.661768755468824e-10,1.832511558094456e-07,3.666308308124411e-09,2.3753327184161526e-10,1.5676790081014953e-10,6.681492333858739e-09,5.2175657284988765e-09,4.387335188950134e-10,5.184987990695079e-10,2.0705067699208905e-12,2.6774210776581715e-12,5.5824797097919755e-14,4.945812183123476e-14,2.622117271365952e-13,4.2203655679604575e-13,8.145831252506935e-12,8.298587804106815e-12,1.2359064397834643e-13,5.633944565056021e-15,3.1888085357268514e-17,8.115044429747281e-19,2.342008898791464e-18,2.2640779199870966e-13,6.281602642945977e-15,1.921853505810459e-11,2.968358773401234e-11,4.299920774557847e-15,1.431368360484003e-14,3.60983160344384e-11,1.6880710432457976e-11
2600,3.542778132130375e-10,1.8269593635786397e-07,3.753237063622581e-09,2.4927355473700514e-10,1.5457870469690065e-10,6.906933795207211e-09,5.245772006879834e-09,4.53771864558992e-10,5.497004820061969e-10,2.622058135044376e-12,2.8235736062318542e-12,6.327322083844237e-14,4.789514530863296e-14,2.8155807422006603e-13,4.2509667850157037e-13,8.069103941086089e-12,8.717000752238881e-12,1.221291029521688e-13,4.954953804270717e-15,3.612195233086211e-17,1.1913612373963402e-18,2.278813890077379e-18,2.2798278167804294e-13,8.08444157453551e-15,1.8391112461041247e-11,2.864784506400342e-11,4.440492146103691e-15,1.6570700076550475e-14,3.540178650677014e-11,1.80277362944303e-11
2700,2.6652149602853144e-10,1.8239847053368896e-07,3.888138863475288e-09,2.566270511682255e-10,1.4996039426371074e-10,7.15772346245875e-09,5.061864187262664e-09,5.284558265364928e-10,5.656124261268425e-10,2.6265456516289887e-12,2.8334596402825937e-12,6.275072495266717e-14,4.7069635574026456e-14,2.918165394465062e-13,4.23088709647425e-13,9.018464128689849e-12,8.387856725980218e-12,1.4775212214008941e-13,5.355333276457256e-15,4.054990463676179e-17,1.1410175653371455e-18,4.387486496728097e-18,2.3353366526282794e-13,9.319136699137273e-15,1.9904754713202044e-11,4.0135883218878476e-11,4.581014112247412e-15,2.0551130381326425e-14,4.134518092612155e-11,1.924664093461187e-11
2800,3.24758371903461e-10,1.8169576121212492e-07,3.690541292879061e-09,2.815853847019184e-10,1.506668890545744e-10,8.030577371873072e-09,5.211522102683349e-09,5.677316581131252e-10,5.374822421548768e-10,2.669407531287205e-12,2.918758764547973e-12,6.876473297637947e-14,4.832216068504183e-14,3.120184055260245e-13,4.4428128802956027e-13,9.383551334267604e-12,8.931708147544042e-12,1.5545199749101065e-13,5.9751422695458345e-15,4.8443876467048696e-17,1.377374311496783e-18,5.194968292038673e-18,2.490451528199747e-13,9.433919714111198e-15,2.1824876964448317e-11,4.0242207562198715e-11,5.117038687816604e-15,1.807902104493993e-14,4.6079051342836655e-11,2.076403743725007e-11
2900,3.0124912884566327e-10,1.8105758838099435e-07,3.703720412534659e-09,2.9512668736807485e-10,1.4698762705469802e-10,7.968175097423164e-09,5.084545297821518e-09,6.293768711431011e-10,5.64766026277614e-10,3.179254674993461e-12,2.9826232503576263e-12,7.289382273500213e-14,4.899863235343051e-14,3.8159934356742546e-13,4.889834942150715e-13,8.910014422974182e-12,9.468878608026866e-12,1.7720204390917043e-13,6.485542051024898e-15,5.516514611103543e-17,1.4899155955759774e-18,4.068807837386804e-18,2.5575279287654876e-13,9.257767470332548e-15,2.4734383456656345e-11,4.149248012559554e-11,5.6237419985222835e-15,2.100782696337043e-14,4.49563943572742e-11,2.0501634790902552e-11
3000,4.568025340417883e-10,1.805781841415426e-07,3.614443831574251e-09,3.05202477858898e-10,1.4792651966438427e-10,8.164061412238949e-09,5.218857185266424e-09,6.791369470514761e-10,5.742564203879985e-10,3.262834706369035e-12,3.09356056867671e-12,6.950637413597075e-14,4.8284981758816535e-14,3.940312004734972e-13,5.234819878819111e-13,9.322674574178862e-12,9.768675553099818e-12,1.7194874591376546e-13,7.42966570422338e-15,5.567077314053542e-17,1.4726004459355231e-18,5.999856815476157e-18,2.954397070952674e-13,9.873520439274673e-15,2.333281983306855e-11,4.948753997448637e-11,5.419217577697015e-15,2.895823814051698e-14,5.350263106820635e-11,2.1957131320750746e-11
3100,4.38976378308449e-10,1.8011699645846099e-07,3.7288575467821805e-09,2.9148569236002913e-10,1.4980671125004648e-10,9.006239559400945e-09,5.205889214514655e-09,6.798932324670308e-10,5.630588010838713e-10,3.5656062099690014e-12,2.9401514076930735e-12,7.566000120992575e-14,4.831653230409721e-14,4.416161477144687e-13,5.08751156879395e-13,9.541360694813433e-12,1.0096185121351862e-11,1.9118829410689336e-13,7.503720981381304e-15,5.849447025122418e-17,1.5068151474626194e-18,7.192778076356462e-18,3.031471557591893e-13,1.1373218864140789e-14,2.6023123077977648e-11,4.669048542904472e-11,5.608191676569999e-15,2.6869742612019434e-14,5.056542433388322e-11,2.299389286792007e-11
3200,3.835689522516173e-10,1.799993746098879e-07,3.5546830486088176e-09,3.19952730489537e-10,1.476820500111037e-10,8.747804013984542e-09,5.314309901918918e-09,7.140848039774187e-10,5.736663794906962e-10,3.6168898974447667e-12,3.1706310435066544e-12,8.161401255810655e-14,4.704243338026313e-14,4.736728309546304e-13,5.145652857794987e-13,1.0325825083891508e-11,1.0165615039301103e-11,2.2651224026828035e-13,7.911315405409725e-15,6.184606580946128e-17,1.851220430793773e-18,6.1953201532333966e-18,3.1771100390750275e-13,1.2700153871393344e-14,2.8746337358520663e-11,5.5189699655548545e-11,5.993652855149223e-15,3.156997383493378e-14,5.362462618076277e-11,2.1745428035347647e-11
3300,2.3154864969554155e-10,1.8030409735928555e-07,3.5456596545813128e-09,3.126914335804596e-10,1.4462707153338973e-10,9.498186165398555e-09,5.103283491853327e-09,7.438104371991847e-10,6.157272203371924e-10,4.022818692230184e-12,3.2258339139782938e-12,8.282291997895973e-14,4.7378155810784334e-14,4.914169902470579e-13,5.505140545593487e-13,1.0088394431595318e-11,1.0032723427653349e-11,2.2585907454829701e-13,8.747356360871335e-15,7.71963443613629e-17,1.856339099132379e-18,7.310236861940162e-18,3.2784714915223866e-13,1.3860929060583088e-14,2.933101077364138e-11,5.690660237562172e-11,6.851069093082239e-15,3.174267584276983e-14,6.54777430919908e-11,2.2826355622040153e-11
3400,2.8796868381674375e-10,1.799744252070901e-07,3.6343502886615777e-09,3.1627365494687307e-10,1.4370622143773325e-10,9.410773992997979e-09,5.142476707115726e-09,7.83967174697044e-10,5.947039184721262e-10,4.052109494000343e-12,3.2686180654994865e-12,8.08814022666784e-14,4.593348814807389e-14,5.62788330713465e-13,5.648250949166227e-13,1.0480598497109403e-11,1.0960243195467677e-11,2.3849047955426107e-13,8.941198359110027e-15,7.569147257314303e-17,2.1996271483421633e-18,8.229356730843873e-18,3.4331443048739396e-13,1.6435576030013692e-14,2.9339051479219986e-11,5.777963962244272e-11,6.932145375645029e-15,3.4793086374779084e-14,6.453514732847305e-11,2.4844017514140043e-11
3500,3.770987564388532e-10,1.7951424948203015e-07,3.6879144385309155e-09,3.327851060718017e-10,1.4552786513487192e-10,1.021153110010846e-08,5.2860438114393835e-09,8.371666797607212e-10,6.115372099416059e-10,4.312434736720416e-12,3.337388900881462e-12,8.949137362589173e-14,4.7545550158194187e-14,5.721325174730069e-13,5.99761868171523e-13,1.1319472004694801e-11,1.0892985389252905e-11,2.5968370388125263e-13,1.0192333832904608e-14,8.414253670209306e-17,2.3190314906060693e-18,9.61334878260152e-18,3.45828636723734e-13,1.638444945507034e-14,3.021287873315135e-11,6.499416262138433e-11,7.483329356707412e-15,4.3039328548480106e-14,6.660142397313362e-11,2.4999435364434906e-11
3600,3.5976695564204174e-10,1.7834295536187624e-07,3.695697180749864e-09,3.486316518002412e-10,1.4660706706823314e-10,9.94474474530603e-09,5.137425481739033e-09,8.495132610423427e-10,6.045755306311927e-10,4.659937810068702e-12,3.2417182467526636e-12,9.259311688729263e-14,4.5099526955343766e-14,6.142274139903305e-13,6.043360997569754e-13,1.1095499830572897e-11,1.1055085481656504e-11,2.840156354203728e-13,1.051880075793052e-14,9.189675439320002e-17,2.2271090528820763e-18,1.0607832704131367e-17,3.582803537405535e-13,1.8142272953938913e-14,3.2911933575586414e-11,6.721894525876318e-11,7.912851446336035e-15,4.349465604955862e-14,7.776666286828689e-11,2.522250027938387e-11
3700,3.0080117844386287e-10,1.7773220782331526e-07,3.6503190587777635e-09,3.361047043249591e-10,1.4340247472481353e-10,1.1111171030579935e-08,5.109843439805863e-09,8.852369100885104e-10,6.161564151858682e-10,4.646012802334115e-12,3.2047446155808138e-12,8.865377065697378e-14,4.4983962408969886e-14,6.22199013182401e-13,6.466686794949898e-13,1.2189497354881695e-11,1.1707195278587595e-11,3.149806335745981e-13,1.1397125634651456e-14,1.0905588890569015e-16,2.3511350299027113e-18,1.1568121000537712e-17,3.88822260073007e-13,2.1801045208429232e-14,3.5078951595329065e-11,7.560615594517125e-11,8.05407321568619e-15,4.470141987678678e-14,8.106364743995963e-11,2.5678939509941073e-11
3800,3.928528766480973e-10,1.7740274088507656e-07,3.673191765129172e-09,3.546092544312281e-10,1.4570499853497356e-10,1.1359093202696166e-08,5.29017202234158e-09,9.376632387999508e-10,6.490094260929362e-10,4.944961574196554e-12,3.2205512460226676e-12,9.792379207648654e-14,4.482604100762371e-14,7.252012500756812e-13,6.406327547586141e-13,1.2121181036107528e-11,1.2337196546199595e-11,3.151563616719711e-13,1.2140423708195819e-14,1.1544472440190343e-16,2.6482528895825323e-18,1.2254384313412207e-17,4.1209099920656354e-13,2.255501391263667e-14,3.385192412574275e-11,7.379524611552204e-11,8.621605000888684e-15,5.160453170631767e-14,8.066762995049126e-11,2.708970219413624e-11
