miliseconds,e,x,p,p1,p2
0,1.3605529641285001,2.009443971424135,0.0014597473012363707,-0.0050186622685421045,0.0
100,0.858598973871322,0.3531626995902795,0.502325644025371,0.5674129975596837,0.0
200,0.8439954559336336,0.06550196376569074,0.5166940735206231,0.7149276625492456,0.0
300,0.8427853438762373,0.021014811671746538,0.5202250207975292,0.7320477484490298,0.0
400,0.8413149734498772,-0.009816457697202378,0.520009716485359,0.7342988867757028,0.0
500,0.839016593082773,0.0014198868092642968,0.5232913970999771,0.7441204858242548,0.0
600,0.8381714678993035,0.010648145304522598,0.5224550755014807,0.7394322819725992,0.0
700,0.8370311923493222,-0.009687437991371162,0.5238623758752082,0.7375935207272561,0.0
800,0.8416538142628114,1.2659612602640133e-05,0.5223427896103028,0.743850840868809,0.0
900,0.8364269520536177,0.012467453523902553,0.5224439446810234,0.7353620417000452,0.0
1000,0.8399871007192962,0.01271898870670973,0.5190737940570563,0.7420785708965002,0.0
1100,0.838213310445365,0.005268123281118703,0.5196381962565498,0.7403738388461895,0.0
1200,0.8393657079402597,-0.006536684081409998,0.5169625879699026,0.7356537016588403,0.0
1300,0.839181083125794,0.009097139012722754,0.5237699161220045,0.7370037835734707,0.0
1400,0.8358980654969819,0.0060831645869176805,0.5231761822599938,0.7432192468809306,0.0
1500,0.8398992033666425,0.01062344010637669,0.5239297302291602,0.7371317575498544,0.0
1600,0.8384460080466957,0.0036731170784487636,0.5206449478571208,0.7432598248842253,0.0
1700,0.8417376644312364,0.0037785261720812884,0.5229264119174186,0.7430023392287057,0.0
1800,0.842434728408355,0.0013239259702408975,0.5182538526653641,0.7355741417604101,0.0
1900,0.8365342723165242,-0.013024268411392658,0.5208845061192819,0.7442201468096308,0.0
2000,0.8385384846301515,0.007002273906315584,0.5190620775150013,0.7439338497877698,0.0
2100,0.8389104053785107,0.012939133438337733,0.5223450388949394,0.7411811266442235,0.0
2200,0.840176552155586,-0.0019036797674991978,0.5212790006760276,0.7403955447942051,0.0
2300,0.8392339304639618,-0.0007572375856495438,0.5226071806987448,0.7445826324908212,0.0
2400,0.8398772261469213,0.0011440080432547173,0.5176409449137263,0.7409333169525615,0.0
2500,0.8384066287791935,0.009051737183374103,0.5213527772670261,0.7401792432320452,0.0
2600,0.8384663850773971,-0.0037488798108551357,0.5232465785838449,0.7354606178453131,0.0
2700,0.8371072255165987,0.0067798231114187535,0.5234801813737042,0.734952162086266,0.0
2800,0.8415948978836608,-0.002422589807086916,0.522184097198114,0.7350138996525859,0.0
2900,0.8400281202382598,-0.004153284877400478,0.5179308974385729,0.739511799288146,0.0
3000,0.8408635764556904,-0.008529659527519596,0.518599565554733,0.7397290744024129,0.0
3100,0.8399779994075813,0.0029827940762726345,0.5234813924919004,0.737807445201254,0.0
3200,0.8391071430287025,-0.0002720647467446669,0.5241664623259493,0.7446642892197144,0.0
3300,0.8390580992267086,-0.005249213946671383,0.5219838456971148,0.7437046543434288,0.0
3400,0.8359465505204403,-0.011156066308059591,0.5240587922841909,0.7362343055262748,0.0
3500,0.8386373544705161,-0.0017659836066531986,0.5235199061569888,0.7445095570412561,0.0
3600,0.8358844852350611,-0.009060851220094073,0.5182765683193484,0.7408961914870164,0.0
3700,0.8394100275322433,-0.0080746265651199,0.5227965679413719,0.7415681048400066,0.0
3800,0.8419631427318538,-0.002251028222219258,0.5169487497565273,0.7384603164659005,0.0
3900,0.8403755169780752,0.012974677658988276,0.5200418762960509,0.7427456403275097,0.0
4000,0.8377238368880743,-0.014060512022958467,0.5226064037811036,0.736705796338605,0.0
4100,0.8396450913927004,-0.010935025506687674,0.5204238986461239,0.7432046148238064,0.0
4200,0.8425907178682983,-0.011239782785254438,0.5232922811637915,0.7363448027710349,0.0
4300,0.8383812133397217,0.005345216842691734,0.5238499749768373,0.7353028753922911,0.0
4400,0.8363974906943926,0.007471830165322481,0.5188137843764431,0.7365538583708239,0.0
4500,0.8390964627313459,0.012230283071332887,0.5187254812712564,0.7418731777497638,0.0
4600,0.8412480943035916,0.0037483677626305146,0.5170161428975505,0.742542344154562,0.0
4700,0.8375782357023208,-0.014138638810939649,0.521730555498922,0.7423768140465112,0.0
4800,0.839428788856712,0.0002553257118206853,0.5203232146581797,0.7418401253468196,0.0
4900,0.8358692092789873,-0.013407140129199384,0.5217080623147771,0.7377332452382488,0.0
5000,0.8423583316553258,-0.013799303945005332,0.5197276286644964,0.7364933285571742,0.0
