milliseconds,e,x,p,p1,p2
0,1.3595213070606713,2.006903927192236,0.001076420214210557,-0.0007070049113264169,0.0
100,0.8546182458260976,0.3449769146886596,0.5079650836353614,0.5681374969279934,0.0
200,0.8420482578081391,0.06907217542608388,0.52140838437832,0.7127119493258746,0.0
300,0.8364643748727972,0.023110810394339085,0.5194184016075447,0.7320229699922861,0.0
400,0.8405697996017591,-0.006075112790839141,0.5174088044991668,0.7403747401715649,0.0
500,0.8405977732945907,0.0009910922780127912,0.5215403612012569,0.7346344769295214,0.0
600,0.8363780005287669,0.006598221734692654,0.5218937761878477,0.7417546859707865,0.0
700,0.8413924252827997,-0.007671255367336763,0.5208090887981243,0.7387753188206094,0.0
800,0.8380464987828181,0.008899160075673778,0.5239664433157614,0.7435609068829723,0.0
900,0.8414469695037874,-0.0037814580164586744,0.5189585717996148,0.7390974415725909,0.0
1000,0.8426008361980909,0.002124550973637985,0.5189696991453323,0.7410769911072514,0.0
1100,0.8392044314928333,0.008553826320811626,0.5172666439761785,0.7346011285241426,0.0
1200,0.8417120813287686,0.0035326027349791007,0.5198219807345515,0.7449090943524261,0.0
1300,0.8385219212826762,-0.008506753758324295,0.5223317770799573,0.7355781771045298,0.0
1400,0.8387362629075846,-0.009453064077543356,0.5229529341542584,0.7387570217383116,0.0
1500,0.8401257111026373,-0.01183941388516904,0.521392034594817,0.7356133258726463,0.0
1600,0.840854524321326,0.0012748828453282397,0.5211615622061835,0.7444564292606376,0.0
1700,0.8381727168522893,0.010762013693687593,0.5198846434677528,0.7432793587687453,0.0
1800,0.8391053906184207,-0.007909238046714942,0.5190455992298605,0.7411848436447631,0.0
1900,0.8401648146331471,-0.010959912582248444,0.5217195187124505,0.7352754512501036,0.0
2000,0.8372763876007681,-0.0005731719561283154,0.519702396643389,0.7384351224219466,0.0
2100,0.8423187821978149,-0.013562203449767144,0.5196280611792959,0.7418445306902263,0.0
2200,0.8393670820909674,0.0016098977030173716,0.5186989662127548,0.7356800381657774,0.0
2300,0.8374826314325311,0.00996279852390909,0.5170821818860112,0.7398355190471767,0.0
2400,0.8372860569660426,0.0020260347706277074,0.5186063045411223,0.7388685308747989,0.0
2500,0.8378064052273767,-0.014130008901479595,0.5210410342070046,0.7358980215637982,0.0
2600,0.8394248107412128,-0.0013399235226228218,0.5192240249778867,0.7427742656314961,0.0
2700,0.8409330762601281,0.01264061619054277,0.518442576053583,0.7359178068174468,0.0
2800,0.838314334623278,-0.00851213599309204,0.5182097456194167,0.7367084561330389,0.0
2900,0.8398710501596302,0.0043152532078052554,0.517141573007837,0.7409774903976979,0.0
3000,0.8369059106354897,-0.003003055732561573,0.5182882617153707,0.7389856920391975,0.0
3100,0.8377979534443668,0.010164990616976418,0.5207122347277144,0.7345789275725739,0.0
3200,0.8372000147498448,-0.002020337931807069,0.5176635219674801,0.743762555669905,0.0
3300,0.8362082693877394,-0.002644966383356769,0.5204098804160738,0.7412941669223129,0.0
3400,0.8425151699055663,0.0012576637827982282,0.5170051849232205,0.7434945256997706,0.0
3500,0.8421272329512416,-0.011904291603201403,0.5218714936171899,0.7432156844300751,0.0
3600,0.8419039176889698,0.001362920174667815,0.5181576575131304,0.7356454813319245,0.0
3700,0.8397404517570998,0.010674817966746852,0.5186432226455445,0.7402939419351247,0.0
3800,0.8378882450670407,-0.008385188907297385,0.5224798347045592,0.742679570084892,0.0
3900,0.8421907515173233,-0.012216276321898527,0.522302878976378,0.7373551998292907,0.0
4000,0.8359433849991055,-0.010363714227889422,0.5206083359982385,0.7440717325828614,0.0
4100,0.8394599980860132,0.01380854822234757,0.5233870999796116,0.7390004217867809,0.0
4200,0.8427251559818711,0.008549628586604486,0.5198371777178936,0.7365345149149501,0.0
4300,0.8386514434620282,-0.0010369919043882146,0.521157333037638,0.7429989725059555,0.0
4400,0.8408700479581449,0.00021316069617588343,0.517137074555693,0.736583100305953,0.0
4500,0.839372171892328,-0.011431171059050805,0.5232968797588766,0.7371633401689309,0.0
4600,0.8358932790278779,-0.012926868815562782,0.518289027400893,0.7449345328227739,0.0
4700,0.8372683135316481,0.014040986733735243,0.5226704403559156,0.7411358213051524,0.0
4800,0.8407395049372467,-0.004672373877209278,0.5197866829183697,0.7442793861567484,0.0
4900,0.8409895274239744,-0.002773473876682257,0.5231689816239199,0.735146344494715,0.0
5000,0.8418435437292313,-0.009188146563973779,0.5202043962407137,0.7352360056537806,0.0
