miliseconds,e,x,p,p1,p2
0,1.359419799257248,1.9942181376995303,-0.0012493449507132233,-0.0045158075479719145,0.0
100,0.8544053459649472,0.3630728065724279,0.5059021067394546,0.5690191931865336,0.0
200,0.838251001335317,0.05322761044445045,0.521266770203907,0.7068018810729016,0.0
300,0.8367934235413095,0.0021500693056745977,0.5223292824889514,0.7393186784686399,0.0
400,0.8394507024638491,0.013052911630225324,0.5232230584573405,0.7378589134801437,0.0
500,0.8364528302426885,-0.00010116828755588807,0.5206716894356367,0.7435121581526659,0.0
600,0.83790973008482,-0.00726336498339377,0.5190940835033051,0.7412366156188346,0.0
700,0.8428518237086108,-0.002433454624589338,0.5220106978050997,0.7438375648254669,0.0
800,0.8390711100419815,-0.011292486416990414,0.5195335773911881,0.7358964677921321,0.0
900,0.8410612467825329,-0.008630997127270149,0.5230520563179174,0.7413634023950193,0.0
1000,0.8422437397438012,0.003451586323681959,0.519619442577155,0.7349173396574096,0.0
1100,0.8385335240626696,0.011285465659395085,0.524027512314625,0.7393271319125273,0.0
1200,0.836698262183272,-0.003857418732906679,0.5232274441225314,0.7361520642016753,0.0
1300,0.8418093227051919,0.0037707818948446974,0.5235583121410174,0.7432812187904455,0.0
1400,0.8378086466937466,0.0030555229259868985,0.5214361265641921,0.7394930368597965,0.0
1500,0.842954035744971,0.0027730641038978066,0.5214998618843332,0.7393760153909728,0.0
1600,0.8419693751755717,-0.002076445119689219,0.5182805760410214,0.7447196836609768,0.0
1700,0.8401540196324272,-0.008113800595097646,0.524128620483656,0.7365819247688195,0.0
1800,0.8377837753330882,0.011570729249525648,0.5172470156622256,0.7354699301840792,0.0
1900,0.8401903116688998,-0.010540446688920175,0.5188955721198946,0.7373582884262222,0.0
2000,0.8361328342091094,-0.009746221061674692,0.5172559150998872,0.742420214900192,0.0
2100,0.8403006384345969,-0.006153682831372413,0.5226327216175343,0.7373327953726534,0.0
2200,0.8421300125693766,0.010980371747713283,0.517334852257944,0.7408328089210964,0.0
2300,0.8390628170353867,0.0029661091965220445,0.5220049594656383,0.7364404436291686,0.0
2400,0.8408152314637902,0.005077755023255972,0.5224551690273427,0.7400248910163492,0.0
2500,0.8391660670206025,-0.01230828360100165,0.5197358113703605,0.7433722281522385,0.0
2600,0.8401781647843458,0.0069153212498906285,0.5196597890548065,0.7424097501895244,0.0
2700,0.8402709383285168,-0.007924559160729115,0.5233237831366876,0.736388437232038,0.0
2800,0.8363031293415042,0.009263974352090457,0.5172394432915958,0.743456609016663,0.0
2900,0.8418106328525868,0.011518157749579748,0.5212873180091535,0.7387590684227474,0.0
3000,0.8396438914770424,0.0008687062349230319,0.5191031106867225,0.7358370476422659,0.0
3100,0.8428784129584511,0.002212317131802225,0.519341978467629,0.7360360850298664,0.0
3200,0.8411702695132844,0.011424543244381307,0.5201315230385478,0.7413621133134237,0.0
3300,0.8393909491310118,0.003109496511778519,0.5197732026610937,0.7382407123942091,0.0
3400,0.8427513487532239,-0.01207169857569128,0.5235108548165339,0.7402105920187797,0.0
3500,0.8430091758698088,-0.009245112437705446,0.5194718315533957,0.7414055397656388,0.0
3600,0.8381834519432219,-0.0016495721015184217,0.5193226989156703,0.7361548957163028,0.0
3700,0.838208482429477,0.013231232932715097,0.523390334924187,0.7395815096914239,0.0
3800,0.83594347353388,0.010095968853491732,0.5204760350351044,0.7412684867710438,0.0
3900,0.8371031838938513,0.013029633775511924,0.521512576298434,0.7392963043311407,0.0
4000,0.8392698956842042,0.0011934132765983028,0.523107563580842,0.7425789539080578,0.0
4100,0.8369216980514893,-0.010297039390250846,0.5207161537154968,0.7379181045607432,0.0
4200,0.8377745037183523,0.0015569962530421768,0.5212407639148192,0.7449376049158638,0.0
4300,0.8406362855530236,0.012724181516585963,0.519955052343908,0.7367246922049892,0.0
4400,0.8361065759705679,0.0004203402941852206,0.5205303192591236,0.739262669015739,0.0
4500,0.8407591433675657,0.010278075986652584,0.5219567956299885,0.7398582401184227,0.0
4600,0.8401452829751549,-0.011219031855854766,0.5223535290111992,0.7441300085716891,0.0
4700,0.8374092696517735,0.007170890481503114,0.5237666916284748,0.7387345422542747,0.0
4800,0.8383746121217507,-0.0012002192601104761,0.5236758226905427,0.7430310700773743,0.0
4900,0.8392457317792916,0.011045569035497377,0.5208691343681588,0.736460258530736,0.0
5000,0.8370768503718347,-0.004696877225697064,0.5236845719990733,0.7346844643550542,0.0
