milliseconds,PCdk2_CycE,Cdk2_CycE,Wee1_a,Cdk2_CycErem,PCdk2_CycErem,Deg_a,Xic,Xic_Cdk2_CycE,Xic_PCdk2_CycE,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem,Kin_a
0,0.9264245457979292,0.05890748846025512,1.0117859715696738,1.882249833409049e-06,-6.923441342124551e-06,0.0,2.979494123095585,-0.001970862871652349,0.014462338935774227,7.921823077380358e-06,-3.134398353893811e-05,0.0,0.6098724662328759
100,0.9047854779839787,0.058284477850514986,0.9746351566144332,1.5743621864247002e-06,4.879889143391571e-05,0.0,2.9546144084356354,0.005081525301018691,0.03204014864689528,6.7724412245859784e-06,1.1642352520146891e-05,0.0,0.6192717286544971
200,0.8635070432178391,0.05781549730575553,0.9974732623765397,8.844815352843734e-06,0.00014537241517515516,0.0,2.961870145766891,0.0084608395925784,0.0496043667224913,7.35045183703255e-07,1.9585987736070093e-05,0.0,0.6226875041059554
300,0.8444804495897411,0.055818489536152066,0.9599054197797279,1.4602699215440293e-05,0.00021493925405744173,0.0,2.931300377722427,0.0009068991498829317,0.07546463085566645,-8.310813729905662e-06,4.3996672088196095e-06,0.0,0.6258618168519695
400,0.8458950644729923,0.05506173313886602,0.9490507488863376,1.869636085167516e-05,0.0002856749732962975,0.0,2.891655787960213,0.0009403839291513925,0.09577928818623015,5.660270057272238e-06,2.1400127002625198e-05,0.0,0.6549576204770432
500,0.796287974200818,0.05376466473115551,0.9430820462603852,2.3094340997654128e-05,0.0003380164599503881,0.0,2.858613665168469,0.002959847686658964,0.12819686119029225,-1.6623829071511948e-06,0.000112593098384309,0.0,0.668348527231942
600,0.8044660193333244,0.05340131000185151,0.8951646527375218,2.249582331101194e-05,0.0003592640811419181,0.0,2.8600635883000547,0.015393071550696354,0.14501969092634373,-6.560389615539122e-06,0.00012004920225049779,0.0,0.6671551579639687
700,0.7830787847032329,0.05158089858678821,0.8957301797584746,3.060996284249326e-05,0.0004321428495739544,0.0,2.8022485847434204,0.013512976497793032,0.16719928380775695,6.872092286576873e-06,0.0001585232505190915,0.0,0.6721115015695446
800,0.7591162056749268,0.051166659219053647,0.8746779154561812,3.523799036353461e-05,0.0004545509152194803,0.0,2.7992447707258368,0.011089471156369858,0.18703204772010704,3.4167730807005435e-06,0.00017324942976945626,0.0,0.6778660551913414
900,0.7053917691425892,0.05221864722364708,0.8621530890345354,3.6142763313828026e-05,0.0005011885574556753,0.0,2.7694901135400483,0.02109516512574347,0.20227703405668104,1.9001301656957642e-05,0.0001493897567441361,0.0,0.7025777994220461
1000,0.6924763481713458,0.051222019994563425,0.8066928945627267,3.998174548352053e-05,0.0005366073209668792,0.0,2.748017790406359,0.010499267968434907,0.22439568335920232,5.062563412787774e-06,0.00021568352409824976,0.0,0.7131352448220887
1100,0.6770840160004448,0.05118678579081979,0.7340369031934978,4.403574943146705e-05,0.0006081333728680098,0.0,2.715934515934229,0.01832991924793664,0.23695733880301184,5.6176028158577885e-06,0.0002677692109686564,0.0,0.7131446103168055
1200,0.6605491868736659,0.049393321928439746,0.7649361519742021,4.651401252917378e-05,0.0006351778242575551,0.0,2.7017945639354735,0.022217491365234016,0.28055342681245654,2.5274066647385075e-05,0.00032843246122335083,0.0,0.7246947857228899
1300,0.6436460165943075,0.048954983218863046,0.6690041289526174,4.349656347145688e-05,0.0006347665516269783,0.0,2.6718737395845027,0.027878941265182058,0.29801804918427677,1.6242545225393145e-05,0.0003284242946125042,0.0,0.747070169696266
