milliseconds,GnRH_Pit,LH_Pit,LH_Bld,GnRH_Hyp,FSH_Pit,FSH_Bld,Foll,CL,E2,P4,Inh,OT,Enz,PGF,IOF,species_1
0,0.21875205488766988,2.247137647740759,0.006283123577839417,0.7392468528328544,0.06326878288680657,0.05037018303629144,0.03956906638396787,0.31039650186523077,0.1631202434352665,0.12349564682316853,0.4986917525924627,0.11051523898856941,0.0004317975303914921,0.00036752369508324684,0.13313600721584856,-4.452194988460028e-05
100,0.18608993383929462,2.268360929968974,0.0043991492309356115,0.7472229352248474,0.04411489394754971,0.01472156501381965,0.035346540619929076,0.32173487056283767,0.14176431913738607,0.12811838276167634,0.4817809497445279,0.11300154636398071,1.4847253933005701e-05,0.00032678085296390945,0.13051584571098684,2.40854312049371
200,0.1613987606325087,2.282093790301592,0.0035014728322643883,0.7553650102270921,0.050787499698253996,-0.001112468223723441,0.029182722364846175,0.32541335963764073,0.1313328069899624,0.12807921914386797,0.44838830438484995,0.11085901830807013,0.00033133574027844264,0.0002750356235819163,0.12269837722001059,1.4144126804603008
300,0.13993161049088085,2.3033074964178373,0.00304765353389092,0.7632479628389076,-0.058168636735186845,0.017315378953133672,0.018282936869636866,0.32635571242309697,0.11113460648429307,0.1315264549924231,0.41899974263862716,0.11386425467595787,0.00041645467598631176,0.0002495914816083449,0.12366666052315502,0.7752067789790863
400,0.11308325114127155,2.314463555165538,0.002841335442002256,0.7589955442972682,0.01763949177278421,0.03897443425032154,0.010241355079138826,0.32249854495702274,0.10364456562464816,0.13530457494629652,0.39989022241789307,0.1092227718010128,0.0001497596671797842,0.0002204952429327074,0.11803547428815152,0.43956581544982626
500,0.09868130291587644,2.3234132489694277,0.0027865233965547517,0.7727621201462472,-0.04056704105455934,-0.029650755448003708,0.03201334588526273,0.32669234655382495,0.09169857877171685,0.1409888049910322,0.38550622574607524,0.10842043311258462,0.0005104000753866666,0.00019401907138084497,0.1124264482689413,0.24201696090702188
600,0.0830645272842883,2.3338836258293436,0.002781454040655241,0.7717827509873699,0.009217631171728358,-0.03035038691431894,0.031458787506979884,0.32875473806994426,0.08306892675272899,0.14488745823604365,0.3705353276547192,0.10688822468145515,0.00017725518772342502,0.00017661985133784645,0.10862228096583874,0.13219613260864962
700,0.07020585177999016,2.3398222192375226,0.002760005526326868,0.7792075252125259,-0.013747311773917546,0.029752299514996312,0.023523693693224608,0.3387804353608096,0.07190143979969268,0.15697811785751145,0.3499218953947747,0.10664595763917918,-0.00014324144132284392,0.00014852107314822642,0.10589246478645865,0.059712659205456466
800,0.06406253162085934,2.3521883298136474,0.002721465175974994,0.7856267609983025,0.018082948697270857,0.02067213110059811,0.012211639693476776,0.33686500941349184,0.058451134284610795,0.1504575395504377,0.33504803354669976,0.10227705727191845,0.0006080615455725574,0.00012822484925267063,0.10303193032373222,0.0629939286302322
900,0.05106697748932197,2.3571828540031805,0.002778480405832764,0.7876273214595872,-0.004458404467436502,-0.011336823497187823,0.007635950246245863,0.34206404262730006,0.050675081373142215,0.15574507227732393,0.31785308795574824,0.09800794727288094,0.0006349113768907641,0.00011740769939803036,0.10421839038732676,0.05854587826574789
1000,0.03858016924517183,2.3635523681959065,0.002737771640429145,0.7801450899054624,-0.038167145475425254,0.003708546815530006,0.01371270365865592,0.34755991479837567,0.045098174723035026,0.16299962940004897,0.29638056061696016,0.09407746291627513,-3.3525662081500588e-06,9.984523713258313e-05,0.09726003530943263,0.006700109162188779
1100,0.03395216267085699,2.3652390899975413,0.0027994748225584113,0.7819926311262811,-0.03508099346480713,0.01526292897003811,0.016104772990548268,0.348617620650056,0.04424366851566401,0.16745550173536256,0.28912795413094144,0.0905772468058597,0.00020673347584285664,8.638167872474085e-05,0.09548289431191552,0.03406228777991118
1200,0.02682290771911892,2.372407922071919,0.002760904900651897,0.7786024234141816,0.03491552251703198,-0.008287015790984807,0.001655501902144323,0.3487013940064413,0.040381423086048564,0.17482002219764503,0.2816709775755588,0.083389467618095,0.0003186939353118312,7.658335619929857e-05,0.09533849060388772,0.004895797475447242
1300,0.029915257178298637,2.3763081721916377,0.0028334281701712463,0.7927364692445634,0.02966710144807099,0.022102693391628046,-0.0009192957388598436,0.3577032438191381,0.03146672759990967,0.17281401127415344,0.2674668775319036,0.0805598646108294,0.00013802396817742384,8.101643452623129e-05,0.09167907729550959,0.03430906913465057
1400,0.023197424859725244,2.380619086939483,0.0027782325345158767,0.7839321710304008,-0.04844764976816558,0.04234444968884068,0.01346651044520667,0.362342573729163,0.03366555936804458,0.17809156991678632,0.2591888948198709,0.07453731065955253,0.0007788254446320843,6.0130384983547125e-05,0.08598688955294476,0.0319993289333641
1500,0.02368206586058391,2.377856799976584,0.002779208770120546,0.7910610723540403,0.04989797316155496,-0.009082879464045068,0.005524537169606878,0.365515424849284,0.02430344383352866,0.18889020850554195,0.2317154129237148,0.0731133007956477,0.0009977781915145659,6.215810534743924e-05,0.08555682126752827,-0.0018018824452591393
1600,0.01629889764490417,2.381226319076168,0.0028194883719390444,0.8016440952715155,0.047208607677568015,0.036700081158804326,0.012739098953495885,0.3650057316274622,0.018913942193959227,0.1862334257319021,0.22558599559492334,0.06826274862791941,0.0009281717510493321,5.432820607456152e-05,0.08112608013482595,0.01731382428686177
1700,0.010782528881288403,2.384405176964792,0.0028355590854407106,0.7994685757891007,-0.016254019759162262,0.04456779774526168,0.005733211943645884,0.37347371671460966,0.018121164300983362,0.18547897601265884,0.22497807561783945,0.0671938617104653,0.00048419231772590504,3.6794630856280166e-05,0.07802561119365302,0.014311211244022293
1800,0.012471455818162194,2.390272212599694,0.0028231793183840924,0.8077460204629477,0.09065336840516858,0.04620238487465038,0.003969311807585911,0.3680351406609378,0.01739409337371129,0.19137680786262432,0.2030624810089026,0.06440099309929455,0.0006210898225059477,3.191563654443063e-05,0.08071139266764141,0.01797202264014889
1900,0.009298521854564338,2.3877303104589647,0.0028053538378379293,0.8012099241974661,0.09506316769894678,0.002482830780204056,0.013146518629767174,0.3746106350781742,0.01213044703854161,0.19426328664226608,0.19283909161679802,0.056589277616011104,0.000961868465814669,3.1696650388282865e-05,0.07695918213150817,-0.012454811209344769
