milliseconds,G6P_F6P,FBP,DHAP_G3P
0,3.71728,0.00063612,0.00262966
100,3.719020842903275,0.0006373128792059052,0.0026341006135206808
200,3.7207593461198893,0.0006385067708467187,0.002638546220531161
300,3.7224952736687817,0.0006397019427366442,0.002642995946191713
400,3.7242286333857737,0.0006408984755491246,0.002647449240759323
500,3.7259594209453204,0.0006420963826012487,0.002651905996868219
600,3.727687630599177,0.000643295663689902,0.0026563661817560597
700,3.7294132641392066,0.000644496316686479,0.0026608298173236445
800,3.7311363197578387,0.0006456983413113495,0.0026652969084389228
900,3.732856782826901,0.0006469017422839845,0.0026697674169279327
1000,3.7345746643895006,0.0006481065160415585,0.00267424137160898
1100,3.736289964445638,0.0006493126625840717,0.002678718772482066
1200,3.7380026829953126,0.0006505201819115241,0.0026831996195471894
1300,3.7397128108898485,0.0006517290787112599,0.002687683908979484
1400,3.7414203079928763,0.0006529393735472344,0.0026921716239987877
1500,3.743125212823786,0.0006541510466839552,0.002696662780709238
1600,3.744827525382578,0.000655364098121422,0.0027011573791108343
1700,3.7465272456692515,0.0006565785278596349,0.0027056554192035776
1800,3.748224373683807,0.0006577943358985939,0.002710156900987467
1900,3.749918909426244,0.0006590115222382991,0.002714661824462503
2000,3.7516108528965635,0.0006602300868787502,0.0027191701896286855
2100,3.753300204094765,0.0006614500298199476,0.0027236819964860143
2200,3.754986963020848,0.000662671351061891,0.0027281972450344896
2300,3.756671078651993,0.0006638941025313949,0.0027327159692434183
2400,3.7583525645262412,0.000665118270450558,0.0027372381600996192
2500,3.7600314431862634,0.0006663438318773117,0.002741763802594928
2600,3.7617077146320583,0.000667570786811656,0.0027462928967293453
2700,3.7633813788636274,0.000668799135253591,0.002750825442502871
2800,3.76505243588097,0.0006700288772031164,0.0027553614399155046
2900,3.7667208856840855,0.0006712600126602326,0.0027599008889672466
3000,3.768386728272975,0.0006724925416249392,0.002764443789658097
3100,3.7700499636476374,0.0006737264640972366,0.0027689901419880552
3200,3.7717105786101417,0.0006749617940983473,0.0027735399595734964
3300,3.773368510850832,0.0006761985978248247,0.0027780933066996177
3400,3.775023819507776,0.0006774368124495488,0.002782650122353366
3500,3.776676504580973,0.0006786764379725195,0.0027872104065347417
3600,3.778326566070424,0.0006799174743937367,0.002791774159243745
3700,3.7799740039761285,0.0006811599217132004,0.0027963413804803746
3800,3.7816188182980865,0.0006824037799309108,0.002800912070244632
3900,3.7832610090362984,0.0006836490490468677,0.0028054862285365164
4000,3.7849005761907635,0.0006848957290610712,0.002810063855356028
4100,3.786537519761482,0.0006861438199735213,0.002814644950703167
4200,3.788171782913714,0.0006873933800251013,0.002819229573762923
4300,3.7898033794732218,0.0006886443950479866,0.0028238177101378055
4400,3.7914323355678685,0.0006898968382678877,0.002828409332619504
4500,3.7930586511976534,0.0006911507096848045,0.002833004441208018
4600,3.794682326362577,0.000692406009298737,0.002837603035903348
4700,3.796303361062639,0.0006936627371096852,0.0028422051167054942
4800,3.7979217552978395,0.0006949208931176491,0.002846810683614456
4900,3.7995375090681787,0.0006961804773226288,0.0028514197366302334
5000,3.8011506223736564,0.0006974414897246242,0.002856032275752827
