milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,4.364711780920266e-05,-1.7225155768669212e-13,2.615685588167771e-17,-1.0940142401499419e-09,4.335666367002103e-21,1.2866306154638726e-17,4.020420565422004e-14,-1.0746512017088841e-15,1.2084590134503552e-05,1.4834948922476332e-06,-3.026037661528625e-08,0.09996175526501959
100,0.00039329745015352836,4.427083937986056e-13,3.359709973636215e-17,7.384328728595085e-09,-5.337101522121244e-21,5.93063557353578e-18,4.738131953325629e-14,-5.4169420043380485e-17,3.851130532358361e-05,-5.494190123205317e-07,8.709799714562433e-08,0.09968415765291716
200,0.0005809592420169118,-2.0172170514579703e-13,-3.148205735378717e-17,1.758095937740264e-08,5.532921813455664e-21,-1.483864446804509e-17,1.365043792812973e-14,1.677788804484246e-15,5.10115711219503e-05,-9.985275110523341e-07,2.1950681477132477e-07,0.09877866198733574
300,0.0008776667461308065,1.5548417105661186e-13,1.870057504362743e-17,2.3921063874316755e-08,1.7120024610544353e-21,-1.8283458570265288e-17,-4.0028979530301446e-14,-7.062824069560091e-16,8.475227988691673e-05,1.7978879431195648e-06,2.8622241933073303e-07,0.09817175698593532
400,0.001236299140794086,2.942519719042809e-13,2.143104895038439e-17,3.0420154499153425e-08,3.549152143897243e-21,1.1211871899642904e-17,2.4495975909482365e-14,-9.69056847232531e-16,0.00010525800458826715,-5.665017416075571e-07,3.6180661673402704e-07,0.09793689858801173
500,0.0013156530308039466,3.69368382611762e-13,-2.782434874595123e-17,3.339332951811483e-08,7.292615882915203e-21,3.731278128078259e-18,6.281457839287928e-14,-1.5091472599155794e-15,0.0001277741387937826,7.02643134597152e-07,3.939886486117045e-07,0.09809993929793447
600,0.0017268574473887324,2.4367203399913504e-13,4.191506752981835e-17,4.040797921238977e-08,-3.426109796111819e-21,6.189812562884928e-18,-8.151415687188245e-15,-2.078078029131866e-15,0.000122978732332324,1.1188147973394031e-06,4.865851690398719e-07,0.09681853920930103
700,0.0018917765673006459,9.802397589411004e-14,2.0673568824198297e-17,4.4868894634457955e-08,1.5847444153923593e-21,-1.0051987199554637e-17,-4.018184044151213e-15,1.6693420388205357e-15,0.00015477839676262989,2.0136628552801747e-06,5.874524020895789e-07,0.09637317698107804
800,0.0022520379324014583,8.365531557716371e-13,6.7131535217793304e-18,4.743671172706331e-08,8.84143687498406e-21,1.101438851170306e-17,-3.550340668712207e-14,7.326295869987424e-16,0.00016516230380553284,3.006782238484772e-06,6.458533031976932e-07,0.09681106048333186
900,0.0024019657007285722,1.109001160723173e-12,5.677490717025476e-17,4.778906897958704e-08,8.211587490759354e-21,1.761053227242233e-17,6.392630300244421e-14,1.1950141230992981e-15,0.00020104266136377157,1.273358291155234e-06,6.692938650534545e-07,0.09571065293941128
1000,0.0026941059879882364,1.1090766382366112e-12,2.336441884209708e-17,5.2530925931341156e-08,-1.9577255089780133e-21,-1.3730780186946672e-17,7.530787372620237e-15,2.060465956666193e-15,0.00021923137890743214,2.965116181273899e-06,7.133428190099819e-07,0.09536634159507586
