milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,6.2923549176747184e-06,4.586690722795337e-13,-1.960837341658392e-17,1.6222852985206432e-09,2.164469318918929e-21,1.6329247825930355e-17,3.473593212043977e-14,1.1574320164529907e-15,9.556722347589228e-06,-5.257476449356997e-07,2.3803300155709737e-08,0.09972503695238218
100,0.0003982707631126478,-5.443372374798528e-13,-8.935905525788472e-18,9.231389912715351e-09,-3.501944256457606e-21,-8.522215489355598e-18,-5.457045934140192e-14,-1.8952169759753029e-16,2.5939788432637256e-05,-8.902899422199803e-07,1.2429170020299873e-07,0.09995468350018914
200,0.000634281053565659,-2.1371900181134056e-13,-2.2573116097304585e-17,1.675380097843249e-08,-4.8530096106500095e-21,-1.463879198004699e-17,2.1395493820062616e-14,1.3585774151583084e-15,5.605942324483475e-05,-1.4433485873288042e-06,1.9205682784469365e-07,0.0993070978320929
300,0.0009197325831007156,6.238437673472008e-13,-2.9633381632341876e-17,2.5598965629227483e-08,1.6828437336266483e-21,-1.830953436069974e-18,-6.309204234834588e-14,1.6199270337448643e-16,6.285894007955e-05,-1.211957602727407e-06,2.6248071885515193e-07,0.09849114319206999
400,0.0010153799600103413,3.808121499626436e-13,-2.585324015974906e-17,3.054436713622688e-08,-2.7548438641910998e-21,-5.709479216515876e-18,-5.197001292259862e-14,-1.6788550445013756e-15,0.00010574927737857807,1.8045880695815392e-06,3.5062382196679953e-07,0.09848934703188701
500,0.0013656443674725427,3.9238840995174835e-13,-9.461616654901483e-18,3.353169996711247e-08,5.424160064925339e-21,-1.1991612155936776e-17,1.2059366548440624e-14,3.0414473280756093e-16,9.980602041875619e-05,2.031961828743885e-06,3.9835083459486835e-07,0.09741427692714111
600,0.0017735291289259318,6.752129256133926e-13,5.2680362320307235e-18,4.100514060418617e-08,-2.4294063621936537e-23,-3.66986967921061e-18,3.987411814361301e-14,-1.1667237557718835e-15,0.00012735612111668693,2.456213112415359e-06,5.061582760053838e-07,0.09683326479419359
700,0.0019750071500220937,8.162427858718631e-13,4.6946179637510656e-17,4.157488857625556e-08,-6.728344472255249e-21,-6.179382751360652e-18,-5.5307096165329265e-14,-8.283079619917569e-16,0.00016235320102879158,7.686190408628773e-07,5.305903161135272e-07,0.09711513168758272
800,0.0020166913165991255,1.086952806178945e-12,-4.968727888778318e-18,4.5331613086739e-08,-1.760471861918218e-21,9.254810800064863e-18,5.296350504255937e-14,2.160780796644819e-15,0.0001654437762761507,1.0541502686797277e-06,6.273611385936047e-07,0.09687287582567128
900,0.0025511092495960996,8.433396438824072e-13,3.413313174600831e-17,4.732355628646761e-08,-2.3731074307206382e-21,-1.461738909170782e-17,-1.0948220962549427e-14,7.305966537019084e-16,0.00019281160679357492,2.93760200419607e-06,6.628105032020685e-07,0.09627091948175
1000,0.0025933895000711834,5.630338703752507e-13,4.379854726013724e-17,5.009497648867003e-08,4.082359039661016e-21,-3.041326374594989e-18,4.969118858465005e-14,-1.4245485454609294e-15,0.000208932641096369,3.0902108387091955e-06,7.323175129141656e-07,0.09565925049305725
1100,0.0029993590157227617,1.769518506483444e-12,4.3671373015770173e-17,5.558849546076258e-08,1.0346716402024547e-20,5.797359731273754e-18,-2.847476149028449e-14,1.6647828219290813e-15,0.0002277885985576555,3.907218723092435e-06,7.922797536800464e-07,0.09532667961543091
1200,0.0030436137130037005,2.000570829526605e-12,4.208927072398801e-17,5.395530575773989e-08,-1.1464470748000891e-21,1.2048357493709416e-17,2.8395136084577005e-14,-1.0661535549527207e-15,0.00023617859362597997,4.8483324951689e-06,8.114651200997104e-07,0.09434918934626706
1300,0.003176784607674458,1.4727125956236854e-12,2.6710574158163802e-17,5.5228367260999635e-08,1.093945490015608e-20,-1.1819794949811195e-17,2.630510760572224e-14,7.051857997328998e-16,0.0002755510289472669,5.066387470476772e-06,8.73460414056205e-07,0.09391240457027637
1400,0.00347843936147513,2.5947906483942943e-12,4.894452363768283e-17,5.800154924364556e-08,1.2819647244141808e-20,2.323286360422526e-17,6.313614206994482e-14,-2.0293475625896065e-15,0.0002837408946318692,7.112955085304229e-06,8.762807620471759e-07,0.09358494157939647
1500,0.003787810600203238,2.231793908635226e-12,9.607823656558287e-17,5.892703021489302e-08,1.3982271297497923e-20,-3.1843048976861365e-18,4.276048041245413e-14,1.530281870287316e-15,0.00030797641661909155,5.938889473619467e-06,9.413933195878035e-07,0.09319978032649623
1600,0.003732780270070259,2.6611958538260795e-12,1.0759348722739545e-16,6.172540972270713e-08,7.013234445064559e-21,1.8040790120273008e-17,-2.20154916932636e-16,1.631682732288086e-15,0.0003153634322494617,7.9259982281498e-06,9.764414148637284e-07,0.09267314014479443
1700,0.0041286519489994655,2.8892802606727416e-12,8.125957082098892e-17,6.176643531489089e-08,1.372654910754117e-20,2.4443723968444417e-17,5.3466000237900165e-15,1.6991218998555877e-15,0.00032166095470469343,7.698807173630679e-06,9.821052184920592e-07,0.09331446855373499
1800,0.004316341697013683,3.5807093030542424e-12,1.30145841201269e-16,6.097041859042347e-08,1.4802672911526528e-20,2.3400695339203564e-17,8.738715467045267e-14,-9.585019432106675e-17,0.00033790751921336217,1.0200474149913734e-05,1.048980904619321e-06,0.09281533381780381
1900,0.004414687722477229,3.861090629646805e-12,1.7138974199881503e-16,6.141024109340558e-08,2.368818940482423e-20,3.051249163823448e-17,5.08107166096413e-14,1.780191376914982e-15,0.00036656608028384975,9.909206021387399e-06,1.0495265662822984e-06,0.0922538121938022
2000,0.0044849088572391045,4.744859586085784e-12,1.3308356737031004e-16,6.390206127770012e-08,2.773541354341705e-20,2.81806228052322e-17,6.557277689464523e-15,3.653864609681916e-16,0.0003681822855597744,1.2373026379418552e-05,1.0919358928178612e-06,0.09148500274052332
2100,0.004808709840359759,4.322889072460556e-12,1.4245967212867118e-16,6.255846644054564e-08,2.241596709811502e-20,5.151149321678312e-17,1.0266881127592838e-13,1.9255717374946187e-15,0.000376730041410652,1.2703243321503639e-05,1.0856237022039995e-06,0.09095555919579637
2200,0.004865949452542533,4.577832064006076e-12,1.8819521352765663e-16,6.487723496849564e-08,2.7164797722116124e-20,7.984355808743364e-17,5.2830177951083335e-14,5.149577834826371e-16,0.000393054297419545,1.3419734133918764e-05,1.151346405856994e-06,0.09088102172811272
2300,0.005053638480260167,5.43351692476434e-12,2.2791056555278475e-16,6.604746649680125e-08,4.181419851307767e-20,5.963876353629848e-17,1.219897199469372e-13,5.663690519574088e-16,0.0004042395225902663,1.7491959774467285e-05,1.1237234160802557e-06,0.09035833749820732
2400,0.005162108382775023,5.3961804778392215e-12,2.4174607898861884e-16,6.28414127192618e-08,4.1172961150210967e-20,7.327063977909783e-17,1.3642259573888396e-13,7.820065869352195e-17,0.0004205735906575276,1.8646985048049467e-05,1.1900130167004452e-06,0.08961377014070276
2500,0.005537410174693837,6.3611106676790955e-12,2.835735940782385e-16,6.516692042743517e-08,5.250473479851221e-20,1.226774346461247e-16,1.3038808733834838e-13,-4.6265384123798686e-17,0.0004487830142179605,1.8711747362795596e-05,1.2166993304110071e-06,0.08931010668534678
2600,0.005535561017423992,6.765628678879537e-12,3.0863853781956853e-16,6.689224852573039e-08,5.652551673956533e-20,1.2930304595413207e-16,1.3073064715583883e-13,2.506554800815341e-15,0.00045471810584657327,1.9837874105460255e-05,1.1754073750291337e-06,0.08902650323997874
2700,0.005576995689885262,7.288053164606651e-12,2.999641051289058e-16,6.331383077433215e-08,5.943429577192366e-20,1.5902052556337164e-16,2.8433741320760586e-13,1.544958468059597e-15,0.0004630004500426856,1.986926192809515e-05,1.2008225109804662e-06,0.08924044003253889
2800,0.005687787755064139,8.198641240680606e-12,3.5760798143638784e-16,6.418135315063914e-08,7.163301047622737e-20,1.8534365902173458e-16,2.7758892495228284e-13,6.052689980911999e-15,0.0004666913563587779,2.147028434892816e-05,1.2473918112990343e-06,0.08827790291037353
2900,0.006018041956102963,7.782665192083025e-12,3.6617922765040605e-16,6.577873188814614e-08,7.407565311699926e-20,1.7629452840520697e-16,3.287158956040701e-13,6.814553638297715e-15,0.0004995541897490817,2.4896150107210438e-05,1.2278862987101317e-06,0.0877864624709133
