milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,-0.0001307284602111151,-2.893737808941654e-13,2.1120790658312374e-17,-5.303084341494452e-10,4.6308265344090746e-21,-3.1914937985090345e-18,5.165096039450119e-14,9.769063301140133e-16,-1.0828749836776413e-05,-2.643298807101692e-07,-2.4546802976282176e-08,0.09946085934146844
100,0.0001451111792538109,4.629249181415433e-13,3.55013390120381e-17,8.72547341036965e-09,-2.14588293043688e-21,1.8222050916298606e-17,-3.652283415527995e-14,2.2658708636500505e-15,1.785294241943111e-05,-1.5369674010721059e-06,1.2012597039937455e-07,0.09993228851786715
200,0.0006809199971220816,-1.1712237161079674e-13,2.1498038077058844e-18,1.8428932082609807e-08,-6.53776279304804e-21,1.436223638667749e-18,-5.768341091157768e-14,-3.9978030280930665e-16,5.048229872112283e-05,-1.111643771286548e-06,1.583322939394034e-07,0.09909296459148381
300,0.000894873531733019,3.6398441393113255e-14,-1.2927399793856031e-17,2.3358821194358403e-08,4.127579196685392e-21,-5.663800161481804e-18,8.632776462323183e-15,-1.1803308711983681e-15,6.010916838293815e-05,-5.986748607871805e-07,2.517702711328894e-07,0.09812954651407262
400,0.0010266490210261053,1.2008721106468988e-13,-2.0749572823118802e-17,3.208568764672898e-08,4.837147225416142e-21,5.179750545893638e-18,1.1694761535626957e-14,-2.1132645856704425e-15,8.358443148292925e-05,-2.51137255696714e-07,3.570749268168586e-07,0.09809269236850536
500,0.0015435428648637086,-4.824821885051189e-14,-9.048256798799802e-18,3.318442984930983e-08,-4.663849879821791e-22,-4.756261852319987e-18,-2.808040516880226e-14,8.758152407962896e-16,0.00011456363849848854,1.96052298146622e-06,3.937761711741179e-07,0.09807003271359643
600,0.0018144200469882887,9.617768154880116e-13,-2.0669417740763703e-17,3.892188909702155e-08,-5.917277964390225e-21,1.789478222881681e-17,4.8804069594449465e-14,8.238955662004396e-16,0.00015045761635429134,1.1800772750188352e-06,5.0938261194943e-07,0.09773015693174812
700,0.0018767754679454812,6.414317409794241e-13,1.0993792655359337e-17,4.287230555711523e-08,1.1287218879212608e-21,1.3893203394207226e-17,-3.120274936179449e-14,-2.189205658921489e-15,0.0001628618630963799,1.0655829149941123e-06,5.238247660492983e-07,0.09719279205541284
800,0.0022406149885906214,9.120021983602962e-13,2.834516605719403e-17,4.601786508159199e-08,-4.438782681159141e-21,-1.854607963509252e-18,3.612395678581584e-14,9.494344989235383e-16,0.00018169651714139808,2.154661561825168e-06,6.462551783290991e-07,0.09665446665962232
900,0.0023436938494706665,3.6760589813729694e-13,-4.101922507867723e-18,4.986833580238729e-08,-2.4684559861231878e-21,1.9341233149503212e-18,1.6253218586448322e-15,2.4915822393563555e-16,0.0001965636724832962,3.491277196498991e-06,6.366028918802515e-07,0.09615002314368054
1000,0.0027875857831621423,6.741320360769688e-13,2.58539903565205e-17,5.273787467192958e-08,1.014358481312166e-20,-9.114796337960804e-18,-5.10718090025861e-14,-1.2280941500286986e-15,0.0002037574788001551,3.265100225833944e-06,7.195727049901181e-07,0.09532769065693408
1100,0.00299371020104113,1.3110224306192778e-12,3.744794443525832e-17,5.413938470676731e-08,8.332055437282289e-21,-2.8301036629124764e-18,-1.778752628736015e-14,1.3540901860741529e-15,0.00022731977708976542,3.847335625563824e-06,7.463209149111372e-07,0.09496981165684017
1200,0.002973873633352801,2.133018754983635e-12,5.592002505289842e-17,5.518787229137448e-08,6.025359039134629e-21,6.296750169517822e-18,-2.681408716372056e-14,7.672745658968814e-16,0.0002473527360422692,6.090298058033636e-06,8.370588112420931e-07,0.09530112297765954
1300,0.0034475375481481407,1.627565914873336e-12,2.9040363496032513e-17,5.6390565866153e-08,3.4345777858297345e-21,-3.280649404560995e-18,-2.9800349199603246e-15,1.669527268089426e-15,0.00026329650561937183,6.323308371670097e-06,8.457383027111161e-07,0.09425546008092796
1400,0.0033292425378129925,2.5614284900909836e-12,7.945920067617223e-17,5.8969688599570185e-08,2.8081285773204583e-22,4.988426242068266e-18,6.8345756053391e-14,1.8952300140935833e-15,0.00029156227987274573,5.561507497398904e-06,8.870788558026152e-07,0.0939489024417019
1500,0.0037866572461627934,2.8225704331451057e-12,8.267271093673604e-17,5.9547344439476296e-08,1.0511519815847823e-20,2.373499144293931e-17,1.519351644145931e-14,2.3362197825627337e-15,0.000309975004874346,8.180537963822123e-06,9.641839628907145e-07,0.09337771555861585
1600,0.003987419412403284,2.2077552993292066e-12,8.349781182600878e-17,6.192857466596006e-08,7.369736226019998e-21,2.2403195292773648e-17,1.0256292704749517e-14,-5.937046842926734e-16,0.00030091101362327266,7.253961528071504e-06,9.380229503501431e-07,0.09315328042814719
1700,0.004094279988323032,3.0014902851308753e-12,6.950612381964693e-17,6.050988366089303e-08,1.6485561748286246e-20,3.1102494380845456e-17,1.0719251664288738e-14,-8.654207094844599e-16,0.0003295467441516727,9.77690416743107e-06,1.0208150687251312e-06,0.09289166437565755
1800,0.00434547572833564,3.407308726321729e-12,1.1031168855973061e-16,6.142129624788434e-08,2.3069127065969188e-20,2.5402947884853968e-17,5.774734281654936e-14,8.847827136482251e-16,0.0003519855001834643,1.0621588241310138e-05,1.0486404480675631e-06,0.09288208026285358
1900,0.004488273362937444,3.3172717285408656e-12,1.450256769221066e-16,6.110660585081842e-08,2.069025307715174e-20,2.1648601954540355e-17,9.352565673153763e-14,2.308762259969937e-15,0.00034977376496869136,1.0960915396337627e-05,1.0609323059568813e-06,0.09211620292136083
2000,0.004550493140586768,3.991963913779227e-12,1.249101564114923e-16,6.211380116715532e-08,2.4667604725406595e-20,4.2528239679321713e-17,3.4143574115098965e-14,-1.1155262882359113e-15,0.00036204431449644175,1.2086077305836e-05,1.0847820233931682e-06,0.09216944643155771
2100,0.004949961179675293,4.580491390900898e-12,1.5607044516792796e-16,6.529685750189675e-08,3.061387705967292e-20,3.460635614990987e-17,9.647174870727969e-14,-6.747603180055263e-16,0.0004005611265368099,1.294753843586502e-05,1.1128726840018535e-06,0.0915253896136272
