milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,0.0001352391611543522,4.1184053412572106e-13,1.3749528210265102e-18,3.7903859156270004e-10,-1.273263213891417e-21,-1.0497334571513365e-17,1.9043223268486415e-14,-2.3403201561696013e-18,-6.1052683578119405e-06,1.3064216563095788e-06,-8.897445873489713e-09,0.09993355135261721
100,0.0003727011052099079,-2.1549915908549222e-13,-4.019379511479195e-18,8.626338748204216e-09,5.789546527063555e-21,9.476848119990759e-18,-4.5426357540496924e-14,1.351861554763064e-15,3.9216833704716915e-05,4.4477868865449955e-07,1.2713356360364976e-07,0.09930541219848898
200,0.0004428539635424392,-2.406984520320171e-13,-3.0172110236842613e-17,1.8924336536026903e-08,-7.523103101938303e-21,6.100716017690592e-18,-5.721494427939956e-15,3.096400827678825e-16,5.464517210669891e-05,1.4243426246763364e-06,1.8132721100873174e-07,0.09888478040532116
300,0.000955110898629802,-3.897406823318023e-13,-2.9859801399223935e-17,2.5313334000957644e-08,-6.549138308569054e-22,-1.506181713057895e-17,2.927936978820108e-14,1.5305899075635072e-15,5.6520921880479934e-05,8.797058903792083e-07,2.4707136683150496e-07,0.09845808525788276
400,0.0009909800241395188,5.557215840160174e-13,-2.803709932160716e-18,2.8821700407427316e-08,3.246422729431257e-21,-9.74750590300211e-18,2.7682984493027313e-14,1.8215813261447875e-15,9.83654574248855e-05,4.874637792326833e-07,3.2653628456455877e-07,0.09871737706664654
500,0.0013634851280855443,6.202383003072449e-13,5.282492267898434e-18,3.682989011608278e-08,4.93944702404557e-21,3.1448807391338808e-18,3.095257002802713e-14,5.987939557947335e-16,0.00010950680535498025,3.785636323529386e-07,4.0411032205587637e-07,0.0977069072853879
600,0.001818325384694874,9.215429183903495e-13,-2.911102266539818e-17,4.126199653239123e-08,-3.637261440176387e-21,-8.589825395401814e-18,3.0454364596254724e-14,2.0766707221194986e-15,0.00014817257108166114,1.5118526242630177e-06,5.110980579121373e-07,0.09744697798078888
700,0.0020540246826844548,9.431778146865031e-14,-1.658357031486489e-17,4.3677668732406e-08,7.969939994138163e-21,4.142321618233199e-18,-3.3375909324666816e-14,4.672447560953321e-16,0.00014654339753840604,8.476775562172385e-07,5.710867238984844e-07,0.0972829364860344
800,0.002022852059172814,1.125933112096607e-12,4.881141836436373e-17,4.475063076962946e-08,-3.7890390133990355e-22,1.726521635262457e-17,-3.719141357358581e-14,-1.2799152829500883e-15,0.00017071792645205277,2.377215624323776e-06,6.292682409992946e-07,0.09599758834618478
900,0.002428388935348147,8.131807843488656e-13,3.1954040972826165e-17,4.94911499361207e-08,5.122140120121867e-21,-2.1224496416886966e-18,1.993830780546602e-14,-2.425528717935567e-16,0.00020109655835513348,3.312003043969593e-06,6.925262192628134e-07,0.09568803063022903
