milliseconds,HR,G,ERK,PIP2,DAG,PKC,PKC_a,GpERK,bpERK,barr1,barr2,G_a,HRP1,Hbarr1RP1,Hbarr2RP1,HRP2,HRbarr2,Hbarr2RP2
0,0.08,56.99,4.243,0.997,0.009,8.842,0.002,0.015,0.015,0.858,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.05910466625799641,54.730853763527236,4.2421452894769045,0.5509692670520195,0.45503073294797997,8.829898226510846,0.014101773489160668,0.016628471211866093,0.014226239311229728,0.856525386826368,0.48137605680254403,2.2591462364727386,0.011794298341904347,0.0014746131736325084,0.0008200676997774508,0.006002479031617261,0.0006460957768270404,0.00015777972240283998
200,0.043767124917538924,54.002428492196316,4.212655906794435,0.17540508862864396,0.8305949113713558,8.789055171304815,0.0549448286951906,0.04514430042834915,0.015199792777216396,0.8532162046143777,0.4787399015184557,2.9875715078036538,0.017066651263270158,0.004783795385622474,0.0026476852536429394,0.010122329950920645,0.0010573734045137974,0.0005550398227514672
300,0.03250843401676669,53.99235141908206,4.1442246550469966,0.06565524117916222,0.9403447588208376,8.741089672016548,0.10291032798345784,0.1099129950967889,0.018862349856214964,0.849210704231512,0.4757551128541154,2.9976485809179003,0.01856951417716354,0.008789295768488317,0.004839953811630692,0.012887868890569292,0.001302623075811459,0.0011023102577920544
400,0.024241639435525885,54.29051044245802,4.048281460549928,0.04217100745868267,0.9638289925413169,8.697693517187368,0.14630648281263722,0.19916754148076168,0.025550997969308896,0.8451465048246921,0.4727914292796301,2.6994895575419378,0.018012295557445167,0.01285349517530803,0.007040005175422392,0.014683999110225273,0.001432066423861945,0.0017364991204364209
500,0.018168738005888908,54.691430097536504,3.939368989546733,0.04001138447460046,0.9659886155253989,8.660975657296103,0.18302434270390144,0.2984283752085485,0.03520263524471791,0.8413532935962148,0.4700381564814197,2.298569902463466,0.016432414374173178,0.016646706403785353,0.009065996794308948,0.01579029769644645,0.0014819535050724438,0.0024138932185497645
600,0.013704289658104366,55.095934483276714,3.828412966966489,0.044064959255444534,0.9619350407445548,8.63054384681227,0.21345615318773256,0.39705621545178643,0.04753081758172437,0.837978030905673,0.46757777201376,1.8940655167232574,0.014442153701489846,0.0200219690943272,0.010839285444520933,0.016409359558712793,0.0014782378231516652,0.003104704717918223
700,0.010419019501555025,55.46033701475048,3.7222761015518624,0.050945477638639096,0.9550545223613603,8.605590119215405,0.2384098807845993,0.4885728990450976,0.062150999403040065,0.8350634212042549,0.4654319864926506,1.5296629852494907,0.012388719278261845,0.022936578795745177,0.012339615811448554,0.01668766891596282,0.0014393753125046583,0.0037890223827469097
800,0.007998277099876798,55.769504923438944,3.624704610749948,0.05983721198517571,0.9461627880148237,8.585332417148797,0.25866758285120917,0.5696378438883666,0.07865754536168461,0.8325958865990727,0.46358985020537813,1.2204950765610347,0.010456577915087601,0.025404113400927353,0.013577867466764895,0.01673088178836066,0.0013784016942587395,0.004453880632948959
900,0.006211489282246314,56.02240164143704,3.5373364689304694,0.07051476738479646,0.9354852326152028,8.569092870587625,0.2749071294123799,0.6389981587868526,0.09666537228267714,0.8305342436092188,0.46202451642228093,0.9675983585629448,0.008732289763810304,0.027465756390781252,0.014579864832227963,0.016614980984317605,0.0013044523359206687,0.0050911664089211585
