milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
0,11081000.0,23382.3126079714,2200.0,531.176,163804.0,0.378022,515.168,1898.36
100,10530680.981709637,23947.09379001045,2386.9616943483015,568.0167559335014,713220.0635941133,0.38482898605057536,539.9575935654806,1987.9296346555973
200,10027600.806759678,24433.431765516223,2570.755977461769,605.3270389822811,1215468.2244359043,0.39064440887533397,567.9975288738443,2084.4500440449237
300,9568421.385077687,24847.320714071364,2750.4263349004855,642.9591982147217,1673881.6578717278,0.3955434917236231,599.3894891264204,2187.8441822424797
400,9149623.14688733,25195.003409648045,2925.1311726501613,680.7790290369489,2091974.6829316514,0.39960480979434454,634.2238944841541,2298.00532343978
500,8767661.553879589,25482.7149125338,3094.1433927497446,718.6659610895354,2473286.5050051836,0.4029069968394276,672.5799587717124,2414.799706028551
600,8419083.304885909,25716.493112691325,3256.8474401681333,756.5129434266416,2821265.19930149,0.4055263080001149,714.5257477481795,2538.069867792555
700,8100610.702698946,25902.045162101538,3412.7277901814255,794.2252419366414,3139183.4847662374,0.40753488866784515,760.1189401454878,2667.639431652393
800,7809184.918396859,26044.67960665794,3561.3616125265407,831.7196468446853,3430095.5324860225,0.4089998928193299,809.4070943965091,2803.31610740779
900,7541988.28979937,26149.27289208499,3702.4113890206263,868.9236428015058,3696814.7059762944,0.4099830428901053,862.4279014119099,2944.894401676995
1000,7296452.161720034,26220.259854418295,3835.616852427495,905.7744750961765,3941905.736480405,0.41054049682492383,919.2095199202944,3092.1582356644226
1100,7070255.726874348,26261.63925771906,3960.7862389812294,942.2181182313868,4167685.8832830903,0.4107229074778618,979.7709389314506,3244.883602118486
1200,6861316.881766867,26276.99211628604,4077.788327575533,978.2083191840087,4376234.0658535035,0.41057564723936707,1044.1223036525207,3402.8408042794085
1300,6667777.914643429,26269.507984356045,4186.545717023464,1013.7057753264986,4569405.155120388,0.4101391366421025,1112.265190181599,3565.796208499837
1400,6487988.628809722,26242.015226660307,4287.028637549936,1048.6773707072687,4748846.825029169,0.40944922481707197,1184.1928519343849,3733.5138033740946
1500,6320489.078748879,26197.01182981127,4379.248981557547,1083.095437869755,4916016.790589009,0.40853757719470113,1259.8904596225934,3905.7566906864404
1600,6163992.228172657,26136.69565418201,4463.255988779023,1116.9372146609114,5072200.123275388,0.4074320582367899,1339.3353147818636,4082.288023863903
1700,6017367.40230296,26062.99432601818,4539.129677776216,1150.184035819273,5218525.774297527,0.4061571065175591,1422.497100510644,4262.872692633833
1800,5879624.5288768755,25977.59389327399,4606.974157421349,1182.82051009813,5355982.310471529,0.404734093745025,1509.3381208847366,4447.2790605463
1900,5749898.718674587,25881.9595411545,4666.928736110409,1214.8357881071163,5485433.304802809,0.40318160554340726,1599.8131138738968,4635.274949092126
2000,5627432.243822943,25777.379217280522,4719.134055593694,1246.219547679053,5607635.3410236435,0.40151595652568545,1693.8701740895121,4826.638128355153
2100,5511563.618527571,25664.97421644766,4763.749971188952,1276.9640505392647,5723248.908923213,0.39975134981908517,1791.4503139786204,5021.150172232886
2200,5401720.324331471,25545.70815520146,4800.963042055328,1307.0649714056674,5832845.664805722,0.39790000188059654,1892.4871928091416,5218.593718831516
2300,5297401.694870762,25420.423405507063,4830.965967234044,1336.5189934028385,5936925.5261185365,0.39597258349002945,1996.907944091799,5418.7587932479255
2400,5198173.438118568,25289.84588551263,4853.96797322056,1365.3249893122952,6035922.136769939,0.3939782947943096,2104.63287126893,5621.439190787555
2500,5103661.518923827,25154.59960079815,4870.1835179335185,1393.4827313642202,6130208.978510526,0.39192503753425073,2215.5761548027594,5826.435894317097
2600,5013537.361708007,25015.229506305554,4879.8360868908985,1420.9932655396706,6220114.143077695,0.38981971322784825,2329.645566796256,6033.555485824039
2700,4927514.540906859,24872.208927730968,4883.1533928454155,1447.8583376121912,6305923.6380667575,0.38766831203203883,2446.7425582620394,6242.611699008134
2800,4845340.843825856,24725.952806210073,4880.36664215171,1474.080318996365,6387889.311436844,0.38547608215437185,2566.762710428227,6453.425169629298
2900,4766798.836452785,24576.81598811834,4871.712583712236,1499.6624333493235,6466228.285965974,0.3832475104235142,2689.5957488405406,6665.822588471891
3000,4691696.555880328,24425.109903842942,4857.429983773181,1524.6083371282723,6541132.252939152,0.3809865319323121,2815.125767162713,6879.637632468167
3100,4619867.846357714,24271.10122093286,4837.761549609002,1548.9223506514772,6612767.135987963,0.3786965153274424,2943.231433324603,7094.710059504555
3200,4551165.098506866,24115.02470534764,4812.951499332454,1572.609169415546,6681280.340884525,0.37638042487209067,3073.7860878884467,7310.886457345009
3300,4485456.631459837,23957.087362082162,4783.245960783688,1595.6739085379613,6746803.3690648815,0.37404087415663406,3206.6579933681915,7528.019749540846
3400,4422623.542092718,23797.474214254817,4748.891175224355,1618.12191703983,6809454.963762681,0.3716801982839297,3341.710564643146,7745.969800229179
3500,4362556.946643022,23636.352716641308,4710.133794579917,1639.9588096723417,6869343.863859286,0.3693005109458518,3478.802608536593,7964.602964453054
3600,4305158.544895916,23473.872124755875,4667.21977577527,1661.1903825782028,6926568.240842506,0.3669036953386973,3617.7887755243128,8183.792312409025
3700,4250337.546468177,23310.168539765167,4620.39431941067,1681.8226087123364,6981218.767554364,0.3644914689520005,3758.5197803761675,8403.417398028609
3800,4198011.301131865,23145.3639543058,4569.901375239351,1701.8616173616176,7033377.988955254,0.36206537104843345,3900.8428434667467,8623.364199041516
3900,4148103.2212412274,22979.56963796644,4515.983497683956,1721.313696700622,7083122.396307772,0.35962680620505694,4044.6020128379478,8843.52494059319
4000,4100541.669987816,22812.8881613689,4458.881165451823,1740.185235885249,7130523.537291396,0.3571770696570422,4189.638495073117,9063.798108768931
4100,4055258.425580825,22645.41585475026,4398.832615859498,1758.482738134627,7175649.54926907,0.35471737904647316,4335.791069927459,9284.088283014195
4200,4012188.4166406356,22477.243350910445,4336.073372339912,1776.2127912856915,7218565.423563414,0.35224888104538793,4482.896461926846,9504.30605378879
4300,3971268.577043166,22308.457523187273,4270.83573319017,1793.3820472396055,7259334.1487921765,0.3497726760279628,4630.789809998996,9724.3679669349
4400,3932438.0890140026,22139.14108374649,4203.348510006352,1809.9972251173283,7298016.468170648,0.34728981292121797,4779.305114289883,9944.196340452603
4500,3895637.840862648,21969.373536756717,4133.836531103975,1826.065091806636,7334671.420944357,0.3448013012244491,4928.275706432225,10163.719190145128
4600,3860810.9869540907,21799.230220500012,4062.5203828857475,1841.592475573516,7369355.783293566,0.3423080988312072,5077.534806545746,10382.869999480923
4700,3827901.7776799374,21628.78431699369,3989.615925120143,1856.5862379408736,7402125.236535611,0.3398111375315476,5226.915897187082,10601.587675374816
4800,3796855.986132544,21458.106099619898,3915.3340483627676,1871.0532904910467,7433033.941098309,0.3373113135148992,5376.253323277062,10819.816278888537
4900,3767620.335361133,21287.263938842207,3839.880244810141,1885.000574890214,7462135.108385378,0.3348095000586529,5525.382706771995,11037.504932422351
5000,3740142.1916860384,21116.324802554594,3763.4543026280035,1898.4350635285223,7489481.306960029,0.33230655395445785,5674.141461954854,11254.607611259125
