miliseconds,X_Complex,P_Perforin,C_Cancer_Uncomplexed,T_ast
0,6.605332709302967e-07,0.3152477650877578,0.9979953782733512,0.9994509003849692
100,8.880599505091132e-06,0.23565346443975202,0.9229600149614393,1.0024693998415999
200,1.401982533336574e-05,0.17956536091293504,0.8728845962801846,1.0077867369991984
300,2.4419678284812798e-05,0.1382609705340492,0.8314507077349622,1.0098973044970114
400,4.022081291874429e-05,0.10905831420299399,0.8039432816725129,1.0108761321169406
500,4.127794979654531e-05,0.08778390046119766,0.7874294883715002,1.0142572042031521
600,5.2228117356337215e-05,0.06842168718329371,0.7702227596978748,1.0191848747987258
700,5.339707410093701e-05,0.05678882372080265,0.7599231421523721,1.0209726408218711
800,6.939639373543358e-05,0.0433768618909516,0.7471213238573682,1.0243556237841964
900,7.076334652697432e-05,0.03281888807744426,0.7410253277029734,1.0312046368250622
1000,7.980679804952053e-05,0.026168119898115023,0.7377592492571959,1.0325817509261457
1100,8.303337155023439e-05,0.025097213647525537,0.7342002298882592,1.0357863808511787
1200,9.021251055221484e-05,0.018879838308978717,0.7353396166288433,1.040441784026617
1300,0.00010756569472687835,0.011380689399033389,0.7340785430706345,1.044638621506387
1400,0.00011050984250395551,0.010795212632803653,0.733425232686314,1.0445199372674012
1500,0.00011247912422797053,0.012075256224291323,0.7319757286991629,1.0507608573375917
1600,0.00012240667797706547,0.008567282260206461,0.7314112769229584,1.051261813074181
1700,0.00012672267135617398,0.004560157385832454,0.7333300073642592,1.0546008282559851
1800,0.00014064517221816224,0.004021949355391191,0.7367258369576466,1.0581463982267412
1900,0.00015103233617240236,0.005414512664468227,0.7356644603012014,1.0627639739782588
2000,0.00015445288894578457,0.0025475073524662815,0.7357760542198977,1.0676088405781328
2100,0.00016432281241361832,0.005152474003547722,0.7377723957832139,1.069153484811618
2200,0.00017378245911478922,0.0025509985175730192,0.739147561690709,1.070533912023468
2300,0.00017880796169245507,0.0032324776125785297,0.7411690365665661,1.0773179796529675
2400,0.00017849140860466876,0.001396679533882203,0.7462834464793734,1.079213602865251
2500,0.00019027659244163952,0.0028560464537013756,0.7488593766093357,1.0807169786962116
2600,0.0002035511276916163,0.0018072364573653984,0.7477125357493682,1.0861461631971046
2700,0.00020567044671312035,0.003671241482049257,0.7509521348859195,1.0893966467545988
2800,0.00021156031472935408,-0.0016666498362270074,0.7520169675280634,1.0947738199769583
2900,0.00022328899923375204,0.0036677674655883796,0.7548817898248869,1.0969526521731805
3000,0.0002291852971138014,0.0034252766008241713,0.7567834431743425,1.1011170192089463
3100,0.000236582768103585,-0.00117145758106486,0.7627120696961431,1.103866024467477
3200,0.00024233618408405194,-0.0004461805063159523,0.76160188015946,1.1088012871473245
3300,0.00025669927172123263,-0.0027430413111990703,0.7664326900271741,1.1083844833488754
3400,0.0002622513815126594,-0.0022932351835628422,0.7703512788153424,1.1160926042221289
3500,0.0002703648218022346,-0.0003338238335626895,0.771400521875826,1.11543678979994
3600,0.00028049135447214674,0.00032059932646475754,0.7755197059097249,1.122793603514605
3700,0.00027800651461223376,0.0019751337722776667,0.7735514021304487,1.1259728385782704
3800,0.00029195157133140236,-0.0024334236519964183,0.7774707537669656,1.1287618668857535
3900,0.0003016755327103597,0.0019378410853879342,0.7808179192429914,1.1323469246055837
4000,0.0003058971983841369,0.002354024891577895,0.7852473813867821,1.1368438442928332
4100,0.0003141251547239851,0.0008380917349737553,0.785273172122139,1.1404778925384227
4200,0.0003167331718608474,-0.0012361644859329552,0.7894749490832664,1.1422218128530268
4300,0.00033078985975382234,-0.0005907431390034343,0.7902316607468152,1.1487863488745726
4400,0.0003361064956643974,0.0009261031879583486,0.794082973465414,1.1498169565176524
4500,0.000345943974774648,-0.0008856939480641152,0.79542514048901,1.1531823412110462
4600,0.0003486590255332977,-0.0005145553738625124,0.798016321474321,1.1559154927823374
4700,0.00036029827527794063,0.001106041406481545,0.7996301784642111,1.1596524402565302
4800,0.0003712604515319596,0.0013026168652936177,0.8034482101722563,1.1669308261877842
4900,0.0003747810196979702,-0.000307470723505496,0.8068387526749813,1.1688972385515124
5000,0.00038138645897558545,0.0009789711234635134,0.8082074576399195,1.1702580394792075
