miliseconds,s5,s16,s1,s27,s28,s30,s31,s32,s33,s37,s46,s75,s101,s102,s107,s121,s155,s164,s171,s172,s173,s170,s195,s174,s239,s36,s123,s129,s159,s232,s176,s179,s183,s188,s245,s252,s268,s260,s270,s275,s278,s286,s288,s292,s61,s259,s266,s267,s304,s305
0,-0.01071942020239439,0.009343789429777764,3.0266081793372326,-0.013606334331348512,2.9921145418187383,1.0011907540516012,2.999091055371987,1.002307508283635,-0.0037944832485526567,-0.00010211903463580947,0.9969067545576706,3.013669063958165,0.005436276950969338,3.003311284989089,3.0013608687212443,4.013291677258907,0.0005502989480125156,0.0021491426549447045,2.007440323570912,1.9846723718543717,2.0201564815080406,1.9977689799487244,-0.016529056106881847,4.019906546183552,4.993034944700923,5.033863485498458,-0.012670063010165322,0.0010427471998192062,-0.005652433785014599,0.0031089167232959264,0.002745927902495348,0.002677074677732986,-0.001119434576456999,0.002029917458012746,0.0007165102451626666,4.997142769457334,1.0099398953407472,-2.4630752970228736e-05,-0.0003389175227187748,-0.0022834243112394422,0.0024951004442485595,-0.002477921019692353,1.9109017578363744e-06,-0.0003639020286230132,2.000430668672626,0.0035928010670722727,-2.1257622990386024e-05,0.0001803977539754808,0.5,-0.0015876754391836148
100,0.380954528358039,0.0492663571457011,2.9744811104114075,-0.008854343656619957,2.997338089770417,0.8907254390679744,2.992167873773454,0.8971293111437668,0.10084352090749352,0.00047937956698532636,0.9359946058003337,2.838218447710889,-0.008837246894204549,2.999876258898924,2.901260652134607,2.4971423644519324,0.0006760456344863411,-0.006208009209419411,2.0011397394120816,1.99788753778858,1.9826766868176684,1.9596698858920205,-0.004859990898102917,3.7872069851915025,4.578915460696715,2.8733681863022804,1.2669066332149572,0.061214183472122624,0.17129429118199382,0.45495128831305187,0.17772168563898996,0.012787679051762084,-0.0009543508510488244,-0.0014328557382732698,-0.00020496701866444035,4.815825846815368,0.9862438982762672,4.997770901560634e-05,0.0002767344665893955,0.007401687783694653,0.0021845532179631754,0.20542030229964303,0.003805765664128035,-0.003020164929244924,1.8304826402336527,0.17729296398390243,0.00260936981420603,-0.0003392711411464867,0.5,-0.0011234394568720727
200,0.6025656851900011,0.11771077849569703,2.8577474421897766,0.04680055380437893,2.9747732405363174,0.8024857781325035,2.9884370359855175,0.8152787175776651,0.18576782863390942,9.795590722685543e-05,0.8469701641070718,2.56947293507316,-0.003519377794874304,2.99993757083742,2.818200522691171,1.9311520183828186,0.0002042591428723306,-0.005245181875699294,1.9934067529668582,2.0124681991048394,1.993197247956521,1.936876223419237,-0.007751374590561893,3.4644757035870795,4.243004423450475,1.9002530490483727,1.4835000968669398,0.14878424769869253,0.3827916078670363,0.5327296420072863,0.40909754636130297,0.07160624144678095,0.015471914255430135,0.008300755755975034,0.005153081394393428,4.692762969141677,0.9498258126106393,2.9732573312563347e-05,-0.002474221048176113,0.04519280531735192,0.006510926375272818,0.36931196374090425,0.01751794367608323,0.0028608747309336767,1.68799348054691,0.31086400087023225,0.007586421823802121,-4.283181585637585e-06,0.5,-0.0018008763477357782
300,0.7745245784780621,0.20824759160929168,2.7284613576531793,0.06638649317887466,2.927187856035944,0.727231009487463,2.9639433703583804,0.7547680448111753,0.2481605287523865,0.0007445686581952503,0.7710104939697638,2.3484853350306656,0.007831783746240458,2.993760850489993,2.76791653653803,1.6985512231344344,0.0013420326665938209,-0.0047699669910034655,1.9510100631485054,2.0106153995121154,1.9843799640360364,1.7934374262995831,-0.00014014146985184443,3.2321387766900824,3.897656173103364,1.3970515044732714,1.4383377955718286,0.21405982815381785,0.5340668335734329,0.5185454402077463,0.5936629870856557,0.14886611896299043,0.04463209250530082,0.015368284979849909,0.013587935661988808,4.5708870095994465,0.8749177500152966,-5.581171791975998e-05,0.0013626821466413979,0.09160193002213715,0.014150179477586664,0.4789509418651352,0.032833760164135334,0.006569840702301,1.569195207401606,0.4082482870984635,0.014914631818272125,0.0007543595388418562,0.5,-0.0003327174359758886
400,0.8890179172329812,0.28140748391354975,2.5616375444815067,0.15963581197167884,2.843128587495071,0.6305740387288961,2.942734957770101,0.7010481158955983,0.2958486762144696,-0.00042891828606794676,0.7144481405826026,2.2123111187588482,0.04085752571973372,2.992231501004848,2.723952591430534,1.5567508170360134,0.0018048223038067,0.0030505173087999648,1.8795451440552748,1.9958593873312687,1.9483707230510445,1.6671134663814628,-0.013738986020200062,2.952283605239559,3.7042559784804863,1.033372497395698,1.3666309885276202,0.2634528576435512,0.6202905707149496,0.48076659959243884,0.6929651086178483,0.21277795844638728,0.08125447739534038,0.03397912625794328,0.020814636565361883,4.475918768095395,0.7915415562185613,-2.641518207024359e-05,0.002622805898760957,0.13710536460478723,0.03556741563355487,0.5693341812652957,0.0443608546055664,0.005490880016632093,1.483032355407829,0.48713259443282453,0.022242512806888326,0.0016260260696051032,0.5,0.0020908431778785437
500,0.9445502486795307,0.363318237688057,2.425268579362901,0.2203408030314659,2.774157290801659,0.5694514542455134,2.9304006432743086,0.6657892023666347,0.32904263174815923,0.0014009076566718827,0.6775971210949063,2.0933765006265332,0.06647923269323666,2.9862631999470852,2.6948226297076654,1.4551281381142496,0.0030298847654355093,0.009427484636810937,1.808190091088939,1.998393265286799,1.9372047192659505,1.5514478749989835,-0.006196501708533177,2.7618601273238634,3.4967793186385383,0.8468940966231809,1.2832648789650811,0.2929324593448616,0.6731896556142957,0.4388246937054105,0.739550216569512,0.26470472082805824,0.12100459619233303,0.06283063882327591,0.028185695501667114,4.413424680404942,0.7230087347517412,0.00010432375795824967,0.004693216816216371,0.17245837532900216,0.06396161256707471,0.6496292568556569,0.058236506838200496,0.015988330261795837,1.4041631968689923,0.5574741476148449,0.029792735778142707,0.001940340130420339,0.5,0.011607971592035589
600,1.008736997991122,0.4115194013400567,2.2377166087332547,0.35344124052148795,2.6770540187181293,0.5180492990901062,2.910446027540337,0.6420049894273213,0.3634284620544349,0.0015228842370225485,0.6443093336855144,1.9961076525438806,0.0982791699358739,2.9778299101548806,2.6760486618998547,1.4325048235964923,0.003638386025160311,0.01085158796441084,1.6957205262054953,1.9674999667856032,1.8743410912084428,1.4012467174547973,-0.014004086017451869,2.59992094234787,3.2529720013243786,0.6424621382770834,1.2232410040281694,0.3152720595908285,0.7004893831134498,0.40646946125364475,0.7850349847628374,0.30254267912212524,0.15793585253254272,0.10032978278264156,0.037563594175412704,4.34530808838007,0.6621552933967997,0.0002235549187303907,0.005947236006806611,0.20218673270023169,0.0996238977440727,0.7068040476752031,0.07312453546700513,0.017540192430832144,1.3612756905105825,0.601944567023788,0.03618246341317003,0.002869851054213505,0.5,0.02148187681763121
700,1.045828695495,0.46279858181369155,2.143635002878294,0.4457645398122699,2.5517160399161924,0.4671455786761105,2.887633534598314,0.6171835497807836,0.38355598255566464,0.001721272545394671,0.628210218727813,1.921880807233483,0.14477758679772174,2.974728325393578,2.661625539756325,1.4269666282373976,0.005218077062203637,0.016042107168737746,1.623290435549915,1.9458971102081188,1.7831331853348615,1.3077821957571858,0.0067805238353764565,2.524828166391705,3.1125225100997436,0.5664685014587302,1.1433616805723992,0.3309231742539658,0.6968604788230824,0.3703124081152518,0.784748089509585,0.3191253402350859,0.1910349749161288,0.14645686297615726,0.045323315845418016,4.309988301883189,0.5908184682411252,0.00039284837584535056,0.011095880125476281,0.22123232877880306,0.12858617165093256,0.7573108178255773,0.08656617584274015,0.026834331886007517,1.3165580958588867,0.6545434649288951,0.041266297114599906,0.004241976630042725,0.5,0.03389695819182896
800,1.080776616029976,0.49258022042436117,1.9960565740707443,0.5132593600614624,2.471399300325657,0.4133243764841772,2.862498283936651,0.5974720078842001,0.4029927180858688,0.0029071841267422995,0.609870067870368,1.8846543225176196,0.18518154851454718,2.9592875898410034,2.6525609729076174,1.4208043100471681,0.006957523256203002,0.02767037396845693,1.5081870173134926,1.9470074714540393,1.7355841474906506,1.1797147082210495,0.008222840620232217,2.4342387585182412,2.939903218573753,0.4286368402242364,1.0818920836070405,0.3388990274338519,0.699013312337894,0.34344150746934426,0.7875707144586247,0.3304650419769235,0.212938750693821,0.18699739901423032,0.0492769411218489,4.276331777876239,0.5361327767199345,0.0005422639634221106,0.01930620396425061,0.23279612988567802,0.16360636742368267,0.7843142768073184,0.10217864547458251,0.03256228069761251,1.2661804222557043,0.6876937667830989,0.04539647710564507,0.006024915324259622,0.5,0.048492515109076706
900,1.0974989421797492,0.528834244770153,1.887137261805127,0.5918548673777939,2.3714446176635104,0.36686937358103333,2.835666355994123,0.5857207172473834,0.4072747999941854,0.00375054047523321,0.6054540919922614,1.8426957364546703,0.24352135356876903,2.951168624560755,2.6415853363312958,1.4173812325792534,0.008686660349863018,0.03955498070902824,1.4409237995972586,1.904964978085784,1.6724901533353689,1.1203559797337634,0.04516899723850444,2.2984166759990825,2.7666816871544473,0.37281304570294915,1.024029353668467,0.3440208586796322,0.6915593412137969,0.3221772632641397,0.7995070648745175,0.33918730567826605,0.22918947873333942,0.23914689460039604,0.05557746561523653,4.244857906985887,0.4831630000604994,0.0007228656325772237,0.02591622816555524,0.2337544791482358,0.20047000244665472,0.8213717898541868,0.11272551590664841,0.043316576741674495,1.2412687359930568,0.7141215493175481,0.047672178069143076,0.006982698557398893,0.5,0.06765874597161536
