milliseconds,s5,s16,s1,s27,s28,s30,s31,s32,s33,s37,s46,s75,s101,s102,s107,s121,s155,s164,s171,s172,s173,s170,s195,s174,s239,s36,s123,s129,s159,s232,s176,s179,s183,s188,s245,s252,s268,s260,s270,s275,s278,s286,s288,s292,s61,s259,s266,s267,s304,s305
0,0.002508971940797714,-0.0034838603008941023,2.9788428873097472,-0.01124664138488396,3.0106827045031452,1.0052124412166425,3.0005689243115294,1.001070930497357,0.00038283849490184296,-0.000941097322191027,1.0014539940285685,2.9929952978999914,0.004618274725199634,3.0030532656487012,3.002007580770532,4.005390400274558,0.0008603621363907533,-0.002471534207546811,1.9979128061776452,2.0199775960055377,1.973034752856911,2.0139591432734862,0.007786285273104983,3.9948315125483584,5.034857115266527,5.031919335082367,-0.013731051984032527,0.0021295730340283752,0.004077718476377848,-0.002263908256656527,0.009011510863144381,-0.0002448098103389987,0.0008244136791923742,-0.0061322982907771545,-5.451930831238162e-05,4.999708297988981,0.9959746829562232,6.960617023930549e-05,-0.001643856152099624,0.0005218513393098108,-1.58524744874571e-05,0.008927507192302502,0.0020908610292850248,-0.003201130494637433,2.0059997866995043,-0.00271688815972056,-0.0005925251567791224,0.00030920772959807844,0.5,-0.0020813194517317383
100,0.3622951163429991,0.032484897344396274,2.9231981781874907,-0.005575112645969116,2.9832529111859856,0.8840977447375309,3.000635461433918,0.8949439235212442,0.09963758298484035,0.0003298479775488541,0.9369669520667092,2.8296257548629087,0.005195244606444956,2.99742335875924,2.8995576404048835,2.5118699415072543,0.0008487963769227739,0.008087341609749946,2.0251614614310687,1.9917085888347887,2.0046386710563135,2.0085303919753095,0.009052651645813358,3.825607289126608,4.585340943957896,2.871872524648948,1.2505761139489722,0.06429455549207058,0.16695981202143126,0.4550424209839687,0.18347196718294673,0.013272967372099246,-0.0015600697146132252,-0.0026198505358692964,0.00010773828416519833,4.815864762154325,0.981119618459485,9.198150509338979e-05,0.00022318433025969998,0.007258901451145787,-0.0037171582957647212,0.19566029066441407,0.004973500504579516,-0.002736877215155538,1.8211422069734073,0.17259052680381964,0.0028712897703300766,0.0002705428791834412,0.5,0.0026865292770693297
200,0.6199335045432512,0.12564499810803784,2.8346974210928217,0.026928512706944206,2.9881782425737056,0.7970339108078349,2.985540266264945,0.8111737933148767,0.18156804637613586,-0.0006742832499202613,0.8438573464941151,2.5816167118371944,0.007638507696439645,2.9963168564938876,2.824777475524597,1.9408543741681115,0.0010383450327964422,0.003384856160290643,1.9785935591060029,1.9963317200081723,1.9979407827864601,1.9132076871894292,-0.02118115360662381,3.5109826812241867,4.23451858532074,1.9161855750665637,1.481131322410303,0.14442788838078968,0.3833160393777982,0.5389068698489554,0.4174640717655766,0.07585291872494027,0.015440838484185461,-0.0019393374027948567,0.0049427298195608834,4.674857267928627,0.9357119379680848,9.091799125083678e-05,-0.00034156896799390806,0.04100863622988198,0.006317304185581251,0.354267475762133,0.01805512517787434,0.002862485885046615,1.6853963235340872,0.3120777523865306,0.007907792663090647,-0.00013130839182160366,0.5,0.001215178673626592
300,0.7661938695432964,0.20158371331845568,2.736284439063968,0.1050871175932864,2.9192482797564856,0.7060808376141167,2.967734346972848,0.7494263172783967,0.24394211463597787,0.00011953962474053656,0.7721111698247155,2.3512490935604773,0.020557756382194446,2.999303715903117,2.7666001739305637,1.6665833377619108,0.0006877320036424097,0.00019942327153614318,1.9355983817720788,1.9802183042199675,1.977480149370996,1.8186750613089824,0.009975627979342181,3.2147660624283145,3.9493695632993258,1.3350085321127632,1.4532118224154542,0.21505205442598094,0.5262661530677507,0.5178936098953382,0.581928774459527,0.1484145845174209,0.041671960964190534,0.018442930203819864,0.015500705896944238,4.577624391835885,0.8784411049711325,3.072767842356919e-05,0.0005927627844316414,0.08930057809864879,0.015039591562281197,0.4859663815706749,0.03092797897391983,0.004664341249275564,1.5752006016820903,0.4041081149483331,0.01542675369337013,0.0006961806851241847,0.5,0.003759711059304528
400,0.8774810694299153,0.278230526126474,2.5772125454331034,0.14689061197416697,2.8341668235476583,0.6466445636978382,2.9498248076075018,0.7060759273686715,0.2969870956313794,0.001262957816252359,0.7161038833627392,2.210346083720481,0.035725940569581394,2.9893116152310233,2.7229900646353595,1.5480727461183021,0.0010862716149384324,-0.0007612106206345689,1.8952218887867847,2.0054853405691495,1.971558687590061,1.6836831414093227,0.007816053979739898,2.967630625169256,3.677419838430882,1.0776782527843503,1.3867448330417242,0.2657151887714266,0.6185741990615654,0.4810816473849835,0.6977400292119211,0.215004102091212,0.08277871310330999,0.03564955361519761,0.020773619280036362,4.4858902990225324,0.7979695233326325,5.571380979682347e-05,-0.00043160330059378643,0.13599689761024047,0.036045623726890706,0.5835065191059436,0.04713456582238144,0.009990167968721283,1.4795246009818075,0.4857584425655205,0.02251395388928033,0.001383274708697763,0.5,0.004589563445087583
500,0.9649796519224902,0.35385530650564867,2.4131241132623678,0.23212234956601535,2.760949542877259,0.5774833943005819,2.926397150968189,0.670536686009303,0.33480537693218604,0.0004789663528038577,0.6726623230266717,2.0976111256907837,0.061921234640856276,2.9818333904099847,2.700340514147995,1.4658765213653793,0.002836288865443862,0.01019124920402788,1.8203199110213153,1.9693970154138005,1.9481331826967565,1.5501600566157285,-0.003332468088171967,2.776357712912672,3.4670263943768886,0.8123201695126829,1.287218138565378,0.2979728923278297,0.6662058958114568,0.4433302962301774,0.7552382146860677,0.2661474875568822,0.1242836462407129,0.0640647310640159,0.030280927325892416,4.408245093696067,0.7346257052347659,0.00021559700051458018,0.004122542674100561,0.17347631836907262,0.06437788484838543,0.6540837932046784,0.057686533237656996,0.010940738220475827,1.4053895368287257,0.5474026359058478,0.029336725044142545,0.002301392135155288,0.5,0.008693108427546496
600,1.0049684575869584,0.40154725380590184,2.271537391512262,0.3424773417569056,2.644243338347842,0.521876492725387,2.90645437919419,0.640328907224152,0.36439394506132505,0.002220402947452561,0.6486529201090101,1.9860276870284612,0.09614535880841635,2.9750490018536073,2.6762092964932953,1.449688838203147,0.002894658679848861,0.0019905101977155766,1.7311906038427896,1.9957116844912142,1.8689984180801344,1.4018069620380929,0.015697651660959742,2.6238239156568075,3.2315027523643836,0.66862055057302,1.211999030372109,0.3143097155431492,0.6984872010173249,0.4058358074375464,0.7701801385466571,0.29908473932824825,0.15916909751501168,0.09940948384754215,0.03781603872196667,4.354704987448464,0.663606163164324,0.0002245512736194523,0.006045785766658877,0.20400225019841217,0.09660731887089889,0.7088212473783493,0.07280377587728913,0.018162507562605137,1.3491241720188984,0.609840324268193,0.035739495969107124,0.0035554644276162162,0.5,0.017698518611722825
700,1.046026252385063,0.44580008114915504,2.098415695802343,0.4109427586215525,2.5590807937765843,0.46726903221404115,2.8764496141658675,0.6156925049228499,0.3831000477426796,0.002174791620660737,0.6283855124102925,1.9412061966911163,0.14924571971472367,2.968664403596207,2.664591940005699,1.428679600635873,0.0055630291068665405,0.019295765323631066,1.5943753225816306,1.936098454903713,1.8042003909754813,1.2951836154645715,0.008297465465194472,2.472868395297312,3.0659612828880145,0.5435531248855506,1.1294824518819309,0.3300045091334529,0.6960129485290615,0.3702861853069027,0.7980283842895366,0.32257461808076765,0.18690837494834606,0.15353740081199607,0.04519121832343465,4.311027142427177,0.5770506765525016,0.0002827710599584534,0.014889511742572822,0.2226949190020553,0.13068314126934963,0.75671171462505,0.08933757543572829,0.02388220544765928,1.3060252327872304,0.6455445857291449,0.041927075299279214,0.004329207130807649,0.5,0.03685277977542505
800,1.0747366713628088,0.4923481951629763,1.984713815965132,0.5212692160953429,2.4981348859068797,0.4247443223179212,2.8610080099688022,0.5997551314540633,0.39624128642242656,0.0022742023386268517,0.616124514308893,1.8782146321299942,0.18364726695211425,2.958583345380202,2.6524230607774837,1.4270980626045187,0.005759422089280103,0.02293562521644632,1.5382618434555164,1.9477565923675795,1.727961072784577,1.1732548087630095,0.034001931796498755,2.3946120683234464,2.87651241329227,0.4394629768604302,1.0773636040868682,0.3355498394054618,0.7041712861655243,0.3446788895706679,0.785781136615783,0.3341056727300259,0.21069450988612418,0.19212377381502638,0.049779077442053565,4.269649778874982,0.537043333123527,0.0005427144869244672,0.02161827943300835,0.23226580576937092,0.16642489226533475,0.7927991154366738,0.09790753772625532,0.033847911787504556,1.261524181008881,0.6766760993984071,0.044861540300002764,0.005968687403189909,0.5,0.049369702119020906
900,1.0989948502752909,0.5325567609092079,1.871535223249301,0.6306491010793122,2.3875939319694988,0.3809690301698583,2.836162943309997,0.584707437364033,0.4096499347196362,0.003535593700477879,0.6009250357841344,1.8380874418999609,0.24082515634498738,2.955703677828015,2.643757747009514,1.4225079373242842,0.0073623210022105865,0.03921916901314503,1.4204485010761958,1.8918601140693205,1.6487165960888788,1.126084619153033,0.04665852176320398,2.3389038340074064,2.7938430273679855,0.4072336853067385,1.0359923248394574,0.34333625331896944,0.686218058876995,0.32407371533555807,0.7901589824445521,0.3391666090670101,0.2279053377051197,0.23260147268114,0.053868111802699715,4.237049645064768,0.4770218767996874,0.0006428237382476516,0.024971317069126198,0.2355067020976006,0.20326810159284714,0.814406387945867,0.10797277254674527,0.03921237172739823,1.2339245093196838,0.6984291681032403,0.04875277852631861,0.007051914149872523,0.5,0.06764463922213107
