milliseconds,glycerol_i,cin,glucose_i,G6P,trehalose,F16DP,F26DP,trioseP,Gpd1,pyruvate,acetate_i,ethanol_i,Hog1,Hog1PP,Pfk2627a,Pfk2627i,AOG,gpd1mRNA,stl1mRNA,Stl1,AOGi,Fps1r,biomass,cellvol,glycerol_e,glucose_e,acetate_e,ethanol_e,trehalose_e
0,0.11684076685666304,0.5825547105019555,3.7765568641668246,0.6468457718429345,0.002572600966664672,0.11486540050032004,2.4057096365276243e-05,0.07176626884136061,0.02778967806403687,0.0728673047166249,0.9303725496859986,18.69198204624636,0.31833719684657624,0.014480221709226847,0.012657103263684825,0.12959782901733036,0.002564004106402943,0.0012860728932543905,0.001938535372922211,0.0043035308361194366,0.026413899522240873,0.3892743714388068,4.528059790196634,0.00023995698659111563,0.0020901183611013725,0.11138411414924018,0.0018861747331766912,0.017934185997216755,0.00014695099944008312
100,0.11683036191565259,0.5825644485682155,3.7760438965106853,0.6468677719207635,0.0025714135782283413,0.1148617197539631,2.405805496420676e-05,0.07199379369672268,0.027777182974498563,0.07047695695523926,0.9304462007132979,18.690072169541136,0.3184007099985984,0.014314718732908596,0.012681191942042591,0.12959282037650188,0.002563968196059445,0.0012866588372853459,0.0019384498811607378,0.004303637836535098,0.02641389386093636,0.5739943833141142,4.528170729613854,0.00024007344999910383,0.0020901206628636056,0.11138370375308511,0.001886207134967981,0.017936625779792537,0.0001469510023026037
200,0.11682569120952804,0.5823283271037495,3.775818697222232,0.6469604846515594,0.002570424786142031,0.11496291343065022,2.405954791605534e-05,0.07176873678728117,0.02777345090269439,0.0682466461464441,0.9301617947277198,18.687782543749083,0.3184616039797212,0.014275049710492465,0.012667336086034096,0.1296004293478597,0.002563945267409186,0.0012864701160160649,0.001938389972686381,0.004302825878460473,0.026413948070029992,0.6633583743417057,4.528244937733053,0.00024011803787634667,0.0020901209122308833,0.11138382047311673,0.0018861818184920357,0.017937788233600524,0.00014695100508747648
300,0.11680222723515506,0.5822776544814253,3.7750202485450712,0.646864234747481,0.002570085504247308,0.1149066004062218,2.405117700439711e-05,0.07113868775851238,0.02776894050376446,0.06897377267047615,0.92993384688582,18.68418888664672,0.31851835772305104,0.014112218161145057,0.012599433541902983,0.129591732120165,0.0025639203660350837,0.0012874548511833065,0.0019383565171192218,0.004302073597988747,0.02641396656394703,0.707298844800327,4.528313422148654,0.00024017167063822842,0.0020901315637082626,0.11138352012214638,0.0018862557298491341,0.017939974499702492,0.00014695100438570283
400,0.11678830557517561,0.5820936090622489,3.774308364941812,0.6470577652908036,0.002568707485379459,0.11502113833609835,2.4047274675816148e-05,0.07131195241909127,0.027765663326956784,0.06557839412393286,0.9300845579264583,18.673583931820065,0.3185539431930238,0.01399624268958822,0.012563677009623577,0.12959137965824075,0.002563917739017013,0.0012877145121860739,0.0019383075219660934,0.004301940655082761,0.026413958947632085,0.7227676223295251,4.528297444997473,0.0002401767899386692,0.0020901387024845337,0.11138338318102116,0.001886224811518238,0.01793962715512119,0.0001469510131998207
500,0.11676177918244413,0.5820321297236202,3.773058328162381,0.6470020784090138,0.002567048832722501,0.11503804169902276,2.4051843960640686e-05,0.07060836341907342,0.027762618340285466,0.06554390545281072,0.9297676905287542,18.674220453589516,0.31859197388691013,0.013940826192494723,0.012562554880603078,0.1295905270240531,0.002563877125727607,0.0012880811874049463,0.0019382221995879194,0.004300731118472364,0.026413967544737592,0.7317588001503351,4.528436009646663,0.00024017826993062293,0.002090138430765084,0.11138330791760302,0.0018862457868074366,0.01794291430058968,0.00014695101607080133
600,0.1167023153764177,0.5819286818253935,3.7724399963511974,0.6470889873568466,0.0025666470982499824,0.1150186331852765,2.4043998579704765e-05,0.07091474359186584,0.02776115307551954,0.06474590242099124,0.929583431884081,18.66753649765275,0.3186235666916061,0.01378898988016898,0.012573725392255675,0.12958947601932397,0.002563853817651148,0.0012882570139115808,0.0019381734932525578,0.004299996497224464,0.02641401699611726,0.747241633805537,4.528608793386691,0.00024024738331792004,0.0020901471425059603,0.11138319541410298,0.0018862821030014875,0.017941532715017677,0.00014695101784584046
700,0.11667421099516956,0.5818385813832093,3.772757595093291,0.6471516161960249,0.0025669310303261094,0.11506786151614352,2.404045139865401e-05,0.07054263839196781,0.027750672832308355,0.06250406604670677,0.9295710300009766,18.662535430882592,0.31867086793384775,0.01376992473545295,0.012539067188442743,0.12959815739369085,0.0025638431950559125,0.0012881867594275501,0.0019381525290193922,0.004300266304049392,0.026414014301377776,0.7506621811401164,4.5284985066855175,0.00024030223567570794,0.0020901463851908247,0.11138298852210159,0.0018863350605162544,0.01794308724814501,0.00014695101629450655
800,0.11666112943252137,0.5817954742997204,3.771816864541193,0.6471872273906122,0.002564822209168104,0.11517168486047573,2.4039447922816617e-05,0.07002045763272187,0.027754944857526154,0.060968467210950276,0.9293590353756627,18.664817493129803,0.31870610841032093,0.013710825145036387,0.012478271899208717,0.12960473718598733,0.0025638212649563273,0.0012886379784507196,0.001938061813659867,0.0042990506800465325,0.026414059883189463,0.7536933026019886,4.528837517301434,0.00024028997298416725,0.002090149896210129,0.11138282073988603,0.0018863548471759457,0.01794568276277714,0.0001469510222761655
900,0.11663493278472599,0.581689167973426,3.7707382402255285,0.6471651608917084,0.0025634873037800932,0.11512538187025236,2.403919559117437e-05,0.07008619026706119,0.027743366965574695,0.05909696933013036,0.9291551308714213,18.655039019637496,0.31871969013923035,0.013564600796432222,0.012504159412160347,0.12959964700508667,0.0025638019247292976,0.0012891288190543999,0.0019380425027383601,0.004298928516042899,0.02641404236354258,0.7560864103545174,4.528875701730056,0.00024034075372948003,0.0020901577027797724,0.11138280451923349,0.0018863848112846038,0.017948129905737135,0.0001469510271351165
