milliseconds,Tumor,CancerStemCell,CytotoxicTcell,TGFb,IFNy,MHC1,MHC2
0,70.0,30.0,250.0,50.0,50.0,50.0,50.0
100,70.00700046979307,30.301503971750307,249.82506123571724,4623.532763532424,49.495128329167535,50.07199053617067,78.490563947813
200,70.01400164106272,30.606038088861347,249.65024488571308,6894.738984098973,48.99537840011336,50.1438770530116,105.78984005502264
300,70.02100351381931,30.91363280459883,249.47555086433388,8022.520843753752,48.50069823806775,50.215659704533735,132.3741285788896
400,70.02800608812403,31.224318878095847,249.30097908597963,8582.517426833729,48.01103639548292,50.28733864448776,158.4631425539365
500,70.03500936405152,31.538127377612827,249.1265294651101,8860.64082071213,47.52634194690763,50.35891402635959,184.16274634949306
600,70.04201334168144,31.85508968364332,248.952201916245,8998.748345870026,47.046564483689885,50.43038600337123,209.52549924754578
700,70.04901802109569,32.175237492052226,248.7779963539638,9067.296907420312,46.57165410873163,50.50175472848149,234.5784651616083
800,70.05602340237726,32.49860281724459,248.60391269290582,9101.376309644102,46.101561431297256,50.5730203543869,259.3363456907443
900,70.06302948560979,32.825217995367716,248.42995084777002,9118.25321912228,45.63623756187577,50.64418303352243,283.8076914695032
1000,70.07003627087724,33.15511568754309,248.25611073331513,9126.691350494859,45.17563410709256,50.71524291806237,307.99815262616687
1100,70.07704375826388,33.48832888313394,248.08239226435944,9130.865890419398,44.71970316467691,50.78620015992107,331.9118106423515
1200,70.08405194785418,33.82489090305586,247.90879535578094,9132.953312265021,44.26839731845745,50.85705491075375,355.5520634570895
1300,70.09106083973276,34.16483540319448,247.7353199225171,9134.016510929996,43.82166963330822,50.927807321957296,378.9219180191806
1400,70.09807043398443,34.50819637752468,247.561965879565,9134.537279470818,43.37947365062325,50.99845754467098,402.02416620399345
1500,70.10508073069418,34.855008161643156,247.3887331419812,9134.77891416672,42.94176338328609,51.06900572977729,424.8615073462574
1600,70.11209172994712,35.205305436219724,247.2156216248815,9134.891277019678,42.50849331085349,51.13945202790266,447.4365838375669
1700,70.11910343182855,35.55912323101799,247.04263124344135,9134.951818580039,42.079618374083076,51.2097965894184,469.75198964032495
1800,70.12611583642392,35.91649692753491,246.86976191289543,9134.986995685986,41.65509397142168,51.280039564441225,491.8102782591092
1900,70.13312894381887,36.27746226252021,246.69701354853777,9135.005725945519,41.234875954380605,51.35018110283402,513.6139749544052
2000,70.14014275409917,36.64205533225205,246.5243860657217,9135.01393417894,40.81892062202033,51.42022135420676,535.165580047245
2100,70.14715726735078,37.010312594297915,246.35187937985978,9135.010633233354,40.40718471878342,51.49016046791681,556.4675702894568
2200,70.1541724836598,37.38227087384849,246.17949340642363,9135.00522020286,39.99962542644536,51.5599985930703,577.5224049379012
2300,70.16118840311253,37.757967367344136,246.0072280609442,9135.001267948932,39.59620035992836,51.629735878522766,598.3325177603047
2400,70.16820502579543,38.13743965354208,245.8350832590113,9134.996865331821,39.19686755438457,51.69937247288133,618.9003173055592
2500,70.17522235179511,38.52072567017492,245.6630589162741,9134.995037308401,38.80158549260474,51.76890852450015,639.2281924833535
2600,70.18224038119841,38.9078637535614,245.49115494844062,9134.994895572825,38.41031305885931,51.83834418148807,659.3185092968719
2700,70.18925911409228,39.298892621080604,245.3193712712778,9134.994714160746,38.023009559295794,51.90767959170522,679.1736117315415
2800,70.19627855056386,39.69385134589895,245.14770780061195,9134.996282557182,37.639634751446515,51.97691490275815,698.7958226986485
2900,70.20329869070054,40.0927794656792,244.97616445232757,9134.99752028938,37.26014871971421,52.04605026202056,718.1874429767652
3000,70.2103195345898,40.495716834293404,244.8047411423688,9134.998705491957,36.88451204440145,52.115085816605074,737.3507516381602
3100,70.21734108231932,40.90270375080082,244.63343778673817,9134.999650702319,36.51268565676954,52.18402171338753,756.2880077790908
3200,70.22436333397704,41.31378093021939,244.46225430149678,9135.000332650929,36.14463087187357,52.252858099001436,775.0014501167857
3300,70.23138628965097,41.72898944789833,244.29119060276514,9135.000445098665,35.780309449682285,52.32159511982776,793.4932945002776
3400,70.23840994942944,42.14837093619644,244.12024660672085,9135.000582606897,35.419683392676994,52.39023292202921,811.7657434646236
3500,70.24543431340088,42.57196727446229,243.94942222960194,9135.000557728588,35.06271525857737,52.45877165149706,829.8209708234284
3600,70.2524593816539,42.99982078315394,243.77871738770486,9135.00043175056,34.709367965318755,52.527211453884334,847.6611313598116
3700,70.25948515427731,43.43197418006233,243.60813199738493,9135.000282247118,34.35960483503242,52.595552474598335,865.2883586409638
3800,70.26651163136027,43.86847094974195,243.43766597505257,9135.000034569022,34.013389237727424,52.66379485886175,882.7047809982618
3900,70.27353881299192,44.309354580784074,243.26731923718106,9134.999809751442,33.67068532694522,52.73193875158647,899.9124885347147
4000,70.28056669926166,44.75466908751935,243.0970917003012,9134.999686546082,33.33145753657438,52.79998429745988,916.9135556917599
4100,70.28759529025908,45.204458906699436,242.92698328100244,9134.999748548498,32.99567068050175,52.86793164092782,933.71003678012
4200,70.29462458607435,45.65876981761104,242.75699389592398,9134.999571928554,32.66328912480542,52.93578092633836,950.3040016723224
4300,70.30165458679741,46.11764696552231,242.58712346177376,9134.999323522616,32.33427856752928,53.00353229763264,966.697459025313
4400,70.3086852925184,46.58113606293196,242.41737189531696,9134.999093468772,32.00860495702629,53.07118589853276,982.8924029418602
4500,70.31571670332774,47.049283336701855,242.2477391133765,9134.998924577794,31.686234539562545,53.138741872533544,998.8908109169697
4600,70.322748819316,47.52213542520989,242.07822503283398,9134.998869470779,31.367133951925275,53.20620036288643,1014.6946398428843
4700,70.32978164057397,47.99973937834998,241.9088295706297,9134.998990579159,31.05127022142286,53.27356151259945,1030.3058260090838
4800,70.33681516719263,48.482142672056526,241.73955264376266,9134.999356605442,30.7386107534744,53.34082546443944,1045.7262856427574
4900,70.34384939926449,48.969396327067905,241.57039416926114,9134.999282557821,30.429120666774544,53.407992361399565,1060.9580309620446
5000,70.35088433688026,49.46154714053999,241.40135406425554,9134.999222713495,30.122769431010415,53.47506234553476,1076.0028811042866
