milliseconds,Ce,Size
0,7220.684383475539,6.637253182510901
100,7874.118837318616,6.564832110995575
200,8214.949777653088,6.476784855184526
300,8577.365386557207,6.421221302945153
400,8867.183940706664,6.318542365896395
500,9000.538308575173,6.250416774674962
600,8930.110720997902,6.17086592402238
700,8932.212631562506,6.148610930525793
800,8767.287781558025,6.009689319950348
900,9046.73746022958,6.014912042508097
1000,8877.165922213282,5.880224616089352
1100,9047.548770507507,5.878751629117536
1200,9666.766438796682,5.808942621662604
1300,10241.69058057727,5.707446330437385
1400,10659.299813972964,5.636225934369456
1500,10763.380197655411,5.592964305722202
1600,10633.928393477716,5.587823632601773
1700,10442.761636044075,5.4862628102944875
1800,10193.500646923201,5.420693038658348
1900,10372.571514282043,5.39387209710553
2000,10180.07689402986,5.332358352794999
2100,10155.087258303385,5.28913640525089
2200,9913.401300407493,5.282832462711185
2300,9799.312816343458,5.231083077200804
2400,10001.153827512879,5.210217385035362
2500,9913.22688499181,5.113306847343187
2600,9595.16190883264,5.131385239789114
2700,9361.977673863299,5.042339677545455
2800,9312.376819370831,4.985375651035353
2900,9188.443062613393,5.009655970274705
3000,9148.741348510815,4.939172564782326
3100,9670.157544416987,4.883698995958334
3200,10188.507115721404,4.846192666143922
3300,10482.119471818414,4.816622926855254
3400,10960.296785083268,4.789124310611464
3500,10990.525549563248,4.803020383054966
3600,10968.37287940926,4.785565005271924
3700,11081.199529419184,4.677961400207335
3800,10645.843154398826,4.655188075801072
3900,10724.974602008282,4.662679645508458
4000,10513.863656118408,4.6352792138609695
4100,11145.408397997486,4.582351979910499
4200,11489.021725237459,4.53313093478032
4300,11862.61444739146,4.50119946811842
4400,12400.615185534336,4.536261642587181
4500,12425.057439431961,4.520891804330288
4600,12234.198264438493,4.448012249824543
4700,12324.982928905947,4.394714322708435
4800,11954.844545485512,4.3623388843238535
4900,11925.355186014878,4.338978799882259
5000,12050.06481334476,4.384803732717206
