milliseconds,Ce,Size
0,17926.204127942186,6.637206928739332
100,18287.76439469993,6.467230629785496
200,18568.430863123805,6.411031389938936
300,18913.14285065236,6.238589649375521
400,19324.819969144322,6.140151470537937
500,19363.476239928434,6.157484581103472
600,19185.52560260379,5.9539968353004635
700,18981.085913999283,5.808394826878252
800,18806.45615262979,5.812419999767086
900,18660.049002781354,5.766780494072904
1000,18463.827194271897,5.626673689450916
1100,18821.307720266006,5.529258863452209
1200,19151.525700816732,5.384309431418153
1300,19573.763161385406,5.399409821402445
1400,19930.300645964307,5.2948745516580535
1500,19906.706459922072,5.271227684405489
1600,19757.682380848957,5.209261467631044
1700,19578.32577233767,5.049479195052086
1800,19410.556184006884,5.001910138369702
1900,19155.680176134076,5.041117117866477
2000,19016.48303103362,4.9209577145589725
2100,18813.680159022944,4.895056344280458
2200,18750.14865620981,4.847986965799324
2300,18574.2992062222,4.712379574217793
2400,18352.668964976237,4.707639605348394
2500,18151.74191170768,4.660075539198788
2600,18087.27599707731,4.599580211661956
2700,17928.00633975599,4.6340201549152225
2800,17706.49574502635,4.532545409902771
2900,17502.975769937682,4.557336183644373
3000,17376.94851327104,4.396597185443525
3100,17718.038582123365,4.4402804524429795
3200,18061.482659568323,4.309215754458059
3300,18512.497341538638,4.2548410451503305
3400,18781.71988119035,4.324115827331172
3500,18887.593190730535,4.178333829773205
3600,18740.05010244017,4.163537704783027
3700,18595.01721575632,4.161507933608735
3800,18375.14883005488,4.129249825641997
3900,18197.740423219777,4.100418829501113
4000,18017.30472546606,4.13024395880918
4100,18455.5766081069,4.029904937398884
4200,18704.439216904495,3.9638242024263532
4300,19085.01712165255,3.9424268134702425
4400,19439.664486103502,3.960168672169058
4500,19546.312277635407,3.9922257427188987
4600,19366.680652802726,3.85303886023526
4700,19106.378170785076,3.815370571285065
4800,19019.963678559336,3.8704705705657036
4900,18766.60108395387,3.7672034065318196
5000,18593.27164576657,3.7799160626019
