milliseconds,Ce,Size
0,19590.30362764093,6.6294483405338065
100,19950.209155721343,6.574395245719611
200,20329.709783219845,6.397390042745003
300,20636.45718091903,6.2179235125372765
400,21013.147550308597,6.118691830492094
500,20973.879330613174,6.024978153148262
600,20783.86240415468,5.921748365339916
700,20643.982934795324,5.8789064681796095
800,20427.188706361798,5.696519210923278
900,20269.665947134337,5.68823774195501
1000,20044.190164856263,5.5939096453404895
1100,20359.88297128966,5.489558753672359
1200,20741.261041820348,5.498796639366891
1300,21028.16638042569,5.267803095670925
1400,21446.99598287062,5.210195939836698
1500,21481.37115419206,5.256409731568803
1600,21189.23107038293,5.124785182112349
1700,21067.36488370602,5.1194207646491545
1800,20842.444466711873,4.943480795751703
1900,20635.735083261803,4.980067993243024
2000,20433.352310240432,4.912308973173766
2100,20333.52613282376,4.7548323222837485
2200,20127.423267877657,4.700867436537001
2300,19952.27676690279,4.788735269518451
2400,19770.699353218468,4.739452785605142
2500,19599.254573081293,4.681763119251563
2600,19443.12792404757,4.489776328933316
2700,19270.729783408653,4.495305400505842
2800,19094.81901532552,4.500266234859697
2900,18876.358654829462,4.460105978468477
3000,18667.940542888566,4.35733969917696
3100,19118.403868924477,4.43524842790278
3200,19405.388657762884,4.313382981850972
3300,19813.305922216172,4.2399069299281535
3400,20160.301674090566,4.160479917572675
3500,20164.94129992811,4.196849778667785
3600,19957.716014714835,4.216892671418277
3700,19822.27266857291,4.187894092457708
3800,19641.165753396843,4.1107524675767895
3900,19456.088471242732,4.029185344382185
4000,19224.068301023057,4.021495426908405
4100,19581.882798109025,3.92518986686811
4200,19890.186075770573,3.997390523955328
4300,20260.55402883869,3.949078360949825
4400,20596.000019288622,3.954028679967956
4500,20599.458831604243,3.8818547951563875
4600,20421.074859276865,3.8381391534699474
4700,20345.69553831886,3.785756599849621
4800,20061.726648575364,3.731463319137021
4900,19881.1168942769,3.741723940899017
5000,19806.641512338403,3.8209584555115503
