milliseconds,Per,dClk,dClkF
0,-0.0010456924138858251,-0.008852739703585933,-0.010956573994311441
100,0.005633658774405927,0.010715811092130106,0.010351530658991054
200,0.011328394992293524,0.03421419420754355,0.025631695943363866
300,0.012727485693685203,0.04282755779881092,0.046430858195299726
400,0.016636256236598528,0.05158898896014679,0.03818358661049335
500,0.022646514941110283,0.0746542922002361,0.05692893792129973
600,0.026202315566824588,0.07989342605871362,0.07030573383689018
700,0.03192054982657033,0.10349673852783582,0.07839250420642345
800,0.03059060055016376,0.12976391849091,0.07468002101246377
900,0.03805179104067657,0.13759594186958637,0.09171453477364203
1000,0.039202861190151934,0.12453837152946921,0.10979749047105339
1100,0.04818617992973676,0.1379730438735166,0.11681972218012442
1200,0.04642679506215848,0.17290725460650136,0.1215163858462466
1300,0.048366633074093654,0.17269958579096575,0.133196259838028
1400,0.0599586830966664,0.20008457703721905,0.14268403771485821
1500,0.06037978373297032,0.1893218609337693,0.15358618206283584
1600,0.06320225393046001,0.2217255733873632,0.14683833004101135
1700,0.06617907990797893,0.2155452548527797,0.16403324922255233
1800,0.06780876594846078,0.22625874344705596,0.17590871749263323
1900,0.0762502837517835,0.25890474647943207,0.16840876825737144
2000,0.08256058866623503,0.25299763751655735,0.19825609910150382
2100,0.08529752757514253,0.26727799400111735,0.18501114662486878
2200,0.08218588823199471,0.2727281090019036,0.19579897800927118
2300,0.08894860852861354,0.29849686529621106,0.2236066884923641
2400,0.089220738181256,0.3168769683425299,0.22166387372175034
2500,0.09583491482645926,0.3214889510335794,0.23419581036297774
2600,0.10427412248139874,0.33615359041102544,0.24713849586876324
2700,0.10058347126964169,0.3418700265888626,0.2507842440419143
2800,0.10636616801381307,0.3803523911113371,0.2555278646150577
2900,0.11098613082384944,0.37656513356020954,0.2755286504003939
3000,0.11247459583331232,0.37760214464806774,0.2806283887893191
3100,0.11947700552126188,0.3850871442262162,0.2894993279039587
3200,0.12172226150256056,0.41078382967886445,0.28940301207277536
3300,0.12673160894647906,0.42258532546533123,0.2874018523137013
3400,0.13747316044526375,0.4477921207956433,0.31665504787823157
3500,0.14087541046177338,0.4684190564038274,0.30457358058800205
3600,0.14180415119868617,0.48113026659468205,0.3273736559906374
3700,0.14794325588730872,0.47723556484046187,0.32787754362878446
3800,0.1428930869240249,0.4965910513196665,0.3373299695382818
3900,0.14802626581141842,0.48837920184254735,0.34856383471938374
4000,0.15519279223506474,0.5087396831846117,0.3603487908329348
4100,0.1500434370235566,0.5090389787768052,0.37539385742770853
4200,0.15472281839061564,0.5341182158962445,0.38656804293910263
4300,0.1516283976559764,0.5515811605377433,0.383627647041388
4400,0.15271156072703163,0.5542435476765928,0.40432293714639567
4500,0.15843437155462978,0.5424792000760094,0.3948574760634524
4600,0.1620038855846809,0.5527757196892158,0.41969249652542434
4700,0.1576283015778894,0.5853081468306577,0.40588604551197166
4800,0.16267442609264987,0.5908486179970015,0.4164208151243485
4900,0.16776936329831713,0.6026931923588571,0.42789371448029456
5000,0.17246875902520026,0.6034423604803397,0.4435360668847458
