milliseconds,Per,dClk,dClkF
0,-0.0043624924988981875,0.002125908837201898,0.0005408798820862367
100,0.0022590960002552224,0.017542612474169324,0.006302667979581367
200,0.002920786169147531,0.021102385890307725,0.024185143210481888
300,0.016333497870662406,0.057899471288205766,0.03534008613451106
400,0.016525276131167006,0.08093346121541427,0.04157099185059054
500,0.017182249216741628,0.06271087798168702,0.06426729175757288
600,0.021420884445549983,0.10016619923512109,0.0587236341681384
700,0.025732852282151743,0.1145734871298814,0.08062332821497681
800,0.027621194800243123,0.1260280766239691,0.07659378572240384
900,0.03555883593659574,0.1211768372494195,0.09834306808428207
1000,0.03778062924254219,0.1589925651089805,0.09157045093844464
1100,0.041705322379985935,0.1692466986807818,0.11677085796521323
1200,0.04466856746975861,0.16314807652416405,0.12851514556477364
1300,0.045836234480792805,0.16304554180675135,0.1329987578862612
1400,0.05457595799056931,0.18475523523300963,0.13915119796970782
1500,0.06212501108246708,0.2093297404093897,0.13515084866413313
1600,0.06405537194025931,0.22068220553363768,0.15644213317221334
1700,0.06140974708276057,0.21446271235373707,0.17346071118506023
1800,0.06539406833082972,0.2465973534643768,0.1659870868731414
1900,0.07058149279090138,0.25146336103297934,0.17813776723691613
2000,0.07834279623824618,0.2706147226144044,0.19359298939618283
2100,0.08582756950935833,0.2705354848341083,0.19203760588731816
2200,0.08376210839642426,0.2845820482925178,0.2001249919590941
2300,0.0894701237260869,0.3210342136679935,0.21584712859702962
2400,0.09021524504377329,0.302599192235612,0.22877354380036802
2500,0.09250815214085381,0.3226111824126967,0.2210646792959168
2600,0.10355935658514093,0.33893636954369816,0.251350642433473
2700,0.10829995152125022,0.36997603162096204,0.2523063001929647
2800,0.11154477142769309,0.3806820259079173,0.25219125706767087
2900,0.11367212830271252,0.38738277968612256,0.25510911865979774
3000,0.11389670139104875,0.3870875361159517,0.26235726738363446
3100,0.11773412852307476,0.402541419114926,0.2941913027597421
3200,0.12361289063846384,0.42587035396664175,0.2927449936260829
3300,0.1278086536674043,0.4303326329915907,0.30736063900529437
3400,0.12970337064152343,0.45660580975234216,0.3174565528531255
3500,0.1365317001751431,0.43792263422471317,0.32238182785879593
3600,0.13672863411399436,0.4777777452860129,0.3134200666407475
3700,0.14788737064750201,0.4717579222215111,0.33757737379679303
3800,0.15183901413057252,0.5054671894235526,0.3305775452403836
3900,0.1543404788917726,0.5018696646875321,0.3605597538372709
4000,0.15139594096718154,0.5164786378575753,0.3667335263045998
4100,0.15194064006389513,0.532407741266615,0.37952326681113124
4200,0.149701600948073,0.5154221825278702,0.37385741706239245
4300,0.15901633535358153,0.5333281454665031,0.3891323150974462
4400,0.16051315558124962,0.5356895818049529,0.3821082620048826
4500,0.15632645896666447,0.5757012274695424,0.39576984382135855
4600,0.16407046806096406,0.5859059781103011,0.40212861624595964
4700,0.1603912038212149,0.570436845263347,0.42476262719351693
4800,0.16027690777239922,0.6047689112303283,0.4364883065071887
4900,0.16880311433784975,0.5916910154795426,0.42451857125071596
5000,0.17266491218919586,0.614111266557028,0.45589108092108727
