milliseconds,Per,dClk,dClkF
0,-1.4380660128801214e-05,0.0030055226239696065,-0.010383926924471383
100,0.00019215429350209106,0.0033507799848034574,0.02345175705245032
200,0.007303982293125372,0.026290014573437236,0.038435190435810875
300,0.015324972822427976,0.05231204680305104,0.03693988856382505
400,0.015312677817436657,0.07517761900543157,0.038870178601201365
500,0.019575642047443415,0.062334918090062766,0.06761873902780538
600,0.025125869189624426,0.07918238005601329,0.05906797769583501
700,0.024937486312873975,0.11439332352845713,0.0692936072315374
800,0.0356427535427095,0.12949169228116936,0.07200043356362139
900,0.03778709371883879,0.13131189136960517,0.08318477712699099
1000,0.03445168341428608,0.14799471436853975,0.10867205154079765
1100,0.04739541772093441,0.15145760615612208,0.10596115656569124
1200,0.05149201304972142,0.16094901417893942,0.12474065030539944
1300,0.050602470270287275,0.1961871745440525,0.11711488514360625
1400,0.053729349974583604,0.17710837044377048,0.12748916603044846
1500,0.05515752641227365,0.20913927029430088,0.13766396888714852
1600,0.05860447740909105,0.2164666505676864,0.14464907527996687
1700,0.06459389848976771,0.24466672702944894,0.16288756475923938
1800,0.06787868093089001,0.2325917156063011,0.1734588461314063
1900,0.07466260768250851,0.24939282698341134,0.17551739324293483
2000,0.0807769198857067,0.2754587931909444,0.19542406256206843
2100,0.0769238171664977,0.2760952560714909,0.18711712363232025
2200,0.0824596496730516,0.29554710957907915,0.20015141127374322
2300,0.08816773788988906,0.31611847125934794,0.22253517767407408
2400,0.090894149065164,0.3191983720910882,0.2303736230647471
2500,0.0928132346182804,0.3307443854649412,0.2386721368512562
2600,0.10392449653312534,0.3392091634572388,0.2432402114960726
2700,0.10914224383800893,0.36082776080065987,0.24204561773543637
2800,0.11087675398910822,0.36128374696369403,0.26717165061975434
2900,0.1150622081474351,0.3944131849430785,0.2670279736900177
3000,0.11902693328522645,0.375145331426882,0.28177712751021927
3100,0.12412173912342878,0.39477750377002807,0.28953897000760537
3200,0.12974710363324868,0.4077709815869804,0.29236226027884393
3300,0.12802543528847574,0.44303961845289025,0.30791499693519686
3400,0.13240340204173467,0.44388470647107187,0.3082655612423363
3500,0.140262372538099,0.4427183218615187,0.3038135806309647
3600,0.138812080500264,0.4631337549439358,0.3154507787777602
3700,0.14223449316237852,0.4646696434593285,0.327496718239607
3800,0.1530190977047841,0.4969447734371021,0.334091503184082
3900,0.1497862394013812,0.5038423574253097,0.3460461550372837
4000,0.15317203642936855,0.5198719454773416,0.3639105262403121
4100,0.15265702278098117,0.5186582332426888,0.3746099233674029
4200,0.15071892881696464,0.5446591188592796,0.36662086577794284
4300,0.15289461516667513,0.5395011813596895,0.3758566876789827
4400,0.1526751981932868,0.5545680185505272,0.39661690488022167
4500,0.16013546244557736,0.5766318717506945,0.40645046120549816
4600,0.15947757365993134,0.5866731141358105,0.39684281404422483
4700,0.1624980983339244,0.5779835440599536,0.4071987027713875
4800,0.1666361803024277,0.6074009440191664,0.43827360900651124
4900,0.16667110031699875,0.6062259498972334,0.4362789964891929
5000,0.1676561140027265,0.6231061890787987,0.4354224687169802
