milliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.9536994849841713,0.0023349672699479,-0.000980279747227861,0.0044236283953684175,-0.009951509901544468,0.0,26.72475450254804,0.0004588659140412304,80.4462812986579,0.19567212548836108,0.019146505393650554,-0.5619900127321973,-0.03508895959429766,0.0034184557756633156,0.00013863417660558394,-2.923514570316176e-05,2.864610648569691e-09,4.715613293447518e-09,-2.5144894041902507e-06,1.1450236527168447e-06,3.69329501550289e-07,-2.674754532278323e-07,2.870328928682457e-08,-4.692424681397244e-08,1.4115120243900787e-06,1.24997e-07
100,3.9790042716146408,0.032233629842075465,0.0004012028787897459,0.006770574934519064,0.0003211211216658416,0.0,26.725045699606166,-0.00010398842884774254,79.02739157560359,-1.407421934000436,0.00388707693393839,-0.32449627356602084,-0.02270009100208517,0.000246983394146764,6.027873443586966e-05,-1.6774364398841467e-05,1.72586364315501e-09,3.469181385516316e-09,-2.3777096833570076e-06,6.653791292867869e-07,2.778973559920957e-07,2.2189666906180366e-07,-1.0619759237036268e-07,-4.856361803648073e-08,7.157933354647479e-06,1.24997e-07
200,3.8907767016679995,0.05729761067637131,0.0009653854711740736,0.01655492879398125,-0.010067675076840239,0.0,26.725648993948496,-0.0005298365722988817,79.61226744054677,0.0716826490242724,0.05345128395996376,0.12014787058746075,0.017253432789401724,0.0024968906773339666,-0.00012096351750183658,3.8112140183605415e-06,-2.9204103217064075e-09,-3.3845053396933586e-09,6.223034927785101e-07,3.01234734201014e-07,-6.643388752368391e-07,1.7333913755871043e-07,6.507660502496573e-08,-1.6682726208728476e-08,-4.48503609951769e-06,1.24997e-07
300,3.9012919526777554,0.07581388381709152,0.002770839593504179,0.012553339498637375,-0.01145349145327875,0.0,26.725169419347836,0.0005886600871465589,79.6509271110716,-0.3134533940009454,0.04844296372906058,-0.007328188551498468,-0.0580807923815181,-0.004370334092505588,-0.00024089288749828188,-1.506352299655916e-05,3.497450117543515e-10,-4.1552139975389294e-09,1.1922372123048292e-06,-4.82019923770029e-07,4.391972824290441e-07,-2.5599042176791387e-07,1.4512949665677594e-08,3.596366133319961e-08,-1.0950707994184099e-06,1.24997e-07
400,3.8566644906722183,0.09947905209566296,0.004684413118911371,0.008389151052208546,0.007746962378812218,0.0,26.724745834888953,0.0006236117214997377,79.61974929026887,-0.0701579674654885,-0.020492964780128728,0.41395221914097613,0.02370730142865705,-0.005066182130415389,7.123175584960453e-05,1.5303571227798382e-05,2.4614663812834263e-09,-9.08073063587593e-10,-2.560222132092766e-06,1.4267071296620334e-07,1.2480987660986856e-07,-2.7130078682105216e-07,9.276978962015015e-08,2.571637785714241e-08,2.3278600845821905e-06,1.24997e-07
500,3.845714980218515,0.11484248362189407,0.00823949342282927,0.01994418860730512,-0.008780680816897497,0.0,26.72461615883663,-0.00030051595988701574,80.36404483964519,1.0364318110718576,-0.00013668150597278227,-0.4777104848254339,0.04506479476964729,0.0035558408724055256,-0.0002943465948391248,2.835848771061009e-05,3.0239514437163623e-09,1.9020849671696565e-09,1.8226525257799073e-06,1.5438739104984236e-07,-5.846106009660797e-07,-2.3409869567898348e-07,9.651916260907902e-08,-1.5170293760671632e-08,1.8886311350357818e-06,1.24997e-07
600,3.762737878071428,0.14121886200825576,0.00948768425297183,0.041082316829530875,0.015073687970202861,0.0,26.72468037436741,0.0009835630857327744,79.96804737034151,0.19427670838430983,-0.03477394646057064,0.28194687620009395,-0.06510336952689874,0.0015211951192809186,0.00011233716425291074,-1.4568761852419196e-05,2.5161151749300734e-09,2.260143021837089e-09,2.341632229017712e-06,5.068579758445979e-07,-4.381977221199055e-08,-2.673056316241667e-08,2.410547842678241e-08,4.1044656021599046e-08,9.013666641632125e-06,1.24997e-07
700,3.748397632927195,0.1543174122114599,0.01226762819317446,0.05006763684346735,0.008468588196736845,0.0,26.724999287901877,0.0011416157181881068,78.76885780054455,1.4300157833595204,0.06430686593486673,-0.3900317337398668,0.05950749277805551,-0.0013299423746991506,-6.512828532722844e-05,1.760429841086865e-05,-1.0364255901088077e-09,-5.870577405978285e-09,1.5652932875335558e-06,1.095770498681895e-06,-4.917749729289701e-08,8.92125763772929e-08,-1.1099551716309955e-07,-3.0456437703545376e-08,8.03335232980626e-06,1.24997e-07
800,3.7509004192522584,0.1645200436488546,0.01480865365232131,0.05413482427470391,-0.0010539410857332513,0.0,26.724110012254613,0.0010869999820567158,78.15862489066635,1.0325439836834986,-0.041749309790157035,-0.05801874407174892,0.01224631038025866,-0.0036432255020674847,0.00021865762668734175,7.060776167293413e-06,3.223500822644192e-09,9.549345673954502e-10,-1.0576876905191135e-06,1.8889711831864975e-07,7.184409002643939e-07,-4.161112062549966e-08,-3.642619892710526e-08,2.342966171642761e-08,2.7527970137677184e-07,1.24997e-07
900,3.7253776138265686,0.17964694621876387,0.020843533412683378,0.05821119758788284,0.005898685555064635,0.0,26.724445233243102,0.0011847540021628546,78.72203807306315,-0.03372781719478951,-0.019570414541809363,-0.4114527372301686,-0.04314495768949389,0.004836744667480491,0.0001341203703313566,3.229982439645327e-05,1.1548874685132579e-09,-8.990328057334547e-10,2.9002261810289145e-06,3.223609391783829e-07,-7.131334152972038e-08,-9.712496808459122e-08,-3.216629173753884e-09,-9.709187965499405e-09,9.804691997662185e-07,1.24997e-07
