milliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.988663528757854,-0.00021187901603458446,-0.0003916715361620519,-0.010898993866698167,0.006716775453091005,0.0,26.72546520392573,-1.2043918912849424e-05,80.88629777682604,-0.421463023381118,0.041358410164103576,-0.30845031847807014,-0.06377193975746713,-0.005279132276144232,0.00028162692655600216,2.1249880965624502e-05,3.2845595339295813e-09,9.518458206015414e-10,-6.55412068905032e-07,1.3380025887397855e-06,5.973126959943939e-07,-1.7472176543051865e-07,4.155665644051004e-08,-3.6053384258788625e-08,7.783848825782323e-06,1.24997e-07
100,3.9204666165000326,0.03402928706078163,0.0017290847766146707,-0.002097291184807167,-0.006787641936405996,0.0,26.725336348032123,-0.0004038059914092266,80.43849048977388,-0.2417359972766603,0.045344209724526754,-0.13329081133874313,0.005523139205671862,-0.002057538292613564,0.00038291686435842155,2.4249838657035312e-05,-3.0641406639212375e-09,3.7054207630260172e-09,-1.3710600300164472e-07,-8.96275450602925e-07,-1.2616419199127156e-07,-2.0728822267002742e-07,-6.438894249812085e-09,-2.6685561741923435e-08,-2.5378379249067814e-06,1.24997e-07
200,3.8938010927524513,0.05898834477627832,0.003443485989462749,0.015364313284212014,0.0003891815045519103,0.0,26.725714399530343,0.00023861486384434618,78.78854491509304,0.7664551634230363,-0.06119643074270727,0.5041068097253965,0.06212332516258971,0.0028224748091189114,-0.00046350210483037487,-7.787240132563069e-06,-3.368233944428547e-09,5.0341016892963564e-09,-3.8279584325810795e-08,6.830477820296636e-09,-1.8277342132829696e-07,2.4833362464778853e-07,-1.0090445548935741e-07,2.5406178482116215e-08,5.12190842082149e-06,1.24997e-07
300,3.8634124942895305,0.0763237494990177,0.004421441310950049,0.0028616847774883044,-0.005290557920435777,0.0,26.724572337602687,0.00013910453133646205,78.70270897554676,0.4006338939177245,0.04026219037406237,-0.22548404328717728,-0.02266377312340882,-0.00089114580417334,0.00025206180586421925,-2.9060260820782228e-05,4.3570144146196905e-10,1.9967598459685665e-09,-1.2688322895434597e-06,-3.616974385206662e-07,2.5884719182519437e-07,1.360841844283785e-07,-2.5802015875698557e-08,-4.69330448887672e-08,5.9992867512589035e-06,1.24997e-07
400,3.8821195200656793,0.09881527924173787,0.003510606375199902,0.019979715404208058,0.007869222668698007,0.0,26.72428107570108,0.0005008728455664798,78.32147080658548,-0.9175766804899395,0.007602120561719168,0.23546610288822406,0.005432758649921084,-0.0032878138865802633,0.0003542746672078247,1.1710033449755127e-05,2.7103810833759757e-09,3.650178519031889e-10,6.241591932389728e-07,1.0465127957922295e-06,-4.642352637169585e-08,9.321577444280189e-09,-3.4409081844168016e-09,-1.0897838220245971e-08,-6.356639080135132e-06,1.24997e-07
500,3.8137648610735915,0.11978198337253913,0.006562894941068366,0.015942004834899152,0.008769409405945075,0.0,26.724297228127288,0.0009100064431391025,79.47512544408636,-1.3094526237768425,0.04308991955072607,-0.5637109593993206,-0.05451413811487381,-0.0017703259999257862,0.0003005775069461224,5.18003497705548e-06,-1.899538907419803e-09,-3.063691875797218e-09,9.931534941612157e-07,6.073730258734229e-07,6.658445544531944e-07,2.4785388142198433e-08,-7.027254348998007e-08,9.578878755995678e-09,4.441819987343373e-06,1.24997e-07
600,3.765525075680758,0.13933239985505558,0.01262067959122332,0.025384970286854377,-0.0005878616823305465,0.0,26.72462495459557,-4.375246328599272e-05,80.29389387324632,-0.24893191045685767,0.018412295903285827,0.48596193456691633,0.041633412957938584,0.005128273974157684,5.3060940678861455e-05,6.584722683314958e-06,1.2380821458943182e-09,-3.5164227440962964e-09,-3.1577867270198882e-06,8.414060523062782e-07,-3.589571858770075e-07,2.714678521166968e-07,9.349838549680003e-08,2.7348216471692803e-08,3.893849337826011e-06,1.24997e-07
700,3.784519147311351,0.15186218641455185,0.010910304053064621,0.03570608218719047,0.007114115647484332,0.0,26.72430632167712,0.0009640082370073863,78.38938328717114,-0.6078441757529842,-0.023954408602990394,-0.3309738723871686,0.05167514002873326,0.0005783949050763078,0.00022519364092528493,-5.756966780905948e-06,-3.5054763857928305e-10,5.363976679183823e-09,2.244314683197449e-06,-9.100710721620992e-07,2.9596340524572556e-07,-1.4800223624635473e-07,1.3450774161185565e-09,3.3069957591867713e-08,4.0216173422822375e-06,1.24997e-07
800,3.7502245742259235,0.16491913055438417,0.016934392385055088,0.05854997169173079,0.009618800045359907,0.0,26.725010001218973,0.00013538491954791058,80.2779463751465,0.282126349625236,-0.023395909188793508,-0.49087102799025795,0.02659465097430735,0.004133125878960729,0.0004430735733950987,-2.7979845667168536e-05,3.0148837417144563e-09,1.133610541639114e-09,-1.195777062348992e-06,-1.1101644117647697e-06,-2.0989914535792453e-07,-2.660633373397602e-07,1.05456062996687e-07,2.5047104938348452e-08,-5.906121873463318e-07,1.24997e-07
900,3.7045533692188424,0.17005224276651265,0.020477549901141572,0.055928763415261984,0.020546168245558438,0.0,26.724884175237044,0.0010771404978981239,80.93877150133888,1.0237201879320115,-0.02132556135600202,-0.20439804170229783,-0.061861828019769395,-0.005857437724033942,0.0004329086329105464,3.031553571369174e-05,-3.2510220013623446e-09,-1.681005876435368e-09,1.0084025455208683e-06,6.321983797687597e-07,-1.3642599968464006e-07,2.3451468159365708e-07,-3.287340314893607e-08,4.38306112841552e-08,-1.5835412034430495e-06,1.24997e-07
