milliseconds,T,I,F_1,F_2,N,E,R,V,A
1300,0.13381300495691792,0.07255417480442114,0.026035491355633034,0.20257378401802104,0.32756790885483095,0.4362691751880678,0.15810572279657523,0.32521713433865407,0.6536363335111425
1400,0.13941260320140964,0.05539054986670958,0.02092988444018852,0.2185090786121373,0.3549872315699943,0.4514358406428015,0.1531883804342669,0.25584221967027654,0.6579622807997357
1500,0.1440712326897157,0.04142406534928995,0.016584515891714103,0.23521174117585936,0.3838513194026446,0.4660577476496553,0.14926517643869017,0.1978890692817383,0.662864358805537
1600,0.14766827241419186,0.030265947155190955,0.012940794421205588,0.25268759582560657,0.4141290103976698,0.4802053315601256,0.14644556336660833,0.15022177077888182,0.6683631348562156
1700,0.1501240754214417,0.021549282971103253,0.009933169190202604,0.2709334977005722,0.4457727746836716,0.49394803435100715,0.14477504052099222,0.11171678524308558,0.6744585725609598
1800,0.15141345130998404,0.014917312966321818,0.007492940413975715,0.2899368818070509,0.47871776904600977,0.5073514567733879,0.1442389332355037,0.08125333311986487,0.6811258484968469
1900,0.15157340504209052,0.010020870507085675,0.005550138588248463,0.3096752185240416,0.5128812968572111,0.5204746271300014,0.14476722400053246,0.05771155762854261,0.6883137606242368
2000,0.15070173726471425,0.006523782923641579,0.004034789597298734,0.33011551764184033,0.5481627159448152,0.5333677433420326,0.14624288988520867,0.03998413366151178,0.695946699061156
2100,0.14894602675107815,0.004113343608459488,0.0028783760876985964,0.3512140028598837,0.5844438522884753,0.5460707108263244,0.14851444667898295,0.027002274891904602,0.7039303214531313
2200,0.14648493831286877,0.0025121837593303363,0.0020156376868077958,0.37291604878062407,0.6215899801277343,0.5586126757243534,0.15141171748099425,0.017770018007333174,0.7121600199159784
2300,0.1435065879625792,0.001487539243818421,0.0013865279963542279,0.39515645252843445,0.6594514092783798,0.5710125427109529,0.15476235676772257,0.011398445142703531,0.7205304379410116
2400,0.14018880408184098,0.000855378139779167,0.000937936139830813,0.4178600844375425,0.697865685807917,0.5832802825955327,0.1584063182352777,0.007131226589519162,0.728944083485419
2500,0.136685226571999,0.00047871257308717196,0.0006248151599328031,0.44094292791005146,0.7366603581225307,0.5954186948822536,0.1622059764886888,0.004356106300762885,0.737317469130561
2600,0.1331184623050758,0.00026142651562311304,0.00041053594964399106,0.464313481060944,0.7756562031417824,0.6074252817300472,0.16605106132972108,0.0026015133926867,0.7455841899573219
2700,0.12957960300554588,0.00013969506432524937,0.00026649973424920897,0.48787446259357464,0.8146707629336092,0.619293963076475,0.16985890673962242,0.0015212617498689411,0.7536951374265946
2800,0.12613192530877027,7.324519137522112e-05,0.00017120172788221945,0.5115247407471013,0.853522016349841,0.6310164787775919,0.1735713904898453,0.0008724203334110525,0.7616166961152616
2900,0.1228164952250531,3.7779608291542535e-05,0.00010901034560156511,0.5351613895140666,0.8920320008851581,0.6425834391654917,0.17715029608543711,0.0004914545014445318,0.7693278953447726
3000,0.11965792468974493,1.9215584167096218e-05,6.889683590427126e-05,0.5586817740054961,0.930030215068925,0.653985056555398,0.18057241761063386,0.0002723593073281874,0.7768173374324986
3100,0.11666930342734623,9.657316382082985e-06,4.327699134099468e-05,0.5819855719346329,0.9673566585443943,0.6652116270395829,0.1838252698393969,0.00014870511932274356,0.7840804221924824
3200,0.11385597064292517,4.804269465290088e-06,2.704715818265709e-05,0.604976649577892,1.0038644021502752,0.6762538331469671,0.18690371246285437,8.0094782336432e-05,0.7911171107081745
3300,0.11121818719118319,2.36922132340629e-06,1.6834574356546754e-05,0.6275647250659399,1.0394216167300385,0.687102927066656,0.1898075021236968,4.260799287679358e-05,0.7979302649333214
3400,0.10875293680305446,1.159640545284136e-06,1.0443395046049716e-05,0.6496667693523319,1.0739130275649003,0.697750837855223,0.1925396034815056,2.2410200066212556e-05,0.8045244903034875
3500,0.1064551071504902,5.63922957899601e-07,6.461371562754071e-06,0.6712081130650333,1.1072407945310703,0.7081902314227567,0.19510505859156013,1.1664776183929422e-05,0.8109053694143162
3600,0.10431825918939827,2.7268218882896317e-07,3.989187744294806e-06,0.6921232449546171,1.1393248468648205,0.7184145412898778,0.19751023716609684,6.0137427105478286e-06,0.8170789760634051
3700,0.10233513450221812,1.311995332389412e-07,2.458729954936597e-06,0.7123563037081608,1.1701027239864932,0.7284179808640768,0.19976233509282404,3.0730639887363127e-06,0.8230515785697156
3800,0.10049799882040869,6.284802147381813e-08,1.5134119538334794e-06,0.7318612787361362,1.1995289898361872,0.7381955434980411,0.20186903144576115,1.5575465615270505e-06,0.8288294649990566
3900,0.0987988824041655,2.998722489715314e-08,9.305647767402543e-07,0.7506019465558491,1.2275742976119233,0.7477429939663042,0.20383824703371287,7.83440631626427e-07,0.8344188439638237
4000,0.09722975350490003,1.425711674108079e-08,5.717122748869206e-07,0.7685515773470667,1.254224185297867,0.7570568535223299,0.2056779696890293,3.9128411767151226e-07,0.839825790791584
4100,0.09578264630107675,6.7563826041101535e-09,3.510168880883844e-07,0.7856924511108215,1.2794776807945472,0.7661343798973365,0.20739612533309665,1.9413379466468335e-07,0.8450562201856389
4200,0.09444975614114932,3.1922061722513302e-09,2.1540703589892318e-07,0.8020152248445918,1.303345789952092,0.7749735431769277,0.2090004820315835,9.572238424991743e-08,0.8501158739679122
4300,0.09322351013153432,1.5040479555378708e-09,1.3213620680791704e-07,0.817518191653685,1.3258499325332922,0.7835729982685332,0.2104985789349155,4.69237736975232e-08,0.8550103172037558
4400,0.09209661845037459,7.068913972720827e-10,8.103182743222499e-08,0.8322064702504134,1.3470203812542674,0.791932054553105,0.21189767464581064,2.2878299239232535e-08,0.8597449388643897
4500,0.09106211028507392,3.314115798101393e-10,4.968070547563901e-08,0.8460911594059081,1.3668947482909408,0.8000506432518184,0.21320471105482702,1.1097022814156964e-08,0.8643249548670505
4600,0.0901133573313008,1.5501593117022708e-10,3.0453824587122356e-08,0.8591884870187397,1.385516553648014,0.8079292829832514,0.21442628966742447,5.356378867910738e-09,0.8687554123083413
4700,0.08924408733606108,7.234115246378655e-11,1.8665305167488768e-08,0.8715189784526348,1.4029338994926694,0.8155690439691213,0.2155686579159638,2.573439794260816e-09,0.8730411942386755
4800,0.08844838962012204,3.369806094254511e-11,1.1438989845282941e-08,0.8831066632955501,1.4191982663700626,0.8229715113040003,0.21663770350846187,1.231165809591917e-09,0.877187024640543
4900,0.08772071428082508,1.569797054232065e-11,7.0105344049548974e-09,0.8939783348813457,1.434363439721053,0.8301387476796804,0.2176389551064604,5.874731452435116e-10,0.8811974734293803
5000,0.08705586654555729,7.293274759992421e-12,4.296064561372047e-09,0.9041628711885475,1.4484845670845272,0.8370732559234145,0.21857758785844852,2.7907648048291013e-10,0.8850769613882273
