milliseconds,cp,ca,dho,oro,omp,ump,udp,utp,ctp
2400,0.18396806893680018,0.0032989488387069315,1.2939542675850037e-05,1.524437631595352e-06,0.03460729362773922,0.00024447790544413183,0.0016877873600500614,0.002343891989034198,0.06625448049521018
2500,0.18787106801144093,0.003364904602001583,1.3197805061170125e-05,1.5548399422321753e-06,0.035709925574798206,0.0002523528311880051,0.0017434880216282604,0.0024667647506501165,0.07111895622614317
2600,0.1915933262474527,0.0034275628484197653,1.3443138227773428e-05,1.583719348268878e-06,0.03676141779354591,0.0002598661760303544,0.0017966445767153253,0.0025883483001300825,0.07610324912659731
2700,0.19514366798879224,0.003487106183263691,1.3676259717981422e-05,1.6111604490094033e-06,0.03776368962130086,0.00026703111946492015,0.0018473472315395146,0.002708429085954194,0.08119737963360664
2800,0.19853044556223812,0.0035437053378333605,1.3897840289905802e-05,1.6372423212133886e-06,0.03871870280371889,0.0002738612050064182,0.0018956892898657639,0.002826901354091562,0.08639172859333408
2900,0.20176156812041193,0.00359752011090065,1.4108507607862166e-05,1.6620389539881525e-06,0.039628431631640815,0.0002803701146249552,0.0019417655043169212,0.002943683273772765,0.09167712028617148
3000,0.20484452835695754,0.003648700606476824,1.430885114290625e-05,1.6856198283232489e-06,0.040494839937150855,0.0002865715039522362,0.0019856708178815287,0.003058590726457999,0.09704494304844569
3100,0.20778642780089607,0.003697387834508611,1.4499424554100962e-05,1.7080501986695825e-06,0.04131986349943929,0.0002924788712021798,0.0020274993748351225,0.0031714621314500526,0.10248701574468337
3200,0.2105940002224179,0.0037437138248010535,1.4680746154475188e-05,1.7293911490699424e-06,0.04210539629354189,0.0002981054548948392,0.002067343745537033,0.003282299359435398,0.10799543546141266
3300,0.21327363285725792,0.00378780249413591,1.485330231187254e-05,1.7496999941210776e-06,0.04285327968113989,0.00030346415322574246,0.0021052943171279348,0.003391082521447156,0.11356274915435632
3400,0.21583138602380236,0.0038297710758028623,1.5017553087137525e-05,1.7690309442771894e-06,0.04356529632391494,0.00030856747609026366,0.0021414388972706097,0.0034975919252830823,0.1191821161103509
3500,0.21827301286517567,0.0038697295216975733,1.5173929913254684e-05,1.787434833620162e-06,0.044243165915248406,0.00031342751204240004,0.0021758624483227706,0.0036018551551673427,0.12484684511627787
3600,0.22060397627623618,0.0039077810323825705,1.5322837652673685e-05,1.804959361935003e-06,0.04488854067549405,0.00031805589316974756,0.002208646849233576,0.003703885724437556,0.1305506396579259
3700,0.2228294648773423,0.003944023636024241,1.546466082884009e-05,1.8216498299029073e-06,0.0455030043318347,0.00032246378405945364,0.0022398707491519676,0.003803490710150999,0.13628777327495853
3800,0.22495440919984616,0.00397854918397647,1.5599759695850648e-05,1.837548676785723e-06,0.046088072665331346,0.00032666188427993043,0.0022696095814861775,0.0039007813235104266,0.14205256218778423
3900,0.22698349500550752,0.004011444238319797,1.5728473696849686e-05,1.8526958874329358e-06,0.046645192457498784,0.0003306604182444699,0.0022979355130958805,0.0039957291190187766,0.1478397927714728
4000,0.2289211769217758,0.004042791224692902,1.585112602996656e-05,1.8671295310725092e-06,0.04717574324843438,0.00033446914517265054,0.0023249174362372548,0.004088215049917568,0.15364465625176899
4100,0.23077169140919207,0.0040726671555553215,1.5968018622241976e-05,1.880885169735091e-06,0.047681039228959936,0.00033809737170630564,0.002350621107224357,0.004178356108822653,0.15946240621771984
4200,0.2325390677815995,0.004101145467966525,1.607943936314155e-05,1.8939967102968714e-06,0.04816233041216941,0.0003415539578642589,0.002375109143165272,0.004266070987516053,0.16528877783702708
4300,0.23422713980646914,0.004128295000481491,1.6185658061607788e-05,1.9064959282411807e-06,0.04862080516347559,0.0003448473343692242,0.002398441165424186,0.004351435683910079,0.17111961740978363
4400,0.2358395556502765,0.00415418149433499,1.6286932388465965e-05,1.9184131686288424e-06,0.049057592556992005,0.0003479855173338561,0.0024206738634282164,0.0044344026022124765,0.17695114922992394
4500,0.23737978789063155,0.004178866535887176,1.6383503672595353e-05,1.9297768500730268e-06,0.049473764647334224,0.00035097612435268063,0.0024418611470434365,0.004515028844290854,0.18277973368848166
4600,0.23885114256018808,0.004202408930608933,1.6475602356293815e-05,1.9406141086876476e-06,0.04987033910740366,0.0003538263913345508,0.002462054214582683,0.004593338643397725,0.18860199197754832
4700,0.24025676757684095,0.004224864130557566,1.656344569575729e-05,1.950950526314298e-06,0.050248281519012436,0.00035654318868104064,0.0024813017099429243,0.0046692982924286825,0.19441481879583405
4800,0.24159966133693436,0.004246284731369204,1.6647239749030702e-05,1.9608103654161923e-06,0.050608508323098295,0.00035913304123893006,0.002499649820575294,0.0047429910437567285,0.20021519576765465
4900,0.242882679845543,0.00426672057250091,1.672717975593605e-05,1.9702166137526805e-06,0.05095188853809454,0.0003616021399387802,0.002517142391244062,0.004814418376178387,0.2060003790377121
5000,0.24410854431609813,0.004286218843084008,1.680345055966947e-05,1.9791910342021926e-06,0.05127924665548794,0.00036395636190092136,0.0025338210449272693,0.004883636394503086,0.21176775221797375
