miliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,0.0,0.7,0.0,0.0,89.59296936122604,0.0,0.0,30.6,0.0,9.995392293806878,0.0,174.2952705029016,0.0,0.0,26.7,0.0,1394.3710277821458,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.99400746954746,50.0,0.0,0.0,0.0,0.0,2.5,300.0075461047394,0.10010995824784666,0.0,0.0,375.0,0.0,0.0,0.0,1.0000466071645489,0.09994948135391361,450.0,0.5689627365341396,0.0,0.0,0.0,0.0,0.0,0.0,115.47540701230584,0.36356833467817673,0.052970534809733925
100,0.0,0.7,0.0,0.0,89.61271367473216,0.0,0.0,30.6,0.0,9.999524272718787,0.0,174.30214502404013,0.0,0.0,26.7,0.0,1394.4999970816625,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.987136126767304,50.0,0.0,0.0,0.0,0.0,2.5,300.0296997873706,0.09931490816824673,0.0,0.0,375.0,0.0,0.0,0.0,1.0000630193191715,0.10113761468701389,450.0,24.44974262920454,0.0,0.0,0.0,0.0,0.0,0.0,115.4754101651473,0.3683315549818664,0.03634494600621694
200,0.0,0.7,0.0,0.0,89.60118850494025,0.0,0.0,30.6,0.0,9.996272311190586,0.0,174.30788623449544,0.0,0.0,26.7,0.0,1394.3853854325628,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,60.01582464160625,50.0,0.0,0.0,0.0,0.0,2.5,299.96310439647,0.09778648947282806,0.0,0.0,375.0,0.0,0.0,0.0,1.0000012475253184,0.10229656939784482,450.0,41.71883689990839,0.0,0.0,0.0,0.0,0.0,0.0,115.47540887948891,0.36544700162020616,0.09309166198077622
300,0.0,0.7,0.0,0.0,89.56610223566186,0.0,0.0,30.6,0.0,9.985381679951614,0.0,174.28774810588928,0.0,0.0,26.7,0.0,1394.2998997162265,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.98650269158712,50.0,0.0,0.0,0.0,0.0,2.5,299.9664954639815,0.0964024468028293,0.0,0.0,375.0,0.0,0.0,0.0,0.9999989128113611,0.1030551090266047,450.0,53.377342963816936,0.0,0.0,0.0,0.0,0.0,0.0,115.47540679565996,0.3666584273280603,0.07255694286790651
400,0.0,0.7,0.0,0.0,89.56931863686086,0.0,0.0,30.6,0.0,9.991463803356604,0.0,174.26067556301015,0.0,0.0,26.7,0.0,1394.3042210125582,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.96325667471909,50.0,0.0,0.0,0.0,0.0,2.5,299.9836849937808,0.0956683907648777,0.0,0.0,375.0,0.0,0.0,0.0,1.0001222528426996,0.10435057377716667,450.0,61.00673710843883,0.0,0.0,0.0,0.0,0.0,0.0,115.47541232512113,0.36465871630477015,0.024437193586332704
500,0.0,0.7,0.0,0.0,89.5776985790441,0.0,0.0,30.6,0.0,9.991386728430566,0.0,174.25548585116684,0.0,0.0,26.7,0.0,1394.1375930390345,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.95131827413634,50.0,0.0,0.0,0.0,0.0,2.5,299.9204758801167,0.09446063440437659,0.0,0.0,375.0,0.0,0.0,0.0,1.0001004114472323,0.10549922076247902,450.0,67.24211368320492,0.0,0.0,0.0,0.0,0.0,0.0,115.47541459826562,0.36671681419577346,0.09160913374575988
600,0.0,0.7,0.0,0.0,89.54782864190213,0.0,0.0,30.6,0.0,9.969577072307898,0.0,174.22951432140675,0.0,0.0,26.7,0.0,1394.119889452993,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.96344159969592,50.0,0.0,0.0,0.0,0.0,2.5,299.86920744053714,0.0935351902980086,0.0,0.0,375.0,0.0,0.0,0.0,1.0002029957624394,0.10613917491852326,450.0,71.12110989229474,0.0,0.0,0.0,0.0,0.0,0.0,115.47540788168061,0.3627220963114853,0.029105641883473338
700,0.0,0.7,0.0,0.0,89.54536135303442,0.0,0.0,30.6,0.0,9.964663540233325,0.0,174.2334182941424,0.0,0.0,26.7,0.0,1394.0807349114712,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.92402206894846,50.0,0.0,0.0,0.0,0.0,2.5,299.8334909010844,0.09274186740590866,0.0,0.0,375.0,0.0,0.0,0.0,1.0002486457243571,0.1077527979194899,450.0,75.45605077919703,0.0,0.0,0.0,0.0,0.0,0.0,115.47541109113354,0.36863663806074676,0.06758274838443205
800,0.0,0.7,0.0,0.0,89.52000981860485,0.0,0.0,30.6,0.0,9.962899972956837,0.0,174.17637835622082,0.0,0.0,26.7,0.0,1394.0016195669887,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.8734648300805,50.0,0.0,0.0,0.0,0.0,2.5,299.84334143243206,0.09131720365911031,0.0,0.0,375.0,0.0,0.0,0.0,1.0003035303743173,0.10866341987916635,450.0,76.95608684872218,0.0,0.0,0.0,0.0,0.0,0.0,115.47541240019815,0.3707897120927712,0.06944609092634299
900,0.0,0.7,0.0,0.0,89.48137972166415,0.0,0.0,30.6,0.0,9.956103170764985,0.0,174.18417768158105,0.0,0.0,26.7,0.0,1393.8902995907706,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.85541101230226,50.0,0.0,0.0,0.0,0.0,2.5,299.8050458650603,0.08989572626143527,0.0,0.0,375.0,0.0,0.0,0.0,1.0003971589304117,0.10943831724109081,450.0,78.11539100447294,0.0,0.0,0.0,0.0,0.0,0.0,115.47541324797288,0.3728448533223673,0.07350527201114523
1000,0.0,0.7,0.0,0.0,89.44138448845943,0.0,0.0,30.6,0.0,9.944257129904287,0.0,174.12497400221915,0.0,0.0,26.7,0.0,1393.6705295649597,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.84583229516901,50.0,0.0,0.0,0.0,0.0,2.5,299.75961318716355,0.08907412828217683,0.0,0.0,375.0,0.0,0.0,0.0,1.0005485488096975,0.10970169312735911,450.0,79.42400942552676,0.0,0.0,0.0,0.0,0.0,0.0,115.47542187079813,0.36085945090652455,0.056169902076153036
