miliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
1100,7.240024542267726e-22,0.6999999999943045,2.276780112638971e-12,6.096895465369816e-20,89.41924516629965,4.902749065117853e-21,1.9905563270583992e-21,30.6,0.0,9.927783560474202,3.989052773249466e-23,174.11437645537535,7.384325630980621e-22,1.773528065147155e-23,26.7,8.684289858244975e-18,1393.5242560158847,5.825077612866356e-14,8945.5,1.8974351874669925e-15,1.299397125753143e-34,70.3,2154.3,4.4826583399699736e-21,6.5429436819432145e-21,59.80137536606712,50.0,0.0,0.0,0.0,-3.1821517456082343e-24,2.5,299.6569022920228,0.08805997271561758,6.476527178066655e-24,0.0,375.0,0.0,0.0,0.0,1.0006618617095453,0.11125442721224257,450.0,80.37509516228666,1.9763493609078346e-37,1.0951896971476393e-20,0.0,7.704234095311204e-20,0.0,0.0,115.47541992433032,0.4001722080473332,3.66403101643613
1200,3.2753107511208638e-22,0.6999999999928395,8.587482422687253e-13,9.282613099869822e-20,89.39376036816654,3.564277417782676e-21,7.507913203898564e-22,30.6,0.0,9.908691481218582,1.1764841392311169e-22,174.07698996754073,1.4508016361841854e-21,5.760837923551264e-24,26.7,3.275511152681237e-18,1393.3873084857435,7.328269278637318e-14,8945.5,3.5125363584214475e-15,5.365455988860894e-34,70.3,2154.3,1.6893830787297669e-21,2.4753676255384537e-21,59.750475259221865,50.0,0.0,0.0,0.0,3.7445946033961626e-22,2.5,299.57410914154804,0.0877605920710575,1.069475090882666e-24,0.0,375.0,0.0,0.0,0.0,1.0007543714655573,0.11175503870295529,450.0,79.96260547680215,1.7835276917714626e-36,1.370946723322715e-20,0.0,9.313545484460934e-20,0.0,0.0,115.47542771714626,0.43581265571760197,3.3074936322699604
1300,1.3969717612256718e-22,0.6999999999921543,4.129327753832138e-13,6.255706610856976e-20,89.36145000687388,1.6146695897629475e-21,3.610212264791993e-22,30.6,0.0,9.889078691731086,6.139437168832733e-23,174.01617466716633,1.1122991271183612e-22,-1.7117330067215086e-24,26.7,1.5750435861102328e-18,1393.1195439901921,8.034599990296417e-14,8945.499999999995,4.125204357923664e-15,1.0600274971729196e-33,70.3,2154.3,7.915502324201149e-22,1.1572109994241422e-21,59.719010091825275,50.0,0.0,0.0,0.0,1.647321895657577e-22,2.5,299.59324130006195,0.08607505252489289,1.3860037537168318e-24,0.0,375.0,0.0,0.0,0.0,1.000806310622513,0.1126986850940366,450.0,81.11001806742732,5.694350910830833e-36,1.481117813515653e-20,0.0,9.626008356249325e-20,0.0,0.0,115.475431812368,0.463459183521303,3.0166422050523116
1400,-3.8074943228959847e-23,0.6999999999920291,9.482060316250228e-14,3.2304863822830364e-20,89.33691090705196,7.054761601184467e-22,8.290029876505416e-23,30.6,0.0,9.877904002204897,1.679664538789611e-24,173.994255568432,-4.735551889524377e-22,-4.505194506346718e-24,26.7,3.616728720632264e-19,1392.9151428699636,8.169069561400306e-14,8945.49999999999,4.367423610280057e-15,1.5988328567277667e-33,70.3,2154.3,1.9351479995223393e-22,2.713202239501654e-22,59.70535814379251,50.0,0.0,0.0,0.0,-6.976966615970952e-23,2.5,299.45733635460465,0.08578073780235095,2.9812545324825363e-25,0.0,375.0,0.0,0.0,0.0,1.0009590612815942,0.11329406450047336,450.0,80.70259426929545,1.2258111039219258e-35,1.4834584906012897e-20,0.0,9.149628015952171e-20,0.0,0.0,115.47543831890431,0.4953220153772165,2.713183674942196
1500,-5.955978915535504e-23,0.6999999999922925,-9.127324867649923e-14,2.4642788569629995e-20,89.30871348171323,-9.921059496345722e-24,-7.979889741513623e-23,30.6,0.0,9.855946696896234,-1.8586114781202394e-23,173.9193560755811,-4.00310835932675e-22,-1.971485753685991e-24,26.7,-3.4814224852681986e-19,1392.6791694728734,7.906030299152618e-14,8945.499999999987,4.3267948718061224e-15,2.0774918813519563e-33,70.3,2154.3,-1.9581445433045236e-22,-2.9292667942223943e-22,59.65656760941201,50.0,0.0,0.0,0.0,-1.1943063635576018e-22,2.5,299.40580648641316,0.0842449690308188,5.676165825495609e-26,0.0,375.0,0.0,0.0,0.0,1.0009820609742783,0.11420893081552402,450.0,81.12981395808826,2.1308551435445978e-35,1.4133734287838597e-20,0.0,8.213036756384372e-20,0.0,0.0,115.47544603460265,0.5266417802762773,2.413898529451363
1600,-9.693677800831405e-24,0.699999999992477,-5.473512707762095e-14,-1.3231682310970807e-20,89.24530742586084,-2.0292190022272313e-22,-4.7854139673985746e-23,30.6,0.0,9.839733487941244,-1.3039265025993384e-23,173.8566009518279,-1.1501432276285964e-22,-3.276861352861331e-25,26.7,-2.087754132835653e-19,1392.4625954025623,7.723402161457015e-14,8945.499999999985,4.2014834912439665e-15,2.4966852791869973e-33,70.3,2154.3,-1.2176793707492183e-22,-1.751606531071137e-22,59.595626332431415,50.0,0.0,0.0,0.0,-6.188832775421963e-23,2.5,299.3350610396359,0.08386793310717086,9.124205542636986e-26,0.0,375.0,0.0,0.0,0.0,1.0010822662166972,0.11516992133090286,450.0,80.94271191710268,3.250072134021931e-35,1.3573939616067613e-20,0.0,7.465089306605507e-20,0.0,0.0,115.47545429002612,0.5391372064207126,2.249695956605358
1700,1.3542863157817286e-23,0.6999999999925052,8.959213603115078e-15,-1.7638115748527384e-20,89.19193675826925,-4.168020121500292e-23,7.832912464059144e-24,30.6,0.0,9.835341313792691,-3.6924231084500145e-24,173.7982487958429,-1.314180972049415e-23,3.815454943433427e-26,26.7,3.4173000455944256e-20,1392.2172788001023,7.700549115503581e-14,8945.499999999982,4.1485983005515044e-15,2.8782376534505686e-33,70.3,2154.3,1.507959010255219e-23,2.265951402780656e-23,59.559714279057495,50.0,0.0,0.0,0.0,-1.4907318349612572e-23,2.5,299.2484659980964,0.08267224269135993,2.1279889496541198e-25,0.0,375.0,0.0,0.0,0.0,1.0011732663206259,0.11617064677391441,450.0,82.2385920895581,4.55655123302606e-35,1.3377199789867815e-20,0.0,6.999066699053704e-20,0.0,0.0,115.47545552090368,0.5689015856714729,1.989973969561884
1800,3.654718786021108e-24,0.6999999999924974,1.479597698709718e-14,4.232884445293942e-21,89.17101866109664,5.037153099315008e-23,1.293591130924658e-23,30.6,0.0,9.802562886097213,-1.0459272678945953e-24,173.7477703799046,-2.907347871840196e-23,-2.7418185723506756e-25,26.7,5.643608365308553e-20,1392.0334301961002,7.714348706863083e-14,8945.49999999998,4.1555994831985825e-15,3.225869838473237e-33,70.3,2154.3,2.5937749730763068e-23,3.808097258501732e-23,59.50439873080648,50.0,0.0,0.0,0.0,-7.53954396504934e-24,2.5,299.1905494185141,0.081686728018607,5.907047629702204e-26,0.0,375.0,0.0,0.0,0.0,1.0013410090842811,0.11718957184261876,450.0,80.90534245713619,6.030790212162179e-35,1.321861217702509e-20,0.0,6.602657774035194e-20,0.0,0.0,115.47546768930323,0.579659255628792,1.824590858114365
1900,-2.123472351097264e-23,0.6999999999925688,-2.028049342859871e-14,-8.714039719654495e-22,89.115461713522,-1.495715864700811e-23,-1.7730945683403427e-23,30.6,0.0,9.7807715478553,-2.215618163204085e-24,173.68804892629956,-4.689029367099073e-23,-3.351677860535128e-25,26.7,-7.735559636386786e-20,1391.6992866983567,7.647235896614252e-14,8945.499999999976,4.14084018742871e-15,3.547003398075606e-33,70.3,2154.3,-4.075373048406062e-23,-6.187894534353241e-23,59.46077217015209,50.0,0.0,0.0,0.0,-1.5761597322708294e-23,2.5,299.035500030088,0.0801987062695356,-1.738505991049592e-25,0.0,375.0,0.0,0.0,0.0,1.0013892379716494,0.11773129124686056,450.0,81.34422018023776,7.656762153259585e-35,1.2883665375519077e-20,0.0,6.116301425700612e-20,0.0,0.0,115.4754744548673,0.5966606864979028,1.6389259922245658
2000,-2.0992294179294374e-23,0.6999999999926957,-3.944375721729102e-14,-3.1417621884536166e-21,89.04325254993971,-9.277020916316047e-23,-3.44851134530925e-23,30.6,0.0,9.759204224800014,-3.1779714118792752e-24,173.62884366093687,-5.0935453799926916e-23,-4.126255756572207e-25,26.7,-1.5044975967280556e-19,1391.577424426369,7.523221989089901e-14,8945.499999999975,4.083222315714169e-15,3.838639791365184e-33,70.3,2154.3,-7.406124267488146e-23,-1.0955918809460482e-22,59.37118428434707,50.0,0.0,0.0,0.0,-1.0908861764737042e-23,2.5,298.92863315188026,0.079754926995294,-1.555225444391173e-25,0.0,375.0,0.0,0.0,0.0,1.001590829767165,0.11855297835525196,450.0,81.7035721013721,9.41906507823318e-35,1.24631711403918e-20,0.0,5.588032934339017e-20,0.0,0.0,115.47547756608304,0.6059110379318524,1.4914715101852942
2100,-6.588540437315512e-24,0.6999999999928025,-2.3783514044843977e-14,2.9607332367277556e-21,88.99823927095763,-8.937387920602722e-23,-2.0793586564912198e-23,30.6,0.0,9.747943651599005,-2.94002738249497e-24,173.59408832432607,-3.837936150173909e-23,-1.776309002413116e-25,26.7,-9.071711785672484e-20,1391.1677404282127,7.419707988186073e-14,8945.49999999997,4.0183837068483955e-15,4.1018789848657346e-33,70.3,2154.3,-4.226924745237708e-23,-6.157102475736531e-23,59.309557721741044,50.0,0.0,0.0,0.0,-5.536050179356587e-24,2.5,298.8307592565973,0.0780235252434704,-1.076255411841658e-26,0.0,375.0,0.0,0.0,0.0,1.001703229239834,0.11973552062006627,450.0,82.0085950164283,1.1302027762720495e-34,1.2099953040138977e-20,0.0,5.1266596105765704e-20,0.0,0.0,115.47548918319201,0.6186191545924593,1.2940012927194413
2200,4.337326486495458e-24,0.6999999999928614,1.386058074658633e-15,6.299786611151992e-21,88.96196975121028,-2.7288452949571986e-23,1.2118107737988687e-24,30.6,0.0,9.714815107178046,-1.7889027307364152e-24,173.5158001333039,-2.0806195747414957e-23,-1.2824001676389334e-25,26.7,5.2868215131420414e-21,1390.7725023870414,7.36498675099118e-14,8945.499999999967,3.976027140017079e-15,4.341642614633573e-33,70.3,2154.3,4.000945734757819e-24,6.1304073207921715e-24,59.25197522178336,50.0,0.0,0.0,0.0,-3.749162411770308e-24,2.5,298.7204671339562,0.07716361775564261,8.561054743209436e-26,0.0,375.0,0.0,0.0,0.0,1.0018049785958956,0.12037694006598873,450.0,82.4484197858263,1.3291341754152541e-34,1.1838835007212869e-20,0.0,4.759431573462677e-20,0.0,0.0,115.47550498539229,0.6330145803923843,1.2493617082050272
2300,2.3874225779309123e-24,0.6999999999928926,9.716570774732013e-15,9.224640677025489e-22,88.90200846848379,2.3021184216765702e-23,8.495059020177638e-24,30.6,0.0,9.69861607214421,-6.4819130759972295e-25,173.45727819886355,-1.3059370512783507e-23,-1.024226999457957e-25,26.7,3.706177709783378e-20,1390.501707991874,7.33865992905321e-14,8945.499999999964,3.957614282637001e-15,4.5576164259452584e-33,70.3,2154.3,1.9719549100622645e-23,2.888058711203872e-23,59.18912464516036,50.0,0.0,0.0,0.0,-2.9172575364962817e-24,2.5,298.61610477126345,0.07664043401472032,4.341838280717968e-26,0.0,375.0,0.0,0.0,0.0,1.0019508864653195,0.12096931339530442,450.0,81.95743692629013,1.5373921976054163e-34,1.163332107804732e-20,0.0,4.4550039635432745e-20,0.0,0.0,115.47550714854816,0.6442156243499966,1.0594815351771485
2400,-1.479606922665298e-24,0.699999999992925,2.1154703398369657e-15,-1.0540410110495431e-20,88.85372897659803,2.3148733405919915e-23,1.849525496782166e-24,30.6,0.0,9.66469684257954,-2.3116560693071675e-25,173.34270571533506,-1.1649588004621777e-23,-6.94937366810976e-26,26.7,8.06900829478494e-21,1390.1479950375651,7.311021000685408e-14,8945.49999999996,3.945364764776213e-15,4.7547440098974855e-33,70.3,2154.3,1.0070324553426725e-23,1.3534083301779717e-23,59.13815282532615,50.0,0.0,0.0,0.0,-1.1078996014564474e-24,2.5,298.50358061320094,0.07522713371916574,4.6991129034240366e-27,0.0,375.0,0.0,0.0,0.0,1.001959705044808,0.12177827053599659,450.0,82.09293282570573,1.753836600686571e-34,1.1439425801130987e-20,0.0,4.16509313392332e-20,0.0,0.0,115.4755196514377,0.6561471764941336,0.9775781895507304
2500,-3.763637625706933e-25,0.6999999999929652,-3.6382208134217954e-15,-1.2702574541192709e-20,88.7777117357528,-2.4686286139184302e-24,-3.1808444826752012e-24,30.6,0.0,9.637729837365399,-6.011789868558044e-25,173.27582851482794,-1.818013783411902e-23,-1.6486081682977983e-25,26.7,-1.38772136744163e-20,1389.8128080225617,7.275161176608085e-14,8945.499999999956,3.927525303527511e-15,4.93271730043842e-33,70.3,2154.3,-5.383487273566025e-24,-7.755703815336097e-24,59.08105345171452,50.0,0.0,0.0,0.0,-2.69131047183255e-24,2.5,298.43576799386307,0.07435202867675128,3.339883943665467e-26,0.0,375.0,0.0,0.0,0.0,1.002132431691534,0.12281618134425934,450.0,82.24087321074941,1.97743574673255e-34,1.123706068732406e-20,0.0,3.884597167275657e-20,0.0,0.0,115.47553559166339,0.6639437746901954,0.941799885888204
2600,2.1965584770043956e-24,0.6999999999930052,-4.114854570067556e-16,-8.78690586362929e-21,88.70200877970764,-1.1668095028748658e-23,-3.597558564601181e-25,30.6,0.0,9.62565261715249,-9.143976078918677e-25,173.18679218816166,-1.495422819210765e-23,-5.741539115823982e-26,26.7,-1.5695230992623342e-21,1389.4861800146057,7.239560944034905e-14,8945.499999999953,3.906452279829071e-15,5.096480877492588e-33,70.3,2154.3,-1.7394775303894582e-24,-1.6377035819235995e-24,58.99207699456212,50.0,0.0,0.0,0.0,-4.210282555581197e-24,2.5,298.2557758366677,0.0740255411004022,5.347909343980726e-26,0.0,375.0,0.0,0.0,0.0,1.0022033238873094,0.1232513344565235,450.0,81.87770040080444,2.207307892939524e-34,1.102764539198296e-20,0.0,3.6233698774731613e-20,0.0,0.0,115.47555272354825,0.6732409184597928,0.8346968066904203
2700,2.2846623607775066e-24,0.699999999993041,4.321485881087237e-15,-6.48360629756039e-21,88.64204053929622,1.6531774590384498e-24,3.7782133704683e-24,30.6,0.0,9.58348934644283,-4.542016076929087e-25,173.14361261238705,2.9373877936681535e-24,9.783043457586152e-26,26.7,1.648338186135675e-20,1389.2133699481137,7.208345483406757e-14,8945.499999999949,3.887864657313436e-15,5.248474930953298e-33,70.3,2154.3,7.736339904894277e-24,1.2197414648535176e-23,58.91971315550673,50.0,0.0,0.0,0.0,-1.963923704586044e-24,2.5,298.13367514239314,0.07287884136592387,1.9670427138245415e-26,0.0,375.0,0.0,0.0,0.0,1.0024088707810492,0.12421250327154981,450.0,81.88090307804512,2.4427304083582586e-34,1.0823940589499115e-20,0.0,3.3882656591602747e-20,0.0,0.0,115.4755606807259,0.6710085773725399,0.704382472761238
2800,1.2916271972500298e-24,0.6999999999930749,4.51219569529092e-15,-2.3612310145170918e-21,88.55366534410443,1.434746740605453e-23,3.944948236368676e-24,30.6,0.0,9.557776113784309,4.494984482751305e-25,173.037743571461,1.5391746788192123e-23,9.986935586307453e-26,26.7,1.7210803580235885e-20,1388.842951805731,7.178815499097572e-14,8945.499999999945,3.8727594755541735e-15,5.388566128332112e-33,70.3,2154.3,9.72409895422516e-24,1.3844123328265395e-23,58.8516781165825,50.0,0.0,0.0,0.0,2.327298621004567e-24,2.5,298.0235243585596,0.07153376195030747,-1.2399693458653947e-26,0.0,375.0,0.0,0.0,0.0,1.002511354564626,0.12493296918582528,450.0,82.30793244768299,2.6830627820448272e-34,1.0624336007691343e-20,0.0,3.1723611085985906e-20,0.0,0.0,115.4755715828099,0.6776832209875847,0.6714215638900475
2900,7.30437235411061e-25,0.6999999999931102,2.013208421302193e-15,7.545672829336429e-22,88.50620322641558,1.2450956645580855e-23,1.760119362544346e-24,30.6,0.0,9.540029692599944,7.913020165811107e-25,172.96622109866487,7.522548896520973e-24,-1.635115835634646e-26,26.7,7.678952120904249e-21,1388.3780648549096,7.14788532217163e-14,8945.499999999944,3.8581104923578546e-15,5.5157880423207515e-33,70.3,2154.3,4.552917428232405e-24,6.201542297461088e-24,58.76789430720371,50.0,0.0,0.0,0.0,3.5828424792445006e-24,2.5,297.89619317822667,0.07054331562833577,-4.186435742461301e-27,0.0,375.0,0.0,0.0,0.0,1.0025606711929869,0.12579029352521964,450.0,81.6351851464495,2.927658032731002e-34,1.0426701513093898e-20,0.0,2.969064190655474e-20,0.0,0.0,115.47559190839907,0.6831484946798141,0.5823168274574352
3000,1.1745636088946183e-25,0.6999999999931482,9.99621733361112e-17,4.627239208042172e-22,88.40732869406821,3.020484847613085e-24,8.739550015628582e-26,30.6,0.0,9.510985931432193,3.3206722721278495e-25,172.842915563958,-3.9691955024156716e-24,-3.1548238452912004e-26,26.7,3.8128428989750083e-22,1388.0198957659882,7.114203744058039e-14,8945.49999999994,3.841189784882156e-15,5.630890163189375e-33,70.3,2154.3,-1.8730658590782567e-25,-9.562197799223412e-26,58.67700249759215,50.0,0.0,0.0,0.0,9.137607572903927e-25,2.5,297.7476212094483,0.06968883460666471,7.812213546376147e-27,0.0,375.0,0.0,0.0,0.0,1.0027612541349713,0.12649730721363311,450.0,81.56968194855166,3.175861076936792e-34,1.0227761893220884e-20,0.0,2.7748394399133416e-20,0.0,0.0,115.47560704010317,0.6860068289883621,0.5094336337837626
3100,4.612238379466944e-25,0.699999999993187,1.8989955992192236e-16,-6.295275409759913e-22,88.35432400981907,-1.6809702973131498e-24,1.660264724353791e-25,30.6,0.0,9.466552309007351,-1.8203019236367072e-25,172.77705140783135,-2.52452295598098e-24,2.936930315416705e-26,26.7,7.243311787621746e-22,1387.6666085546108,7.079561074774057e-14,8945.499999999936,3.8222942362480246e-15,5.7351982456771365e-33,70.3,2154.3,-3.491630244763685e-25,-1.760215894398788e-25,58.57583546893313,50.0,0.0,0.0,0.0,-1.1871957608035574e-24,2.5,297.59710513351416,0.06955405003281101,1.0892786722071228e-26,0.0,375.0,0.0,0.0,0.0,1.0028005125059227,0.12656461975245129,450.0,82.40605169930754,3.4270542631372975e-34,1.0028427427796427e-20,0.0,2.590496620306807e-20,0.0,0.0,115.47562631008215,0.7007400633635539,0.5059380962363601
3200,8.176917030947829e-25,0.6999999999932248,1.2026398155468123e-15,-5.807233222774965e-22,88.25512741091444,7.420494983204759e-25,1.0514508101891269e-24,30.6,0.0,9.435787299725014,-1.7059848298745798e-25,172.7062789494814,3.391121978551866e-24,2.4452722364161138e-26,26.7,4.58721186798197e-21,1387.0762245845383,7.045912674460338e-14,8945.499999999933,3.80344104807211e-15,5.829919255352219e-33,70.3,2154.3,1.9703067059551288e-24,3.0531313574035575e-24,58.517292964290164,50.0,0.0,0.0,0.0,-3.5791569534017848e-25,2.5,297.4234313181603,0.0684484151935523,3.800328441298255e-27,0.0,375.0,0.0,0.0,0.0,1.002988710676639,0.12756491181170176,450.0,81.6642422390805,3.680689094902127e-34,9.833874635534874e-21,0.0,2.4196114346765278e-20,0.0,0.0,115.47563940823906,0.7050244926240308,0.485275859258821
3300,5.051354017253728e-25,0.6999999999932619,1.4096178285384275e-15,2.624822724813697e-22,88.1962671784128,4.179498796343839e-24,1.2324087300894615e-24,30.6,0.0,9.40724783223786,1.3137404314841916e-25,172.5628593849998,2.8566737824312173e-24,-1.1420711410950648e-26,26.7,5.376685145978536e-21,1386.6662396334596,7.01291912706854e-14,8945.499999999929,3.7856029661794e-15,5.9159391759962384e-33,70.3,2154.3,2.773050218140706e-24,4.028250424709586e-24,58.42988324641569,50.0,0.0,0.0,0.0,9.679570284839584e-25,2.5,297.283048833754,0.06779872244667476,1.093538842253188e-28,0.0,375.0,0.0,0.0,0.0,1.0031045545508832,0.12848168013435396,450.0,81.73653609404332,3.936285105550405e-34,9.643767290641774e-21,0.0,2.2611612933525946e-20,0.0,0.0,115.47566022979102,0.6975581207615366,0.4083979502030062
3400,-1.6604665505288125e-25,0.6999999999932999,4.328628033114115e-16,4.405313401834837e-22,88.11200992998604,3.6105312190165826e-24,3.7844576516131024e-25,30.6,0.0,9.388418375713544,1.9950344798722706e-25,172.46943328336422,-2.1500955315538804e-24,-2.5691150472067712e-26,26.7,1.6510624068312114e-21,1386.1772817397848,6.97896072702051e-14,8945.499999999925,3.767953935850242e-15,5.9934603239712064e-33,70.3,2154.3,9.684946146434346e-25,1.2465560805962308e-24,58.327418592537626,50.0,0.0,0.0,0.0,6.170394985604779e-25,2.5,297.0990291873239,0.066410112149828,1.396969125945579e-27,0.0,375.0,0.0,0.0,0.0,1.003184756431436,0.1285435237272953,450.0,82.4967344816825,4.193400084827869e-34,9.45525354499795e-21,0.0,2.111878888131298e-20,0.0,0.0,115.47567643893042,0.7019805775499982,0.3675458289133751
