miliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,2.1519525717231204e-24,0.6999999999998726,9.685422305219927e-15,2.1574317674315736e-22,89.55895703046012,-7.454984018197064e-24,-1.542186177251135e-23,30.6,0.0,9.993492963499481,6.108660281407047e-25,174.29146239231468,5.746820823315584e-24,-3.336109028167338e-26,26.7,6.633297905441818e-20,1394.3272016289689,-8.07313070171627e-17,8945.500000000002,-6.07328166424832e-17,-1.5623562422856502e-34,70.3,2154.3,2.0032216788300758e-23,-5.676282490809217e-23,59.97425059533092,50.0,0.0,0.0,0.0,1.3126440944232683e-24,2.5,300.09967200291374,0.09948675484640279,1.3635632350495026e-26,0.0,375.0,0.0,0.0,0.0,0.9999463358066264,0.1004173520707405,450.0,0.6837198774834318,-8.130656910921181e-36,4.43547606686985e-23,0.0,-1.296844082272799e-21,0.0,0.0,115.47541415129103,1.552210938045079,0.06518353222300845
100,5.1500040983127315e-24,0.7000000000000939,1.1431327145589409e-14,4.131828759192862e-22,89.60825604252483,6.79258920524729e-24,-3.534542176076675e-24,30.6,0.0,10.008919672725499,5.202856488652917e-26,174.28966985215476,1.2902411897891987e-24,7.111232972453454e-26,26.7,-9.229172450650252e-22,1394.623593690044,-1.1856946469353912e-15,8945.499999999998,-7.681602459933169e-17,6.183729396808392e-35,70.3,2154.3,9.023268047998645e-25,2.7442945709177326e-24,59.958873669060196,50.0,0.0,0.0,0.0,-1.6324143494356864e-24,2.5,300.0492184254424,0.0984795480582415,-5.515295564496201e-26,0.0,375.0,0.0,0.0,0.0,0.9999421283713558,0.10180999159702427,450.0,24.896979076207305,7.732249480275374e-36,1.659705302022723e-22,0.0,1.3715282270967668e-21,0.0,0.0,115.47541741482662,1.5478156832004741,0.10694329758523091
200,6.730934035108171e-24,0.6999999999999688,-1.716915948137166e-14,3.784474184150276e-22,89.55874106536758,-1.0964508936691183e-23,1.2372538332617559e-24,30.6,0.0,10.01443302319122,-1.2593637791003e-25,174.28695596406746,1.776013784549502e-24,-2.0294545227035274e-26,26.7,-6.961415009716737e-20,1394.1434514146724,-1.0202162855013609e-15,8945.499999999998,4.1093175503022944e-17,8.102233982396816e-35,70.3,2154.3,-1.5555018922726013e-23,1.942863580123331e-24,60.03647882309296,50.0,0.0,0.0,0.0,-1.425998264291565e-24,2.5,299.99876988887485,0.09712953726298978,-3.3609175132569854e-27,0.0,375.0,0.0,0.0,0.0,1.000076978152908,0.1035620405520544,450.0,41.41101059301604,-7.088501522729076e-36,2.5771936182596875e-22,0.0,1.1758196372115045e-21,0.0,0.0,115.47541354725999,1.5485943721702704,0.07501111023216464
300,-5.835488754050425e-24,0.7000000000000196,-1.9788748931279583e-14,-2.424833906287192e-22,89.6314177027442,3.787150044998876e-23,-7.270171056392938e-24,30.6,0.0,10.006333530304463,-7.575031276011281e-26,174.34086496564737,8.754774564286582e-24,2.7646828605941575e-26,26.7,6.933682756399702e-20,1394.034453953223,4.639739210997909e-16,8945.5,-1.851423617122153e-17,1.2066902623507504e-34,70.3,2154.3,-3.223338715781288e-24,-4.083769193704445e-23,60.010207076610094,50.0,0.0,0.0,0.0,1.3526140478879058e-24,2.5,300.0053978506672,0.09390504469271096,2.5718457725406632e-26,0.0,375.0,0.0,0.0,0.0,0.999970088663984,0.10540227254625831,450.0,53.58805529490719,-2.9503082361533133e-36,2.412269065538482e-22,0.0,-1.5283427254969286e-21,0.0,0.0,115.47540253899885,1.5397468325265953,0.06892549501693669
400,-1.7533539532477027e-24,0.6999999999998535,1.635730067420376e-15,3.0077275496689763e-22,89.59807189607078,-4.863051251516991e-23,1.0610785591054948e-24,30.6,0.0,9.969956665571896,-4.446971082787407e-25,174.25444708546547,-8.829555393238827e-24,6.745416621025988e-26,26.7,5.9384368219607e-20,1394.1913297045826,1.57378554210681e-15,8945.499999999998,-5.716991131865198e-17,3.8780815904224913e-35,70.3,2154.3,9.494155617321721e-24,3.7827123194696605e-23,59.92999538498419,50.0,0.0,0.0,0.0,-2.067338182697014e-25,2.5,299.8155857135998,0.09352697185547515,-4.9254287635676676e-26,0.0,375.0,0.0,0.0,0.0,1.0001134585435936,0.10676361576909824,450.0,61.96263560170421,-1.3544592691686975e-35,5.914597090144991e-23,0.0,1.5761034305766299e-21,0.0,0.0,115.4754055872955,1.538073199106253,0.04161629112493054
500,1.1351093923487831e-24,0.7000000000000567,9.336536493315224e-15,3.788065696504267e-22,89.49784229788182,-3.897804983279704e-24,8.303792049574356e-24,30.6,0.0,9.960335275301668,1.38257592594707e-25,174.28979004071138,6.046261806413303e-24,4.521561725163233e-26,26.7,7.4201264084756e-20,1393.8483466485409,4.515316858244377e-16,8945.500000000002,-8.547422712025358e-17,1.771387572504707e-35,70.3,2154.3,2.0813723606984722e-23,-4.987132656167556e-23,59.86827823685776,50.0,0.0,0.0,0.0,4.7179955372767985e-25,2.5,299.78998375332344,0.09074918401397038,8.641000277571204e-28,0.0,375.0,0.0,0.0,0.0,1.000027523785387,0.10894871456218433,450.0,68.12811482562064,-7.808126553715924e-36,-2.1827749613418316e-22,0.0,1.565699492587647e-21,0.0,0.0,115.47540603645194,1.5411710365256632,0.010483071897155812
600,1.2639107637386515e-25,0.6999999999999381,2.965155888602079e-15,-7.450880006166017e-23,89.51392460540738,4.8713411633640856e-23,7.258814250525589e-26,30.6,0.0,9.973733067711684,1.8209081456867444e-25,174.23314970054727,6.831061477021776e-24,8.200693980599573e-27,26.7,5.686066328683285e-20,1394.158313280286,9.082464405214976e-16,8945.5,4.801087398765353e-17,7.259302380373365e-35,70.3,2154.3,-3.798977293569002e-24,2.528537942435538e-23,59.903688191387296,50.0,0.0,0.0,0.0,-9.185498092664508e-25,2.5,299.937694615752,0.08893863084502916,-5.958334051512142e-26,0.0,375.0,0.0,0.0,0.0,1.0001690248365687,0.10967128822151191,450.0,71.3111650566553,-1.0084122252472343e-35,5.9053365938322606e-24,0.0,9.908063941372186e-22,0.0,0.0,115.47540371916777,1.5381501329965963,0.013617524414362259
700,4.683226921299949e-24,0.700000000000027,9.982994141373637e-15,-1.5486017644803818e-22,89.43551386908025,-2.3094268255923976e-23,-3.7336376401513735e-24,30.6,0.0,9.955918111270842,4.9488873985080935e-25,174.22766305662435,5.0375918747460914e-24,-2.5098461445433467e-26,26.7,5.478590695338364e-20,1393.6596704773526,-1.5898684830980378e-16,8945.499999999998,5.087107806687467e-17,3.625359649786712e-35,70.3,2154.3,-6.63595208798424e-24,-8.743409235555026e-24,59.91582362549677,50.0,0.0,0.0,0.0,7.230490356188667e-25,2.5,299.8285112925869,0.08758206434902464,2.1076658169238682e-26,0.0,375.0,0.0,0.0,0.0,1.0001375575650626,0.11216321153759573,450.0,74.17016467620203,-7.661705598437619e-36,8.148089032519644e-23,0.0,-1.351802360710997e-21,0.0,0.0,115.47540726694277,1.5324305903064113,0.06501551031683198
800,6.166081238094062e-24,0.7000000000001568,-9.625555421875131e-15,-4.521441916653575e-22,89.42245030226195,1.6294927919288157e-23,9.742600195452981e-25,30.6,0.0,9.909890426295657,-7.604520578641788e-25,174.14265118209258,-8.708759002567376e-24,-2.239527229531979e-26,26.7,8.518293235372713e-21,1393.8893712604029,-1.4117604040726252e-15,8945.500000000002,-6.559732013819473e-17,-1.6691540359149856e-34,70.3,2154.3,1.0802148722945343e-23,-5.509064263437317e-23,59.856896384980175,50.0,0.0,0.0,0.0,3.1699927917695757e-25,2.5,299.8032910378841,0.08647516504740814,5.842348529984253e-27,0.0,375.0,0.0,0.0,0.0,1.0001906997709424,0.11304882615081976,450.0,77.5052398637269,-1.478981813371563e-35,1.6825272468392308e-22,0.0,6.085578561507336e-22,0.0,0.0,115.47541793980325,1.5263822284311286,0.019631492410157936
900,1.7859706857744332e-25,0.6999999999999511,-1.0561213837016746e-14,3.9588435522225814e-22,89.42892765142138,6.391216163971322e-24,-4.358750320941701e-24,30.6,0.0,9.912527501092272,-7.352673591962648e-25,174.0868014445832,4.4217536945818835e-24,6.887325299147887e-26,26.7,2.6968192287727697e-20,1393.742574870565,-2.117177040247112e-16,8945.499999999998,-2.084334251253538e-18,7.991917715742033e-35,70.3,2154.3,8.601771483711233e-24,-1.6012465283390024e-23,59.85245176804483,50.0,0.0,0.0,0.0,1.3328633068964856e-24,2.5,299.6506038748701,0.08408423509597328,-4.6194534505799775e-26,0.0,375.0,0.0,0.0,0.0,1.0002170265209342,0.11447458609437731,450.0,78.26472594751752,-1.7404000780634686e-35,-2.4075356432122383e-22,0.0,-1.7068467157929835e-22,0.0,0.0,115.47541816905624,1.532534015295508,0.027688562365839216
