miliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
3100,-6.963967324237288e-24,0.6999999999996173,-7.181350940067483e-15,6.495719084414928e-21,87.90321238937133,1.0461954757149352e-23,-4.091068604283211e-24,30.6,0.0,9.277902911236005,1.5632252034551482e-24,172.25116353885326,-5.550011146823717e-23,-3.8388152931660373e-25,26.7,-1.5843703584349162e-20,1385.0218756430565,4.102646272657916e-15,8945.5,2.2614492104818755e-16,1.3358279209123349e-35,70.3,2154.3,-1.5144497978600886e-24,-1.1543530342564671e-23,58.08469956273951,50.0,0.0,0.0,0.0,4.708959625955403e-24,2.5,296.84006543131886,0.06024771422238897,-1.9778798679926137e-26,0.0,375.0,0.0,0.0,0.0,1.0023604632774132,0.13562053132220475,450.0,82.08963273813154,5.794068431862371e-37,8.61724487008354e-22,0.0,2.5594938283261456e-21,0.0,0.0,115.47558749004156,1.3014055363848833,0.44633548350828484
3200,-1.0420004426846407e-23,0.6999999999996446,-1.8402228816693813e-14,4.414332805739356e-21,87.82147248532834,-3.541166487672977e-23,-1.7111548329086265e-23,30.6,0.0,9.236150371532602,-2.493605554194774e-24,172.13929073761273,-5.460475274949017e-23,-5.437367860713147e-26,26.7,-6.196496226782153e-20,1384.7058708790407,3.8601881393844105e-15,8945.5,2.1317466596484857e-16,1.3360957927513402e-35,70.3,2154.3,-2.717048980226382e-23,-4.4252712504334765e-23,58.01940585731644,50.0,0.0,0.0,0.0,-1.278391398016508e-23,2.5,296.46674856450505,0.05937846097366139,8.3267855877472e-27,0.0,375.0,0.0,0.0,0.0,1.0024298542183956,0.13648733855364217,450.0,82.36727335264698,5.686160449350765e-37,7.760097937564943e-22,0.0,2.0257550871299086e-21,0.0,0.0,115.47558873547149,1.3119821726635186,0.3995090762481242
3300,4.7457311737260296e-24,0.6999999999996408,-6.145731880517948e-15,-3.2469719647882353e-21,87.68087359283628,-3.8032700172194546e-23,-7.160818899540782e-24,30.6,0.0,9.234376042605994,-2.980973431967509e-24,172.06621178051225,2.2946281342787363e-23,2.81452764904542e-25,26.7,-3.3127964428836206e-20,1383.8671043783495,3.7097660815411765e-15,8945.5,1.985627746906713e-16,1.3179046196685923e-35,70.3,2154.3,-1.3013919319985306e-23,-1.448608147003975e-23,57.833015196507006,50.0,0.0,0.0,0.0,-6.740779075323031e-24,2.5,296.3422014070443,0.05954443488480065,8.250219693870506e-27,0.0,375.0,0.0,0.0,0.0,1.002555727620074,0.13711812312880384,450.0,81.4082519812855,7.008307600339817e-37,7.576820232871614e-22,0.0,1.7125746707220047e-21,0.0,0.0,115.47561715083592,1.3079541851525893,0.37120071862119963
3400,1.1895575896319925e-23,0.6999999999996404,1.5122599429969963e-14,-6.686115454132369e-21,87.62449986376673,1.1554007304320859e-23,1.6427291817801432e-23,30.6,0.0,9.159551061817034,1.896683721833074e-24,171.84660940146125,6.857015940505765e-23,3.3893065844624383e-25,26.7,5.825905236314236e-20,1383.6801522637631,3.698737165031015e-15,8945.5,1.9681013354870413e-16,1.3829670506904478e-35,70.3,2154.3,2.1355133929772328e-23,5.2116835853705893e-23,57.817938587019114,50.0,0.0,0.0,0.0,1.2107236409826626e-23,2.5,296.1922104843582,0.05819261498350208,-1.2909683078856794e-27,0.0,375.0,0.0,0.0,0.0,1.002709730321306,0.13832811765429578,450.0,82.19242898824032,6.930531287376143e-37,7.878280481252197e-22,0.0,1.9103538268171808e-21,0.0,0.0,115.47563528099508,1.3118260922791563,0.38760805098525764
3500,4.860432474397173e-25,0.699999999999601,1.947494065376292e-14,7.893773354135911e-22,87.52578195323697,5.945136721230941e-23,1.3798260911180833e-23,30.6,0.0,9.136313836420474,3.959037138694247e-24,171.68650092056134,2.1084841342614864e-23,-1.138584563814446e-25,26.7,6.464590226996046e-20,1382.6866179040862,4.1402575609417055e-15,8945.5,2.1669716235932166e-16,1.5395803069537263e-35,70.3,2154.3,3.3044058950902796e-23,5.706311929367698e-23,57.61254019447946,50.0,0.0,0.0,0.0,1.5787849815298222e-23,2.5,295.87497108961617,0.05772391949916764,-1.4627285433097044e-26,0.0,375.0,0.0,0.0,0.0,1.0028733947501425,0.13864627179444022,450.0,81.73735923765055,7.692914046539131e-37,8.439178880106388e-22,0.0,2.2929272630905645e-21,0.0,0.0,115.47563861088369,1.3063301670084204,0.3607952253114478
3600,-1.0297813284722718e-23,0.6999999999995962,-9.112353216345579e-15,5.981420952856403e-21,87.35546252056011,3.5466611990547194e-23,-5.774967793558524e-24,30.6,0.0,9.107619332671167,2.8652241467742723e-25,171.58507796626682,-4.816394622265921e-23,-1.7330001963515813e-25,26.7,-3.242678673883223e-20,1382.4131302299234,4.014512595143609e-15,8945.5,2.3312091421767354e-16,1.4985339503488414e-35,70.3,2154.3,-9.779733841889094e-24,-1.2198329351846638e-23,57.531591658122956,50.0,0.0,0.0,0.0,-7.308383273468453e-24,2.5,295.8676740553742,0.05613931531307569,-8.178603793955095e-27,0.0,375.0,0.0,0.0,0.0,1.0028722434599646,0.13924926445507105,450.0,81.30181957757704,8.834165867070899e-37,8.332876842369848e-22,0.0,2.050947669984648e-21,0.0,0.0,115.47565212974264,1.3169047995009167,0.3380310933631734
3700,-5.930687018287009e-24,0.699999999999623,-1.6819307517370808e-14,1.297531741380367e-21,87.25195009416915,-4.0675584337162114e-23,-1.5083013677737563e-23,30.6,0.0,9.065370478794728,-3.819214483390371e-24,171.4995132663023,-9.965602341948298e-24,-4.1109736020774403e-26,26.7,-6.860511457972134e-20,1381.9586051998308,3.7983456579590455e-15,8945.5,2.138749608877234e-16,1.5025089925251524e-35,70.3,2154.3,-3.033349481473731e-23,-4.098435173827769e-23,57.38743452233009,50.0,0.0,0.0,0.0,-1.3056565844713174e-23,2.5,295.45683404567495,0.05632432597551746,1.143868271548099e-27,0.0,375.0,0.0,0.0,0.0,1.002974508920887,0.13949395998721356,450.0,81.57386813654462,9.095934622827404e-37,7.65852345702256e-22,0.0,1.59500164494894e-21,0.0,0.0,115.47568802110574,1.3088785402539886,0.2478540505141089
3800,5.378805665141322e-24,0.699999999999644,6.02791690779336e-16,-2.80601463976866e-21,87.16538826960752,-4.682472766580134e-23,-2.5414091967261132e-24,30.6,0.0,9.018814687577436,-2.092735198490253e-24,171.3919393118033,2.348530378168935e-23,1.829786277687648e-25,26.7,3.942305279044936e-21,1381.4528649602955,3.7800587956752235e-15,8945.5,1.9645152534701628e-16,1.6499812788381645e-35,70.3,2154.3,-9.073295186723923e-24,-8.674789659071503e-24,57.329218870437316,50.0,0.0,0.0,0.0,1.3596576805889317e-24,2.5,295.27942119067336,0.055559711448698375,3.615682738614986e-27,0.0,375.0,0.0,0.0,0.0,1.0030901087215458,0.14068893162070353,450.0,81.68472028457535,1.0460031884712555e-36,7.120555524076221e-22,0.0,1.2283029464085881e-21,0.0,0.0,115.47569930874776,1.3057986081307755,0.22758590105597815
3900,3.959984131230049e-24,0.6999999999996291,1.5262262528829918e-14,7.324037268572324e-22,87.08430896258602,1.764571388560386e-23,1.2591194594029019e-23,30.6,0.0,8.966833194581278,2.3744663319043133e-24,171.25553964721857,2.5999960979918897e-23,1.2880211763465166e-25,26.7,4.849938674235186e-20,1380.6424527509678,3.90406480719573e-15,8945.5,2.0018000545551063e-16,1.659335662993029e-35,70.3,2154.3,2.302870459953092e-23,4.1107056544166096e-23,57.234023335272205,50.0,0.0,0.0,0.0,1.3555411589363044e-23,2.5,295.03274977335604,0.05377680545285071,-7.285213371255949e-27,0.0,375.0,0.0,0.0,0.0,1.0032513362543343,0.14162612459049317,450.0,82.32224960590914,1.0724316766623388e-36,7.25985672222192e-22,0.0,1.44172092499004e-21,0.0,0.0,115.47571387006994,1.3132214798823563,0.25531146870380583
4000,-2.5646513108001697e-24,0.6999999999996258,4.21286353783716e-15,3.1688809273831443e-21,87.01838611488157,4.326859181784478e-23,7.463162429389267e-24,30.6,0.0,8.917835532089779,2.413476039606905e-24,171.11759922141187,-1.9801287774611122e-24,-1.9761996833987284e-26,26.7,2.6811173404006454e-20,1380.0121626945536,4.017042928825342e-15,8945.5,2.168970874215008e-16,1.7509985060999013e-35,70.3,2154.3,2.3104196307648813e-23,1.0397900572660509e-23,57.042390353039856,50.0,0.0,0.0,0.0,4.074943437432995e-24,2.5,294.8660649738931,0.05357738803236738,-6.569558159664275e-27,0.0,375.0,0.0,0.0,0.0,1.0033521416008073,0.14227373755648173,450.0,82.48129880866637,1.2162929423097812e-36,7.28521248488002e-22,0.0,1.7045557409208795e-21,0.0,0.0,115.47574224400226,1.3130984021597505,0.17836475750100367
4100,-8.943965308406751e-24,0.6999999999996178,-1.8514427342231466e-14,1.6481316672485733e-21,86.80822900420861,-2.103948145204322e-24,-1.8729217091666947e-23,30.6,0.0,8.86561780508862,-1.6041941034790564e-24,170.8908935678437,-4.6007156875165525e-23,-5.333148816879777e-26,26.7,-6.283392316651758e-20,1379.0542595712006,3.9451487222099994e-15,8945.5,2.250494758031052e-16,1.747384751157357e-35,70.3,2154.3,-3.235441463661371e-23,-4.8241648219225255e-23,56.98022914043238,50.0,0.0,0.0,0.0,-1.759186770461708e-23,2.5,294.58158328787306,0.05255252515168912,-1.6232492971913208e-26,0.0,375.0,0.0,0.0,0.0,1.0033752995082188,0.14276487580666467,450.0,81.987616431015,1.267730452530331e-36,6.973704991763716e-22,0.0,1.4794139451976288e-21,0.0,0.0,115.47575453516907,1.30535480357796,0.20160498060931833
4200,-1.9238277757301573e-23,0.699999999999651,-7.314364903194847e-14,-1.6414483674430891e-21,86.78794607237091,-1.068152531179524e-22,-6.152539039225203e-23,30.6,0.0,8.848890368283765,-1.2572160827499361e-23,170.74386060306068,-8.622827758200889e-23,2.179087879252782e-26,26.7,-2.75028209236389e-19,1378.4206999950657,3.7824578515637526e-15,8945.5,2.4202188220544214e-16,1.789309991780861e-35,70.3,2154.3,-1.3984551637688144e-22,-1.9965039011948522e-22,56.8085275072682,50.0,0.0,0.0,0.0,-6.168394199622544e-23,2.5,294.5403780695794,0.0518012514354591,-3.549885175715012e-27,0.0,375.0,0.0,0.0,0.0,1.0035140008538987,0.14350052409534855,450.0,82.14260495780766,1.2663806844572374e-36,6.580960125715678e-22,0.0,1.1604811140022088e-21,0.0,0.0,115.47578048002234,1.3154918483670472,0.20624883249189171
4300,-1.950286290149657e-23,0.6999999999996788,-8.288820006516828e-14,-5.510025377775123e-21,86.56845328746263,-2.2118850735871915e-22,-7.659358930020062e-23,30.6,0.0,8.788264443441225,-1.813021712551462e-23,170.5849073059314,-8.483022162042613e-23,2.704396665986644e-25,26.7,-3.269767791330319e-19,1377.942067062888,3.302267184187417e-15,8945.5,2.338819954976336e-16,1.8347087385324668e-35,70.3,2154.3,-1.9165454660999545e-22,-2.4702087148874883e-22,56.63605067124605,50.0,0.0,0.0,0.0,-7.319038592899786e-23,2.5,294.1087709383248,0.051054006657817515,6.660301965395362e-27,0.0,375.0,0.0,0.0,0.0,1.0037372182902415,0.14348459429486463,450.0,82.40002498945451,1.3615010566061301e-36,5.975490055173742e-22,0.0,7.152421411276017e-22,0.0,0.0,115.47580247594699,1.3076323781855348,0.17014607677394006
4400,-2.9790563238176175e-23,0.6999999999997132,-1.4008720164857708e-13,-6.5479070022296114e-21,86.4786414744492,-3.1860935233463684e-22,-1.216968821224936e-22,30.6,0.0,8.733358972607723,-2.785286286151138e-23,170.535630411256,-1.527435706106244e-22,3.6295549657891767e-25,26.7,-5.208154810198586e-19,1377.2951854436728,3.0626455509063596e-15,8945.5,2.515605809289073e-16,1.880266847850494e-35,70.3,2154.3,-2.77517089437901e-22,-3.910022323076936e-22,56.53200192836311,50.0,0.0,0.0,0.0,-1.156014177126434e-22,2.5,293.9294565663572,0.05091574863879427,6.417913045421656e-27,0.0,375.0,0.0,0.0,0.0,1.003728097405684,0.1444592040919705,450.0,81.42131871016075,1.4255734000581691e-36,5.014358890356941e-22,0.0,5.575268041121956e-23,0.0,0.0,115.47581172746267,1.304616322106804,0.1307481253162217
4500,-8.074371789619734e-24,0.6999999999997576,-7.692481810050463e-14,-6.1075976332258656e-21,86.38073346592515,-2.8688348511725906e-22,-6.923670456023571e-23,30.6,0.0,8.684087957734345,-1.4966698110923353e-23,170.29565617037028,-4.475983908375451e-23,1.5991127336232207e-25,26.7,-3.1190454725437033e-19,1376.825052840792,2.537935511677245e-15,8945.5,1.8151706684581412e-16,1.8073828809094104e-35,70.3,2154.3,-1.4485831516217857e-22,-2.234501912342103e-22,56.35344967299675,50.0,0.0,0.0,0.0,-6.631100834865205e-23,2.5,293.7584519389291,0.050029210197757246,2.2929865287701814e-27,0.0,375.0,0.0,0.0,0.0,1.0038940051964604,0.14389800151416507,450.0,81.42692205054591,1.5963631599799544e-36,4.383213377896411e-22,0.0,-5.160163622495355e-22,0.0,0.0,115.47584963575136,1.3006000343208743,0.08228246122468139
4600,1.332717743870433e-24,0.6999999999997703,-1.2358367061696101e-14,-3.0135602605478278e-21,86.28230844679071,-1.2901719015646502e-22,-1.2268261401974148e-23,30.6,0.0,8.641640909669432,-2.495626425649802e-24,170.15866020583815,1.9965540296577713e-23,-1.8195263882885197e-26,26.7,-3.734734813616768e-20,1375.9716684375987,2.458521775098338e-15,8945.5,1.3548025836841882e-16,1.8077881537388998e-35,70.3,2154.3,-2.335505051589971e-23,-2.896207659134436e-23,56.31429366033805,50.0,0.0,0.0,0.0,-9.019616489304411e-24,2.5,293.4958402753277,0.04872578942965779,-2.0235891322637982e-27,0.0,375.0,0.0,0.0,0.0,1.0039031698611145,0.14441127255760172,450.0,81.46739877606494,1.6244525114602657e-36,3.5950922863364972e-22,0.0,-6.894790465311209e-22,0.0,0.0,115.47586535419516,1.3078708027271788,0.09350687377333027
4700,7.554286094843275e-24,0.6999999999997804,3.78619530974592e-14,1.0431865751536384e-21,86.0816845052437,5.884558833613628e-23,3.396091477451965e-23,30.6,0.0,8.630654016573239,8.55374088744513e-24,170.0876068229396,3.401794423277307e-23,-2.027011824404282e-26,26.7,1.4685553897621792e-19,1375.4653509231314,2.4525286040803403e-15,8945.5,1.1236428611391953e-16,1.8567966155398436e-35,70.3,2154.3,6.65347939259848e-23,1.145723973129993e-22,56.08030246905434,50.0,0.0,0.0,0.0,3.0939910567232033e-23,2.5,293.1818286084376,0.04864418697827002,-1.482902801912934e-26,0.0,375.0,0.0,0.0,0.0,1.0040800738408797,0.1458353631880321,450.0,81.64218824761183,1.6995591224731315e-36,3.5433863937803803e-22,0.0,-7.706998942535958e-22,0.0,0.0,115.47589260162086,1.304861601678607,0.10103724101092029
4800,-5.905005418592754e-25,0.699999999999758,2.4011964393825295e-14,2.5466751789832095e-21,86.05690935817361,1.339687901440171e-22,1.6493569327738904e-23,30.6,0.0,8.574171720601313,7.907395347170864e-24,169.91130748118852,-1.0672943955435375e-24,-8.813259438935063e-26,26.7,8.351735625544719e-20,1374.4143477747327,2.587445549833398e-15,8945.499999999998,1.2365634727998266e-16,1.8847613513415951e-35,70.3,2154.3,7.21707848461638e-23,5.758899939619157e-23,55.979021695677595,50.0,0.0,0.0,0.0,1.507643942515926e-23,2.5,293.0206194852226,0.04829850516943788,1.0992653184154184e-26,0.0,375.0,0.0,0.0,0.0,1.0041401073480776,0.14583364402502136,450.0,81.89989011438604,1.7316552921369126e-36,4.0465607806039486e-22,0.0,-4.529645143504794e-22,0.0,0.0,115.4759190935325,1.3024073130500837,0.13486600858106879
4900,-2.9992907589478627e-24,0.699999999999741,-5.715925170932862e-15,1.9070600570249593e-21,85.90372282696387,7.758590436988925e-23,-5.451278454229706e-24,30.6,0.0,8.545145413325672,2.0373322190635472e-24,169.74396734495215,-2.733711791320959e-23,-9.577466212548049e-27,26.7,-2.278614361488234e-20,1373.7218854330442,2.7486013174506693e-15,8945.499999999998,1.5825947252475202e-16,1.764450184930378e-35,70.3,2154.3,1.0896128388569155e-23,-2.5062770317442893e-23,55.87810997546693,50.0,0.0,0.0,0.0,-1.0228407089861622e-23,2.5,292.8472960810608,0.04796641968227691,-6.240107475707115e-27,0.0,375.0,0.0,0.0,0.0,1.0042935981365664,0.1456366367117277,450.0,82.06246210886304,1.918255568453215e-36,4.117121039985021e-22,0.0,-1.8173323161724629e-22,0.0,0.0,115.47593602338591,1.3045639810790737,0.05078878536824252
5000,-5.615331399654832e-24,0.6999999999997418,-2.7928145534317144e-14,2.1623444447490517e-22,85.78810014498912,-5.995122752599872e-23,-2.7049769512036885e-23,30.6,0.0,8.495801138458202,-4.541390943019683e-24,169.62278449349574,-8.333678490770336e-24,2.1701135437053232e-26,26.7,-1.064893679827427e-19,1373.2356307121354,2.710357628849252e-15,8945.499999999998,1.5656393601707388e-16,1.748785903766923e-35,70.3,2154.3,-5.234630510025072e-23,-7.202601066759521e-23,55.73437821222448,50.0,0.0,0.0,0.0,-2.6061800430589626e-23,2.5,292.5991816176851,0.047008730364209536,7.038446291428836e-27,0.0,375.0,0.0,0.0,0.0,1.0043308302326275,0.1467588684956085,450.0,81.23360679989048,1.8938729678682388e-36,3.931830722637527e-22,0.0,-2.188347435873954e-22,0.0,0.0,115.4759671308991,1.3000515979440759,0.09250360184255353
