milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,-1.5542905866269892e-24,0.7000000000000101,2.3187857862979434e-14,-8.548119500002481e-22,89.59750158352239,3.8193539758008495e-23,1.8290839616439685e-24,30.6,0.0,9.991062442383447,-1.2332349356509849e-24,174.35745688232387,-2.25513743473405e-24,-5.340727330748587e-26,26.7,9.078593916060278e-20,1394.45637194533,-1.734156051949954e-15,8945.5,-2.7766020921204415e-17,3.0957864608065914e-34,70.3,2154.3,2.041292913476297e-23,2.96836803650335e-23,60.01544339285736,50.0,0.0,0.0,0.0,4.980295404770608e-25,2.5,299.9813952152279,0.10064379215279709,-2.4402877964673455e-26,0.0,375.0,0.0,0.0,0.0,1.0000056093233687,0.10058263724419468,450.0,-0.4336801720466798,-2.2155889386016805e-35,-3.572216275353731e-23,0.0,7.923709104406558e-22,0.0,0.0,115.475413592776,2.3378313084742373,0.11924109973290234
100,7.302686106232252e-24,0.7000000000001824,1.941529416048933e-15,4.612631520746274e-22,89.62586543720154,-9.451231419065901e-25,8.93214771768437e-24,30.6,0.0,9.974383282256753,-2.342236066089059e-25,174.218511811356,1.2512903211448747e-24,-5.375481498873478e-26,26.7,2.882418198042501e-20,1394.03644478439,1.5333118303371747e-15,8945.5,7.658319433288615e-17,-1.3071729405386237e-35,70.3,2154.3,3.180192472669048e-23,3.7962622684388225e-23,60.00897895743933,50.0,0.0,0.0,0.0,-3.042632437929223e-24,2.5,299.87952193233866,0.09767486939129552,-3.120131323764424e-26,0.0,375.0,0.0,0.0,0.0,1.0000164441393342,0.10168893583713826,450.0,24.85147714501989,-1.9082308575779497e-35,-1.7885345591888065e-22,0.0,-5.343240668271451e-22,0.0,0.0,115.47541539859783,2.3357739359423095,0.05451898046017595
200,-5.082969220728353e-24,0.6999999999998326,-7.913371694105612e-15,-2.8204603879933373e-22,89.63163257293799,5.812230305968718e-23,-6.340023878703967e-24,30.6,0.0,9.979904264294087,-6.10949592802281e-25,174.22597260763635,1.2469035244016297e-23,1.8411595155206904e-26,26.7,-8.954276892371936e-20,1394.0008196378583,-6.813830206292715e-16,8945.500000000004,-1.2567313002709514e-16,-1.1492806852389822e-35,70.3,2154.3,2.3696309947423343e-23,5.162020943449827e-23,60.04141677583747,50.0,0.0,0.0,0.0,9.602812751636415e-25,2.5,299.91250188837745,0.09529813150249296,4.3891307398991607e-26,0.0,375.0,0.0,0.0,0.0,1.0000113388347716,0.10309659689524588,450.0,41.53379365247042,2.207704132449254e-36,-1.6231186089216611e-22,0.0,1.232538995020009e-22,0.0,0.0,115.47541039983089,2.334732567137071,0.05729361424373965
300,6.990536412455402e-24,0.6999999999998022,-2.710344743488717e-16,1.6341476214425681e-21,89.51929072035732,9.735121794823942e-25,2.0052022509209085e-23,30.6,0.0,9.966230888435975,3.3609635653203793e-25,174.344776939263,-7.403485613342925e-24,-5.456526083868922e-26,26.7,1.980601327162412e-20,1394.330599357124,1.3402008441667331e-15,8945.499999999998,7.751321114857682e-17,-1.5306046865243695e-34,70.3,2154.3,-9.380598607108487e-24,-5.210260692172097e-24,60.026610995561285,50.0,0.0,0.0,0.0,9.256714663428489e-25,2.5,299.9261748159376,0.09509976298110169,-4.6230064208798236e-26,0.0,375.0,0.0,0.0,0.0,0.9999787852234933,0.10648494272875665,450.0,53.731483983044946,-2.3065212276283534e-35,4.5619424487567026e-23,0.0,9.423878443079185e-23,0.0,0.0,115.47540916891386,2.3297124545247905,0.026876419868571182
400,-3.343851679180698e-24,0.6999999999998997,1.0215598726236449e-14,5.35336867385851e-22,89.62063625615318,-5.949902509006724e-23,-1.5268094349354273e-23,30.6,0.0,9.967670055043891,2.5544168612922688e-26,174.2672400661557,9.101625462706509e-24,5.21708075922038e-26,26.7,-7.602720200335574e-20,1394.2531753904527,1.505766819878554e-15,8945.499999999996,7.958069841030422e-17,-1.7591775889263958e-34,70.3,2154.3,-3.7718461634956395e-24,-2.5728535374675008e-23,59.91219860173177,50.0,0.0,0.0,0.0,3.0720432980178043e-24,2.5,299.9576916301197,0.09183323242597746,-4.5614948660772653e-26,0.0,375.0,0.0,0.0,0.0,1.000002207959605,0.10770798041057075,450.0,61.965695540220906,-3.333170855443008e-35,-3.621229816884711e-22,0.0,-4.844857526542223e-22,0.0,0.0,115.47540597967968,2.3225715159253792,0.0490059065105962
500,-7.678487192959312e-24,0.6999999999998202,-6.3162029063561835e-15,1.7900546281916386e-21,89.58534491646192,3.057194370901124e-23,3.956531646807011e-24,30.6,0.0,9.979868850605955,1.6263614672740826e-25,174.2678883882016,1.74507342935902e-23,-7.499023479896652e-26,26.7,-6.484072354208858e-20,1394.3747224933804,-1.2205550161835806e-15,8945.499999999998,9.491802474835105e-17,-6.772277916196847e-36,70.3,2154.3,7.218703346288357e-24,5.662041793164406e-23,59.941423982294374,50.0,0.0,0.0,0.0,3.4794252498075215e-24,2.5,299.8061757526629,0.09044713641646339,7.927252656491395e-26,0.0,375.0,0.0,0.0,0.0,1.0000661401331816,0.10997515075647454,450.0,67.05297001734432,-1.6669968524147517e-35,-3.1959215363445667e-23,0.0,6.576221726439951e-22,0.0,0.0,115.47540487893399,2.326213710251602,0.043467885240577875
600,-5.567167219461721e-24,0.6999999999999916,1.7917867892504632e-14,6.152460870266462e-22,89.45340600158859,3.584659861321265e-23,-1.0838267173124106e-23,30.6,0.0,9.96228848594203,1.1093745787215862e-24,174.18943948717978,1.726531099731374e-23,-9.241385488201764e-26,26.7,2.0107915351303435e-20,1394.0288791432297,-1.0632825717189576e-15,8945.500000000002,-1.286913391138153e-17,-7.485378099817151e-35,70.3,2154.3,3.406749170108451e-23,6.728187804778101e-23,59.94535540763626,50.0,0.0,0.0,0.0,-2.7022219658861458e-24,2.5,299.72362100516114,0.08863893608279888,8.252550988225863e-26,0.0,375.0,0.0,0.0,0.0,1.0001373853952982,0.11154204561803419,450.0,71.01731480027136,1.9690324890061727e-35,1.1391299244888765e-23,0.0,1.7766284360327512e-21,0.0,0.0,115.47541576538617,2.32201696275897,0.0309600716382537
700,-3.656255134276454e-25,0.7000000000002118,-1.7952983425811912e-14,1.6229124835683686e-21,89.42905060648297,-2.7929368103751784e-23,2.0682503084642827e-23,30.6,0.0,9.919827677337835,-5.254827854032751e-25,174.17292578997214,-7.0354751166785255e-25,-7.593373719388979e-26,26.7,-3.6429424892569867e-20,1393.4133113339192,1.3575035322484749e-15,8945.500000000002,-1.1136496202874008e-16,-3.4837848345419213e-35,70.3,2154.3,4.7749506548346213e-23,-3.271450608821036e-23,59.87297545546852,50.0,0.0,0.0,0.0,-2.4911507350579503e-25,2.5,299.80005410863214,0.08758810882773388,4.6969782137668455e-26,0.0,375.0,0.0,0.0,0.0,1.0000830345103013,0.11281633535746717,450.0,74.67054272045667,2.7847466480575394e-35,-3.0011920946843986e-23,0.0,-2.0996978955269982e-21,0.0,0.0,115.47541495040024,2.3104928008851093,-0.0077381251809320595
800,3.2207181138912318e-24,0.6999999999997818,2.750010375339983e-15,-1.6961481165343893e-22,89.47595488298519,-5.409574897841017e-23,1.0695702705857823e-23,30.6,0.0,9.928430813480306,1.0904384424821458e-24,174.0382001147682,9.981110831278078e-24,3.823405826262153e-26,26.7,1.6322995400640317e-20,1393.4272297277985,-5.262719014798163e-16,8945.5,1.9253692815744424e-17,-4.813495214861882e-38,70.3,2154.3,4.3491511051806953e-23,3.388041847430082e-23,59.80397118874288,50.0,0.0,0.0,0.0,2.756398950825972e-24,2.5,299.6013469701432,0.08546259309618956,-2.024028180143777e-26,0.0,375.0,0.0,0.0,0.0,1.000143500713234,0.11453503264179803,450.0,76.33331059151772,2.0353987195300837e-35,-3.193799651847872e-22,0.0,-1.8386896698111777e-21,0.0,0.0,115.47541487133404,2.3045561050412986,0.019532223933911824
900,2.312119302530069e-25,0.6999999999999759,1.918857279443733e-14,1.7881505147327267e-21,89.4642513006916,-3.2490581706727123e-23,1.8719500219866622e-23,30.6,0.0,9.91726824567025,1.2162372782775708e-24,174.0504443233744,1.267959630695685e-23,-3.459636993981662e-26,26.7,-7.28113052293796e-20,1393.198864009467,-1.833763795717041e-15,8945.499999999996,1.3162503896977464e-16,-2.325313708896083e-34,70.3,2154.3,1.5902240150706485e-23,2.9088840070940045e-23,59.76594011548805,50.0,0.0,0.0,0.0,-4.672502036835403e-25,2.5,299.6663351355542,0.08420934010521423,-1.3183774111662323e-26,0.0,375.0,0.0,0.0,0.0,1.0002363205767661,0.11664734679654973,450.0,77.8172906077054,-3.442070936163347e-35,2.1421556024310976e-22,0.0,1.5833632000262258e-21,0.0,0.0,115.47541236080792,2.3079569983571204,0.05822809789943614
1000,9.622762939622626e-25,0.70000000000018,-8.992344210230507e-15,-7.220275095848383e-23,89.34144713217842,-1.563388927717222e-23,-9.173214626228421e-24,30.6,0.0,9.913127045304645,-1.1101743068628763e-24,174.04118905876373,6.098788135772755e-24,7.346885715155335e-26,26.7,9.954109155538789e-21,1392.9164467231506,1.4306745854705194e-15,8945.499999999996,-6.454705608698916e-17,2.153306910867461e-35,70.3,2154.3,2.1120228939230195e-23,-5.612183298260495e-23,59.67960324878481,50.0,0.0,0.0,0.0,7.669358642988336e-25,2.5,299.4723171355064,0.08279456564536762,4.3770457975930694e-26,0.0,375.0,0.0,0.0,0.0,1.0002090027873332,0.11674155055264498,450.0,80.0226400080105,1.0227540793924171e-36,-2.961257356829791e-22,0.0,2.121450945989e-21,0.0,0.0,115.4754104131472,2.2967152663145916,0.0740869547922576
1100,1.3753824485557347e-22,0.6999999999988268,4.530443697140115e-13,9.213593548638607e-20,89.30435271896084,8.737517146504217e-22,3.950440733326368e-22,30.6,0.0,9.890717216495705,-2.5303073472833707e-23,173.9857773791658,-1.2584336224318282e-21,-1.4773866279035104e-23,26.7,1.6428873763682898e-18,1392.6967000443476,1.1324719503201398e-14,8945.499999999998,3.2946849045851893e-16,9.218275537699094e-35,70.3,2154.3,8.624917610939638e-22,1.2912119312851937e-21,59.650443128696416,50.0,0.0,0.0,0.0,-1.5418307790875198e-22,2.5,299.35335453145746,0.08125979167075686,3.4678666556252425e-24,0.0,375.0,0.0,0.0,0.0,1.0002506978727952,0.11825870960200921,450.0,80.13211203824322,4.570724217914161e-36,2.3420095377256074e-21,0.0,1.622238181298335e-20,0.0,0.0,115.47541205967151,2.3307497877056167,3.6531795294711475
1200,-6.014184486562012e-23,0.6999999999990305,-6.846416900649063e-15,8.456343987294403e-20,89.20180284222624,3.965615691758972e-22,-8.327470082996406e-24,30.6,0.0,9.8372556727714,-4.59332768822188e-23,173.85689575098772,-7.664916310737907e-22,-3.309602489868005e-24,26.7,5.669126448493077e-20,1392.2860473805893,1.0537074712410508e-14,8945.500000000002,6.459935035133504e-16,3.3009073426638536e-34,70.3,2154.3,-2.5998008053903702e-23,-1.1899914236426522e-23,59.60100707713663,50.0,0.0,0.0,0.0,-2.4962185008211465e-22,2.5,299.4081897466242,0.07952902497353803,6.817545191029409e-25,0.0,375.0,0.0,0.0,0.0,1.000314263077503,0.1197727878850043,450.0,81.06993270123614,1.1245387240369493e-35,2.0431874070696997e-21,0.0,1.4351600880986616e-20,0.0,0.0,115.47541571324562,2.3682344652460667,3.2955796993294992
1300,3.2068206780247547e-24,0.6999999999991421,-2.5791938622073995e-14,1.9325487547871086e-20,89.15116343224024,-1.7089637308698322e-22,-2.1549704635787378e-23,30.6,0.0,9.844774281482787,-2.3668523108061035e-23,173.767497510361,-3.5216059376980917e-22,-3.865680943751104e-24,26.7,-2.3292473670911593e-19,1391.9285773790018,9.963022773171572e-15,8945.500000000002,5.292509359109668e-16,8.960626456179531e-35,70.3,2154.3,-4.505629031937973e-24,-9.451633724097425e-24,59.491834543726675,50.0,0.0,0.0,0.0,-8.843335108263945e-23,2.5,299.25311370208925,0.07833662078380936,5.904554105397905e-25,0.0,375.0,0.0,0.0,0.0,1.0003849986628284,0.12119310426532107,450.0,81.36968561841095,-2.618243205227158e-35,1.7383805808677032e-21,0.0,8.787662094076009e-21,0.0,0.0,115.47541583219471,2.3914497019825545,3.0156631937403886
1400,7.054364844841608e-23,0.6999999999989025,5.90275354995625e-14,4.75600553921059e-22,89.18124681580983,3.2430522462190875e-23,3.219552974342146e-23,30.6,0.0,9.8148251660692,-2.8738885089224882e-24,173.77786713632028,2.6163323307781596e-22,4.669833320208061e-24,26.7,2.749041899174122e-19,1391.735884215572,7.568134965769376e-15,8945.499999999998,5.273987817436219e-16,-2.0684224160318183e-35,70.3,2154.3,1.713966218815907e-22,1.342926276485529e-22,59.49193023196941,50.0,0.0,0.0,0.0,-1.772943816651507e-23,2.5,299.1775618237596,0.07682954270108745,3.862334932565593e-25,0.0,375.0,0.0,0.0,0.0,1.0004641908502212,0.12256207593760296,450.0,81.34352726070324,1.822054209481635e-39,1.4331528733757476e-21,0.0,1.1073322157241652e-20,0.0,0.0,115.475427458694,2.410911193656839,2.6855610042967197
1500,8.990451814311345e-23,0.6999999999987628,1.4754614696953662e-13,1.227297335725438e-20,89.05243734701365,2.5862987951111783e-22,1.2323541540419358e-22,30.6,0.0,9.761792825171097,1.9760006032669905e-23,173.71158474917783,3.19331901789069e-22,-3.5464610937569076e-25,26.7,6.517963576990158e-19,1391.6693917316763,1.4453314659513876e-14,8945.5,6.413497910569133e-16,-1.1064933709399135e-34,70.3,2154.3,3.0578167928547007e-22,5.119556068197159e-22,59.40587094474815,50.0,0.0,0.0,0.0,7.800072982131241e-23,2.5,299.00312836229466,0.07442264513576143,4.213787345428332e-25,0.0,375.0,0.0,0.0,0.0,1.0004644620219305,0.12501278037872177,450.0,80.65385148832367,-2.0979522654001416e-35,2.126635488961282e-21,0.0,1.441398028636712e-20,0.0,0.0,115.47542866044726,2.4349483906481826,2.479510531186575
1600,1.5637337216412827e-23,0.699999999998582,6.379984789642353e-14,2.7221195997417514e-20,89.02828933709921,3.1571698511513635e-22,7.676467900171924e-23,30.6,0.0,9.746432765903688,8.255778366390698e-24,173.5277621627017,-7.853737933267989e-23,-3.8777713498863556e-25,26.7,3.21275273114219e-19,1391.0595988035739,1.2905152695789566e-14,8945.499999999998,8.007523259686417e-16,2.0982236740829616e-34,70.3,2154.3,2.1098629086862903e-22,2.446695224252837e-22,59.320725369844624,50.0,0.0,0.0,0.0,2.1971809685679843e-23,2.5,298.9610316111901,0.07299103657513757,2.8119501606454867e-25,0.0,375.0,0.0,0.0,0.0,1.0005215531332972,0.12672174693740929,450.0,81.87181871599088,-3.037041042925337e-35,2.264238330952935e-21,0.0,1.436198913571247e-20,0.0,0.0,115.47542767274163,2.454390291316669,2.2541507805340895
1700,9.004897795579402e-25,0.699999999998673,9.174282711737296e-15,-2.948872740158864e-20,88.9555085180207,1.4322153837811425e-22,4.667120060975916e-24,30.6,0.0,9.71964320131775,3.061424060708085e-24,173.51860341261133,1.855439452801442e-22,2.5414782246476268e-24,26.7,6.710813185915359e-20,1390.6389673281406,1.6161369640927915e-14,8945.500000000002,8.314580268132668e-16,-1.6158244650238503e-35,70.3,2154.3,2.3031250969611404e-24,-3.080202829908169e-23,59.23634196482888,50.0,0.0,0.0,0.0,4.2143499073602585e-24,2.5,298.8189579103795,0.07181821971046336,-2.8688410179333767e-25,0.0,375.0,0.0,0.0,0.0,1.0005650414481821,0.12688274162452678,450.0,81.33456527600663,-1.65400161342281e-35,1.969428020769959e-21,0.0,1.4496200355538478e-20,0.0,0.0,115.47543658942917,2.4694983764525076,1.9699935488023974
1800,4.202239689393604e-23,0.6999999999984884,4.5798011539352136e-14,-2.487490086997555e-20,88.88488856702647,-1.82603492183692e-23,1.743048655814412e-23,30.6,0.0,9.701157838949204,1.2818150279234994e-23,173.3738972603273,3.242581953923716e-22,1.1728442638806437e-24,26.7,8.214100284481728e-20,1390.739489177436,1.5254075340835823e-14,8945.500000000002,8.285115499034462e-16,3.422261883408e-34,70.3,2154.3,7.704613588356436e-23,1.2236531343963274e-22,59.19893550952249,50.0,0.0,0.0,0.0,7.11241074010833e-23,2.5,298.6965120540433,0.07040589706959433,-2.412252021322703e-25,0.0,375.0,0.0,0.0,0.0,1.000679600392328,0.128181505015512,450.0,81.67363708836133,-1.4693000417368094e-35,1.9863544846671495e-21,0.0,1.4615461619769707e-20,0.0,0.0,115.47543496537772,2.4844919499211877,1.8524334016235695
1900,-1.2049650068742774e-24,0.6999999999982544,5.489065832327706e-14,1.758881996166968e-21,88.75716952011618,1.1593667412671095e-22,2.5774421968668895e-23,30.6,0.0,9.652560030790719,1.1452088179371296e-23,173.28427045530296,5.254161676008959e-24,-4.272314555362183e-25,26.7,1.507170211023612e-19,1389.9227681059938,1.4036973193623517e-14,8945.5,7.936853069935798e-16,-1.1229894929323842e-34,70.3,2154.3,6.711779752324171e-23,8.607700219754758e-23,59.07976195231705,50.0,0.0,0.0,0.0,4.5264163762515124e-23,2.5,298.4402817733869,0.06876286154892754,7.817065661424663e-26,0.0,375.0,0.0,0.0,0.0,1.0007697010627015,0.12943832449752532,450.0,81.61720497742614,1.596181266072303e-35,2.1169512418689063e-21,0.0,1.406994955446222e-20,0.0,0.0,115.47543510342342,2.499603299721378,1.6373937915800363
2000,-9.80509512971373e-24,0.6999999999986277,8.51282692059223e-15,4.870380032610501e-22,88.76628358349149,2.0885865678638143e-24,-2.877237481307661e-23,30.6,0.0,9.637865945243213,-4.0030228775492315e-24,173.19108751191783,-9.806469821875898e-23,-4.6264221493923875e-25,26.7,-5.3937991673228825e-20,1389.2715291067755,1.7702134785645354e-14,8945.5,9.724708920504318e-16,-1.2367233790715016e-34,70.3,2154.3,-1.8462495339102985e-23,-4.855832784764043e-23,59.00438278141223,50.0,0.0,0.0,0.0,-2.028881226704169e-23,2.5,298.3358308625469,0.0674549556867852,-4.5954619248418293e-26,0.0,375.0,0.0,0.0,0.0,1.0007777225974366,0.1312190670870036,450.0,81.00762311679817,2.4020308167162233e-36,2.4987562350790284e-21,0.0,1.4281370757568164e-20,0.0,0.0,115.47543913641286,2.51088014050063,1.4750264355597855
2100,-7.071587842952988e-24,0.6999999999984114,-4.1328402869548826e-14,3.1102847794088415e-21,88.5954346547103,1.477471981110309e-24,-3.360383931846545e-24,30.6,0.0,9.591184551567377,-4.173116636055993e-24,173.2043328911106,-2.8753331932827805e-23,-1.078563323308204e-25,26.7,-4.9539531701203067e-20,1389.4450879140159,1.350058974103586e-14,8945.5,7.639587746917013e-16,2.672391873105959e-34,70.3,2154.3,-8.657221121959807e-23,-7.902748810447782e-23,58.90518875493437,50.0,0.0,0.0,0.0,-2.0309897368047086e-23,2.5,298.1925182384289,0.06623515551922574,-2.1965832805505685e-27,0.0,375.0,0.0,0.0,0.0,1.000838146695084,0.13208812086358818,450.0,81.12738532546913,2.949848132965852e-35,2.0542139392733775e-21,0.0,1.3674596709835254e-20,0.0,0.0,115.47545374621984,2.5121632632917947,1.2972989296309076
2200,-2.0233724417002305e-24,0.699999999998602,-8.758970876563562e-15,1.032313374592911e-21,88.55221154632234,-6.11709014584861e-23,7.029327404067226e-24,30.6,0.0,9.525365121563551,1.5146923550462777e-24,173.059274420538,3.091610200977648e-23,-4.438578474205518e-26,26.7,8.706354787140525e-20,1388.8018939925591,1.6907061890211274e-14,8945.499999999998,7.586578076391328e-16,4.792144764787186e-34,70.3,2154.3,5.611576937264299e-23,9.450254882625116e-23,58.88105468975852,50.0,0.0,0.0,0.0,8.164477919164535e-24,2.5,298.0147115323318,0.06590059974296299,6.441117321829313e-26,0.0,375.0,0.0,0.0,0.0,1.0008955642385935,0.13383912542394427,450.0,81.92730392284005,1.6107655755699317e-36,2.064891524833301e-21,0.0,9.928723750001929e-21,0.0,0.0,115.47545881667607,2.527223401426725,1.2073500367786316
2300,4.7529954927402354e-24,0.6999999999985277,2.3146681303225673e-14,5.043673874521412e-21,88.47507951107387,3.282514093442383e-23,4.023211750755244e-23,30.6,0.0,9.49967498374788,5.888012616358847e-24,172.95867443094107,-3.865948810462993e-25,-3.0278188626918427e-25,26.7,1.1431588481268774e-19,1388.3966659758435,1.728710248276005e-14,8945.499999999996,7.82261500869748e-16,1.9172295765773191e-34,70.3,2154.3,7.296725056784713e-23,4.5075466540347263e-23,58.65897551665001,50.0,0.0,0.0,0.0,3.3833652109370206e-23,2.5,297.8055274554473,0.06498673778188202,2.1786577274019427e-26,0.0,375.0,0.0,0.0,0.0,1.0009844078150005,0.13413290265916347,450.0,81.00087612920684,1.9735413154924531e-35,1.96271959562103e-21,0.0,1.1792973073926732e-20,0.0,0.0,115.47545612382032,2.5330842465431203,1.0715412196059941
2400,3.683539279541812e-24,0.699999999998405,3.630092478202156e-14,1.3858443132299205e-20,88.33790371192872,1.263543153539037e-22,3.33081437819986e-23,30.6,0.0,9.448820185909462,1.26973880558291e-23,172.85000839006662,1.0749217059853569e-23,-6.4918096892246585e-25,26.7,1.6704230186989547e-19,1388.0201842258946,1.550997616565852e-14,8945.499999999998,6.839274648271152e-16,2.8561104741644576e-34,70.3,2154.3,1.347705051832545e-22,1.794506452865428e-22,58.61616714388638,50.0,0.0,0.0,0.0,6.398786512518505e-23,2.5,297.6717080489949,0.06220091710071542,6.679351224269126e-26,0.0,375.0,0.0,0.0,0.0,1.001031422613313,0.1357886277562372,450.0,81.69460429864608,3.365689342293299e-35,2.0034559887074035e-21,0.0,9.272671704569542e-21,0.0,0.0,115.47546449942024,2.5316926574895207,0.9533669784096616
2500,2.188333042565676e-24,0.6999999999986316,3.805970802951976e-14,1.275334333382642e-20,88.33674354289043,8.652679921698843e-23,3.44126345078639e-23,30.6,0.0,9.42036543372994,7.38070936334961e-24,172.68092912539962,-3.137680247742798e-23,-4.356971810007491e-25,26.7,2.2263866785379862e-20,1386.9774387607106,1.6242495438965186e-14,8945.499999999995,7.147699077232804e-16,-1.465038309002857e-34,70.3,2154.3,1.2796107848753667e-23,3.254559039057623e-23,58.44426511087292,50.0,0.0,0.0,0.0,3.634955576539858e-23,2.5,297.47565077159567,0.062355085666367285,-2.114502306473342e-26,0.0,375.0,0.0,0.0,0.0,1.0011035776155286,0.136154737031292,450.0,82.42689238111458,-3.078447196061481e-35,2.412960017215124e-21,0.0,9.428828575310624e-21,0.0,0.0,115.47547632329676,2.538073811066813,0.905227216477217
2600,-8.940110275647868e-24,0.6999999999988015,-3.289960252834994e-14,-1.626033631855025e-22,88.14551374986105,-1.506355099096119e-23,-1.3895899477037014e-23,30.6,0.0,9.418716458935156,9.02955596291211e-26,172.55500029139216,-4.221238696292488e-23,-1.4954587067221383e-26,26.7,8.016167695170789e-21,1386.3466959994726,1.3989775680680358e-14,8945.499999999996,8.948111635660669e-16,4.902481136605184e-34,70.3,2154.3,-1.6743257718796457e-23,3.443765962321367e-23,58.41269021085333,50.0,0.0,0.0,0.0,-8.924272748421243e-24,2.5,297.39721176167166,0.06144957558265757,-8.43376352037726e-26,0.0,375.0,0.0,0.0,0.0,1.001242967605299,0.13757244378316208,450.0,81.30111147816329,-7.469922516447238e-36,1.880765926324915e-21,0.0,7.256600122094127e-21,0.0,0.0,115.47548017503085,2.538447261992976,0.7763339644650253
2700,-3.154629582680136e-24,0.6999999999985361,-3.617489559561602e-14,-2.430509297433117e-21,88.04309724894046,-4.9638833695040303e-23,6.925273175191284e-24,30.6,0.0,9.377207832907501,-3.391504749902993e-24,172.53776366774477,2.4345475169409653e-23,1.291167835003702e-25,26.7,-1.0821942792583214e-19,1386.0223788514872,1.2367838211656982e-14,8945.499999999996,7.447459259476283e-16,1.9533893111064586e-34,70.3,2154.3,-7.849219265225081e-23,-2.9787687280375396e-23,58.35113912920894,50.0,0.0,0.0,0.0,-1.5238767569346343e-23,2.5,297.1720879683775,0.060414849065391595,9.252221123862247e-26,0.0,375.0,0.0,0.0,0.0,1.0013081976740352,0.13845607120588674,450.0,81.69894305752281,-2.68049406118546e-35,2.362295612760962e-21,0.0,8.893914984113382e-21,0.0,0.0,115.4754878263116,2.549782859769465,0.74530326852446
