milliseconds,C_PCC,P_PSC,E_CD8,N_Killer,H_T_Helper,R_T_Regulatory
0,1000122271.570767,5510368.812152309,874003315.0537016,482272312.580537,2115288783.9951336,158792914.2598454
100,1000286718.5648668,5718353.132203143,869505463.6893408,481427823.3889422,2112735979.1320767,158649025.8572809
200,1003343774.5643826,5697383.576771757,870026580.1403745,480207624.5259314,2108604013.2538126,158004448.4443389
300,1003512059.8267301,5869611.817604437,863186742.2343556,480487182.8905275,2106518624.4580579,158336654.78242478
400,1005850352.0553464,5786461.521474413,862270402.5337842,480173911.84600043,2107941963.7455335,157848131.30498934
500,1004731379.2768803,5815218.917196928,859086957.1420716,479752500.61137223,2105475399.0948112,157550966.63076562
600,1005937933.7793937,6073300.4585008705,856070928.7632821,478775662.5708297,2104550526.6485755,157427406.76858318
700,1007752908.9229403,6000527.524454984,853827473.1125578,478051227.14220005,2096351005.5266027,157089245.71046826
800,1007461298.3100456,6128219.705790544,851794867.2654171,477237442.325576,2098885907.6989908,156789059.7987977
900,1010010019.2734723,6129981.428026032,846957117.8491104,476478361.8078823,2095800704.75395,156538989.88887098
1000,1010881872.7542186,6297331.448973231,849485455.6424211,476454594.50920933,2094218962.8964121,156433084.69319096
1100,1010724464.9172142,6289936.434934183,844103850.8754727,475955038.4489863,2091334875.1681104,156271478.7847009
1200,1014646349.0860646,6346002.102451678,838461044.4804168,475686641.73797756,2083930851.3816202,156081542.86470985
1300,1013292218.4991925,6332327.096728592,836480721.2226207,474992174.5470903,2081603405.363327,155610659.55481106
1400,1015689726.3764335,6500832.025231761,831672057.1909803,474032511.85249555,2080762916.6014209,155772130.2780909
1500,1015918820.5966886,6461176.258241132,833013276.33024,474172732.34137565,2080988202.2123342,155422445.49481747
1600,1015959564.1219428,6531980.962942287,830514067.2613876,473829994.256707,2073323615.670097,155021026.5749957
1700,1018395965.961373,6659655.496677496,825279437.7187276,472589207.600379,2069989718.9200833,154768826.93149754
1800,1019597039.3902076,6684258.945010881,828658323.8365102,472723722.74578434,2072120609.698788,155053790.45412382
1900,1020069680.51454,6878337.977373808,822038564.9211453,471524320.000854,2066866380.7380092,154799700.021235
2000,1023529344.5381815,6965732.904472755,823282285.97638,472079074.08903736,2065885144.02713,154109021.38563713
2100,1023138053.5135854,7047922.853112816,820696016.2170569,471863241.55305934,2060137559.2330909,154367579.5904184
2200,1024161273.4152287,7046263.391868022,817747470.3062245,471153901.7998913,2063262148.445598,153747290.75685343
2300,1024682786.5859267,7061869.513746186,813516073.4170321,469705415.23357284,2055232128.8256457,153580838.9441875
2400,1027624928.4656045,7232810.859966678,812754460.594154,469627364.3959305,2056147680.9195824,153572606.59096295
2500,1027441081.7380983,7262449.567168155,808433382.6953955,469324281.542623,2049392513.7954,153494009.8314004
2600,1029733152.2748501,7314799.916863338,802392625.8704478,468395104.2594527,2051150595.1025476,153385242.84003684
2700,1029718765.5287014,7372940.2974480735,805007296.5873839,468623825.48334336,2048832634.6116345,153043614.08348155
2800,1029924515.9305378,7394114.7966991095,796218422.5069557,467965047.60524416,2046252346.084936,152429947.35071826
2900,1033390060.9518596,7669777.4447283065,795596195.2812843,466989465.8693531,2042584570.2562394,152419451.84221244
3000,1034392720.6862271,7570241.380406049,790758157.3762374,466982999.0900079,2042090746.0211823,152193262.74128625
3100,1035436371.1281501,7740312.404900189,791387819.8402954,465715556.0910883,2040375688.4260175,151992223.37123284
3200,1035584829.56761,7922656.862311502,786770799.92703,465890058.5017425,2038520498.5079486,151821566.42517322
3300,1037716897.6494316,7917356.10263543,786319189.940775,465203068.4849249,2032896464.50491,151414781.2478373
3400,1037536832.9574788,7980809.000789641,784651907.9415926,464361131.1409122,2029357031.87264,151578906.5125073
3500,1039092704.4042866,8143227.347324312,783352174.3499354,464205935.72747487,2030582485.452037,151196488.9388826
3600,1039446486.068977,8215158.867923555,780727277.7473667,464424280.9437766,2027632858.3242223,151054569.08310372
3700,1040656997.3964075,8313594.1691615805,776138215.2725648,463792504.6122194,2020130053.3639705,150648294.54900408
3800,1041990705.4848483,8237435.500136101,776298625.2421371,463322076.6381578,2023214436.7427564,150373095.59399012
3900,1042479231.2789927,8437205.995513473,775915023.4506279,461836998.4387539,2020473794.9636023,150408514.41247755
4000,1044845787.637103,8578735.496911982,769624197.7284219,462441619.9013637,2017951209.047103,150238360.81454888
4100,1044747137.8935169,8587830.498624872,766139894.2065835,461383084.8760085,2016283235.2109606,150172204.74800146
4200,1048727241.2095091,8564042.726022743,766656083.0702173,460452336.65228087,2010213303.8859887,149750603.58485025
4300,1047681326.5637686,8786923.77753913,763835108.453134,460229210.25541323,2009420025.925111,149291390.75962144
4400,1050161385.2732716,8927201.051891916,759309655.9393098,460062608.08414036,2004321919.2925284,149052663.74184778
4500,1050494569.8417143,8897745.335908718,755574161.167166,459600674.0823113,2007203325.536679,148995194.2976052
4600,1053568929.2056853,8939208.377625026,757558681.4716923,459383079.140759,2005059809.5859232,148621204.11452368
4700,1052488770.9321927,9085190.385064075,751347648.5678402,458106376.996097,2002655249.4773147,148779603.58346212
4800,1056085480.9936908,9288309.781190902,748335239.5665073,457289218.0087613,1996427428.9240806,148748629.80852485
4900,1057290161.9753766,9327294.865452992,744831281.9152284,457732531.1453035,1997145769.3881958,148457487.17412916
5000,1055293304.4214607,9501717.637763038,746784219.0877713,456331898.9343477,1991604490.1304092,148153827.47192243
