milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,2614898849.18954,50519378850930.805,272162233516718.06,173256125600148.03,48137019860.503,267734110054.32718,171926513092.31406,7989397981.718613,14142208450523.39,9013607049318.055,3969270.092886555,9384239838.047752,6010625818.274936,217131553904.9424,552055417051.3516,369104896025.1611,405730453.32938695,891537510.4184203,596221277.5927408,158614524.28391364,35502589536.5992,22079870609.249653,111087.73080261002,31197387.923329655,19698566.314334426,9037435096123.918,8092960545.526696,3690559601.0545235,9037435096123.918,8092960545.526696,3690559601.0545235,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,3119082728.7959437,49637029404832.164,291130763902949.4,204140943782237.9,51781746493.86138,314508327324.6685,222662000529.7433,10396260786.983206,16706322354936.613,11728337281686.854,5659656.853483736,12167962946.631569,8589111147.177023,231461776546.92932,631798951860.7385,469919764021.5811,472566763.63248515,1115015301.3953264,831228450.5599535,220161862.67163548,44746352391.43069,31030871496.793053,168262.53639285063,42945802.95184706,30283964.48236813,10618789473388.486,9655009065.480307,4779453097.541043,10618789473388.486,9655009065.480307,4779453097.541043,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,3659517623.333396,48774813643912.64,308904592020548.75,236595219354274.34,55248657023.35137,363438018629.20447,281306536402.66754,13197451951.05238,19414420807941.26,14886786036294.412,7807614.147104907,15392495790.678604,11874073317.025726,244769011645.47864,711620529404.7057,583753632210.0244,541516720.3209075,1361159958.4191437,1121448999.1070294,295754903.1567412,55047649400.50609,42199683008.6029,244636.86887347404,57230171.269831695,44681548.485531196,12372247568602.418,11399343127.372066,6071337800.088436,12372247568602.418,11399343127.372066,6071337800.088436,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,4234486560.9001703,47932115858123.65,325547100020803.2,270440138410883.97,58545156162.95137,414241145237.9799,348078022717.5125,16409101915.553026,22253743462337.668,18506523450006.285,10476226.408995021,19072398292.534607,15965574583.260252,257114501962.3637,790939999992.1951,710391718909.311,612116101.8372608,1628378532.3154337,1471949843.8542519,386564562.40201664,66364266529.68644,55827834141.72357,343682.4425806782,74223385.37831485,63689396.13209803,14305669728180.883,13337578630.054365,7589321296.246376,14305669728180.883,13337578630.054365,7589321296.246376,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,4842341178.393629,47108344899291.68,341118313477123.9,305508577934270.5,61678313639.13968,466657671965.94025,423139119475.0179,20045066100.037674,25212422829589.79,22602421623066.145,13729179.113399418,23219534789.117996,20965168514.596287,268555232329.32486,869278298255.6189,849519378954.0753,683946505.7993497,1914980728.318378,1887357377.431612,493636070.91865325,78648279743.71896,72146047940.33095,468962.42646565515,94072428.79528765,88160198.80145547,16425817254743.443,15480029191.926006,9357856210.986492,16425817254743.443,15480029191.926006,9357856210.986492,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,5481498910.317244,46302932989331.8,355675082303490.2,341644433639805.75,64654881580.56884,520448047014.84595,506602194951.9937,24117102393.304504,28279427784898.184,27186854596457.895,17630321.56934375,27843336906.777035,26975197662.554173,279144306128.68555,946243513872.8182,1000740020893.0045,756631187.4181881,2219227187.775748,2371833644.528959,617886911.9418598,91847882152.71106,91372659118.42482,624083.8609210344,116899366.25024351,118993166.29710491,18738427027952.688,17835733605.003742,11402579990.123646,18738427027952.688,17835733605.003742,11402579990.123646,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,6150440298.844093,45515334595019.31,369271251781140.3,378701984589002.94,67481310900.3771,575391780534.3947,598533927970.2032,28635036703.23042,31444510411089.54,32269886153651.113,22243279.92844649,32951045741.35724,34098161176.70218,288931282731.5509,1021518694987.1329,1163590769318.3545,829831309.3128704,2539367956.0472155,2929063237.14071,760107430.1079695,105908884346.13374,113712413446.37341,812654.7221270115,142802706.79879466,157125983.70051336,21248282014476.09,20412504357.912304,13750160360.998663,21248282014476.09,20412504357.912304,13750160360.998663,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,6847706407.81933,44745025358149.26,381957825269558.7,416545288821150.94,70163766839.50548,631286105472.8723,698959620015.9529,33606918607.558964,34698155645586.227,37859447375771.18,27631111.009438567,38547936917.59188,42436140001.52803,297962484323.95935,1094850997202.427,1337556364001.9004,903242512.6153221,2873673796.19639,3562247822.6274586,920963230.4158418,120775971561.22879,139355553730.72934,1038245.4266108641,171858970.08357278,203526947.60933864,23959278291323.566,23216982136.817917,16428148174.80516,23959278291323.566,23216982136.817917,16428148174.80516,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7571896362.413025,43991501092301.7,393783116901481.2,455047616365424.56,72708143501.1176,687944737304.0371,807867158920.0515,39039165110.04614,38031534301668.305,43961501860590.1,33856004.82577857,44637525130.305435,52090290942.52819,306281266357.2042,1166042427864.9524,1522080967374.3254,976591870.717023,3220459072.672871,4274109607.5075197,1100999661.12914,136393674071.28098,168477243147.78058,1304355.5336831708,204124489.4857533,259187332.6837617,26874487863294.227,26254704777.208473,19464837553.689747,26874487863294.227,26254704777.208473,19464837553.689747,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,8321665011.312895,43254276842419.04,404792894723703.25,494090918048700.94,75120077432.9704,745196727052.9161,925210653898.8389,44936693234.06629,41436459302162.32,50580199168789.62,40979031.55183031,51221749524.68726,63160404583.46481,313928256211.2388,1234941965187.4067,1716578153766.694,1049635176.6764305,3578097983.9164743,5066901559.239554,1300647714.408417,152707104699.74435,201237264941.41983,1614385.8789256024,239637310.833954,325114141.4031743,29996217428646.504,29530179811.089878,22889135279.622314,29996217428646.504,29530179811.089878,22889135279.622314,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,9095720661.581121,42532885980365.02,415030518299395.6,533565315135769.44,77404960664.1583,802885367751.995,1050913882560.4167,51303046257.07953,44905343771001.33,57718021445937.9,49059912.95539367,58301148236.11528,75744499011.70805,320941575196.9188,1301438385088.1362,1920439952859.3435,1122154405.3845358,3945037763.918162,5942420490.792529,1520230412.9891448,169662585686.08115,237779854708.88504,1971614.067163392,278419072.46998686,402323169.8060502,33326064772122.55,33046953324.341946,26730436826.96822,33326064772122.55,33046953324.341946,26730436826.96822,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,9892822909.396578,41826879347833.59,424537069016156.3,573368616412480.8,79567953024.00946,860867171121.8861,1184873490940.5222,58140511583.51405,48431161570199.67,65375921062866.79,58156825.774237454,65875018716.812744,89938460397.61575,327357038833.8371,1365454008678.2295,2133044662570.521,1193955404.264165,4319807957.865056,6902023816.011212,1759969814.250894,187208132225.02496,278233703770.64825,2379174.2607030002,320476861.68812114,491832490.78349096,36864972030659.41,36807676637.31439,31018510553.832245,36864972030659.41,36807676637.31439,31018510553.832245,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,10711780605.51211,41135824465085.67,433351470220649.1,613405873583192.0,81613993463.13913,919010941765.6047,1326961850866.5393,65450227015.81117,52007411244010.086,73553445737004.78,68326248.80169328,73941558420.42047,105835748082.97064,333208327773.4136,1426939685572.3367,2353763005591.057,1264865893.4916792,4701024622.089391,7946650895.930119,2019994717.699253,205293748418.57422,322712186225.8155,2840042.898821517,365805009.9992216,594656558.0774838,40613274585234.54,40814169750.64355,35783393319.620766,40613274585234.54,40814169750.64355,35783393319.620766,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,11551449905.468723,40459304779393.47,441510601134944.7,653588960184645.9,83547810773.06451,977196909856.1093,1477029712511.1604,73232280086.74089,55628082036500.64,82248856023627.36,79622834.50873996,82497993950.42642,123527136920.6976,338527143164.6879,1485870410681.5798,2581963425427.043,1334733632.323664,5087392420.436205,9076845865.36543,2300348410.257067,223871639466.95486,371313684986.1909,3357027.8509748164,414386782.6057343,711800783.2604612,44570747248769.195,45067482590.159836,41055293141.735596,44570747248769.195,45067482590.159836,41055293141.735596,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,12410732388.656324,39796918944846.836,449049405807331.25,693836169341131.0,85373933831.38979,1035315909719.1525,1634908696873.5588,81485801957.87975,59287621557653.33,91459236734866.81,92099298.6606723,91540701343.04382,143100487747.33917,343343351216.1908,1542241363825.4624,2817016799702.6973,1403424702.6565497,5477705701.371386,10292780756.838398,2600996186.314189,242896377613.64618,424121971104.69965,3932760.127983107,466195941.2051545,844256548.2785014,48736648274629.51,49567952961.00265,46864497806.03536,48736648274629.51,49567952961.00265,46864497806.03536,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2500,13288573254.823751,39148280137356.84,456000996506797.06,734071832581986.1,87096701315.03687,1093268609804.4236,1800413609177.716,90209055221.1558,62980905293455.39,101180601572807.23,105806330.13355945,101065316421.36374,164640549355.07822,347685115329.7934,1596064439126.077,3058300482631.249,1470821927.792034,5870848247.605273,11594279184.65999,2921832697.497184,262325011131.6578,481206647847.13464,4569688.321254111,521198186.3774427,992996678.1614308,53109760931949.266,54315261128.78472,53241290056.616844,53109760931949.266,54315261128.78472,53241290056.616844,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,14183959600.546722,38513015406111.02,462396751363413.06,774225960468565.0,88720270863.1536,1150964795693.6213,1973344567731.832,99399515400.26138,66703208023155.016,111407990748316.27,120792521.29771355,111066834948.62039,188228792690.49683,351579015482.6756,1647365274928.4268,3305201663040.3174,1536823430.7238045,6265791659.623631,12980840579.163866,3262689130.805408,282117115100.77893,542623659690.0936,5270075.7172579365,579352482.226932,1158971381.9618719,57688432560771.62,59308481319.05881,60215869494.74594,57688432560771.62,59308481319.05881,60215869494.74594,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15095918776.005638,37890765061214.766,468266406282581.94,814233904938812.4,90248627694.47472,1208322705498.7046,2153488950948.287,109053946225.07863,70450177130070.39,122135561638036.73,137104318.10709667,121539702799.515,213943276319.03766,355050155458.3827,1696180753586.67,3557120078512.9663,1601341326.658281,6661592564.971245,14451664704.594078,3623340151.9152737,302234790478.984,608415857127.9646,6035999.900297293,640612258.3827506,1343104667.5681167,62470611113745.586,64546130222.81892,67818281123.29135,62470611113745.586,64546130222.81892,67818281123.29135,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,16023516811.328447,37281182092177.55,473638141957967.7,854036040262334.1,91685592760.59644,1265268409594.6008,2340623191050.2476,119168469633.87723,74217807527639.7,133356673504971.38,154785986.0606239,132477897808.21031,241858537605.7555,358122260423.8207,1742556864489.936,3813470229296.9346,1664300523.8688622,7057389089.793643,16005676045.026163,4003510552.519855,322642627729.98315,678613597119.4915,6869354.282623384,704926496.6735629,1546291176.4185896,67453879538515.94,70026212840.8722,76078349583.28012,67453879538515.94,70026212840.8722,76078349583.28012,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,16965856915.931927,36683931618365.35,478538665789312.56,893577463357489.2,93034830419.13078,1321735236015.1348,2534514410363.0845,129738630342.24394,78002418259819.84,145063966067869.03,173879591.83503333,143875003148.1045,272045509754.65042,360817765063.982,1786546913638.2551,4073683113052.626,1725637632.0086622,7452396771.375862,17641547759.43483,4402881517.449212,343307640523.35126,753235370904.0308,7771851.463388674,772240690.7950661,1769393464.4448733,72635487909367.42,75746265457.13748,85025619313.98697,72635487909367.42,75746265457.13748,85025619313.98697,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,17922078073.014034,36098690379780.664,482993287322272.75,932807718774662.9,94299855504.22781,1377663252439.865,2734921864280.382,140759453666.48572,81800631213473.06,157249430321642.8,194425001.98606545,155724270582.08908,304571468695.51776,363157891688.6478,1828210070147.2986,4337207487466.3184,1785299989.990353,7845904441.528064,19357724121.019867,4821096173.955957,364199184211.8434,832288434278.2826,8745028.301807309,842497623.2919369,2013239878.6764758,78012382677697.0,81703394547.22897,94689302272.7333,78012382677697.0,81703394547.22897,94689302272.7333,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,18891353589.655987,35525146208737.71,487025996748542.06,971680512033717.8,95484040683.58173,1432998721061.6492,2941598477400.559,152225506573.70044,85609348828234.33,169904483040648.47,216459872.83888835,168018688666.55884,339499965063.8182,365162733506.9009,1867609730694.0842,4603511387073.602,1843244633.8960123,8237270255.40517,21152443476.979187,5257765439.55295,385288886150.3562,915769429545.3789,9790249.996883426,915638228.2503486,2278622152.866267,83581237280056.89,87894317536.16888,105098222077.0802,83581237280056.89,87894317536.16888,105098222077.0802,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3200,19872889898.248714,34962997608670.875,490659526251690.0,1010153488208021.8,96590622216.71414,1487693703296.223,3154291868394.106,164130940843.48242,89425737394247.92,183020020802541.94,240019685.58823898,180751024149.68048,376890835065.24536,366851310316.2224,1904812826518.2917,4872082333745.76,1899437592.779985,8625917103.791906,23023757867.392406,5712472208.621858,406550520249.74023,1003665029374.527,10908718.492543407,991602024.8348905,2566294500.748627,89338475135687.6,94315393463.44998,116280777950.89125,89338475135687.6,94315393463.44998,116280777950.89125,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,20865924958.204567,34411953162776.5,493915438617480.44,1048187906785611.5,97622708253.13914,1541705426385.4966,3372746187408.828,176469564649.25037,93247201467873.88,196586506570537.78,265137709.65230247,193913905955.50546,416800086031.3662,368241667675.1291,1939887650206.7595,5142429602680.59,1953852666.9913216,9011328834.219713,24969558173.92433,6184778252.769333,427959965085.692,1095952551320.7837,12101473.991907049,1070328247.6371995,2876970306.6428747,95280304746139.86,100962669946.95544,128264877120.68886,95280304746139.86,100962669946.95544,128264877120.68886,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,21869727588.519413,33871731337622.15,496814152550697.0,1085748557306452.0,98583281243.03178,1594996200437.1897,3596702078694.9253,189234848399.06863,97071378873665.8,210593980857207.2,291845128.1472553,207499811322.5417,459280067956.83484,369350876957.9987,1972905018472.1494,5414081861442.625,2006471394.0953572,9393045034.482685,26987585716.282307,6674224731.953258,449494985368.6837,1192600608825.6738,13369411.420095216,1151755382.7707694,3211324347.833811,101402726694347.14,107831892513.53113,141077940220.86853,101402726694347.14,107831892513.53113,141077940220.86853,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,22883595619.167267,33342059785195.32,499375048363004.1,1122803369257575.8,99475207826.0392,1647532635973.4656,3825899026508.723,202420014110.75858,100896109557989.98,225032168693145.62,320170956.4709926,221501176423.33127,504379280754.479,370195161724.8796,2003935174124.1995,5686590719560.347,2057281503.216389,9770657760.896559,29075460871.245102,7180340790.300642,471135242207.7351,1293569708118.3816,14713277.674535682,1235822731.78891,3569987984.5533752,107701576324326.34,114918561678.69751,154746813957.09244,107701576324326.34,114918561678.69751,154746813957.09244,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3600,23906855532.99091,32822675274798.297,501616472714950.5,1159323405944235.0,100301239346.48065,1699285734943.4082,4060074732946.8486,216018020385.5437,104719437211546.38,239890466631922.16,350142211.01822746,235910352867.3353,552142628233.5312,370789869351.4275,2033049824425.3801,5959527166673.44,2106277238.6242344,10143806749.33763,31230688799.310513,7702641818.909784,492862052754.36237,1398812845167.7576,16133690.734725395,1322469481.9874055,3953553076.467063,114172521595191.31,122217930327.57811,169297799769.9309,114172521595191.31,122217930327.57811,169297799769.9309,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
