milliseconds,EC,Z,Y,X
0,0.0,0.0,0.0,0.5
100,-0.0025010660354222274,0.0021627109762437187,0.0396840583584078,0.460654296699749
200,-0.004969807830131652,0.0024600507869797423,0.078893108622169,0.4236166484199625
300,-0.007411146235441422,0.0027003529947225084,0.115910939694427,0.3887998535452714
400,-0.009832098958848545,0.0028703585221110575,0.15089048304358932,0.35607125739212786
500,-0.012238806603716812,0.00298819914618932,0.1839464595529197,0.3253041479035878
600,-0.014635703763720188,0.0030685062057624352,0.21517177295356354,0.29639542460337426
700,-0.017026046989309596,0.0031204512702782215,0.24464088340089515,0.2692647123171164
800,-0.01941237575426758,0.0031494924539164936,0.27241149576220924,0.2438513875371221
900,-0.021796797023625226,0.0031590493240704373,0.29852550142564616,0.22011224627288906
1000,-0.024181138326401414,0.003151432026659626,0.32301005768738933,0.19801964861133292
1100,-0.026567017578955396,0.003128618817689371,0.3458791221654754,0.1775592765947711
1200,-0.028955852914146596,0.003092680960121678,0.3671365288172411,0.1587266431357642
1300,-0.03134883849822073,0.0030460519490552104,0.3867813245289918,0.1415214620191545
1400,-0.03374690400271128,0.0029916005384899944,0.4048156787959851,0.12593962466721662
1500,-0.03615067190122873,0.002932553349395555,0.42125454855191036,0.11196356999890333
1600,-0.03856043582615155,0.002872223830810456,0.4361351327957062,0.09955307919861536
1700,-0.04097616757499248,0.0028136650492760033,0.4495231305458401,0.08863937197885687
1800,-0.04339756126811016,0.0027593353007983198,0.4615135260908879,0.07912469987540421
1900,-0.04582410405226149,0.0027108818354581532,0.47222567896003853,0.07088754325574498
2000,-0.04825516088719327,0.002669120786925773,0.48179394234155815,0.06379209775768956
2100,-0.050690051538608255,0.002634178360284943,0.49035728975275794,0.05769858342454549
2200,-0.0531281110862865,0.0026056503025136623,0.4980505571896,0.05247190359315299
2300,-0.05556872713647235,0.002582926420029541,0.5049981395324623,0.04798766118296073
2400,-0.05801135859845942,0.002565216446877538,0.5113108327946034,0.04413530935595856
2500,-0.06045554126541327,0.002551777930523513,0.5170847282058588,0.04081903512801105
2600,-0.06290088462120547,0.0025418978727539984,0.5224018012261813,0.037957185521250346
2700,-0.06534706307057911,0.0025349771516492018,0.5273311537969505,0.03548093212095962
2800,-0.06779380843811884,0.002530481573497127,0.5319307438205989,0.03333258304300309
2900,-0.07024089921976645,0.002528009417961468,0.5362489450985897,0.031463944702195726
3000,-0.07268815234188299,0.0025271773320290946,0.5403262177759739,0.029834757232860443
3100,-0.07513541793808184,0.0025277173723060745,0.544196385211318,0.028411315353438184
3200,-0.07758257130818441,0.0025293879763459122,0.5478878251940089,0.027165358136809984
3300,-0.08002950890025627,0.002532003523684098,0.5514244105683594,0.026073094807193095
3400,-0.08247614433035644,0.002535408775937697,0.5548263160464773,0.025114419506921955
3500,-0.08492240499477169,0.002539479945270736,0.558110650243787,0.024272274804694297
3600,-0.08736822961929815,0.0025441147063850244,0.5612919846602789,0.023532130251614707
3700,-0.08981356617677945,0.002549229616284731,0.5643827875836805,0.02288154897579453
3800,-0.09225837016625749,0.0025547560469702264,0.5673937845566308,0.022309829561636928
3900,-0.09470260329211998,0.0025606378466284906,0.5703342270865447,0.02180773835792719
4000,-0.09714623243221325,0.0025668280561610057,0.5732121161322628,0.021367288242769948
4100,-0.09958922877186215,0.0025732876130793187,0.5760344006125641,0.02098154054519923
4200,-0.1020315670521817,0.002579984299118217,0.5788071447872872,0.02064443796475675
4300,-0.10447322496869861,0.0025868908122150644,0.58153565954045,0.020350674615014143
4400,-0.10691418271697797,0.002593984026578364,0.584224605724738,0.02009559296464214
4500,-0.10935442260928156,0.002601244789573581,0.5868780825675037,0.01987509525118481
4600,-0.11179392873767392,0.002608656784697356,0.5894997065371207,0.01968556541483648
4700,-0.11423268670430763,0.002616205896398556,0.5920926777081644,0.01952380309872534
4800,-0.11667068339787039,0.0026238803634880533,0.5946598330930934,0.019386969940269453
4900,-0.11910790679859935,0.0026316701830384616,0.5972036918331399,0.019272544781401606
5000,-0.12154434582669978,0.0026395665292303374,0.5997264946730972,0.019178284623352856
