miliseconds,Susceptible,Exposed,Infected,Recovered
0,11080771.585274456,195.38868195331173,29.104636961054727,1.6025699030151817
100,11080767.371933496,205.5588756102758,27.648651882150357,2.378280247801252
200,11080752.623707594,210.60266172069353,28.59708905841854,2.450758340357112
300,11080744.069786623,213.60980378195694,32.46519290094325,2.0226188362800204
400,11080747.29932311,220.00730203889054,39.7403482650266,2.9533549043962126
500,11080736.485045297,227.9828485087814,42.75381532509218,2.7525555669175406
600,11080734.56403031,231.7915715586346,43.94682932870755,3.386510263538161
700,11080731.475532448,226.82380392127953,45.50639301446343,3.142869598594855
800,11080701.578681022,238.6217691077473,52.92147730270584,3.212411288129799
900,11080703.20870934,248.67544721588845,50.92023381828452,3.386345604806351
1000,11080701.811595507,255.90635552226092,59.27782645251932,4.331658108283749
1100,11080690.829056941,263.6828235104263,60.13586283609706,4.483056443481704
1200,11080654.707127277,266.0090536223244,64.99196569556554,4.486324253392877
1300,11080659.208291095,274.5396332442197,67.3054947480904,4.936082490458784
1400,11080636.141101507,275.9891150103721,65.95072013622405,4.877886670257706
1500,11080633.918909019,291.84126924121557,72.29513098551436,5.843012925559118
1600,11080611.621640299,303.8540518906568,74.00899318338114,6.094220764909401
1700,11080600.54358617,310.6987203349581,82.5848158606241,6.630939598900136
1800,11080601.481932728,306.4306642931546,87.20631665132075,6.882901063660392
1900,11080577.734513316,325.03248998836375,85.39609315196542,6.680550949353828
2000,11080562.717334002,341.0793778919308,96.45710979453885,7.672206115939434
2100,11080541.870616836,336.3798967339282,98.36253499204389,8.268476757963866
2200,11080526.936187204,359.53984454562044,102.88386226747784,8.01651201293352
2300,11080533.51232495,366.8371903399942,108.18859460707817,8.949393057509047
2400,11080519.151054677,366.46036966996405,111.42456958407382,9.412525116335043
2500,11080501.868489625,386.7621095974621,116.43977016341239,9.753656475805952
2600,11080484.03863261,390.4088842330474,121.21637980027492,10.846277800869082
2700,11080456.673426796,410.1769426165548,128.38235721465384,10.820775727872501
2800,11080435.595376102,413.98162663486465,132.56059803706717,11.813137008092202
2900,11080412.671314552,438.33663887201675,135.1932122844954,12.030236552888862
3000,11080407.363314027,447.2571652013093,138.7209023394296,13.138489846041425
3100,11080385.641312206,462.1116370581526,149.7807001954589,13.651838579900637
3200,11080369.482383493,476.1593684520372,155.10762984413404,14.3875232723367
3300,11080338.941014618,495.22144217078863,159.27142581438383,14.96468625662704
3400,11080315.192609238,505.30872921719146,163.70303862225646,15.716461814985625
3500,11080282.244083002,510.3634463813475,168.74576622632804,17.075043241213002
3600,11080276.313866297,532.4720930700604,174.9991579552066,17.824455958466178
3700,11080247.79915461,540.6484790580013,181.9465217987366,18.61065370174234
3800,11080213.083207224,573.1260201620062,194.4511984882741,19.676813990844977
3900,11080208.186203904,585.5386612277508,201.07952451047265,20.57207640467489
4000,11080174.133483859,594.4660557757159,206.92032565357377,21.477874606204853
4100,11080150.108717553,628.1769375241365,213.09215219447233,22.120990839776944
4200,11080112.61673181,639.3631101389043,218.72669754926716,22.989981927514645
4300,11080088.418102462,652.1621171822662,231.09527010512838,24.74362521780356
4400,11080052.392186483,676.9649494557732,240.12005077925429,25.37213303746688
4500,11080037.836972931,691.3320482001825,248.26715071333,27.16667075234273
4600,11080001.223231213,720.079277204825,257.5182355501577,28.09114234164621
4700,11079973.288028553,742.0454894006097,263.1797621080092,28.772026795711824
4800,11079942.5908513,768.340151392417,271.0026254071461,30.564477537509017
4900,11079882.652993415,783.6927282272302,280.94153870158965,31.64994930377095
5000,11079862.18537803,813.8845765012634,295.2425088561001,33.640807090521
