miliseconds,Susceptible,Exposed,Infected,Recovered
0,11080781.230925398,187.58524452955587,27.772816717317077,2.090390018489895
100,11080771.508378288,190.365036479136,25.78584529482836,2.485907330802951
200,11080770.383533467,201.91282452642832,32.754166915900846,2.062790924437563
300,11080762.090450441,213.49371871360927,38.19060262924919,2.4094868903999624
400,11080758.767413622,211.04637320504756,41.38976282274253,2.680116843608392
500,11080735.235961558,226.1036857957298,40.5181714751516,3.0619887932664813
600,11080717.883637756,233.17021152805077,45.249670100345256,2.5752716330701624
700,11080722.315813731,229.11914971091713,42.7847117561565,3.6044902334535758
800,11080719.473909182,240.94397319420952,51.72613452713069,3.0766498043168564
900,11080704.86134932,248.76860041574358,54.94305805347862,4.099838608094651
1000,11080701.27971846,246.88695523834963,54.82041911728541,3.8079573011425585
1100,11080675.692565355,255.47290143945193,57.47977159627207,4.49354803716542
1200,11080667.402574986,268.99679719021896,60.57333766889212,4.825447350557515
1300,11080643.075267436,267.9301420287165,69.81519246408467,4.87959246812505
1400,11080636.565278295,277.3396680480017,70.75094001765936,5.3966825721959495
1500,11080626.181573771,296.834803132092,75.31120612457771,5.6640549211316635
1600,11080607.980969898,305.6543978951735,75.7854214744927,5.695697673922571
1700,11080596.471150609,308.0776616042889,81.73125112803093,6.659152293266238
1800,11080589.718183944,309.935080113599,85.84357919256578,6.223943340499699
1900,11080580.761848519,322.2345491479029,89.6273565059392,7.259468726250638
2000,11080563.772484392,340.67724675175356,92.83455767698774,7.6262106953975675
2100,11080546.866753317,334.02762290397254,96.02966522635245,8.16625654469117
2200,11080546.72829261,354.57945321399274,99.38735048887796,8.356184646201044
2300,11080533.31238307,362.4967087888891,104.24556507413874,9.128330580115946
2400,11080509.404334009,367.67552398991245,108.40591461148706,9.765681281868785
2500,11080491.012688676,375.6914114392416,114.42384129811377,9.600889801533546
2600,11080485.230572306,392.3621226107678,123.56306928342175,10.886076259032118
2700,11080467.143858455,412.0038865190324,127.15764224829836,11.014519994903928
2800,11080430.638871089,425.21686954238123,133.12553673313946,11.545205606482655
2900,11080422.909678642,432.59940921440153,134.33780957008568,12.680796230307346
3000,11080409.94238369,453.60636761911775,144.7524675267536,12.79390569954407
3100,11080380.705029476,464.5656031910723,145.39085557557138,13.402671726167243
3200,11080350.635465836,465.66746937009947,155.88579894515942,14.731103492844689
3300,11080340.768115688,481.1544846699754,161.87362236246832,15.312034034498316
3400,11080313.380714597,493.7807683708065,162.49274236943637,15.696890181816185
3500,11080293.03629875,523.9004361603846,168.91640847371585,16.83035780048947
3600,11080278.970408564,527.249225508578,177.1938032092233,17.655097492519392
3700,11080255.399168007,555.8396189728566,187.3216122009179,18.23112068776297
3800,11080233.885793686,561.7116373587907,193.91358604789843,19.183215759292864
3900,11080193.840774396,589.7091397249841,198.9143483768358,20.43928539616782
4000,11080161.193409728,602.0287473766506,208.89646240001517,21.05646705392692
4100,11080141.86703692,617.8159172460935,212.71970637897465,22.640199056558306
4200,11080124.300326152,644.5835457481492,217.33428355972964,23.026851366846323
4300,11080091.49245657,660.6211616103158,231.496728560619,24.195420998287258
4400,11080062.300711278,670.6670719237399,239.6352946193981,26.025984637022905
4500,11080040.907395817,698.1582172360337,249.1724217733474,26.968471257005355
4600,11079985.083754523,722.0496384094486,256.4337412633407,27.84935454402895
4700,11079970.182844654,741.0659010649321,266.0949630767739,28.847470978455608
4800,11079929.180277796,764.615033392513,276.746616862354,30.570550285518916
4900,11079885.868466893,782.679309197275,284.1298205964613,31.383586145775784
5000,11079871.92554346,810.1807550423816,295.92952200641184,33.57903574245433
