milliseconds,CDK1_active,APC_active
0,0.0,0.0
100,0.010000000000000004,1.7892316469004525e-14
200,0.020000000000000004,1.0261197079666975e-12
300,0.03,2.0370269904438254e-11
400,0.04000000000000001,2.2402548887401515e-10
500,0.05000000000000001,1.6011068624982752e-09
600,0.06000000000000001,8.132123255552632e-09
700,0.07,3.219798119759327e-08
800,0.08000000000000003,1.0602857125962312e-07
900,0.09000000000000005,3.031490861595794e-07
1000,0.10000000000000003,7.751964992165495e-07
1100,0.11000000000000007,1.8110829960940355e-06
1200,0.12000000000000004,3.927032957147601e-06
1300,0.13,7.998049055053848e-06
1400,0.13999999999999993,1.544313825938202e-05
1500,0.1499999999999999,2.8478695156083952e-05
1600,0.15999999999999984,5.045653005879745e-05
1700,0.1699999999999998,8.630505291303692e-05
1800,0.1799999999999998,0.0001430941689382158
1900,0.1899999999999998,0.00023074563356292595
2000,0.19999999999999982,0.00036291290084656316
2100,0.20999999999999985,0.0005580538489499907
2200,0.21999999999999995,0.0008407188279701082
2300,0.23,0.001243073832760061
2400,0.24000000000000007,0.0018066716453888235
2500,0.2500000000000001,0.0025844732718828187
2600,0.26000000000000006,0.003643099351168063
2700,0.2700000000000001,0.005065271054828547
2800,0.28,0.006952355624611729
2900,0.28999999999999937,0.009426880858502571
3000,0.2999999999999928,0.012634803308466499
3100,0.30999999999992445,0.016747188194522693
3200,0.3199999999993009,0.02196097880429429
3300,0.3299999999942039,0.02849824106318952
3400,0.339999999953985,0.036603221654383185
3500,0.3499999996647248,0.04653664414407469
3600,0.3599999977827018,0.05856641691085862
3700,0.36999998637716436,0.07295419495956867
3800,0.3799999220030925,0.08993768430409647
3900,0.38999959210443746,0.10970907062562293
4000,0.3999980441213395,0.13239038659565167
4100,0.40999129326576156,0.1580076667248214
4200,0.41996455779462716,0.18646461796090327
4300,0.4298681857552081,0.21751243102715243
4400,0.439554000086874,0.2506975527367008
4500,0.44861818980462165,0.2852644048048027
4600,0.45614136240072356,0.3199548580891539
4700,0.46046147314283176,0.35273728891755307
4800,0.45955573614318396,0.38076977019487007
4900,0.45249160568178387,0.40105703632437995
5000,0.4407249093687603,0.4118185463272881
