miliseconds,CDc20,CDh1,CYCA,CYCB,CYCD,CYCE,DRG,var2,var5,ERG,GM,var1,CDc20T,MASS,P27,CA,CD,CE,var3,var6,IEP,PPX,var4
0,0.0004703586909121282,0.011980038510725577,1.3815044518281339,2.721493333429512,0.44409342343092617,0.02399570753469266,0.900532999336335,0.9981660115599589,0.049061580221941854,0.012180899939935383,1.3408146760570703,10.024942133911708,2.3910410311658263,1.6866062120679475,0.002347256319273048,0.03540350307104071,0.01541571953730684,-0.00789026112884285,3.902639338912961,0.028892073394396284,0.1632525020846124,1.0,-0.004349974069192788
100,0.005711728381447742,-0.014139539947512825,1.4037612974323292,2.7324209475247994,0.44504800464788546,0.02105758880002587,0.9005328970856749,0.974422273564621,0.06751673903804344,0.012180899032241487,1.351835456596304,9.862451333707025,2.4122879282725886,1.678110484707405,-0.00866001830441135,0.03480549444188466,0.01160723860512754,-0.009108086739878245,3.9659536385960936,0.04452828224297388,0.18883013716224128,1.0,-0.0038924509260574182
200,0.002674237999953584,0.007645698633244271,1.4250246883510436,2.7641506884585882,0.44032097247005597,0.02255482070834972,0.9005328484951715,0.9738299125197268,0.03415198760668653,0.012180898731660523,1.375116692461339,9.998212572443027,2.440500036293644,1.7102536163943292,-0.012236718188535757,0.034688259082843044,0.007524430240947408,0.009494922836660005,4.027365196215357,0.0028503451593310768,0.2041117681824301,1.0,-0.0027175784726282326
300,0.0023922441476490804,-0.010735434858749143,1.4193653494632408,2.9026714751857305,0.44545456676363254,0.021736647537007867,0.9005328287839532,0.965469114537178,0.07442671932036507,0.012180897672804522,1.37874451943173,9.929502389767976,2.5057882870021038,1.727749577322429,0.03227654081491209,0.034129693692980995,0.0007969769990060615,-0.001969629337823087,3.94166884741788,0.025629257103471723,0.22967940162289982,1.0,0.004338353290315084
400,-0.003952460933696767,-0.012529032763131045,1.4172501744276371,2.8892051094222726,0.44659249517144955,0.020805306064052367,0.9005328197926998,0.9466804242350441,0.07107878261168948,0.012180897291877532,1.3927481293107336,10.069553438381366,2.619404619904375,1.7120791473738017,-0.012010896548808405,0.03307061607174383,0.0073685191434936185,0.00036478671549452715,4.003257852725629,-0.00039938678676479725,0.2448305141429615,1.0,0.007101851774281211
500,-0.000836535652007306,-0.005618140220533986,1.3839862003064374,2.933810465065652,0.4392696566284424,0.019660391209629122,0.9005328144183907,0.9321487693019159,-0.020928796316732973,0.012180896210793827,1.384735517467153,9.929542126373612,2.627397323232718,1.7187542418619324,0.005436713265529463,0.033038538914866966,0.006289679644718557,0.010008337912897796,4.0057158911547495,0.02415538310526338,0.28160262823017496,1.0,-0.0017526858485694746
600,0.014694982895292212,-0.00962428885341603,1.3632059899725393,3.056908646923609,0.4438280034081137,0.02045419042228774,0.9005328120021876,0.9308330038410242,0.03860658699900325,0.012180895883334831,1.382417713609681,9.912501501116113,2.7078683785883526,1.7469414106138228,0.006530275093476522,0.03216387427442574,0.011320625138086985,0.005772344116979714,4.0555022526662965,0.0011938967854715765,0.3270209337004181,1.0,0.002618009570396547
700,0.0016593060483543077,-0.014253122554244251,1.3969332924063202,3.150432828448589,0.4398429240645944,0.02117311976587646,0.9005328124363523,0.9049772602382845,-0.02423279605791607,0.01218089536076402,1.4046275688592589,10.056098935495886,2.747314906849978,1.7288774948486627,0.022612168690319095,0.03197345323041641,5.525825114909705e-06,-0.008594977903720564,4.074336995456808,0.048616634704792855,0.349852194114625,1.0,-0.00704333652443822
800,0.015022723984602639,-0.013604134260057344,1.3422244797715306,3.085660348110324,0.4429745538889281,0.02286035110733246,0.9005328134203847,0.9089897936033531,-0.06395002392775692,0.012180894768643787,1.4113520307610092,9.970832451429661,2.8325669187628386,1.7550351095772563,0.021141919098139353,0.03124484808519049,0.009257363799825672,-0.004733019752907994,4.123489269477657,0.0509170363425721,0.4007735790140869,1.0,-0.0006064027218812693
900,0.027261439887704443,0.022963024417000474,1.3039254287092374,3.2373081821663408,0.44994492250940354,0.022004908438723318,0.9005328115887633,0.9312182940620832,0.04624932096308079,0.01218089426588598,1.4025391550012325,10.042490288268725,2.8096602074190367,1.779011093896738,-0.013468818647283784,0.030821836577055124,0.01013331222676176,-0.0053307563273776596,4.107946096302846,0.0027194907643891784,0.4418311653247371,1.0,-3.2185025077108797e-07
