miliseconds,CDc20,CDh1,CYCA,CYCB,CYCD,CYCE,DRG,var2,var5,ERG,GM,var1,CDc20T,MASS,P27,CA,CD,CE,var3,var6,IEP,PPX,var4
0,-0.0016302242932774084,0.008148348378244461,1.3820074491051069,2.7713214891786446,0.4402251476690396,0.022632277741112785,0.9005330007798441,0.9715374359702115,0.08938781985028989,0.012180900241471502,1.359121581958746,9.89480774756758,2.3426072615520495,1.6732265220109441,-0.00327183799048345,0.03589987032368856,0.018143051882437925,-0.004295621897415644,3.94855891541251,0.05153528316399376,0.16599501160135718,1.0,0.0014766776376441172
100,0.01030124312573103,-0.01497239955844774,1.4018632745682649,2.7185871342435397,0.44482954960541693,0.021698489031172396,0.9005328956650928,0.9849932454087658,0.0022414097412480423,0.012180899144848953,1.362943148313754,10.030787247797203,2.3791043842681603,1.703771790839126,0.03083363780066855,0.035033282965745705,0.019560865657439336,-0.0057342388085213376,3.92918292013737,0.03348901320992058,0.18510825929065286,1.0,0.005364419063842966
200,0.0003775030629615153,-0.0006679895289195936,1.4150828690093824,2.8699867252473075,0.43173298743512434,0.023764294028722398,0.9005328507421899,0.9570886812271241,-0.07801763270177016,0.012180898214178764,1.363346059414768,9.855718251086358,2.425607941222168,1.705597553081041,0.009835225935301868,0.034828558436097404,0.008175761529353216,-0.004413025517524512,3.9876030493690626,0.013477147858182357,0.20982965239471343,1.0,-0.0003238322052420328
300,-0.005642581217803038,-0.022514954412500628,1.4387242450828777,2.830854226212228,0.4440283021823931,0.022755799065794006,0.9005328292823404,0.9522092801204054,0.02302303846993892,0.012180897934310392,1.3719977310423779,9.930939569643849,2.494652507701839,1.7241214328513708,0.013033448959038008,0.03428630077126914,0.001289811257734065,-0.00011482789693931619,4.108363569179169,-0.010981138475601955,0.22160989693786842,1.0,0.004105931655360389
400,0.010332173696168217,-0.013736331929722966,1.4087180928585425,2.920202468310147,0.43990833468071594,0.019667988841449265,0.900532819362814,0.9447273012606289,-0.06811194801577791,0.012180896826469955,1.3740827676780951,10.060466054144353,2.56029643380354,1.7398677918904653,0.0017287663961064615,0.033295232345655706,0.014147540589487792,-0.0054980949464203226,3.9478144436539395,0.03335988636454364,0.2582379901454208,1.0,-0.003992000990469471
500,-0.0026879153140970833,0.021510341993489137,1.4052736758952136,2.9506988029526284,0.4461297311832983,0.02329195869809022,0.9005328165237474,0.9312676659536655,-0.008398642401519284,0.012180896510637149,1.3807880984360654,9.976687266270389,2.6726081931804,1.7232870280501138,0.01507999812941889,0.03266511239664573,0.0037201183933882696,0.002359432964684455,4.012016853247318,-0.014262420964002976,0.2846285425982688,1.0,-0.0025056055381896033
600,0.015799244950761297,-0.022091304254944395,1.4125536247225194,2.9996454911713872,0.4398119553859952,0.02030248504940967,0.9005328130745754,0.9384359156239113,-0.025622222024660204,0.012180895715307984,1.4094298921977753,10.094881088971158,2.6585537688937153,1.7265745010257532,-0.010418998630064515,0.03178178623732917,0.014804696276726283,0.00885295838322145,4.004214845254165,0.05306757531999248,0.3123068484075272,1.0,6.007907072794373e-05
700,0.01774311163297209,0.014601885400176371,1.3556240356143499,3.1221131541467617,0.43460244765240286,0.019682950277865766,0.9005328126973815,0.910468717421516,-0.024607303173387107,0.01218089539659671,1.4094658843028813,10.042539544240388,2.7078958854907405,1.7471934554217792,0.009356604048608044,0.03124562271665328,0.012417231190023447,-0.004751449035572397,4.077248180386689,0.04908467664250894,0.3428995404872097,1.0,0.007958995470267545
800,0.007621627327409981,-0.00997416552739189,1.3475849804499014,3.1006874169303025,0.44754450507357263,0.020928981543743806,0.9005328125685605,0.9032443073129927,-0.0030326820463512276,0.012180894591409254,1.4249501516067062,9.873696507140435,2.7459832516590144,1.740493227646666,0.00540528695507254,0.031238167635750727,0.012841132810432998,0.002030643153196669,4.0115978230529015,-0.004919857691621413,0.3909306952840451,1.0,0.005094384894545703
900,0.025739371920507972,-0.00016321530269585252,1.2817676361701802,3.200032629296437,0.43517575441503187,0.021052131279523326,0.9005328130191785,0.9329697390432423,-0.0669880336680252,0.012180894287815871,1.4214934688381884,9.921119488146166,2.8883636841395286,1.7780382752698984,0.01916158542225737,0.031166495202231248,0.00845641264560263,-0.007274528181287806,4.044856808425195,-0.015270931256227905,0.44092788376764974,1.0,0.005275731004791607
