milliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
0,0.17476459350904675,0.8970314576371241,0.7170141135002716,1509.5994475309603,4.5875842099338655,6.2533026499616335,0.0,43.60307213696888,0.5472019930388665,21.830056359137295,3647.63381574562,34.94984431090688,3.9360966522194034
100,0.18368022431051131,0.8977240219679021,0.6437091448174248,1509.6031236564477,4.083965110350645,6.244193300850758,0.0,43.001133976199235,0.5476734662186756,21.882908051840545,3647.257961724351,33.701373658558104,8.597891240016121
200,0.18547016314233264,0.8975772073921178,0.9518021224115016,1509.904134673244,3.7526038528646364,6.251169578209458,0.0,41.489098974443024,0.5457215015278889,21.84960600896829,3648.56217642369,32.99018510186443,6.768296654019199
300,0.1870122423134718,0.8977382203956319,2.521366057388846,1509.8499996303717,3.4770563574373017,6.248824764237836,0.0,42.00352898398505,0.5484192256212467,21.874287462235095,3648.420987775461,31.978220287286607,15.906763357460981
400,0.18659425708460017,0.8982729372065196,5.819203421946989,1509.9921204491097,3.213294100131117,6.254716726554759,0.0,41.48179125395422,0.5484207803599046,21.83696673542491,3648.385382236999,30.776515613664436,18.98642114333283
500,0.18657357652707948,0.8983360003125387,5.470228776460862,1510.0766309192697,2.9341182225496962,6.2441899381489305,0.0,39.78560996903619,0.5489125422648212,21.836559283675946,3646.739403179487,31.375203198027425,23.015714736834802
600,0.18748251385030343,0.8988660670923823,5.470656491889852,1510.2128067831732,2.9212836719177484,6.245654690464562,0.0,40.892975337125385,0.5491077540713426,21.848772254875897,3647.481024463508,30.364565478292594,26.57441909007842
700,0.1872821151850092,0.8993738010361004,6.9498411878451725,1510.3849215241744,2.714176235442085,6.250244183854669,0.0,40.2052993862247,0.5478206652709868,21.90908372430539,3647.4937396513806,28.92756133018833,33.263446234637016
800,0.1877170573890618,0.8999263784296585,7.7664777099155256,1510.431815444615,2.536221075176453,6.246009649849979,0.0,38.649385879547516,0.5485012764675479,21.906638453284245,3646.339942829423,28.64244693171994,33.68441684348615
900,0.1873798515575141,0.8997092588458058,10.582154511347445,1510.4078424371016,2.2811395326585617,6.244777172544122,0.0,38.49312131613816,0.5499128697302039,21.867795629036415,3646.3791920119975,27.968762582405105,41.088999113160874
1000,0.1878115615546399,0.8999823416224181,9.938150920464592,1510.4801827680924,2.097191688333068,6.249487717485573,0.0,38.08387874331576,0.5477031552791894,21.884191320557303,3645.6059326190907,27.09117287144022,47.67981722254433
1100,0.1883431730930894,0.9002336333165588,13.075028423921689,1510.5824240382192,1.98219467996114,6.248387814870193,0.0,36.659764865760934,0.5503659598603847,21.90423036540139,3645.475880648057,27.14808628303083,50.87796414175517
1200,0.1885887815124656,0.9005026844660573,14.13032137393146,1510.6097740621376,1.832530767645182,6.246501359705953,0.0,36.279665881918476,0.5484901199317028,21.897511841972655,3644.478657058364,26.29905269112629,49.04123469140553
1300,0.18873917413342925,0.9009820866518868,15.029287300820293,1510.7097778061884,1.827711293910744,6.247419294630627,0.0,35.919712809267935,0.5477525758617137,21.91801874175538,3644.896236193358,25.431830195191022,58.3670227198872
1400,0.18904012100544726,0.9014959420485016,14.383264647991036,1510.6953587736293,1.6179377915460658,6.242178097285057,0.0,35.50617434489058,0.548851047392435,21.89075062638836,3644.9049173416743,25.685898470477643,60.86704186090245
1500,0.18968130592857949,0.901530216497962,15.525236133317694,1510.7575573440217,1.6707751963171762,6.242399642569456,0.0,34.83950655775949,0.5481031075950485,21.940033049557005,3643.5114781506622,24.317043316798973,64.35229221234268
1600,0.18976036489709858,0.9022748209223889,17.092245334021428,1510.8866677054489,1.5208918839069254,6.250523683008835,0.0,32.945290676493435,0.5476557675481792,21.921311615273904,3642.8094199834372,22.844266743899272,66.70323754390667
1700,0.19083804184794356,0.9026147373728552,18.863894860817,1510.8116851455757,1.511799136870317,6.246178197098025,0.0,32.78917885854171,0.5478714601349907,21.882919892775277,3642.24976381325,23.30856439638189,71.84969907877414
1800,0.1912107431792235,0.9026437273689512,18.450410922030247,1510.8985490094494,1.333344096807148,6.249969741754462,0.0,32.22697361785323,0.5471895082052276,21.884789909158027,3642.2105912157003,21.50319401466244,74.07961243815072
1900,0.19163238426938395,0.9031134339202017,20.404647082047532,1510.747161654564,1.4372910269772272,6.241623877505375,0.0,30.945602976786127,0.5461655896756242,21.89190554110015,3641.855829135817,20.304718095487377,76.34061400927175
2000,0.1917693668338219,0.9032281442303346,22.811022145525804,1510.8098731413536,1.3371340220037873,6.246053432531228,0.0,31.2218647013306,0.5447183063626367,21.87032119476233,3641.8339323718164,20.009030925513894,79.05851386005679
