milliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
0,0.1756467048991704,0.8975200188448226,-0.056330749944174835,1509.5200471194705,4.494375804587807,6.24845157562,0.0,43.01015897859027,0.5481149993084508,21.828828984351265,3647.1661467979015,34.870303911166516,1.910755423830333
100,0.18334654677770745,0.8977682302226603,1.9160605076357122,1509.6847663480905,4.110198147059562,6.247158547116271,0.0,41.905489093231516,0.5466126459006873,21.853499012495714,3647.285792515796,33.13810370349344,7.500513747358884
200,0.18582627710894337,0.8973905664839451,3.4757680769270025,1509.9040466445,3.728165256872057,6.25185713994506,0.0,42.16637147607397,0.5473017003767151,21.82425531390578,3647.1568470962943,32.44778465186386,10.739969731606962
300,0.18672804404533977,0.8977434174291975,2.1414958360925294,1509.8010232927118,3.6085206515526496,6.244953221976143,0.0,42.09987065431078,0.5479104442909687,21.84186310816388,3648.215959362792,32.616971900662286,15.28810704535091
400,0.18636593442927202,0.8983053656571854,4.780595629101231,1509.9477325964413,3.2026996013247135,6.249558818306129,0.0,41.6569773907349,0.5469305364062805,21.874611280112376,3647.5475971583114,31.14134505500631,16.441604874915413
500,0.18738514902133593,0.898484540036365,6.486685771085675,1510.1614111874503,2.965104902397957,6.250388245601341,0.0,40.95787467163834,0.5489580460676239,21.891460596702682,3646.738196536653,30.102357617201967,19.46595488085851
600,0.18742188776408933,0.8985057549608947,6.811966896181831,1510.2227915409221,2.83304832465273,6.2487867852810925,0.0,39.711584040682446,0.548504651353758,21.88750246902884,3647.4179167381426,29.7202089933678,31.445231232168375
700,0.18697686398579075,0.899032984473695,7.252091821729085,1510.3891319668562,2.6155087351124853,6.251495239689553,0.0,38.943760556343285,0.5491061800442097,21.87947374500368,3647.5290740977257,30.25531912523262,33.97142496451001
800,0.18763595882604014,0.8998354220584955,9.800332514226774,1510.3117883148627,2.4633617315067626,6.2464950037880556,0.0,38.22969223926256,0.5508572908882429,21.891343156676314,3646.121472736006,27.985323452231356,33.40809843041477
900,0.18730182190651995,0.9000356781581463,8.906027340220406,1510.4999120824232,2.405245928874116,6.25154925425093,0.0,37.87583833607407,0.5492524246931585,21.922264986894596,3645.926865448166,27.836211895778714,44.439181263216796
1000,0.18787776452329544,0.9000739664495588,10.238551968171802,1510.6427579622252,2.0824821253372954,6.2521527179354965,0.0,37.097940630409944,0.5475647094796302,21.93582480402007,3645.275650149499,27.9786131660877,40.734283785163946
1100,0.18765928136534243,0.9005465649677296,13.374013046108464,1510.6546074248781,2.13541131182681,6.250105892975927,0.0,37.42620378297296,0.5484062258787561,21.9363094495138,3645.5988905015233,26.196641713026352,44.093970866396695
1200,0.1885610376758562,0.900420301229446,12.447088207428669,1510.7785192178949,1.8830166051435964,6.248407022126615,0.0,36.76668093745147,0.5492273649042902,21.88838183711035,3645.684460672979,25.929901826102693,56.41640720211292
1300,0.1881696527311987,0.9015095681074045,14.518228147834531,1510.8176654286365,1.9332081408358626,6.241594153313516,0.0,35.74163240107878,0.547187861378497,21.93349620113979,3645.1167235225003,25.55715092666742,57.72018826491736
1400,0.18941562720470856,0.9017074141506118,16.13560709159119,1510.732644730178,1.6316424067656,6.251129250641986,0.0,34.993971729650916,0.5497530222148544,21.899073942103502,3644.1245952605536,25.255589818125156,56.05144955027797
1500,0.18888616613598846,0.9020808826796628,16.311815446686474,1510.8699576924773,1.5432721697602467,6.251339649757951,0.0,34.39979144383492,0.5475610735637823,21.92738665950798,3643.0733079228994,24.350519347566117,68.6043390956909
1600,0.18992606947357318,0.9019387068390229,17.724921533835,1510.8617478209362,1.6267004618684906,6.252067124884192,0.0,33.99125997331532,0.549381982866228,21.888119736682118,3644.0372535585266,23.163113848294344,71.03227372725236
1700,0.19018078330438462,0.9021460789074259,18.936938277398202,1510.7663110754604,1.479841514815169,6.241005187044718,0.0,33.52286340277618,0.5458746554037616,21.89226344575579,3642.121704461126,21.76899635363347,67.43108350860913
1800,0.191021697661793,0.9023352830203641,19.153367346932097,1510.70626303075,1.4794103913925116,6.240970408802292,0.0,33.11883872127737,0.5462986018287795,21.896834434714364,3642.420054537659,22.38940901573712,73.63623172101828
1900,0.19091635753478656,0.9033160670735384,19.806416370074757,1510.7893643378986,1.3738756701030759,6.250377691853826,0.0,31.750469888755585,0.5456249625651816,21.90843794873006,3642.269042707141,21.559675771866903,81.98650678845068
2000,0.19226516617110412,0.9033041246763165,21.41979991927773,1510.7155839112395,1.1946234014634993,6.248569149904806,0.0,30.392528854128628,0.544723102274601,21.93770661955148,3641.295102643251,20.10010807536806,78.86414782026345
2100,0.19285268145657375,0.9039080085284471,23.527338469190802,1510.6065404382773,1.0982432293084954,6.2438069359683555,0.0,29.629666895251443,0.5452979112374483,21.896801788628885,3641.181110920949,20.184962653013336,88.59531023669213
2200,0.19288377869088474,0.9042220190746003,22.81783537086458,1510.5854297833341,1.2423825615274857,6.245875621825934,0.0,29.187462595715417,0.5435108502828069,21.87188020502091,3639.7400598437453,18.519898781739364,90.85377805609922
2300,0.19311204213420602,0.9040818276095431,24.038146912119668,1510.4473431007734,1.19291943552421,6.2410172863276125,0.0,29.07349907725222,0.5439174462843603,21.87291315291704,3639.7015668369936,18.26108826589843,92.40573418708205
2400,0.1943073729790471,0.9048937993538247,25.276928261428928,1510.3951205591984,1.0624015081713951,6.243328891431973,0.0,28.752476639713635,0.5436663575099494,21.895971604545597,3639.184691915235,17.21450677737334,92.74963446305185
2500,0.19432532040504463,0.9054381497417061,26.469601058382178,1510.3103924778327,1.020616528593418,6.248108212182655,0.0,27.335708680680018,0.5422223952839571,21.880809495815296,3638.631720628959,16.325041221964703,98.01670156121779
2600,0.19541940506783978,0.9054312262904307,28.542973900748684,1510.2178286872493,0.8707134149869158,6.244093300667749,0.0,26.813136863923884,0.5411169679186654,21.86929132178985,3638.9573005349193,16.00356459161358,100.61805788897605
2700,0.19514117818402488,0.9062488593394412,29.04219334245332,1510.185391263041,0.9748468207541015,6.2461803930099125,0.0,26.062581170781904,0.5403375804851263,21.831418899109963,3637.7811901045343,14.461779867014311,104.54556051666195
2800,0.1960715291667031,0.9061531469791778,29.905286654131576,1510.0298694243436,0.7687147505223751,6.236075709358312,0.0,26.254302716023968,0.5383257016523967,21.800522702141432,3636.6845221996773,13.983701982964915,102.21298589751544
2900,0.19584510845437172,0.9061875224854438,30.999296250609337,1509.9243049460692,0.8685933286260679,6.240117447009023,0.0,25.247759188387338,0.537802936698861,21.778412217630994,3636.5774183989283,13.4597160284555,111.06089102014909
3000,0.19619785639675444,0.9072277521396809,32.3996229783376,1509.7714577490458,0.8795707815969602,6.243797280128575,0.0,24.7632866722545,0.5383097850932321,21.7712010401347,3636.890651505327,12.957431162554814,114.8337206691749
3100,0.19668868595568598,0.9070298624788949,32.45801267518032,1509.6805966255558,0.7789123242664969,6.239958171824193,0.0,23.297572114108934,0.5350185544649482,21.698529040761898,3635.4312877246625,10.403728843151546,110.08548367057375
3200,0.19661875699980313,0.9080462166652714,32.07958457679817,1509.4576432960944,0.5968214439381908,6.237866337133694,0.0,23.373263356149327,0.534972822724938,21.672617623600242,3635.2309911490497,10.303301171986691,118.14030552477625
3300,0.19754623908392832,0.9082982925266858,35.18402564012679,1509.428131457758,0.5679213213596415,6.238920486153119,0.0,21.970523426020602,0.5322891916983874,21.711464175987548,3633.9092945784914,10.791382753211897,117.14058844550438
3400,0.19708799142423059,0.9084662077300177,34.51578058865978,1509.1538184685776,0.6144571789557798,6.235978490546959,0.0,22.585547274669374,0.5309104935717756,21.635059284479095,3634.740928758566,9.78118776508646,118.54324826404539
3500,0.1982008633377365,0.9090025040290022,35.82282967223658,1509.1669728905617,0.5393131600680382,6.235840818614658,0.0,20.669708809251894,0.5304907930016842,21.580654429830155,3633.654626375679,7.963482583423075,124.45129814995028
3600,0.19771252945649784,0.9087951544771627,36.19783245589017,1508.8786907677104,0.6666931182186392,6.235606726073208,0.0,21.096437627058513,0.527165588352198,21.55818758530283,3632.7839696106926,7.837159971370789,126.78443647533449
3700,0.1980643108749157,0.9091123289495444,36.51706793544699,1508.7926858849714,0.5183509700232133,6.221588658338804,0.0,19.56775781454085,0.5252414062944707,21.564312717212246,3632.977914711603,6.3972514233029765,125.52220694195425
3800,0.19852508316180204,0.909128996330011,39.02408893399966,1508.7755156836874,0.40292231439485177,6.2261333411723525,0.0,19.223886137772382,0.5258158810678564,21.49559176114674,3631.0402340050528,5.623378461205366,127.40205496339908
3900,0.19855863958688494,0.9095019706379777,38.44985306398216,1508.4950360812238,0.4911960646924892,6.218383196676224,0.0,19.28008081955346,0.523766388248974,21.480493685338455,3630.223542046734,5.072123085023419,129.64768994982256
4000,0.19849158202289494,0.9102184860299868,38.65806435832355,1508.4924344968483,0.38980308543816,6.218095086022503,0.0,18.52606916775856,0.5186280933413214,21.39340710545489,3630.0724526656104,4.447306880231309,130.0011218690481
4100,0.1988072731744263,0.909786395542011,40.93538129505552,1508.2202838527628,0.38039296835719566,6.208788615943694,0.0,18.926656791493006,0.5179807400994544,21.346552938422352,3628.8135793834463,5.244938437444154,133.09466587121605
4200,0.19937049586826813,0.9107658361327327,42.143564555655466,1508.0894306885189,0.41499409663559694,6.196973171893059,0.0,16.850462834831767,0.5150085474210018,21.266476148587742,3629.139046045427,3.611217926918043,140.06395396057596
4300,0.19967755476945376,0.9109907778111989,43.09518134462672,1508.0380259533183,0.3171625278671794,6.1863142449219835,0.0,17.274770338765915,0.5116493874633607,21.19007314590262,3627.9313482804446,4.149967189270525,137.8410988352972
4400,0.19975112034697245,0.9105410603650592,43.39695313558497,1507.9413313541227,0.2923719236664759,6.176962811743826,0.0,16.805680890785702,0.5111197332033157,21.134065452476893,3627.039516016998,2.9761063414690434,143.8195939369545
4500,0.19952298622591838,0.9106495054429865,43.774266207002114,1507.8384787708774,0.31282746672140277,6.1590580253703155,0.0,17.05065725328425,0.50725989616071,21.10702699013689,3626.4346363522172,2.6350639565971963,141.3048525167983
4600,0.2002265920203055,0.9105872744676783,43.421528791768175,1507.725823299347,0.29702072859239537,6.130521096786316,0.0,15.65111210190882,0.5050527065654804,21.037480988884315,3625.4357478865904,2.2725659526108943,143.97676040223425
4700,0.19968809871288576,0.9114984039124538,45.811685023191735,1507.5270311354445,0.2675038511749647,6.1076785147379224,0.0,14.989678529917242,0.4997805551821262,20.912300416957343,3624.339889202416,2.9510267913951855,145.21422594550188
4800,0.19989550275296808,0.911439922459437,45.22797380515806,1507.4142083745232,0.21383853573518924,6.067252302193469,0.0,14.376330732493274,0.49659223345742687,20.846943025425887,3623.389166601673,2.403751414954299,150.2507461875539
4900,0.20105592902970967,0.9115334462410909,47.17071084461837,1507.2730053553491,0.1437950259301538,6.014251280567114,0.0,14.789725970391412,0.49267452214362495,20.74541829117899,3623.7618957616305,2.7734952538510016,152.0057387038668
