miliseconds,x,I,y,z
0,200.82108106705414,0.0,803.0836062842866,102.74429582586373
100,196.12638030609276,0.0,574.0222469830976,385.76717827798507
200,192.2271418916758,0.0,287.33038006624537,876.9593399839016
300,199.8450235187789,0.0,94.56637967496643,1157.9343606000039
400,202.42093528057913,0.0,26.71275537514085,1236.1454339205225
500,201.52746364300222,0.0,8.896384115134154,1200.0839210808062
600,207.63645005128643,0.0,7.02333966699662,1146.8384534948166
700,212.09012566058584,0.0,-4.924022779157228,1081.682436827984
800,217.26836897387767,0.0,0.8803820722712407,1050.902326037317
900,222.6190263408968,0.0,4.341657610398345,1007.3789153635096
1000,223.77836839805596,0.0,6.264068755050182,952.6391655034475
1100,231.40765659389837,0.0,-5.063772419526931,889.8402976630213
1200,229.0759806944032,0.0,5.215205486663563,854.4833770028338
1300,238.49352020235366,0.0,3.8638459449157003,820.5931748887248
1400,244.17228915056478,0.0,0.3362014307358387,766.3038436194606
1500,247.80516500261004,0.0,-1.666139195003588,730.8817551062427
1600,252.3825702095418,0.0,5.185181479720282,703.9547075527648
1700,256.02385236123905,0.0,2.4191492279368982,650.7876417732992
1800,262.0950282595821,0.0,4.5533270339893965,634.4975400263511
1900,262.1315889053832,0.0,4.370157859253229,609.2538277613662
2000,270.5027246003641,0.0,-4.414288155892492,558.0493555287834
2100,274.775206965563,0.0,-1.2137859140790899,549.9416016289643
2200,276.40176854277996,0.0,-4.656170727942844,510.31673006296177
2300,279.4082333770608,0.0,5.080824726504084,499.1065246672312
2400,287.5556585955382,0.0,-3.342380777099578,479.02736517102045
2500,290.3615965556767,0.0,3.9391125321204914,459.5041122552319
2600,300.87157861267764,0.0,-3.6239093963272064,421.9096995146625
2700,302.4186800249729,0.0,-0.3835964565157136,399.68679294129174
2800,308.8758759698589,0.0,1.8107495135945089,370.0706840856773
2900,311.92435134749024,0.0,2.828961400119165,360.78664910000566
3000,320.92175442428385,0.0,-3.1796305705565855,330.10989989179575
3100,325.5923668908431,0.0,4.585152988722285,330.2164856543854
3200,334.9534315318585,0.0,4.847765536320937,316.2600296647347
3300,337.95378960200634,0.0,1.8129156664974957,304.4435864653697
3400,340.60602140405405,0.0,1.6758949295465522,274.5707605752037
3500,350.4125907995134,0.0,-0.15640906965151236,266.1659861760391
3600,357.482869081323,0.0,0.8061536524415684,265.2866602304072
3700,358.6025493271457,0.0,6.448912980273632,253.70733768468108
3800,365.95922135732377,0.0,4.981053054307183,220.27570827111597
3900,371.37152524451625,0.0,-1.5456136454452887,226.24294696667505
4000,381.6561585706737,0.0,0.5281114169370958,217.04892382300127
4100,390.7567038690462,0.0,-5.615198488829777,215.57958363285027
4200,392.0930537682105,0.0,0.5922054203603179,174.70444254110407
4300,403.8610998417047,0.0,-6.145980775762173,167.53922421238175
4400,404.8660974338157,0.0,0.8865948401397443,160.8613969497508
4500,410.4556053306504,0.0,5.592184021367434,167.6687514404199
4600,422.0593086966437,0.0,3.202228789987955,156.5729078413458
4700,431.280030848061,0.0,-0.9084314437644762,138.83349405883888
4800,438.16624562423357,0.0,-6.975354828564917,134.32861327798966
4900,442.30518901529393,0.0,6.984019436033317,117.33167638824122
5000,449.4856107129405,0.0,4.025728154891975,114.13888381238246
