miliseconds,x,I,y,z
0,200.37529690471808,0.0,798.814590461575,101.83624501910347
100,198.30621084938204,0.0,587.0169491067119,401.026981035409
200,197.0256857464163,0.0,275.6357502471464,871.9154938989523
300,198.8971189731797,0.0,91.51928754373805,1149.8323222804777
400,203.65265804610584,0.0,26.849836497243146,1226.9035885153055
500,204.11175215393783,0.0,-0.2256809210834021,1189.526488332982
600,210.3829457686312,0.0,-0.20811681290489914,1142.174981343387
700,213.7125397197913,0.0,7.56399722825691,1079.074750221187
800,216.45336337869972,0.0,2.954957042733161,1036.9034661292624
900,218.84939550019544,0.0,-6.200128481032117,977.2324689986598
1000,222.14734925687486,0.0,-4.436180050951098,929.5101963677055
1100,230.91775184968623,0.0,3.3668539848842256,894.2114060459655
1200,230.19431540846585,0.0,-5.8374529874642205,869.4268411877999
1300,239.05032193902218,0.0,6.728227096484795,796.9319134165682
1400,240.58894060097572,0.0,-0.9955851860607029,758.5422891927951
1500,244.47080887904852,0.0,-1.7206320872906615,745.1599872243484
1600,246.50305254333415,0.0,5.771273600053234,691.2892146458106
1700,257.95249482060296,0.0,-5.811639471005545,660.7254952068097
1800,257.9417573584582,0.0,3.7341723142531698,617.1029766507642
1900,267.371309429304,0.0,-2.078814656014674,613.8129277613818
2000,268.8490078810293,0.0,-3.888529221119193,572.2115665709366
2100,273.3873173557016,0.0,-0.07896082264248076,536.0344249716213
2200,277.7462169616974,0.0,6.602122436642526,514.5132847679874
2300,284.159072382453,0.0,-2.958111461238448,477.00440119842006
2400,288.9228132482496,0.0,6.402388399723929,454.9950233674638
2500,294.9275133914285,0.0,0.3779015193809918,438.9673585352818
2600,299.7674114984449,0.0,-1.9604410376480306,425.97244773454264
2700,304.43368991618667,0.0,-0.8241427016064968,405.24335725492097
2800,309.04442501238447,0.0,6.942423674079593,380.1873204512773
2900,311.38851452410745,0.0,2.3901164822589975,372.9868974218448
3000,320.13507678288784,0.0,-5.404828613710874,344.6914131159213
3100,323.5755901480778,0.0,3.614864802823195,323.78875057488875
3200,334.25056180029696,0.0,4.946591935544768,305.90935346417865
3300,334.12635419189746,0.0,2.2842406500566987,285.8335354402345
3400,340.88999722297524,0.0,5.44116556272525,269.9881396075487
3500,346.41820234563954,0.0,-4.166662494925096,267.3420475627588
3600,351.7949243819732,0.0,0.8980151287318424,251.5714141032326
3700,361.5894949581597,0.0,2.4525468550566956,255.31565443850272
3800,364.52994431208066,0.0,5.391203710176318,228.99746270947705
3900,373.3083156359437,0.0,4.072624970564996,215.12146091357658
4000,380.4631835293772,0.0,5.05920842642115,224.45002254623898
4100,390.93091922292217,0.0,-6.620406732215998,196.14844340194543
4200,392.8403286049532,0.0,-2.7919169763872564,191.73028417466395
4300,403.1575589170032,0.0,6.657970190648329,180.43553842439763
4400,405.1965019696404,0.0,3.303432668528495,167.74697365357775
4500,410.88633619391965,0.0,3.6261649562463276,152.05883665662142
4600,424.6683676246709,0.0,-6.331325096392575,161.49858666812895
4700,430.4388373055735,0.0,-5.887708833372502,146.62319104348836
4800,435.86946792154725,0.0,-1.4784474375100216,146.34099956118322
4900,443.25643667384423,0.0,1.369208946637431,123.83682091252462
5000,446.4366320255086,0.0,1.5003860683301162,114.69176439734004
