milliseconds,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
1000,0.0005211403704058381,0.013140600944259513,0.00022164773470947612,0.0010722849344784006,6.45103601466884e-06,0.0361013252833892,0.0001083802661100756,0.0024926278039138694,0.009276430412623035,4.135235361659928e-05,8.059376189771441e-05,0.007062287064646641
1100,0.0005231166496636949,0.013488627437060724,0.00022156279156706376,0.0010896787719722333,6.383196111687052e-06,0.035755268703509854,0.00010818966629129943,0.0025507086494845404,0.009257663246469303,4.6006856321178754e-05,8.682431517882172e-05,0.0069851991039632825
1200,0.0005250929289215518,0.013836653929861935,0.00022147784842465142,0.0011070726094660661,6.315356208705265e-06,0.03540921212363052,0.00010799906647252324,0.002608789495055212,0.009238896080315568,5.0661359025758235e-05,9.305486845992902e-05,0.006908111143279923
1300,0.0005270692081794086,0.014184680422663146,0.00022139290528223903,0.0011244664469598987,6.247516305723477e-06,0.035063155543751175,0.00010780846665374705,0.002666870340625883,0.009220128914161838,5.531586173033769e-05,9.928542174103634e-05,0.006831023182596564
1400,0.0005290454874372655,0.014532706915464355,0.00022130796213982667,0.0011418602844537316,6.17967640274169e-06,0.03471709896387184,0.00010761786683497086,0.002724951186196554,0.009201361748008105,5.997036443491717e-05,0.00010551597502214364,0.006753935221913206
1500,0.0005310217666951224,0.014880733408265564,0.00022122301899741434,0.0011592541219475642,6.111836499759903e-06,0.034371042383992495,0.00010742726701619469,0.002783032031767225,0.009182594581854372,6.462486713949662e-05,0.00011174652830325092,0.006676847261229848
1600,0.0005329980459529793,0.015228759901066776,0.00022113807585500195,0.0011766479594413968,6.043996596778117e-06,0.03402498580411316,0.00010723666719741852,0.002841112877337896,0.009163827415700638,6.92793698440761e-05,0.00011797708158435823,0.006599759300546489
1700,0.0005349743252108363,0.015576786393867986,0.00022105313271258961,0.0011940417969352297,5.976156693796329e-06,0.033678929224233815,0.00010704606737864234,0.0028991937229085676,0.009145060249546906,7.393387254865559e-05,0.00012420763486546555,0.00652267133986313
1800,0.0005369506044686931,0.0159248128866692,0.00022096818957017725,0.0012114356344290623,5.908316790814542e-06,0.03333287264435447,0.00010685546755986617,0.002957274568479239,0.009126293083393173,7.858837525323505e-05,0.00013043818814657284,0.006445583379179772
1900,0.0005389268837265498,0.016272839379470404,0.00022088324642776486,0.0012288294719228952,5.8404768878327544e-06,0.03298681606447513,0.00010666486774108998,0.0030153554140499098,0.00910752591723944,8.324287795781451e-05,0.00013666874142768013,0.006368495418496414
2000,0.0005409031629844068,0.016620865872271615,0.00022079830328535253,0.0012462233094167278,5.772636984850967e-06,0.03264075948459579,0.00010647426792231381,0.003073436259620581,0.009088758751085706,8.789738066239396e-05,0.00014289929470878742,0.0062914074578130546
2100,0.0005428794422422637,0.016968892365072825,0.00022071336014294017,0.0012636171469105604,5.70479708186918e-06,0.03229470290471645,0.00010628366810353763,0.0031315171051912523,0.009069991584931974,9.255188336697346e-05,0.00014912984798989474,0.006214319497129696
2200,0.0005448557215001206,0.017316918857874036,0.00022062841700052778,0.001281010984404393,5.636957178887393e-06,0.03194864632483711,0.00010609306828476146,0.0031895979507619234,0.009051224418778241,9.720638607155292e-05,0.00015536040127100203,0.006137231536446338
2300,0.0005468320007579775,0.017664945350675247,0.00022054347385811544,0.0012984048218982259,5.569117275905606e-06,0.03160258974495777,0.00010590246846598529,0.003247678796332595,0.009032457252624509,0.00010186088877613239,0.00016159095455210934,0.0060601435757629794
2400,0.0005488082800158344,0.018012971843476454,0.00022045853071570308,0.0013157986593920585,5.501277372923818e-06,0.03125653316507843,0.00010571186864720911,0.0033057596419032655,0.009013690086470776,0.00010651539148071187,0.00016782150783321666,0.00598305561507962
2500,0.0005507845592736913,0.01836099833627767,0.0002203735875732907,0.0013331924968858913,5.433437469942031e-06,0.030910476585199086,0.00010552126882843293,0.0033638404874739365,0.008994922920317042,0.00011116989418529134,0.00017405206111432395,0.005905967654396262
2600,0.000552760838531548,0.018709024829078873,0.00022028864443087836,0.0013505863343797242,5.365597566960244e-06,0.030564420005319747,0.00010533066900965675,0.003421921333044608,0.008976155754163311,0.00011582439688987078,0.00018028261439543124,0.0058288796937129034
2700,0.000554737117789405,0.019057051321880087,0.000220203701288466,0.0013679801718735566,5.297757663978457e-06,0.030218363425440407,0.00010514006919088058,0.0034800021786152787,0.008957388588009579,0.00012047889959445026,0.00018651316767653856,0.005751791733029545
2800,0.0005567133970472618,0.019405077814681298,0.0002201187581460536,0.0013853740093673894,5.2299177609966695e-06,0.029872306845561067,0.0001049494693721044,0.00353808302418595,0.008938621421855844,0.00012513340229902974,0.00019274372095764585,0.005674703772346186
2900,0.0005586896763051188,0.019753104307482505,0.00022003381500364127,0.001402767846861222,5.1620778580148816e-06,0.029526250265681724,0.00010475886955332823,0.0035961638697566216,0.008919854255702112,0.0001297879050036092,0.00019897427423875314,0.005597615811662828
3000,0.0005606659555629757,0.020101130800283716,0.0002199488718612289,0.001420161684355055,5.0942379550330944e-06,0.029180193685802384,0.00010456826973455206,0.0036542447153272923,0.00890108708954838,0.0001344424077081887,0.00020520482751986048,0.005520527850979469
3100,0.0005626422348208325,0.020449157293084923,0.00021986392871881652,0.0014375555218488875,5.026398052051308e-06,0.028834137105923044,0.00010437766991577587,0.003712325560897963,0.008882319923394647,0.00013909691041276813,0.00021143538080096774,0.005443439890296111
3200,0.0005646185140786895,0.020797183785886138,0.0002197789855764042,0.0014549493593427202,4.958558149069521e-06,0.028488080526043704,0.00010418707009699967,0.0037704064064686344,0.008863552757240914,0.0001437514131173476,0.00021766593408207506,0.0053663519296127515
3300,0.0005665947933365462,0.02114521027868735,0.00021969404243399183,0.001472343196836553,4.890718246087734e-06,0.028142023946164364,0.0001039964702782235,0.003828487252039306,0.00884478559108718,0.00014840591582192708,0.00022389648736318235,0.005289263968929394
3400,0.0005685710725944032,0.021493236771488556,0.00021960909929157944,0.0014897370343303856,4.822878343105946e-06,0.027795967366285024,0.00010380587045944732,0.0038865680976099774,0.008826018424933448,0.00015306041852650656,0.00023012704064428967,0.005212176008246035
3500,0.00057054735185226,0.021841263264289767,0.0002195241561491671,0.0015071308718242185,4.755038440124159e-06,0.02744991078640568,0.00010361527064067115,0.0039446489431806476,0.008807251258779715,0.00015771492123108603,0.00023635759392539698,0.005135088047562676
3600,0.0005725236311101169,0.022189289757090978,0.00021943921300675474,0.0015245247093180509,4.687198537142372e-06,0.02710385420652634,0.00010342467082189497,0.0040027297887513195,0.008788484092625982,0.00016236942393566548,0.00024258814720650427,0.005058000086879318
3700,0.0005744999103679738,0.022537316249892185,0.00021935426986434235,0.0015419185468118837,4.619358634160585e-06,0.026757797626647,0.0001032340710031188,0.00406081063432199,0.008769716926472248,0.00016702392664024495,0.00024881870048761153,0.00498091212619596
3800,0.0005764761896258307,0.0228853427426934,0.00021926932672193002,0.0015593123843057166,4.5515187311787975e-06,0.02641174104676766,0.00010304347118434261,0.004118891479892662,0.008750949760318516,0.00017167842934482443,0.00025504925376871885,0.004903824165512601
3900,0.0005259964836934205,0.02289879181264818,0.00021967934024921029,0.0015540444855158657,4.489496510688866e-06,0.026347994978329715,0.00010262110270650257,0.004140430859998256,0.008778401135310178,0.0001699120372808297,0.0002530585944971899,0.0049093769729739575
4000,0.0004698104794548523,0.02287584468159094,0.00022014319644850689,0.0015463113841966715,4.4281071528099165e-06,0.026314959380535047,0.00010217352183198669,0.004157995164586125,0.008810880283245089,0.00016744716360774761,0.0002501736103722901,0.0049239196578263035
4100,0.0004136244752162806,0.022852897550533702,0.00022060705264780346,0.0015385782828774765,4.366717794930965e-06,0.026281923782740378,0.0001017259409574708,0.0041755594691739945,0.008843359431180005,0.00016498228993466554,0.00024728862624739023,0.004938462342678651
4200,0.0003574384709777123,0.022829950419476462,0.0002210709088471,0.0015308451815582824,4.305328437052016e-06,0.02624888818494571,0.00010127836008295496,0.004193123773761862,0.008875838579114914,0.00016251741626158354,0.00024440364212249046,0.004953005027530997
4300,0.0003012524667391405,0.022807003288419225,0.00022153476504639658,0.0015231120802390876,4.243939079173063e-06,0.026215852587151037,0.00010083077920843907,0.004210688078349731,0.00890831772704983,0.00016005254258850138,0.00024151865799759055,0.004967547712383344
4400,0.00024506646250057576,0.022784056157361985,0.00022199862124569315,0.0015153789789198934,4.182549721294115e-06,0.02618281698935637,0.00010038319833392322,0.004228252382937599,0.008940796874984744,0.0001575876689154194,0.0002386336738726908,0.00498209039723569
4500,0.000188880458262004,0.022761109026304745,0.00022246247744498975,0.0015076458776006984,4.121160363415162e-06,0.026149781391561697,9.993561745940733e-05,0.0042458166875254675,0.008973276022919656,0.0001551227952423373,0.00023574868974779106,0.004996633082088038
4600,0.00013269445402343223,0.022738161895247504,0.0002229263336442863,0.0014999127762815039,4.059771005536214e-06,0.026116745793767028,9.948803658489147e-05,0.004263380992113337,0.009005755170854569,0.00015265792156925523,0.00023286370562289115,0.005011175766940384
4700,7.650844978486397e-05,0.022715214764190268,0.0002233901898435829,0.0014921796749623093,3.998381647657265e-06,0.02608371019597236,9.90404557103756e-05,0.004280945296701205,0.009038234318789482,0.00015019304789617313,0.0002299787214979914,0.005025718451792731
4800,2.0322445546295705e-05,0.022692267633133027,0.00022385404604287944,0.001484446573643115,3.936992289778316e-06,0.02605067459817769,9.859287483585973e-05,0.004298509601289074,0.009070713466724395,0.00014772817422309105,0.00022709373737309167,0.005040261136645077
4900,-3.586355869227256e-05,0.022669320502075787,0.00022431790224217602,0.0014767134723239204,3.875602931899364e-06,0.026017639000383022,9.814529396134386e-05,0.004316073905876941,0.009103192614659307,0.00014526330055000908,0.00022420875324819192,0.005054803821497424
5000,-9.204956293084431e-05,0.02264637337101855,0.0002247817584414726,0.0014689803710047258,3.814213574020415e-06,0.02598460340258835,9.7697713086828e-05,0.00433363821046481,0.009135671762594222,0.00014279842687692698,0.00022132376912329201,0.00506934650634977
