milliseconds,x,y
0,1.9542031088106357,0.710339550884767
100,1.9467811432594395,0.6342142541588576
200,1.895869322010774,0.6431578258212023
300,1.8184063000078126,0.4950358015471445
400,1.8528788485646908,0.5222094907467696
500,1.7627165006318746,0.4039424899770326
600,1.6737218954143116,0.36284612664149607
700,1.804313632155717,0.3543758340037908
800,1.7059623271092224,0.29959005827948093
900,1.677066568372758,0.2672494848570741
1000,1.6131761879812847,0.2034843278116852
1100,1.6037658277877485,0.21898729292013633
1200,1.5876977777596157,0.18285450369605563
1300,1.496344768624289,0.15162111387711605
1400,1.5220540259255748,0.057377135927780515
1500,1.5619878978180575,0.10604957557653624
1600,1.4837792059177972,-6.679503030923573e-05
1700,1.6201506355700273,-0.03653685594643055
1800,1.4968873116172867,-0.07823071950303215
1900,1.5771753557499286,-0.08401458390726993
2000,1.3751450787217911,-0.03766976930937519
2100,1.4705535492437742,-0.09017617852953275
2200,1.4810032263499633,-0.14450620916347778
2300,1.3736626008977728,-0.1773898597924271
2400,1.3742129013092914,-0.13946995545193724
2500,1.427958797387469,-0.22156505420508016
2600,1.4674694492395635,-0.14954591403862266
2700,1.3285848050589035,-0.17183260274007883
2800,1.2200441286799735,-0.25091054992536177
2900,1.3462701723421189,-0.26341305999532383
3000,1.3281846539021394,-0.292589356044571
3100,1.2677561866674913,-0.297539527152954
3200,1.2950927968230033,-0.2742489164331865
3300,1.302918559608028,-0.32953821772276576
3400,1.2314442998685267,-0.3433379187122275
3500,1.1783003386543147,-0.35155550221003723
3600,1.0459918507313746,-0.3204834829369609
3700,1.2324423670007127,-0.34978271271680816
3800,1.067629626311825,-0.32860941602078914
3900,0.983155231465932,-0.3023365184365112
4000,1.118146875920141,-0.34527376161011947
4100,0.9766180361571991,-0.3779008692283425
4200,0.9187124275436387,-0.3812200511139412
4300,0.9176811484427889,-0.3443520745974288
4400,0.8670648987290059,-0.31465871655483585
4500,0.9878177530934359,-0.3157765127172954
4600,0.9423188459389986,-0.38029152532492444
4700,1.0246629076678657,-0.356653295067106
4800,0.8400884161921769,-0.3183270252863618
4900,0.9780311892501423,-0.34153014016682054
5000,0.86156684489444,-0.3104873248884287
