milliseconds,Susceptible,Exposed,Infected,Recovered
0,36196938.0,0.0,2.0,0.0
100,36196937.7441867,0.25185538415650577,1.9372530167836892,0.06670490363612985
200,36196937.49590114,0.48858968876089004,1.8840622777056895,0.1314469029652663
300,36196937.2539499,0.7118412890772743,1.8396716342530952,0.19453718903513428
400,36196937.01723471,0.9231038876337626,1.8033992736705933,0.25626214268371594
500,36196936.78474081,1.123743561346105,1.7746292718677368,0.31688636805790316
600,36196936.555529624,1.3150095581200953,1.7528062191812552,0.37665460526299094
700,36196936.328730784,1.4980458732442838,1.7374295373505033,0.4357938091509945
800,36196936.10353556,1.6739008366302524,1.728048744061247,0.49451486070746675
900,36196935.879191756,1.843534661944602,1.7242596871670193,0.5530139015671064
1000,36196935.654997304,2.0078289843622374,1.7256997190481185,0.6114739961338544
1100,36196935.43029466,2.167594024936939,1.7320447090226374,0.6700666048718953
1200,36196935.20446547,2.32357687552817,1.7430046932694023,0.7289529722593127
1300,36196934.97692585,2.4764683724818766,1.7583204476545706,0.7882853424870622
1400,36196934.74712437,2.6269064249063065,1.7777617144329703,0.8482075079518449
1500,36196934.51453822,2.775481092504262,1.8011249072449402,0.9088557908534982
1600,36196934.27866967,2.9227395220032952,1.828230835255145,0.9703599816671956
1700,36196934.03904296,3.069190346580989,1.85892256770347,1.0328441377241153
1800,36196933.79520097,3.2153081604769183,1.8930634337834522,1.0964274560474194
1900,36196933.54670572,3.3615338272754474,1.9305363247943212,1.161224135940303
2000,36196933.29312978,3.508284968424058,1.971239622694502,1.2273456425020324
2100,36196933.03405545,3.6559575123053176,2.015086170613285,1.2949008899030865
2200,36196932.76908089,3.804918324210953,2.062006146230214,1.3639946552682944
2300,36196932.49780798,3.955520691034988,2.111940588617354,1.4347307573469479
2400,36196932.21984896,4.108095631373517,2.164845121596274,1.5072103046476544
2500,36196931.934820674,4.262959977689922,2.2206861554439015,1.5815332065033765
2600,36196931.64234329,4.4204177629564585,2.2794404509854482,1.6577985084278501
2700,36196931.34203987,4.580760676976937,2.3410949713745652,1.736104500794259
2800,36196931.033533536,4.744271162710248,2.4056458649184393,1.8165494522209897
2900,36196930.7164475,4.911223253230044,2.473097645103692,1.8992316155636817
3000,36196930.390403606,5.081883881442299,2.54346293166384,1.984249598562783
3100,36196930.05502166,5.2565138368035225,2.616761983181046,2.0717025364436914
3200,36196929.709918395,5.435369116905847,2.6930221353304717,2.161690370516592
3300,36196929.35470678,5.61870136193398,2.7722778539681125,2.254314020150565
3400,36196928.9889949,5.806759577926684,2.854569854936216,2.349675680151962
3500,36196928.61238513,5.999790453406289,2.9399453920621545,2.4478790340380057
3600,36196928.22447335,6.198039705879392,3.0284574961982744,2.549029460576968
3700,36196927.82484809,6.401752574245558,3.1201650969387944,2.6532342504118964
3800,36196927.41308983,6.611174806003223,3.2151325807171935,2.7606027984078803
3900,36196926.98877068,6.8265527317743,3.3134299241678447,2.871246676981721
4000,36196926.55145242,7.048135660500574,3.4151317735765234,2.985280156259131
4100,36196926.10068756,7.276174036717227,3.520318484405214,3.102819920760947
4200,36196925.63601794,7.510921171151508,3.6290754527045945,3.223985444010239
4300,36196925.156972475,7.752636102535337,3.7414918695810453,3.3488995586477754
4400,36196924.663070135,8.001578549617019,3.8576636216797118,3.4776876989401595
4500,36196924.15381602,8.258014732504703,3.977690340877894,3.6104789134874604
4600,36196923.62870152,8.522216590293349,4.10167606976071,3.7474058239917323
4700,36196923.08720563,8.794458535852705,4.2297315520661325,3.8886042884847027
4800,36196922.52879157,9.075023432162656,4.361970733631458,4.03421427514163
4900,36196921.95290774,9.364199698118236,4.498512952614898,4.184379613972764
5000,36196921.35898679,9.662281855278742,4.639483110969248,4.339248250167733
