miliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
1200,1.000879526840585,1.0,1.0,0.13916761644579556,0.3276197375730842,0.07527368834714585,-0.00027415173889975815,0.9999922085984863,7.551227689179195e-06,2.791226855756049e-11,2.5164912587145398e-08,4.472421352701995e-14,0.0012631277452242148,0.010866716044258378,0.4963644580731466
1300,1.0008717285197617,1.0,1.0,0.13283412420127086,0.32332057519549684,0.0815860695036827,0.00016116013715504484,0.9999920686217455,8.120256098269482e-06,3.651479633808361e-11,3.187158499237622e-08,1.6465316171990564e-13,0.0012662355234352614,0.010935130133014519,0.5025332937777219
1400,1.0010025859159846,1.0,1.0,0.13766132524447944,0.32043369704416175,0.08350021500374119,0.00313188473597873,0.9999918472319099,8.178913188425665e-06,4.0578925375280306e-11,3.8533422146204425e-08,1.3760337070690634e-13,0.0014120602916437776,0.01116125628979913,0.4983720613342448
1500,1.0011518693592778,1.0,1.0,0.1313783390254473,0.3159927301666542,0.08936031650258577,0.002452892325422665,0.9999913773386058,8.496844682219521e-06,4.0054800629513053e-11,4.3082277669439024e-08,2.3173041518420573e-13,0.0014860568969322743,0.011230991856822673,0.5026030549812378
1600,1.001166991290153,1.0,1.0,0.12377265391549258,0.3136691887172102,0.09114531342114093,0.002504295595044062,0.9999909392999794,8.937205965328383e-06,4.3873390285678494e-11,4.0107588399589446e-08,1.570394311975733e-13,0.0016649875802016304,0.011328417336601547,0.49683617331603774
1700,1.0012782292624485,1.0,1.0,0.11878160903694485,0.3100003076056304,0.09484026966261072,-3.539944836111145e-05,0.9999908901650261,9.189761380569531e-06,5.466000407179046e-11,4.7973016688657315e-08,3.072802998222427e-13,0.0016305604230238899,0.011344741759020267,0.5003552813632959
1800,1.0013291821577215,1.0,1.0,0.1218538335489964,0.3104037792768828,0.10080037627998654,0.0019466412956371895,0.9999905923671697,9.266201868477755e-06,7.033965956427497e-11,5.2350817665179825e-08,2.1124747633110066e-13,0.0018267388054202694,0.011508854575739726,0.49722669502367045
1900,1.0015104148257425,1.0,1.0,0.11682282788722534,0.3058560116202609,0.1003567383586623,0.0034162310013145228,0.9999902820319526,9.487603799080539e-06,6.621968017080358e-11,5.491236315396285e-08,4.08145982961939e-13,0.001953409648707148,0.011552814977420453,0.4986505824165461
2000,1.0014967914829418,1.0,1.0,0.11734244334562129,0.30535552701615676,0.10328444618484378,-0.002169480025975566,0.9999900402318695,9.9991821598229e-06,8.201342529195114e-11,6.36133160754043e-08,3.531298721135088e-13,0.002029263693872275,0.01168476053794869,0.49945009055897943
2100,1.0016190207846347,1.0,1.0,0.10834221288446055,0.2996482006654227,0.10948543973126815,0.0041789199955733075,0.9999900344651608,1.006649802686248e-05,9.103548731611705e-11,6.991321581693205e-08,5.249887268788749e-13,0.0021616147388822398,0.011773579029295926,0.5012245151306304
2200,1.0017741796366055,1.0,1.0,0.11024922355432025,0.2997880112844139,0.10997986059158284,-0.0009100850909568902,0.9999895649838966,1.0199141765143908e-05,1.0662337529052708e-10,7.01181919825917e-08,4.585628456463952e-13,0.002210927149111585,0.011968633631248579,0.4994233686963235
2300,1.0017865776295776,1.0,1.0,0.10778903389100096,0.2954975041548967,0.11150867245595429,0.0037570728536062614,0.9999896736980881,1.0561939612009786e-05,1.0677456100051497e-10,8.051602490185484e-08,6.243958133399308e-13,0.0023311168681851417,0.012032473387055867,0.49605861664901724
2400,1.0019576765700393,1.0,1.0,0.09833390142481059,0.29333305168056834,0.1137669025723348,-0.0015227793620956821,0.9999892508043349,1.0687486308453548e-05,1.1679897997217758e-10,7.970526860237055e-08,7.169676209616496e-13,0.002391125377205579,0.012142818021482486,0.5006861571778107
2500,1.0019558817646426,1.0,1.0,0.1004864155755725,0.2924120916343545,0.11753398276423294,-0.0014638209680832989,0.9999889807663798,1.0789024450348895e-05,1.300124890226598e-10,8.506579192453384e-08,8.245254484254327e-13,0.002495480080414934,0.012206758075520886,0.5013970357478081
2600,1.0021625660391646,1.0,1.0,0.093811947796091,0.29202911401022896,0.11965052241373206,-0.001898068290605448,0.9999889221685094,1.098328276131441e-05,1.4652880587943763e-10,9.391720781950394e-08,7.600007090413913e-13,0.002633760307406442,0.012235491679312732,0.501706343094872
2700,1.002240980096751,1.0,1.0,0.09296008962794776,0.2909390573135883,0.12304638195860093,0.002548990178218219,0.9999886431158411,1.1142269487933097e-05,1.5382301208675408e-10,1.0049852440870569e-07,9.296330008391627e-13,0.0027300757543281774,0.012333831741475097,0.4974928470335888
2800,1.0023276676970763,1.0,1.0,0.0939742548177965,0.2869769708875981,0.12332623563637835,0.004331136008493927,0.9999887719201642,1.1394317369207557e-05,1.5632056670460388e-10,1.0835516817235344e-07,1.0098642263875849e-12,0.0028262039504757886,0.012546938856688469,0.49773246201417193
2900,1.0023126815430579,1.0,1.0,0.08920700491844315,0.28572497271236913,0.12392785794426214,-0.0022796287205709507,0.9999883835709608,1.125768719739171e-05,1.725939823125675e-10,1.1093685120878038e-07,1.1676491674127096e-12,0.0029105737361550268,0.012651947080406047,0.4977315114865633
3000,1.002460673068436,1.0,1.0,0.092813812170036,0.28576670477211435,0.12768170634455472,0.0014770677048611706,0.9999885099170797,1.1516143903336815e-05,1.8635217822303357e-10,1.1626838475404544e-07,1.352033437297468e-12,0.0030262013655144547,0.012722310350965115,0.5005080151301023
3100,1.002545617816305,1.0,1.0,0.08904958175442519,0.2830064554178617,0.13082152243315673,-0.0010353053213800606,0.9999881369198927,1.1699690417856339e-05,1.9655746799281387e-10,1.2402982529431802e-07,1.4248242561004706e-12,0.0030975041351717462,0.012873784602718838,0.5011124081345192
3200,1.0026305401655777,1.0,1.0,0.08482654790185748,0.2834081388380459,0.13256736427143748,-0.000416885936541301,0.9999881287417294,1.164675108873612e-05,2.0884888507074824e-10,1.2585976031265653e-07,1.5450448696934654e-12,0.0032075154101030273,0.0129562662755149,0.49626912347601987
3300,1.0027732166327858,1.0,1.0,0.08286913212749994,0.28237955202804277,0.13094147881954196,0.0004606245710486787,0.9999880900285543,1.2001952982004307e-05,2.391490889433214e-10,1.3722216203871244e-07,1.7747882211300352e-12,0.0033293169274344783,0.012981548046948331,0.4955585330994686
3400,1.0028223689542977,1.0,1.0,0.07793903483275964,0.28037815479272477,0.13406949296992973,0.002839051063486066,0.9999879495839143,1.192347282904635e-05,2.478399462746493e-10,1.432762956300844e-07,1.882684703415177e-12,0.003396103719524907,0.013135101048307687,0.49989420400050855
3500,1.002929029891809,1.0,1.0,0.07677854496684013,0.2802363316809299,0.13667878108768172,0.0029014806298979278,0.9999877067658148,1.2317002147683746e-05,2.597695719008615e-10,1.4332989204336076e-07,2.0695583189452594e-12,0.003532123462021826,0.01329370241099502,0.5017595509906264
3600,1.0030554238199054,1.0,1.0,0.08320508981439818,0.27726698147047063,0.1372517856334781,0.003118508214383535,0.9999873544430713,1.2216009969653746e-05,2.7494813036306137e-10,1.5226952897119147e-07,2.301183376049132e-12,0.003561095701747183,0.013232197682261108,0.49875937947191845
3700,1.00312934520547,1.0,1.0,0.07262864146910335,0.2763371812854753,0.14040058201147973,0.0011941515847486881,0.9999873899932711,1.2473593173675064e-05,2.9655154138103517e-10,1.551422525657535e-07,2.523809520092126e-12,0.0037462362389032843,0.013466944588486948,0.5005060083251778
3800,1.0032106415834754,1.0,1.0,0.07094188798997254,0.2773931673723244,0.14080514451179799,0.004541413639662673,0.9999871527675936,1.2602964405783674e-05,3.1476693463678384e-10,1.628945357941475e-07,2.721151456567504e-12,0.00375831037119044,0.01341534359152386,0.4995775318206419
3900,1.0034275785344655,1.0,1.0,0.07874876860517586,0.27486335910276166,0.14044398893202445,0.0027519378083137053,0.9999872182990938,1.257765347486396e-05,3.341213607772845e-10,1.6768817000622047e-07,2.851365105989697e-12,0.003855245856430915,0.013741071348523497,0.4978252723979299
4000,1.0034664897059224,1.0,1.0,0.07280096061572822,0.27368463756632977,0.14115968092159217,0.0006877356546640446,0.999986925215109,1.2635383747079933e-05,3.418115648125454e-10,1.7558836918271132e-07,3.1331948040546264e-12,0.004042700861221043,0.01365998861143701,0.5014971363424362
4100,1.0035462138447726,1.0,1.0,0.06829088597854151,0.27303313449603556,0.14343912501579914,0.0020098238078669244,0.9999867873749095,1.290408842717886e-05,3.6128734970879027e-10,1.8482220393035704e-07,3.371507091427638e-12,0.00404058788262655,0.013716458880734177,0.5001011657606584
4200,1.0036816092463787,1.0,1.0,0.06659388926053166,0.2727322323695098,0.14561275143192637,0.003874142160168534,0.9999870177283335,1.2862182394945655e-05,3.794189952078355e-10,1.9181678870675982e-07,3.744388443365536e-12,0.004158887034578066,0.013821755678754682,0.4951061318149388
4300,1.0038509892945544,1.0,1.0,0.06746425297229813,0.2711853980437489,0.14476919632854224,0.001869657970839272,0.9999866626430567,1.2918533743466544e-05,4.072211774703332e-10,1.9584892201158064e-07,3.914479703263305e-12,0.004242445712382883,0.013967796493218344,0.5014109131722918
4400,1.0038579695042809,1.0,1.0,0.06788161228772255,0.2702316914041294,0.1468962390005838,0.0025952007060885615,0.9999867717308546,1.3300783251288468e-05,4.334595820491502e-10,2.0241134322615613e-07,4.21411363046526e-12,0.004328477251280374,0.014093012209861863,0.49917082823281667
4500,1.0040455901306775,1.0,1.0,0.07132034678105793,0.2701872277869895,0.14721302054283883,0.004665025619221172,0.9999863840609491,1.3138790508144299e-05,4.476545460338225e-10,2.0909464467847433e-07,4.6085358768469825e-12,0.0044296974258656975,0.014073800862433738,0.4998753421264967
4600,1.004126901350037,1.0,1.0,0.06937297154128949,0.27128574796217914,0.1483537314078098,0.0003142834235676476,0.9999865381808407,1.3311353425784397e-05,4.6291310856234227e-10,2.1723881375629625e-07,4.839938351064901e-12,0.004540837889667262,0.014249047094430619,0.5010543431578747
4700,1.0042556311751174,1.0,1.0,0.06377493104693567,0.27146354096306224,0.14863901285586265,-0.0003530209498276021,0.999986418196089,1.3502179764735546e-05,4.861877595793176e-10,2.252755921625665e-07,5.205186276489194e-12,0.004659694867239932,0.014408233442167653,0.4973786491125364
4800,1.0043480625680714,1.0,1.0,0.06645772397803539,0.2706275392419182,0.15115911509955188,0.0042823467001082555,0.9999863104718442,1.35910215102817e-05,5.216833509997457e-10,2.2618441760810548e-07,5.6202053785301674e-12,0.004843704239989261,0.014558148215122387,0.4980431752900909
4900,1.0044461492504915,1.0,1.0,0.06636993227079056,0.2696699597363872,0.14969130639036027,0.003030517257343166,0.9999860003261074,1.3634439063932039e-05,5.328753723147494e-10,2.3216785547913207e-07,5.9815322614349665e-12,0.004854803967934416,0.014571799180755797,0.5010488717950244
5000,1.0045986977207364,1.0,1.0,0.06502738612237145,0.26913054943978176,0.1505173143380827,0.003777591749673556,0.9999858627997135,1.3900638447307668e-05,5.533698849415927e-10,2.453057901077907e-07,6.3909947451880496e-12,0.00500807835581041,0.014759231552916662,0.5004974289470485
