miliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
0,0.9999384145696563,1.0,1.0,0.71906738946286,0.40160756673066733,-0.0011345545947610881,0.5012488260346153,1.0000000731553305,-6.73597694139542e-08,1.0391739507669951e-12,3.675048550436813e-09,7.509558997495095e-14,-1.1096789886893503e-05,4.312282673232867e-05,0.002530217215372533
100,0.9999921912017666,1.0,1.0,0.22764355138677952,0.3872690597475931,0.01166750674099332,0.016515697456191393,0.9999988608758892,1.0893764369605692e-06,1.3582142488944207e-11,-1.986492236459671e-10,-8.489480137004977e-14,3.175128444627242e-05,0.003823055595361819,0.48214139995296146
200,1.0000365941682727,1.0,1.0,0.1986264096849352,0.37994346509123844,0.01970924176353801,0.0012664761760589778,0.9999980442402338,2.140153125968864e-06,1.3700652282524288e-11,-1.3054920236694937e-09,-6.1157904654796e-14,0.0001262750368093152,0.006236847439526697,0.49850152019001553
300,1.000105201464252,1.0,1.0,0.18773932621974188,0.37161199978091997,0.02657028150260907,0.00041119422057948147,0.9999971254592657,3.001555915368909e-06,6.685559568013947e-12,7.48860934598307e-10,8.301881224473367e-14,0.0002738617216951884,0.007944797398920503,0.5005415537288289
400,1.0002442540163201,1.0,1.0,0.1890675886743902,0.3673021859859618,0.0337478071189758,0.0033732326918986537,0.9999963610049671,3.64109529279215e-06,-1.486165347574978e-12,2.026096409643798e-09,-2.020905643644086e-14,0.000385243014212906,0.008782037261371287,0.5024705246541065
500,1.0002682341521212,1.0,1.0,0.1809390671054304,0.3603987824276004,0.03916992020351688,-0.0014321122206003315,0.9999956564622656,4.410884696448066e-06,6.160443867009387e-13,7.69425288818248e-09,-5.374180562132058e-14,0.0004465897101258748,0.009558153653487358,0.49688164256423045
600,1.0003069461184195,1.0,1.0,0.16851939793678894,0.3553607775071342,0.046055365983594825,0.003967273772971146,0.9999949361171816,4.853752542782157e-06,8.93603423144295e-12,8.111694289149455e-09,-2.7482399281232053e-14,0.0006736228674207185,0.009892375942067166,0.4985965184707882
700,1.000459381648663,1.0,1.0,0.16305057471906378,0.3500413985276037,0.05218185538488413,0.00255478094604252,0.9999946184583068,5.497888507400565e-06,4.181514972829454e-12,1.0781954873485886e-08,-3.5230572492886374e-14,0.0007009247132503765,0.010228955700644372,0.5002785161116651
800,1.0004241841021788,1.0,1.0,0.1565919110940769,0.3466116026443683,0.060234153405157455,-0.0011571235475364844,0.9999941242154907,6.012859681718999e-06,1.4927860720748707e-11,1.6061366819381916e-08,-4.838575760414491e-14,0.0008509110685883779,0.010459381771507816,0.49828838214378063
900,1.0005724100055977,1.0,1.0,0.1557579807203693,0.3404490108549044,0.06411108007939124,-0.0027456372848732426,0.999993687940595,6.508755939974761e-06,1.5449982946581935e-11,1.4486190157650934e-08,1.574464229961323e-14,0.0008873233669282167,0.010553317970818172,0.5011224580831465
