miliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
2800,1.0023492505083293,1.0,1.0,0.0942775039948524,0.2895488920456445,0.12299174308755732,0.004030401437986855,0.9999887213584198,1.1087295636363984e-05,1.5515874023964038e-10,1.0717367716574002e-07,1.1182113119900505e-12,0.002816661762019184,0.012578646907568294,0.498118171211667
2900,1.0023261567070292,1.0,1.0,0.09545205874823022,0.2857420012504005,0.12672877977350755,0.00017506520511866833,0.999988490964932,1.1279327415798588e-05,1.7380539522065224e-10,1.1089377318009072e-07,1.2527075597338144e-12,0.002821930471360813,0.012516942955954284,0.5005739193674528
3000,1.0025238493066067,1.0,1.0,0.08674580500981224,0.28662716149663414,0.12783095743255857,-0.00015662121644727245,0.9999883552200807,1.1649103755137225e-05,1.805991592182279e-10,1.1222657056272334e-07,1.3435507774755717e-12,0.0029387384344460076,0.012637863046733396,0.5020707487809103
3100,1.0026086681514752,1.0,1.0,0.08352072634411813,0.2832692573169211,0.12776436206709346,0.001311718319748396,0.9999883497107973,1.1596169950422606e-05,2.0202650112540246e-10,1.245350293139258e-07,1.5156626157833829e-12,0.003157620484523581,0.012809192601174269,0.49756994557668816
3200,1.002642832948605,1.0,1.0,0.08063025295194298,0.28074156009794515,0.12918910962409172,0.0007011392766591278,0.9999879348763129,1.1877676595663151e-05,2.0848449666278764e-10,1.2805507506595594e-07,1.5794716603480948e-12,0.003202337587589092,0.012816245286629245,0.4977952723163504
3300,1.0027114210143155,1.0,1.0,0.08404411397294044,0.28283909182675304,0.1329933581212795,0.003301297609118917,0.9999880484001726,1.1875170809371092e-05,2.318622274979989e-10,1.3031111354425577e-07,1.702227908812134e-12,0.003336849949196047,0.012965961214050982,0.4964986876011875
3400,1.0028225578471666,1.0,1.0,0.07949867168321274,0.2803553571624354,0.13470436633593252,0.002633069029806696,0.9999876940366526,1.1935134420351711e-05,2.415976653120264e-10,1.3994000771922507e-07,1.9826577915767042e-12,0.00335851037859222,0.013116178922209601,0.5013656176251586
3500,1.0029637994924143,1.0,1.0,0.07847705272280785,0.27959808955300003,0.1368698990184253,0.0007131040054607457,0.999987541480835,1.2179152356786041e-05,2.5715913394480286e-10,1.470105179298602e-07,2.0126653732551618e-12,0.0034666170620101465,0.013331004441817153,0.4977341609572797
3600,1.0031174387615833,1.0,1.0,0.08083960444449285,0.27622103438805995,0.13669468543778404,0.0031322542283329534,0.9999874072737145,1.214688615810222e-05,2.817211767780366e-10,1.4923361879058198e-07,2.2888152508775243e-12,0.00364928874417317,0.013194527178435493,0.49780131344266026
3700,1.0032003283988589,1.0,1.0,0.08140948916593274,0.27680915574832304,0.13807787115570552,0.0032064871881036182,0.999987235306908,1.2570433326896587e-05,3.0190860168378147e-10,1.6052160229169144e-07,2.4784616534828566e-12,0.0037589964436036375,0.013461157612172085,0.500413493558603
3800,1.003319068325294,1.0,1.0,0.07817664448932284,0.2775575764472313,0.13833353993747957,0.0016562782299797706,0.9999873279777245,1.2465347200686079e-05,3.152328886480139e-10,1.6294484121271606e-07,2.7555520669452184e-12,0.0037615133048658662,0.013597271996837745,0.49587842909661806
3900,1.003373495906589,1.0,1.0,0.07774583505198222,0.2739722157598044,0.14084303778205567,0.003453595794116292,0.9999870038161558,1.2757026609511115e-05,3.3034711507123516e-10,1.7076603600447356e-07,3.0105823158181878e-12,0.003946627635859711,0.013750440778283789,0.4970383247707961
4000,1.003516956814235,1.0,1.0,0.07253851802596815,0.2761616075326348,0.1439703740576558,-0.0012925093202975765,0.9999870155413557,1.2748621895422746e-05,3.545503023971213e-10,1.7607082753212338e-07,3.2160635186671363e-12,0.004031244920528718,0.01370487907637265,0.5000000576746934
4100,1.0035787840613366,1.0,1.0,0.06924204036316915,0.27442970017344653,0.1433301713543,0.0033139712076344025,0.9999870879428648,1.2931142695876791e-05,3.606665377450438e-10,1.8137205306026332e-07,3.338257714216539e-12,0.004054452066527847,0.013886415248452884,0.49643629600881
4200,1.0037353182186068,1.0,1.0,0.07399255016093198,0.27417162221357083,0.1453025288577319,-0.00195852940860304,0.9999868941500638,1.3134996709796157e-05,3.8104418844584753e-10,1.9234139679674568e-07,3.650581334956607e-12,0.0041245617265642616,0.013992580105309821,0.5011762587576974
4300,1.003783392719902,1.0,1.0,0.07387478303085011,0.27257766779543874,0.14649599239544286,-0.00039436538568096095,0.9999866670263717,1.3037520807075867e-05,4.142097358326949e-10,1.9886675852455377e-07,3.866652273631297e-12,0.0042330505434795135,0.014141829122691001,0.4993108299852681
4400,1.0038549544876645,1.0,1.0,0.0645787677271991,0.27030162221157916,0.1464199499018745,0.00013645790760333123,0.9999867106404665,1.3024771881195148e-05,4.21744191483574e-10,1.9919337527675474e-07,4.251860275627722e-12,0.004385353710375556,0.014216036341082,0.5016401347434214
4500,1.003946175123623,1.0,1.0,0.06540019581716983,0.27071259752027427,0.14776308336262112,-0.001713093621598818,0.9999864347462134,1.3199452812393384e-05,4.549188948000051e-10,2.0802229008956595e-07,4.518911526990088e-12,0.004490603306700176,0.014127840293545512,0.5015751887696869
4600,1.0040549923685538,1.0,1.0,0.067981168885392,0.2701215156098995,0.1483645963978848,-0.0019760205871369118,0.9999862926781858,1.3300547034489583e-05,4.670914135349242e-10,2.1518915794627278e-07,4.909727804220756e-12,0.004639456570086269,0.014224594657822033,0.4990302056517907
4700,1.0041707693478454,1.0,1.0,0.06141641771645461,0.27092882743350816,0.1475322480926707,0.0007016979078874009,0.9999863811942316,1.3356685543161805e-05,4.917867369525616e-10,2.241315020633869e-07,5.27712210344631e-12,0.00471058231687576,0.014510707729501955,0.5005554619475363
4800,1.004332213495714,1.0,1.0,0.06753714786385459,0.2682894016243182,0.15163708773092494,0.001973435446754272,0.9999863738343107,1.3508799751022905e-05,5.173527899348555e-10,2.2787351390004495e-07,5.503411677947567e-12,0.00480640243520178,0.014364296691800985,0.49841347442149964
4900,1.004364690311801,1.0,1.0,0.06067847051760241,0.2682645763471032,0.15192402502783867,-0.0005678078144115096,0.9999859685929259,1.382455412455385e-05,5.392333939378127e-10,2.3836037610598565e-07,5.927579499651462e-12,0.004879802845940865,0.014661583449694544,0.5003933857100774
5000,1.0045882102001709,1.0,1.0,0.06327351906611435,0.26716279444888713,0.15321001849333243,0.004679267684725261,0.9999860982919005,1.3809859972428002e-05,5.517053259466021e-10,2.405966781602484e-07,6.254919736617925e-12,0.004932029093996645,0.014712477663557365,0.49645920701654506
