milliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
0,1.000025335254966,1.0,1.0,0.7228985977640965,0.3993618940251771,-0.0010635480827745865,0.49918870283515754,0.9999999846745989,3.1616179187363414e-08,3.920638201676076e-12,1.86155659940794e-09,-2.091198507515795e-14,6.2643785623029765e-06,-3.653103023495274e-05,0.0008344182831089318
100,1.0000484342144622,1.0,1.0,0.22322017332783356,0.3871637483314774,0.012005244477787624,0.021945774838884692,0.9999988542654809,9.277146997569869e-07,1.1097618016011602e-11,-3.1659880722057714e-09,-7.219362522681734e-14,0.00016059302745472447,0.004010311197970619,0.4814544461044239
200,1.00010651230986,1.0,1.0,0.20218372553140446,0.378803200046334,0.021271205427466834,0.0019277674497770957,0.999997904647725,1.8631997735118308e-06,-1.994920427675327e-12,4.183869154886136e-09,-5.3064614606826296e-14,0.00020636829427488732,0.006251786027197882,0.49882628711599797
300,1.0001117929621703,1.0,1.0,0.18783272278750549,0.373494414618782,0.02612670709424024,0.00025134213218617443,0.9999972939177765,2.9489647812187366e-06,-1.462934291170159e-12,-2.0281808445155276e-10,-1.3930997540135745e-14,0.00022642055027346028,0.007968972083920674,0.4999896321231911
400,1.0001993340618431,1.0,1.0,0.1878261159711254,0.36692213757158526,0.03599719198037221,0.000994713580427382,0.9999963505006043,3.74812449123614e-06,-1.958303696573449e-12,4.128632625909638e-09,-2.5771804282202355e-14,0.0003293768599800408,0.008949497565027107,0.49839192227576384
500,1.000286196262645,1.0,1.0,0.17866160657503322,0.36184983041215635,0.03996674116106815,-0.0017260946118282357,0.9999958046807921,4.327755565572275e-06,1.0915992133483511e-11,8.000553765542819e-09,5.777543019615199e-14,0.0005459942648757903,0.009338598787363159,0.4970579860540281
600,1.0003283411945638,1.0,1.0,0.17482164459272312,0.3560460593478348,0.04517382264393998,-0.0022501328859360482,0.9999952533416612,4.735439980342847e-06,1.2409390899567719e-11,1.1409462263938672e-08,8.371236317320454e-14,0.0005764233084573877,0.009942254540314215,0.5022733887069867
700,1.0003545270409733,1.0,1.0,0.1680593913348344,0.35000272913592007,0.052370901906756924,-0.0002190723926987966,0.9999944533564411,5.2927240891876955e-06,1.4201116297346519e-11,1.1485508615673585e-08,6.136352193703644e-14,0.000726615614223475,0.010031242755649388,0.5009818314408739
800,1.000558021034818,1.0,1.0,0.16204347717496562,0.344600643981688,0.05928352649575209,-0.0017567734043415512,0.9999938970913755,5.947320311465472e-06,5.596793760521105e-12,9.837125647854176e-09,-2.8845519452684868e-15,0.0007473889635300509,0.010466450278338165,0.4994896342092254
900,1.0006006574171251,1.0,1.0,0.15272509960591668,0.33984374654017147,0.06387573758136023,0.0035438796437926834,0.9999936773969711,6.319632354018258e-06,2.1796639800268547e-11,1.730429356916297e-08,4.734919189520618e-14,0.0008385872845544217,0.010655668300186893,0.5007254400111758
1000,1.0006009585697382,1.0,1.0,0.1547983648688487,0.3349948693547522,0.06620469297389867,-0.000704586187674224,0.9999932708349124,6.919719883313002e-06,1.6023680311612512e-11,1.7595262565180055e-08,-1.2470342810260465e-14,0.0010464708782023451,0.010597346632282695,0.4969993956654081
1100,1.0007789218587284,1.0,1.0,0.14842513081048106,0.33210491479556886,0.0739921504581644,-0.0009425626372410182,0.9999925939128267,7.413619554965823e-06,2.913885220266671e-11,2.4424764598997745e-08,-1.3849296514489503e-14,0.001131664946392626,0.010865040987605545,0.5010092781975194
1200,1.0008826191162636,1.0,1.0,0.1381236150673046,0.32952392364658806,0.07799391502493375,-0.0027698425550855225,0.9999923148977826,7.749740350058433e-06,3.4518629798209126e-11,2.4917836090064883e-08,5.781814884382361e-14,0.0012071074650302292,0.010850016163524897,0.49919670593780197
1300,1.000973714687953,1.0,1.0,0.1391022343132806,0.32349432875278006,0.08082854862862973,-0.0026208558668153023,0.9999918588634531,8.000328427701838e-06,2.877580806233904e-11,3.1696580908241885e-08,8.409277373172115e-14,0.0012911631372066492,0.011090731284878367,0.5001553169970288
