milliseconds,M,MpY,MpT,Mpp,MAPKK,MKP,MpY_MAPKK,MpT_MAPKK,M_MAPKK_Y,M_MAPKK_T,Mpp_MKP_Y,Mpp_MKP_T,MpY_MKP_Y,MpY_MKP_T,MpT_MKP_Y,MpT_MKP_T,M_MKP_T,M_MKP_Y
0,800.6488089192654,-0.02133242949105537,-0.05034418494886991,-0.026434182392689236,180.25138589838193,100.85582757857966,-0.0011124477232375722,0.00019416990454175327,0.6594344297461007,-0.6304547848305346,0.003596890717018756,0.0014557562977190774,-0.0015407502785455812,-0.00035745399858866367,-0.0024152243972049244,-0.0010348516721039318,0.2398235693113226,-0.4314020006819292
100,622.0611633524549,0.010840313921107278,0.003373054774883248,0.03595362292609999,15.535444246885646,84.33042633607613,0.0015147200322944358,0.0012066387328317188,80.86119770584745,80.46451754837759,0.005738620477256607,-0.010538026356005982,0.0021128376834724217,-0.002173979004089806,-0.0010848656022748732,0.001048308431934414,6.046185468935061,10.523391531220256
200,599.2302655407993,0.110749056918184,0.1909907291149279,-0.03156729283026009,9.10290132646889,68.98788230423646,0.002051987839637069,0.001262789843004759,86.61849768024028,85.30014357720871,0.0005736143621263212,-0.0011807384667061375,0.0056588619660537035,0.010708510038705939,0.011086552169329904,0.007108519095235415,11.958924731198843,18.04924517427146
300,583.6132920107234,0.14859132184463525,0.18931874424981357,-0.044129955160640916,8.048352663683128,60.630263292234645,0.0023083839051742357,0.001708419193723692,87.04568154687205,86.1365219186813,0.00679343920417309,0.01244437377040559,0.014989594099323622,0.021027448696429155,0.014391340816778364,0.018124135674606415,16.471199223996525,25.709566154583065
400,577.254469755105,0.18593655299461054,0.2984893819388447,0.021352404580371076,8.26094876955007,49.30854718963148,0.0031548091779349864,0.002621399946863986,86.19723480177578,87.3283121980555,0.008512872887622785,-0.007471700357369208,0.02665268647165699,0.026592464394586762,0.028446407189502018,0.025440904070901514,19.693659988434852,29.956864220064432
500,568.419876330962,0.31282158876803184,0.35622127814131044,0.06125555600603909,5.99092079467413,43.83444485520924,0.004547972957949725,0.005185742984276676,85.33452879852183,87.15253140016674,0.005467642775376062,0.014576581890870426,0.035071566569115316,0.036934850666403965,0.0320407929613859,0.03255795686588046,21.391325588715763,36.127354312901375
600,562.3898282029124,0.3666984638814004,0.3353751711592295,-0.025222824308156488,9.226334774294902,36.069856280355,0.00466130153905279,0.004731120989141642,86.93170193852747,85.07426023586278,0.02049559557928096,0.0045918983664336365,0.04261522635550295,0.048068900200368386,0.049774137508766976,0.04255539702162129,23.44274082241926,38.36425944312964
700,561.3009973870269,0.38269093583226055,0.4424308678420368,0.06927448865390377,9.241534019235353,31.1167762996763,0.0068790237611051006,0.005292575765325348,85.87500368257062,86.68882506804245,0.009643971065930365,0.014671193048091906,0.046646657842799095,0.05363848500810322,0.054149322682483625,0.05030558921704593,25.93083149023021,42.29260564883301
800,552.9192877433459,0.5240904279595724,0.4469327088603458,0.0630503436993996,8.294225802872521,29.878125243989412,0.007837196490046768,0.007012207417226688,85.99722812410945,85.07231638817072,0.015829714146502555,0.02495046416529527,0.05706062606708981,0.06259581831922535,0.06353481116554272,0.05585738049952223,26.98989843026854,43.37610574615071
900,547.6573478950596,0.5725394257771278,0.5310795977103308,0.06018855106994205,9.526135632759223,25.940318505871698,0.007065736307367951,0.007860456231211843,85.09674740051521,85.42140611877754,0.01018895836548708,0.02002052019314408,0.06034742756781257,0.07255105798314274,0.06964775564900662,0.06151339752876747,29.810860238529038,44.85358952897241
