miliseconds,aux,IAAm,IAAp,ARF,ARFIAA,ARF2,auxTIR1,auxTIR1IAA,TIR1,IAAstar
0,0.00011298163798482753,-0.00032510604831378985,-0.0010433252713194449,9.959510973716567,0.002901924800830153,-0.027070869884775715,-1.2522513711750725e-05,9.917320482534837e-07,18.50999047228959,-2.826264078280151e-06
100,0.002712306377502399,0.0033339122686152386,-0.0009310921606728572,5.028940102984778,-0.0012981628103626945,2.4553390673253794,3.0662309902223846e-06,2.222664405012916e-06,18.509987627447774,-2.4206453841382557e-06
200,0.0029702343631149352,0.005001408856201866,0.002042058089797526,3.5379604717885345,-0.0049132087160200615,3.2455492126333687,-5.89743014528664e-06,-8.67173082612343e-06,18.509971133753908,3.488737658170555e-06
300,0.006814991044470721,0.006006457186017574,0.0025475718363000255,2.8137561965912505,-0.0048632583465395,3.5953569980436204,2.6996536476754964e-05,-2.354995661599475e-06,18.509960764811655,7.0607747267069195e-06
400,0.007345177676975338,0.007262057070447501,0.0058180179028536295,2.4690436860797473,0.0038365012617301315,3.7795727893790367,2.1403636526459096e-05,4.787127405331934e-06,18.509956801906018,-3.2496966536617047e-06
500,0.009636402172149788,0.009037918458867786,0.007459099454070136,2.2322399643552466,0.008981135434550057,3.8774484579493644,1.880141574917301e-05,7.781702275012791e-06,18.509977399666585,-3.9499360631870115e-06
600,0.01075945196857592,0.009635146314729127,0.007296177909202505,2.159490852472882,0.0021709510871329545,3.962021197454633,4.632249839863734e-05,8.469023156261285e-06,18.509933245929258,-1.5524114724807749e-07
700,0.013696268132697647,0.01029089293461601,0.012200817164071651,2.083070029659231,0.004816705780879546,3.995585110660754,5.602843574028083e-05,-1.3774617748071339e-06,18.50995437820666,-3.826254524901493e-06
800,0.015192842902923182,0.0109892963481846,0.014261339969254324,1.958800081224619,0.004080821057219794,4.0228693300127425,7.262221650045324e-05,3.898763362997623e-06,18.50990182356828,8.68494412244963e-06
900,0.017703165766524608,0.012318851045423263,0.01423637864714408,1.94490742246876,0.012602904036008777,4.038340216954351,0.00012698718597423174,4.148522626998739e-06,18.5098884359086,2.8206360880567666e-06
1000,0.01993710551280408,0.013694664292174957,0.018238090445654435,1.9436002605272065,0.012324277388794611,4.017078989484256,0.00015227924282376748,9.589612223654503e-06,18.509841508041234,-4.361946272927145e-06
1100,0.01989377156297443,0.014075087306550983,0.01929042206055968,1.925829717304605,0.02128947429606516,4.021002498738511,0.0001641543738655095,3.1690684941904856e-06,18.50986954978902,3.1850774645917345e-06
1200,0.02232149642568544,0.014814081715089916,0.021130692139834872,1.9183224903605196,0.02149784855102834,4.050477477695223,0.00019027244211144897,-1.0041248041318102e-06,18.50982344802887,2.3161610279588723e-06
1300,0.025083573405096857,0.01595920776222108,0.02417414105082511,1.920164727620508,0.025216629296750278,4.064006203001613,0.00020466038647708792,1.439021460935716e-05,18.509758849248414,-5.326657609877762e-06
1400,0.02571646675211879,0.016047826069452317,0.024023997322472148,1.8393300464205644,0.026499414259823904,4.037733992021311,0.0002251206829176187,4.972021859397266e-06,18.50972777661634,1.014153958263013e-05
