miliseconds,aux,IAAm,IAAp,ARF,ARFIAA,ARF2,auxTIR1,auxTIR1IAA,TIR1,IAAstar
0,9.398684912022597e-05,-0.0004975434883940957,0.0015502525259567612,9.940355879578837,0.0004949467549318422,-0.016105145375128253,2.057481109389167e-05,-3.232646776785702e-07,18.510014249872135,7.308624359456147e-08
100,0.002222226872565301,0.0033919513726928846,-0.0001564980630290848,5.04272132223172,-0.0038156818126917195,2.4383352624387835,1.9136046368435748e-05,-4.918089915528991e-06,18.50998241117181,-4.671579023223691e-06
200,0.0037467612308629897,0.005374318754364249,0.001426854792182076,3.540240250718692,0.005640922948568405,3.2162372044259744,-4.629667800124899e-06,4.209784849635676e-06,18.510008113105883,5.0788799665276805e-06
300,0.0061236846389013215,0.006866670018673638,0.0032960938341311573,2.8364756527045683,-0.0014777182727353,3.585021647907896,3.7426810115562006e-05,4.259738350834109e-06,18.50996258181469,3.7783882638248555e-06
400,0.006865705392382741,0.0076393816381585345,0.004061627242000154,2.413254570436241,0.004145154207668244,3.763605091035956,3.4007773484420056e-06,-1.6983269027326948e-06,18.509990078442115,-4.1338206059808695e-06
500,0.008692727355711813,0.009002018186618105,0.007686097685120615,2.2904956187630456,-0.0021012511608432356,3.897137961101324,3.0413337099874285e-05,3.0116554654976382e-06,18.5099723303431,-7.162741390897412e-07
600,0.010894728170795117,0.009296010419236415,0.008477208446049923,2.150909599683402,0.007747950153349302,3.928920952070606,4.430572646179742e-05,5.979715111933155e-06,18.509971297293372,-4.0393508974099546e-07
700,0.013718054725456482,0.011073212520632389,0.01004866041607608,2.0622288312054766,0.013266647045832074,3.955024192654999,5.019548497297796e-05,-6.542985514736261e-06,18.509952699947217,-3.0315428161272993e-06
800,0.015436454486055403,0.011748943297217195,0.012471296861996791,1.9382216633598095,0.007581090556330022,4.011614511423161,8.312146098480552e-05,-4.592548035628384e-07,18.509937519300344,8.255284825188416e-06
900,0.016883087492635573,0.011905067417236804,0.015653202793676543,1.9029368990495756,0.018445715563800646,4.022011849034751,8.405227523711091e-05,4.343488394530282e-06,18.509905742430142,-5.785359189300216e-06
1000,0.018368397706587398,0.013471943370179266,0.016559399308485004,1.9618211302672721,0.009209841844162386,4.03446950510833,0.00011601106557158185,5.1536688749751465e-06,18.50985457927643,-1.2754577168647927e-06
1100,0.020609597648029377,0.013875498530491434,0.019435163557257152,1.8741863079267629,0.016642518023878516,4.0492559753882436,0.00014920318605235802,6.977451643600147e-06,18.509861121456638,-5.018232897552546e-06
1200,0.022159259673558696,0.01509266160940002,0.020513215531347606,1.8647278434290302,0.017253575401004275,4.064884955067776,0.00017463707748292286,8.393488826455004e-06,18.50981061594883,-7.497907996192022e-07
1300,0.023924085814544315,0.01623079353620134,0.022262293190601176,1.920851582750106,0.032564960237355785,4.015266369730117,0.00018300749722585045,2.93538487797777e-06,18.509809208773245,9.435000460844706e-06
1400,0.024782875298238267,0.017018239269597803,0.02560357295893157,1.8363860865318447,0.027439578080837364,4.051299236912121,0.00021499094200906542,6.388530183355831e-06,18.509751470743456,-2.710254596546384e-06
1500,0.026469101374556547,0.016880780631827987,0.02689313459405989,1.9001597683621263,0.03285071059014819,4.0371934626480686,0.0002863332831259563,9.677703499741904e-06,18.509704051625068,-2.344911033034801e-07
1600,0.02964703790986181,0.017785537394308156,0.02837995912177612,1.8271396342172765,0.042374338027050644,4.050382473530356,0.0002733639631960006,1.5159430992508567e-05,18.509717588885962,2.5059369027694378e-06
1700,0.03146621656546211,0.018965520307502166,0.0326571185105889,1.8684961011226369,0.04878987865643665,4.050740861666536,0.00031723488778379825,1.8203880697995666e-05,18.509650022028456,5.037163086983814e-06
1800,0.03257526880156444,0.020223433094438945,0.03444869909549377,1.8232507475407145,0.05326868926749912,4.0135527362821914,0.00034509853066657964,2.1976422762768536e-05,18.509636607160445,1.3944699077119601e-06
1900,0.034011813374213544,0.0213181489761331,0.035953922034789525,1.8782450390342698,0.058563762176585626,4.032805974261662,0.0004086961760419364,3.1604513020388674e-05,18.509603592655797,2.4243637189140527e-06
2000,0.034869332954596426,0.022146738311790804,0.03670564317450205,1.9164395160378285,0.07084559643887797,4.023413502110743,0.0004061623789771591,2.6099281082385474e-05,18.509549037157214,1.9720562614606488e-05
