miliseconds,Per,dClk,dClkF
0,0.0025685675035961334,-0.0037688235805521083,-0.0011710535556084727
100,0.0030198954478387286,0.01603689193815405,0.019062917668137405
200,0.010011997866114479,0.04203021894869226,0.024506478622867
300,0.011156941315674703,0.050370997439720844,0.03408986160362139
400,0.015020186649204653,0.07280623611534418,0.050163104725942875
500,0.01933603691966892,0.0876340853230758,0.06205041950266166
600,0.02376226310471958,0.08666808710117761,0.06436185609630464
700,0.02619203136822687,0.09574163574093873,0.07987650418722674
800,0.03219646022571263,0.12009045454077041,0.08081877131333255
900,0.03552616390175602,0.1254046815316065,0.0969153635989984
1000,0.0416878789843101,0.13497397421586046,0.09768006871557133
1100,0.04400360640447824,0.15722901373002438,0.11268460657949449
1200,0.0465335551275131,0.17326432019122126,0.11538028864624748
1300,0.05325833050985821,0.18439554409499778,0.1288413080471271
1400,0.055659265440791125,0.18838727184550508,0.140668133421811
1500,0.05985243472032558,0.19986487962458196,0.13935335697569495
1600,0.06529796501312476,0.21483675800059365,0.15433672030024542
1700,0.0668142600921766,0.22700122611074056,0.16422445482270806
1800,0.06811461695420558,0.23592087593959754,0.16600688392804008
1900,0.07351708639356239,0.2500430526161574,0.1842783288701079
2000,0.07608000477226279,0.2657968462084746,0.18927357794192745
2100,0.08040392291823469,0.27924809609407564,0.19888645576718816
2200,0.08456794259635139,0.28918885099258573,0.200634474325696
2300,0.0876327064510551,0.30937990629007667,0.20697206776377183
2400,0.0948036431336188,0.3106588369704069,0.21939548105174886
2500,0.0950922853429014,0.3223869343124571,0.23085941988877876
2600,0.10065828195407005,0.33164919495698564,0.23618715897601406
2700,0.10626726037285712,0.3574503566488473,0.24716241054916338
2800,0.10913564178124033,0.3662623887524375,0.2562957032713345
2900,0.11492073795088573,0.38003848589073946,0.2604797334273601
3000,0.1167679148106226,0.388371382311368,0.2780042524740932
3100,0.12128651391076847,0.3956747649181185,0.2809683089870515
3200,0.1268743100182282,0.41508084049768584,0.29109897356072284
3300,0.12813222520248083,0.4261592296202915,0.2950450041794719
3400,0.13045667422099502,0.4365084403375794,0.3094648693365642
3500,0.13749473172890864,0.45947382303313317,0.3172859707735418
3600,0.13992685972578853,0.45602415630606347,0.33072634529912054
3700,0.14340877626400414,0.472991835090297,0.336325524747811
3800,0.15020573835876624,0.4986316416261489,0.34027595299017915
3900,0.14721270358877195,0.501941392432722,0.35350949634846374
4000,0.1535125924699969,0.5169310573029705,0.356739335832981
4100,0.15304565166957051,0.5113511130685828,0.3733284234059339
4200,0.1555401653579293,0.5372429493113455,0.3709499122220551
4300,0.1559990546202498,0.5389612696011696,0.384956099789339
4400,0.1591875399965811,0.5547052298460244,0.398169715687843
4500,0.15936392692599144,0.5645401521588891,0.407171531692469
4600,0.16032751080384222,0.5713458560944527,0.4120080583050423
4700,0.16097956787974585,0.5802237042138871,0.41764933433341284
4800,0.16285688917948135,0.5964695244172517,0.43215372738899566
4900,0.1639257991564281,0.6035072500012424,0.4333260847478417
5000,0.16592767161218672,0.6020395242795359,0.44793054106532887
