miliseconds,Per,dClk,dClkF
0,-0.0004286071049595129,-0.003452854250166431,-0.005325237815086599
100,0.0017394653456192046,0.026463133272930796,0.019948819321624327
200,0.0070156010230479375,0.028152119790635304,0.02156119620514247
300,0.013722577920987283,0.05685731144872924,0.032708583108662995
400,0.017787264524803868,0.06953924779189039,0.05464368615287638
500,0.02229541997255378,0.07707439383398892,0.05410130230337709
600,0.024704288342230967,0.0930083763510082,0.07372577123632049
700,0.028508499837129032,0.09492854550264013,0.07910357132495154
800,0.029548187230305244,0.11607174380358494,0.08405812689944239
900,0.03529898430346449,0.1253415729862818,0.0966839153198137
1000,0.04082565401023564,0.13704792114161238,0.09947684624486706
1100,0.04463275771401232,0.14567619730341683,0.11324860731419778
1200,0.04857772276969707,0.17455167010428932,0.11571871190181215
1300,0.0494415831571544,0.18515978259666785,0.12274402458807046
1400,0.05626856316707735,0.19684681659944547,0.13744702362749114
1500,0.05974738622310742,0.20880353304914434,0.14198773871800505
1600,0.06147008824712025,0.22315161674068534,0.1491560454237611
1700,0.06875332318683848,0.23260674107969692,0.155325563208985
1800,0.07231810442481218,0.2492152359844901,0.16394659390731806
1900,0.07445832852752879,0.25683640999899876,0.1766865564109266
2000,0.07947899900533908,0.2687709824330336,0.18943071919909976
2100,0.08447668626648103,0.28486239375047145,0.19277987596329832
2200,0.08786403194609597,0.29634591121639364,0.2042479830987052
2300,0.08763779036343128,0.3050041478039219,0.2100479892393784
2400,0.0912634172798508,0.31395011691891267,0.22598636446115353
2500,0.10007289810956371,0.33445934530065485,0.23216972919008758
2600,0.10073345829170115,0.346632841758582,0.23518506221701643
2700,0.10634455176829534,0.36144178090622986,0.241484812185667
2800,0.10782928133197002,0.3638648023248083,0.25766209834711445
2900,0.11098634297430526,0.36920213170937854,0.2671194274115054
3000,0.11468596574040277,0.3904914014694375,0.2763976656626224
3100,0.11925914913605895,0.3974673264864675,0.28429359701580226
3200,0.12636690773730783,0.42407744442231227,0.2961244833197791
3300,0.12605493131219803,0.4359368988041788,0.3046703555816123
3400,0.13221934799716054,0.4378115892504915,0.3108087438854527
3500,0.13610227533539584,0.4441496385114219,0.3139860789145456
3600,0.14039156006760364,0.4578414843465117,0.3195547059347587
3700,0.14478635013075325,0.4741527159877303,0.3383220641446133
3800,0.14627763896348278,0.49444752326843305,0.3421804361134051
3900,0.1499960029082624,0.4998603515434722,0.3471095811512835
4000,0.15170473178874191,0.5125799288866119,0.3594731182544471
4100,0.1522069410856583,0.5212965192866397,0.37008589783557083
4200,0.15206631294571732,0.5288550411758648,0.3737048199157963
4300,0.1561932687526353,0.5468800012853421,0.38216364155278065
4400,0.1576079246105878,0.5593647348242156,0.3918172549933556
4500,0.15687216509221807,0.5556846865397231,0.4070852283119515
4600,0.16213834940001604,0.5743518341037276,0.4080127598950637
4700,0.1604016622688871,0.5860114170032339,0.41331378659054296
4800,0.16172882344706133,0.5847808771957863,0.43211632539507855
4900,0.16341568292032477,0.6074869970221973,0.439312875931014
5000,0.1655769967519644,0.6166885512394938,0.4481865321298168
